sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.9374220727345686,1210,18
GSM4138156,1,0.8870072169520287,918,18
GSM4138135,1,0.6863847330988835,761,18
GSM4138126,1,0.9523530065271912,756,18
GSM4138116,1,0.9172438994180698,703,18
GSM4138140,1,0.9137519304612384,701,18
GSM4138142,1,0.8936768900250802,688,18
GSM4138132,1,0.9255134349943932,640,18
GSM4138137,1,0.722687376716937,639,18
GSM4138136,1,0.9028995070544581,639,18
GSM4138110,1,0.9184866843580517,625,18
GSM4138120,1,0.8347697605961332,608,18
GSM4138155,1,0.5412350094662981,601,18
GSM4138131,1,0.6785328947615563,600,18
GSM4138130,1,0.9144629895560022,581,18
GSM4138138,1,0.8917267771774661,575,18
GSM4138123,1,0.656083222246212,544,18
GSM4138122,1,0.8861109283669465,544,18
GSM4138128,1,0.8861109283669465,544,18
GSM4138139,1,0.653466018320177,541,18
GSM4138141,1,0.6875252163881493,534,18
GSM4138125,1,0.6730442254560748,502,18
GSM4138160,1,0.9043595733831085,485,18
GSM4138162,1,0.8899451442375059,485,18
GSM4138145,1,0.684257216549238,470,18
GSM4138166,1,0.8760674399503499,466,18
GSM4138152,1,0.857685084205237,459,18
GSM4138146,1,0.8766984643801011,458,18
GSM4138165,1,0.8800031964381653,437,18
GSM4138163,1,0.9093561396785959,423,18
GSM4138127,1,0.6735899219785746,401,18
GSM4138154,1,0.8256502423023702,358,18
GSM4138112,1,0.8714492594131705,354,18
GSM4138114,1,0.8679780579332581,351,18
GSM4138167,1,0.8924861629313795,339,18
GSM4138124,1,0.932160483906837,334,18
GSM4138143,1,0.6541442470178422,310,18
GSM4138161,1,0.628947618404121,307,18
GSM4138117,1,0.6654220514356615,305,18
GSM4138144,1,0.8393907544611349,297,18
GSM4138118,1,0.8741229683350646,291,18
GSM4138133,1,0.6824977396158699,284,18
GSM4138158,1,0.8965744124234709,278,18
GSM4138111,1,0.6871564811067838,275,18
GSM4138129,1,0.7130256856134984,233,18
GSM4138150,1,0.8893628817520021,190,18
GSM4138148,1,0.8315657508512936,177,18
GSM4138121,1,0.5927079307147297,175,18
GSM4138164,1,0.8544998275594902,155,18
GSM4138157,1,0.6936138197626205,143,18
GSM4138115,1,0.7119362456669119,136,18
GSM4138159,1,0.6840842033938701,132,18
GSM4138113,1,0.7272836075424952,132,18
GSM4138119,1,0.6222641828221043,107,18
GSM4138137,6,0.7308779533005018,67,18
GSM4138161,5,0.8698147015650013,63,18
GSM4138123,6,0.7293583279999662,62,18
GSM4138135,6,0.730109036133999,57,18
GSM4138131,5,0.9195993870974485,56,18
GSM4138131,2,0.8756730458789626,53,18
GSM4138153,1,0.7003743925792899,53,18
GSM4138111,2,0.7175451900441592,53,18
GSM4138141,2,0.8459366660645805,49,18
GSM4138145,2,0.8197384584106903,44,18
GSM4138161,2,0.8269592564483689,43,18
GSM4138139,3,0.9681005142912862,42,18
GSM4138123,2,0.900918053824224,41,18
GSM4138143,2,0.8334189596455005,37,18
GSM4138113,2,0.7742544039386604,32,18
GSM4138155,5,0.8672565750617469,32,18
GSM4138141,5,0.9180943307084278,31,18
GSM4138172,1,0.8742635108190436,29,18
GSM4138127,6,0.9178648571910479,26,18
GSM4138171,1,0.892598577615769,25,18
GSM4138112,2,0.9433426951253839,25,18
GSM4138149,1,0.8195079534874182,25,18
GSM4138147,1,0.7013684037171827,25,18
GSM4138147,2,0.8637995222575171,24,18
GSM4138139,6,0.8064834306738963,23,18
GSM4138110,2,0.9266920146429076,23,18
GSM4138170,1,0.8918273032656474,22,18
GSM4138111,5,0.9434622414225853,22,18
GSM4138122,2,0.9666131199767498,21,18
GSM4138129,2,0.9186083921879525,21,18
GSM4138128,2,0.9666131199767498,21,18
GSM4138111,3,0.9720154849824281,21,18
GSM4138143,3,0.9646530511937245,20,18
GSM4138131,6,0.9444767498999669,20,18
GSM4138139,2,0.9502828275090269,20,18
GSM4138130,2,0.9761327649858694,19,18
GSM4138127,2,0.9112712057890521,19,18
GSM4138155,2,0.8957545985320658,19,18
GSM4138134,2,0.9710049193945706,18,18
GSM4138115,2,0.9553366896362238,18,18
GSM4138133,2,0.9754864315078456,18,18
GSM4138151,1,0.9720502498430842,18,18
GSM4138152,2,0.9728310217039209,17,18
GSM4138131,3,0.9698296203761931,17,18
GSM4138163,2,0.985707629631537,17,18
GSM4138169,1,0.927572122785193,17,18
GSM4138162,2,0.9843401674881123,16,18
GSM4138127,5,0.9430671909617603,15,18
GSM4138155,6,0.9059401702765694,15,18
GSM4138135,3,0.9766125027725826,15,18
GSM4138155,3,0.9426878139870865,15,18
GSM4138117,2,0.8988714761016199,15,18
