sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.9827129559925734,822,10
GSM4138116,1,0.9471786657498115,680,10
GSM4138126,1,0.97390495753314,676,10
GSM4138156,1,0.9491437816688213,649,10
GSM4138120,1,0.8925108331000933,512,10
GSM4138142,1,0.9525008159360487,489,10
GSM4138110,1,0.9651208398018782,463,10
GSM4138140,1,0.9637842611109121,460,10
GSM4138132,1,0.9720947672612998,416,10
GSM4138160,1,0.9491453467375328,414,10
GSM4138123,4,0.713178221388548,396,10
GSM4138136,1,0.9573273494363665,390,10
GSM4138134,2,0.9601348543444226,389,10
GSM4138138,1,0.9721461391612704,377,10
GSM4138163,1,0.952032676349445,347,10
GSM4138125,8,0.7010592974739833,337,10
GSM4138162,1,0.9582785069077534,324,10
GSM4138128,2,0.9020586127201388,319,10
GSM4138122,2,0.9020586127201388,319,10
GSM4138135,4,0.7507726002191892,307,10
GSM4138152,1,0.9440611992636638,303,10
GSM4138130,1,0.9473944003526167,302,10
GSM4138146,2,0.9223675091952239,291,10
GSM4138154,1,0.9102557496583127,289,10
GSM4138130,2,0.9483076710367764,280,10
GSM4138118,1,0.9119188243139865,269,10
GSM4138165,1,0.95093564677008,268,10
GSM4138156,2,0.9299954224260336,259,10
GSM4138166,1,0.9599938546089503,252,10
GSM4138135,5,0.7379148876838528,245,10
GSM4138136,2,0.9282218501593864,240,10
GSM4138114,1,0.9394211550109249,234,10
GSM4138124,1,0.9771814541061202,229,10
GSM4138140,2,0.922952774609545,229,10
GSM4138137,4,0.7996796985292668,228,10
GSM4138158,1,0.9481892145136562,220,10
GSM4138132,2,0.948146559317122,220,10
GSM4138128,1,0.9585170399577531,216,10
GSM4138122,1,0.9585170399577531,216,10
GSM4138167,1,0.9642718438578479,215,10
GSM4138141,1,0.9212515130649878,207,10
GSM4138166,2,0.8966008468206088,200,10
GSM4138138,2,0.9464672577827905,194,10
GSM4138142,2,0.9532542421832185,192,10
GSM4138145,1,0.8363906222294103,186,10
GSM4138112,1,0.949776297893215,185,10
GSM4138145,3,0.7007558664294927,184,10
GSM4138155,3,0.6275620751110562,175,10
GSM4138131,4,0.7701031651213451,169,10
GSM4138137,5,0.7631921541009843,167,10
GSM4138112,2,0.9124959625229736,164,10
GSM4138144,1,0.9299162663047571,162,10
GSM4138165,2,0.9219222317881856,161,10
GSM4138146,1,0.9454642473933665,159,10
GSM4138110,2,0.9299294904536306,157,10
GSM4138155,1,0.8104940579271687,154,10
GSM4138139,5,0.8056650184301944,147,10
GSM4138162,2,0.9015587248939865,139,10
GSM4138155,5,0.6943678566040706,138,10
GSM4138152,2,0.9113169602773324,138,10
GSM4138150,1,0.9426615231711083,127,10
GSM4138117,1,0.8124473612437274,124,10
GSM4138127,1,0.9032177448604849,116,10
GSM4138127,5,0.7764886252725216,116,10
GSM4138127,6,0.703545192606601,115,10
GSM4138131,5,0.7483462676732693,115,10
GSM4138167,2,0.8889913043216534,112,10
GSM4138131,7,0.8771365093189191,110,10
GSM4138144,2,0.9217632418081482,110,10
GSM4138148,1,0.9375921716042747,109,10
GSM4138124,2,0.9103815397851932,108,10
GSM4138161,7,0.8292133355754832,107,10
GSM4138139,1,0.8598075269737677,107,10
GSM4138135,1,0.9118160309493633,105,10
GSM4138143,3,0.7156117154711464,102,10
GSM4138137,1,0.8910115401459607,102,10
GSM4138114,2,0.8979637119421331,102,10
GSM4138161,3,0.6552434040947291,101,10
GSM4138141,3,0.7242612701173963,99,10
GSM4138161,1,0.8654804158233489,97,10
GSM4138139,4,0.785484329120008,97,10
GSM4138121,5,0.6930497859169638,93,10
GSM4138164,1,0.9618220665997337,91,10
GSM4138125,1,0.9347879995140937,86,10
GSM4138111,6,0.682545633526376,86,10
GSM4138123,6,0.6411036021215801,83,10
GSM4138137,8,0.7541957737664937,81,10
GSM4138126,2,0.9497213282245799,81,10
GSM4138131,6,0.6867001394867958,80,10
GSM4138115,3,0.7551826328090513,80,10
GSM4138143,1,0.8531189830792962,80,10
GSM4138133,3,0.7653956931119084,76,10
GSM4138139,8,0.7329203350959317,74,10
GSM4138120,2,0.8957722207637395,74,10
GSM4138141,7,0.8916216841926786,73,10
GSM4138133,4,0.7524225741064952,71,10
GSM4138155,8,0.6587099351925638,71,10
GSM4138129,1,0.9240417546223249,70,10
GSM4138131,2,0.8673595183242617,68,10
GSM4138141,2,0.8887366259050329,67,10
GSM4138160,2,0.9347740734661478,65,10
GSM4138111,3,0.7275615227227632,65,10
GSM4138117,4,0.778625897788714,64,10
GSM4138131,9,0.8160254183846101,64,10
GSM4138111,7,0.8804975836349698,64,10
GSM4138163,2,0.9087694543551086,63,10
GSM4138131,1,0.9120137852153134,63,10
GSM4138117,6,0.7348657142097608,63,10
GSM4138141,4,0.8063320840197844,62,10
GSM4138150,2,0.9133639786444302,61,10
GSM4138133,6,0.7412734334854592,60,10
GSM4138131,3,0.7901753170364063,60,10
GSM4138139,10,0.954392453358975,59,10
GSM4138137,6,0.7500736591492482,57,10
GSM4138113,1,0.8801955103183688,56,10
GSM4138164,2,0.8544920905468567,55,10
GSM4138141,9,0.8416797320919569,53,10
GSM4138157,3,0.7297372431386657,53,10
GSM4138111,1,0.8462000532428644,53,10
GSM4138154,2,0.9179210034386218,52,10
GSM4138148,2,0.8994636986723377,52,10
GSM4138161,5,0.7810229901750421,51,10
GSM4138139,3,0.8253627075775118,51,10
GSM4138155,7,0.8268653204988696,51,10
GSM4138123,7,0.8975763485769659,48,10
GSM4138111,2,0.8811861161560113,46,10
GSM4138159,3,0.712127371048924,46,10
GSM4138143,7,0.8686542379614236,46,10
GSM4138145,7,0.9147704153933427,45,10
GSM4138143,2,0.9379938986744872,44,10
GSM4138158,2,0.946230511846454,43,10
GSM4138119,1,0.8396641153391744,42,10
GSM4138129,8,0.8378890619744658,42,10
GSM4138123,5,0.8204405773384156,42,10
GSM4138123,3,0.6470510853187651,42,10
GSM4138143,9,0.8368985469709751,42,10
GSM4138161,6,0.7324417828417236,40,10
GSM4138121,1,0.8642175493386004,40,10
GSM4138135,3,0.8293446442579381,39,10
GSM4138145,2,0.933928924583965,38,10
GSM4138139,6,0.7766198945500761,37,10
GSM4138141,6,0.7387865789791669,37,10
GSM4138159,1,0.9459760352645656,36,10
GSM4138129,5,0.8163673352605575,36,10
GSM4138125,4,0.8403136300233883,36,10
GSM4138137,3,0.7674916599769822,35,10
GSM4138135,8,0.8298739987412557,35,10
GSM4138139,2,0.9255788447092806,35,10
GSM4138129,4,0.8782755525312701,34,10
GSM4138113,7,0.9011511681561437,33,10
GSM4138135,6,0.8116482173456164,32,10
GSM4138145,5,0.885358859804533,31,10
GSM4138143,10,0.9499099441330963,31,10
GSM4138147,7,0.8800969637734649,31,10
GSM4138135,9,0.881353640916401,30,10
GSM4138133,1,0.94437980923285,29,10
GSM4138127,7,0.934311761778248,29,10
