sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.9607623321295946,930,15
GSM4138126,1,0.9602580386070678,703,15
GSM4138156,1,0.9149716771680081,690,15
GSM4138116,1,0.9473027902343436,682,15
GSM4138120,1,0.8572614155320885,557,15
GSM4138140,1,0.9337163139906107,532,15
GSM4138142,1,0.9288273271777807,529,15
GSM4138110,1,0.9359076703834907,497,15
GSM4138132,1,0.950086858487153,491,15
GSM4138160,1,0.9275850689371301,431,15
GSM4138136,1,0.9163919983526765,429,15
GSM4138138,1,0.9378857080794073,406,15
GSM4138163,1,0.9101908216771675,378,15
GSM4138162,1,0.9074633173426285,373,15
GSM4138130,1,0.9354000871525118,344,15
GSM4138152,1,0.8869852171772109,338,15
GSM4138154,1,0.8591187367880687,310,15
GSM4138123,3,0.7000080006741429,306,15
GSM4138122,1,0.8714028378744205,305,15
GSM4138128,1,0.8714028378744205,305,15
GSM4138166,1,0.8988223864351911,299,15
GSM4138165,1,0.933069723044019,294,15
GSM4138145,1,0.7780858855219368,285,15
GSM4138134,2,0.9674532732551159,284,15
GSM4138118,1,0.8793502834555005,281,15
GSM4138114,1,0.872898011603498,269,15
GSM4138146,2,0.9256677648296543,269,15
GSM4138167,1,0.9015035221047084,260,15
GSM4138124,1,0.9625743572804519,259,15
GSM4138141,1,0.8461669482468885,259,15
GSM4138125,1,0.7266220688212504,257,15
GSM4138155,1,0.6747166728060301,240,15
GSM4138158,1,0.9084440578299641,240,15
GSM4138130,2,0.9591014728399608,240,15
GSM4138122,2,0.9240198268250968,239,15
GSM4138128,2,0.9240198268250968,239,15
GSM4138156,2,0.9291172622689756,230,15
GSM4138135,3,0.773186675954572,229,15
GSM4138112,1,0.901334260402584,213,15
GSM4138136,2,0.9143157551675979,212,15
GSM4138139,1,0.7606574265497854,208,15
GSM4138137,7,0.761407089711422,208,15
GSM4138144,1,0.8651071287655894,199,15
GSM4138146,1,0.8866633660526034,191,15
GSM4138137,1,0.8109852720447828,185,15
GSM4138131,6,0.7367371838459953,184,15
GSM4138117,1,0.7145905475921626,184,15
GSM4138127,1,0.8311970258616557,179,15
GSM4138123,7,0.6841830462632726,174,15
GSM4138138,2,0.9233426831605076,170,15
GSM4138140,2,0.9123691925666871,169,15
GSM4138166,2,0.8927231405119599,169,15
GSM4138135,1,0.8346803487667779,161,15
GSM4138161,1,0.7463192486754389,160,15
GSM4138142,2,0.9507189188383228,160,15
GSM4138125,3,0.7249374938671054,156,15
GSM4138143,1,0.6990823527785237,156,15
GSM4138132,2,0.9477290825487533,151,15
GSM4138165,2,0.9059956261746385,143,15
GSM4138112,2,0.9170456024810475,141,15
GSM4138150,1,0.9207988880756783,140,15
GSM4138135,7,0.7537137520149899,132,15
GSM4138110,2,0.9342823343559006,131,15
GSM4138148,1,0.8496508533561775,128,15
GSM4138152,2,0.9004800987026673,124,15
GSM4138111,1,0.7418232791008627,122,15
GSM4138137,5,0.7772922554136815,119,15
GSM4138135,5,0.7974910712355824,118,15
GSM4138162,2,0.8879485491743625,112,15
GSM4138129,1,0.8198974816228358,108,15
GSM4138131,1,0.8438628364835425,107,15
GSM4138164,1,0.8729215202068938,106,15
GSM4138161,4,0.8046527153002956,105,15
GSM4138137,3,0.774379768344401,104,15
GSM4138144,2,0.8783409486737183,99,15
GSM4138135,11,0.7372660754925532,98,15
GSM4138131,4,0.892916536167808,97,15
GSM4138139,3,0.7952274618551982,95,15
GSM4138133,3,0.7470751914277911,90,15
GSM4138155,5,0.7145542068256063,88,15
GSM4138145,2,0.7862105335400693,87,15
GSM4138111,2,0.7178190472013144,87,15
GSM4138133,1,0.8446903160472523,86,15
GSM4138114,2,0.8789731489163481,84,15
