sample,cluster,ROGUE,n_cells,K
GSM4138134,2,0.9408052029969192,645,31
GSM4138156,2,0.9056064211614702,500,31
GSM4138123,3,0.6592656155797775,371,31
GSM4138116,2,0.9402761973573579,362,31
GSM4138132,2,0.9369684694261073,341,31
GSM4138120,2,0.8808579552048554,340,31
GSM4138131,3,0.6855763014591851,335,31
GSM4138135,2,0.7087302504113652,332,31
GSM4138140,2,0.9334808598390267,309,31
GSM4138145,3,0.703250089492675,309,31
GSM4138142,2,0.9153927062517014,303,31
GSM4138137,2,0.7316371849801248,287,31
GSM4138138,2,0.9136642007196171,266,31
GSM4138136,2,0.9417574819000679,266,31
GSM4138128,3,0.8786967199774878,263,31
GSM4138122,3,0.8786967199774878,263,31
GSM4138155,3,0.5993749562355036,261,31
GSM4138152,3,0.8476776185059424,260,31
GSM4138126,5,0.9674615757787564,255,31
GSM4138141,3,0.6939219459561629,254,31
GSM4138126,2,0.9652465969983762,252,31
GSM4138134,3,0.9301365618833887,245,31
GSM4138110,3,0.8912886533437179,227,31
GSM4138162,3,0.8817421154286378,227,31
GSM4138134,5,0.9133620746722526,219,31
GSM4138130,2,0.9318905477644802,217,31
GSM4138140,3,0.8921128839660539,209,31
GSM4138139,3,0.6650916079340095,209,31
GSM4138110,2,0.9582727716151394,208,31
GSM4138120,3,0.813387891142938,208,31
GSM4138141,2,0.7006131506962479,206,31
GSM4138136,3,0.87607627915526,203,31
GSM4138163,3,0.8874710454521667,200,31
GSM4138161,3,0.6223600641680834,197,31
GSM4138156,3,0.864666976671137,196,31
GSM4138160,2,0.923554652350812,196,31
GSM4138126,3,0.9225530035085566,190,31
GSM4138142,3,0.8741691654484425,188,31
GSM4138154,2,0.9129085047515917,187,31
GSM4138156,5,0.8937242364339746,185,31
GSM4138130,5,0.8895475643321312,180,31
GSM4138135,3,0.6723636491740208,180,31
GSM4138111,3,0.7085792826918971,174,31
GSM4138166,2,0.9069427414911573,173,31
GSM4138138,3,0.886279431063833,173,31
GSM4138165,2,0.9036744393029436,171,31
GSM4138131,2,0.7290618299946999,171,31
GSM4138160,3,0.8771644519380477,170,31
GSM4138166,3,0.8474543297998729,167,31
GSM4138137,3,0.7364045708156437,162,31
GSM4138146,2,0.9123079130927624,161,31
GSM4138125,4,0.7112666701041133,159,31
GSM4138123,2,0.6436609646382685,156,31
