sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.9828902478835186,809,13
GSM4138116,1,0.9471786657498115,680,13
GSM4138126,1,0.9733835261781631,670,13
GSM4138156,1,0.9457590745770327,651,13
GSM4138120,1,0.8930049164816263,511,13
GSM4138142,1,0.9566128477714092,484,13
GSM4138110,1,0.9649740736985983,460,13
GSM4138140,1,0.9676001752485175,454,13
GSM4138132,1,0.9679897395004652,419,13
GSM4138160,1,0.9487211632798583,413,13
GSM4138134,2,0.9567166394328742,402,13
GSM4138123,4,0.7088322024432752,396,13
GSM4138136,1,0.9596274619129129,384,13
GSM4138138,1,0.9737451374328367,371,13
GSM4138163,1,0.9525414350280397,345,13
GSM4138125,8,0.7004494020302008,335,13
GSM4138122,2,0.89769983810358,326,13
GSM4138128,2,0.89769983810358,326,13
GSM4138162,1,0.9592218358900891,317,13
GSM4138135,4,0.7489258952010267,307,13
GSM4138130,1,0.9445604454138197,300,13
GSM4138152,1,0.9417871962938346,297,13
GSM4138154,1,0.9102557496583127,289,13
GSM4138146,2,0.9218723108213028,289,13
GSM4138130,2,0.9495204453317625,281,13
GSM4138165,1,0.9523148620831073,267,13
GSM4138118,1,0.9141355858000082,266,13
GSM4138156,2,0.9316258667427897,256,13
GSM4138166,1,0.9624008735917619,249,13
GSM4138136,2,0.9279679716566804,246,13
GSM4138140,2,0.9257418713413165,235,13
GSM4138114,1,0.9425400450606869,230,13
GSM4138137,4,0.7972062625824038,230,13
GSM4138124,1,0.977196725325232,229,13
GSM4138158,1,0.9496763661584475,218,13
GSM4138132,2,0.9451530514902806,215,13
GSM4138128,1,0.9638696264434626,211,13
GSM4138167,1,0.9804619852469814,211,13
GSM4138135,7,0.7342422839686574,211,13
GSM4138122,1,0.9638696264434626,211,13
GSM4138141,1,0.8975810491587329,208,13
GSM4138166,2,0.8921222682739173,203,13
GSM4138138,2,0.9461499147002917,200,13
GSM4138142,2,0.9505033902245483,197,13
GSM4138155,3,0.6153271877445158,190,13
GSM4138145,3,0.7007567622035662,189,13
