sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.937522480819992,1214,11
GSM4138156,1,0.8917630896645242,915,11
GSM4138126,1,0.9524638586524139,758,11
GSM4138116,1,0.9295774111559684,701,11
GSM4138140,1,0.9246855492295936,696,11
GSM4138142,1,0.9000749493695768,686,11
GSM4138132,1,0.9249956566750341,642,11
GSM4138136,1,0.9053835191573801,639,11
GSM4138110,1,0.9179666204395102,625,11
GSM4138120,1,0.8562890678938148,594,11
GSM4138130,1,0.9172906157559725,585,11
GSM4138138,1,0.9054728130863178,573,11
GSM4138128,1,0.8971179278497196,540,11
GSM4138122,1,0.8971179278497196,540,11
GSM4138160,1,0.9226773570896724,482,11
GSM4138162,1,0.9051310902945239,474,11
GSM4138166,1,0.8823291307416924,461,11
GSM4138146,1,0.8894118540345323,456,11
GSM4138152,1,0.8887525654256854,449,11
GSM4138165,1,0.8903152544899418,434,11
GSM4138163,1,0.9138829936049093,421,11
GSM4138123,3,0.7168502099301169,389,11
GSM4138112,1,0.871306719154856,352,11
GSM4138154,1,0.869256194846114,348,11
GSM4138114,1,0.8790770792310295,348,11
GSM4138124,1,0.9370433623226164,339,11
GSM4138167,1,0.8886245107092298,337,11
GSM4138125,7,0.6989885261699402,330,11
GSM4138141,1,0.8437987778590836,290,11
GSM4138118,1,0.9025207988684305,288,11
GSM4138144,1,0.8802861583495212,282,11
GSM4138135,3,0.7605593530967035,277,11
GSM4138158,1,0.9101977106128801,270,11
GSM4138145,1,0.827137700330109,241,11
GSM4138135,4,0.7367974509795422,222,11
GSM4138137,3,0.803626540870908,212,11
GSM4138150,1,0.8977300136312176,189,11
GSM4138135,1,0.8798380121629321,189,11
GSM4138155,1,0.7722728887112571,188,11
GSM4138139,1,0.8025969982008845,178,11
GSM4138145,2,0.6979337963429437,174,11
GSM4138117,1,0.763822975156491,171,11
GSM4138148,1,0.8521061316511702,169,11
GSM4138155,2,0.6264526735290995,167,11
GSM4138137,1,0.8634316885995537,157,11
GSM4138137,4,0.77526477768655,153,11
GSM4138164,1,0.860634171570599,152,11
GSM4138131,8,0.7770214241128885,148,11
GSM4138143,1,0.8177760518395091,143,11
GSM4138127,1,0.8753704138715817,138,11
GSM4138155,4,0.7104430739077536,129,11
GSM4138131,1,0.8721191848045496,129,11
GSM4138111,1,0.7809393827138834,127,11
GSM4138161,1,0.8427197867458323,127,11
GSM4138139,4,0.8087064074238289,122,11
GSM4138125,1,0.8710430285465065,113,11
GSM4138131,6,0.8805059006911912,111,11
GSM4138127,5,0.7022324151827568,110,11
GSM4138161,6,0.8292133355754832,107,11
GSM4138129,1,0.8358568119340926,101,11
GSM4138143,2,0.715227714544448,93,11
GSM4138131,3,0.7982149285588963,91,11
GSM4138161,2,0.6704235019082618,90,11
GSM4138127,4,0.8209064044216212,89,11
GSM4138121,4,0.7069307994835201,88,11
GSM4138141,2,0.7268812618635196,85,11
GSM4138113,1,0.8155781294679281,84,11
GSM4138123,5,0.6515314880336909,83,11
GSM4138139,3,0.7849119218380847,80,11
GSM4138133,1,0.8771414887546328,78,11
GSM4138139,7,0.7206992292328984,74,11
GSM4138141,6,0.8916216841926786,73,11
GSM4138131,5,0.6774196166674842,73,11
GSM4138137,7,0.7471948624858208,71,11
GSM4138111,5,0.6862172352084341,69,11
GSM4138155,7,0.6653449190189805,69,11
GSM4138115,2,0.7489586871520735,69,11
GSM4138131,9,0.8157398887819808,63,11
GSM4138133,2,0.7647990227312665,63,11
GSM4138111,6,0.8922855170586885,63,11
GSM4138111,2,0.7255479138248642,59,11
GSM4138139,10,0.954392453358975,59,11
GSM4138133,3,0.7537094646204996,58,11
GSM4138133,5,0.7350044983801041,58,11
GSM4138131,4,0.8288480054290065,58,11
GSM4138131,2,0.7864166266604034,57,11
GSM4138137,5,0.7647742394555739,56,11
GSM4138159,1,0.9065878565990664,54,11
GSM4138141,9,0.8416797320919569,53,11
GSM4138157,1,0.8910831674306371,53,11
GSM4138117,5,0.7382815087041493,52,11
GSM4138117,3,0.8161094274958762,52,11
GSM4138155,6,0.8268653204988696,51,11
GSM4138139,2,0.8179026758126344,49,11
GSM4138157,2,0.7264490258863643,48,11
GSM4138123,6,0.8975763485769659,48,11
GSM4138119,1,0.8261716660340693,47,11
GSM4138121,1,0.8422079236988755,46,11
GSM4138141,3,0.8167112013761043,46,11
GSM4138159,2,0.7157781662283377,45,11
GSM4138145,6,0.9147704153933427,45,11
GSM4138143,6,0.8803628869615792,44,11
GSM4138161,4,0.8134848763463974,42,11
GSM4138143,9,0.8361200848198584,42,11
GSM4138123,2,0.6639632448955164,41,11
GSM4138129,7,0.8370114858557212,40,11
GSM4138127,8,0.8543889141795495,40,11
GSM4138115,1,0.9160768266733549,38,11
GSM4138123,4,0.8339546080861552,38,11
GSM4138161,5,0.7081910505416451,37,11
GSM4138137,2,0.7634884945028537,35,11
GSM4138125,3,0.8496744231811784,35,11
GSM4138123,1,0.8787487042577389,34,11
GSM4138113,6,0.9011511681561437,33,11
GSM4138141,5,0.7194624226876256,32,11
GSM4138129,3,0.8917286249834872,32,11
GSM4138135,7,0.8395660338008752,32,11
GSM4138147,6,0.8800969637734649,31,11
GSM4138135,2,0.7940152835683322,31,11
GSM4138143,10,0.9499099441330963,31,11
GSM4138139,5,0.763653123026271,30,11
GSM4138135,9,0.881353640916401,30,11
GSM4138135,5,0.8100103472828574,29,11
GSM4138145,4,0.8929942017567978,29,11
GSM4138127,6,0.9313771396418056,28,11
GSM4138111,10,0.8570514282209254,28,11
GSM4138141,8,0.9148978193967874,27,11
GSM4138127,7,0.8807180749629699,27,11
GSM4138129,4,0.8400784163948908,27,11
GSM4138113,2,0.8039725218493025,26,11
GSM4138155,3,0.8820397401522581,26,11
GSM4138119,2,0.6724480781359152,26,11
GSM4138112,6,0.9480145225252716,25,11
GSM4138129,6,0.9522192501682015,25,11
GSM4138119,7,0.7561324723701853,24,11
GSM4138155,9,0.8411628701995337,24,11
GSM4138125,2,0.8106759019973601,23,11
GSM4138160,6,0.9618161262174573,22,11
GSM4138139,9,0.9236926261728877,22,11
GSM4138153,2,0.8090696188036507,22,11
GSM4138139,6,0.9333160959033334,22,11
GSM4138123,9,0.9008442792778086,21,11
GSM4138135,10,0.9632808291710414,21,11
GSM4138133,6,0.9677791977403045,21,11
GSM4138110,6,0.9515832936947742,20,11
GSM4138115,9,0.8915195456984419,20,11
GSM4138168,6,0.9011449212070114,20,11
GSM4138155,5,0.8505733519885907,20,11
GSM4138122,6,0.9671572886913489,20,11
GSM4138128,6,0.9671572886913489,20,11
GSM4138153,1,0.891977726653613,20,11
GSM4138133,9,0.8674481408221775,19,11
GSM4138155,10,0.9304048836734371,19,11
GSM4138135,6,0.9277395526018997,19,11
GSM4138115,6,0.9225313235859189,19,11
GSM4138129,2,0.9015470879447147,19,11
GSM4138171,2,0.9132533172181801,18,11
