sample,cluster,ROGUE,n_cells,K,celltype,top_NES
GSM4138111,2,0.7472909236228658,75,17,DC_pDC,2.3900244917450446
GSM4138145,2,0.8112363874821433,59,17,DC_pDC,2.3900244917450446
GSM4138123,2,0.8395857778413734,55,17,DC_pDC,2.3900244917450446
GSM4138153,1,0.7126164035950666,52,17,Mac_CXCL9,2.5274041940961687
GSM4138143,2,0.8393200935551205,49,17,DC_pDC,2.3900244917450446
GSM4138139,4,0.9473611996945782,49,17,Mast,1.4428453703726252
GSM4138141,3,0.8511147929853957,46,17,Mono_TIL,1.977117056203148
GSM4138155,2,0.7922608231891499,45,17,DC_pDC,2.3900244917450446
GSM4138113,2,0.7672244956382747,39,17,DC_pDC,2.3900244917450446
GSM4138161,3,0.8047314285378747,33,17,Mono_TIL,1.977117056203148
GSM4138147,2,0.8610042948818039,32,17,DC_pDC,2.3900244917450446
GSM4138172,1,0.8742635108190436,29,17,Mac_CXCL9,2.5274041940961687
GSM4138137,3,0.8499502392115218,29,17,Mono_TIL,1.977117056203148
GSM4138129,2,0.917110351958978,27,17,DC_pDC,2.3900244917450446
GSM4138112,2,0.9277261643232916,27,17,DC_pDC,2.3900244917450446
GSM4138135,3,0.8272050698202996,26,17,Mono_TIL,1.977117056203148
GSM4138143,4,0.9526938196065428,26,17,Mast,1.4428453703726252
GSM4138139,2,0.9318135695229222,25,17,DC_pDC,2.3900244917450446
GSM4138127,2,0.8916212024854717,25,17,DC_pDC,2.3900244917450446
GSM4138149,1,0.8446328200183351,24,17,Mac_CXCL9,2.5274041940961687
GSM4138171,1,0.9054783827598089,24,17,Mac_CXCL9,2.5274041940961687
GSM4138111,4,0.9668779930990892,24,17,Mast,1.4428453703726252
GSM4138160,2,0.9637168406872292,23,17,DC_pDC,2.3900244917450446
GSM4138110,2,0.9266920146429076,23,17,DC_pDC,2.3900244917450446
GSM4138147,1,0.7133199080933106,23,17,Mac_CXCL9,2.5274041940961687
GSM4138170,1,0.8918273032656474,22,17,Mac_CXCL9,2.5274041940961687
GSM4138130,2,0.9509425296242736,22,17,DC_pDC,2.3900244917450446
GSM4138133,2,0.968913729778171,22,17,DC_pDC,2.3900244917450446
GSM4138128,2,0.9666131199767498,21,17,DC_pDC,2.3900244917450446
GSM4138122,2,0.9666131199767498,21,17,DC_pDC,2.3900244917450446
GSM4138115,2,0.9195567104577496,21,17,DC_pDC,2.3900244917450446
GSM4138156,2,0.9400227027604792,19,17,DC_pDC,2.3900244917450446
GSM4138151,2,0.9444502388813868,18,17,DC_pDC,2.3900244917450446
GSM4138151,1,0.9720502498430842,18,17,Mac_CXCL9,2.5274041940961687
GSM4138135,4,0.9602263776266536,18,17,Mast,1.4428453703726252
GSM4138121,3,0.8352785677884567,18,17,Mono_TIL,1.977117056203148
GSM4138135,2,0.9480750845363568,18,17,DC_pDC,2.3900244917450446
GSM4138134,2,0.9710049193945706,18,17,DC_pDC,2.3900244917450446
GSM4138157,2,0.9439524454703212,18,17,DC_pDC,2.3900244917450446
GSM4138162,2,0.9787070427783016,18,17,DC_pDC,2.3900244917450446
GSM4138155,9,0.9376362573578834,17,17,mregDC_LAMP3,1.0123032307170992
GSM4138152,2,0.9728310217039208,17,17,DC_pDC,2.3900244917450446
GSM4138163,2,0.985707629631537,17,17,DC_pDC,2.3900244917450446
GSM4138131,4,0.9659465673811368,17,17,Mast,1.4428453703726252
GSM4138155,4,0.9406172165412504,16,17,Mast,1.4428453703726252
GSM4138169,1,0.936938091656663,16,17,Mac_CXCL9,2.5274041940961687
GSM4138117,2,0.8988714761016199,15,17,DC_pDC,2.3900244917450446
GSM4138117,4,0.9843483876594742,15,17,Mast,1.4428453703726252
GSM4138134,1,0.9374220727345686,1210,18,Mac_CXCL9,2.560240936883347
GSM4138156,1,0.8870072169520287,918,18,Mac_CXCL9,2.560240936883347
GSM4138135,1,0.6863847330988835,761,18,Mac_CXCL9,2.560240936883347
GSM4138126,1,0.9523530065271912,756,18,Mac_CXCL9,2.560240936883347
GSM4138116,1,0.9172438994180698,703,18,Mac_CXCL9,2.560240936883347
GSM4138140,1,0.9137519304612384,701,18,Mac_CXCL9,2.560240936883347
GSM4138142,1,0.8936768900250802,688,18,Mac_CXCL9,2.560240936883347
GSM4138132,1,0.9255134349943932,640,18,Mac_CXCL9,2.560240936883347
GSM4138137,1,0.722687376716937,639,18,Mac_CXCL9,2.560240936883347
GSM4138136,1,0.902899507054458,639,18,Mac_CXCL9,2.560240936883347
GSM4138110,1,0.9184866843580516,625,18,Mac_CXCL9,2.560240936883347
GSM4138120,1,0.8347697605961332,608,18,Mac_CXCL9,2.560240936883347
GSM4138155,1,0.5412350094662981,601,18,Mac_CXCL9,2.560240936883347
GSM4138131,1,0.6785328947615563,600,18,Mac_CXCL9,2.560240936883347
GSM4138130,1,0.9144629895560022,581,18,Mac_CXCL9,2.560240936883347
GSM4138138,1,0.8917267771774661,575,18,Mac_CXCL9,2.560240936883347
GSM4138123,1,0.656083222246212,544,18,Mac_CXCL9,2.560240936883347
GSM4138122,1,0.8861109283669465,544,18,Mac_CXCL9,2.560240936883347
GSM4138128,1,0.8861109283669465,544,18,Mac_CXCL9,2.560240936883347
GSM4138139,1,0.653466018320177,541,18,Mac_CXCL9,2.560240936883347
GSM4138141,1,0.6875252163881493,534,18,Mac_CXCL9,2.560240936883347
GSM4138125,1,0.6730442254560748,502,18,Mac_CXCL9,2.560240936883347
GSM4138160,1,0.9043595733831084,485,18,Mac_CXCL9,2.560240936883347
GSM4138162,1,0.8899451442375059,485,18,Mac_CXCL9,2.560240936883347
GSM4138145,1,0.684257216549238,470,18,Mac_CXCL9,2.560240936883347
GSM4138166,1,0.8760674399503499,466,18,Mac_CXCL9,2.560240936883347
GSM4138152,1,0.857685084205237,459,18,Mac_CXCL9,2.560240936883347
GSM4138146,1,0.8766984643801011,458,18,Mac_CXCL9,2.560240936883347
GSM4138165,1,0.8800031964381653,437,18,Mac_CXCL9,2.560240936883347
GSM4138163,1,0.909356139678596,423,18,Mac_CXCL9,2.560240936883347
GSM4138127,1,0.6735899219785746,401,18,Mac_CXCL9,2.560240936883347
GSM4138154,1,0.8256502423023702,358,18,Mac_CXCL9,2.560240936883347
GSM4138112,1,0.8714492594131705,354,18,Mac_CXCL9,2.560240936883347
GSM4138114,1,0.8679780579332581,351,18,Mac_CXCL9,2.560240936883347
GSM4138167,1,0.8924861629313795,339,18,Mac_CXCL9,2.560240936883347
GSM4138124,1,0.932160483906837,334,18,Mac_CXCL9,2.560240936883347
GSM4138143,1,0.6541442470178422,310,18,Mac_CXCL9,2.560240936883347
GSM4138161,1,0.628947618404121,307,18,Mac_CXCL9,2.560240936883347
GSM4138117,1,0.6654220514356615,305,18,Mac_CXCL9,2.560240936883347
GSM4138144,1,0.8393907544611349,297,18,Mac_CXCL9,2.560240936883347
GSM4138118,1,0.8741229683350646,291,18,Mac_CXCL9,2.560240936883347
GSM4138133,1,0.6824977396158699,284,18,Mac_CXCL9,2.560240936883347
GSM4138158,1,0.8965744124234709,278,18,Mac_CXCL9,2.560240936883347
GSM4138111,1,0.6871564811067838,275,18,Mac_CXCL9,2.560240936883347
GSM4138129,1,0.7130256856134984,233,18,Mac_CXCL9,2.560240936883347
GSM4138150,1,0.8893628817520021,190,18,Mac_CXCL9,2.560240936883347
GSM4138148,1,0.8315657508512936,177,18,Mac_CXCL9,2.560240936883347
GSM4138121,1,0.5927079307147297,175,18,Mac_CXCL9,2.560240936883347
GSM4138164,1,0.8544998275594902,155,18,Mac_CXCL9,2.560240936883347
GSM4138157,1,0.6936138197626205,143,18,Mac_CXCL9,2.560240936883347
GSM4138115,1,0.7119362456669119,136,18,Mac_CXCL9,2.560240936883347
GSM4138159,1,0.6840842033938701,132,18,Mac_CXCL9,2.560240936883347
GSM4138113,1,0.7272836075424952,132,18,Mac_CXCL9,2.560240936883347
GSM4138119,1,0.6222641828221043,107,18,Mac_CXCL9,2.560240936883347
GSM4138137,6,0.7308779533005018,67,18,Mac_CXCL9,1.0104941876810096
GSM4138161,5,0.8698147015650013,63,18,DC_pDC,1.0267429935415262
GSM4138123,6,0.7293583279999662,62,18,Mac_CXCL9,1.0104941876810096
GSM4138135,6,0.730109036133999,57,18,Mac_CXCL9,1.0104941876810096
GSM4138131,5,0.9195993870974484,56,18,DC_pDC,1.0267429935415262
GSM4138131,2,0.8756730458789626,53,18,DC_pDC,2.5475443210946622
GSM4138153,1,0.7003743925792899,53,18,Mac_CXCL9,2.560240936883347
GSM4138111,2,0.7175451900441592,53,18,DC_pDC,2.5475443210946622
GSM4138141,2,0.8459366660645805,49,18,DC_pDC,2.5475443210946622
GSM4138145,2,0.8197384584106903,44,18,DC_pDC,2.5475443210946622
GSM4138161,2,0.8269592564483689,43,18,DC_pDC,2.5475443210946622
GSM4138139,3,0.9681005142912862,42,18,Mast,1.6241099332894189
GSM4138123,2,0.900918053824224,41,18,DC_pDC,2.5475443210946622
GSM4138143,2,0.8334189596455005,37,18,DC_pDC,2.5475443210946622
GSM4138113,2,0.7742544039386604,32,18,DC_pDC,2.5475443210946622
GSM4138155,5,0.8672565750617469,32,18,DC_pDC,1.0267429935415262
GSM4138141,5,0.9180943307084278,31,18,DC_pDC,1.0267429935415262
GSM4138172,1,0.8742635108190436,29,18,Mac_CXCL9,2.560240936883347
GSM4138127,6,0.917864857191048,26,18,Mac_CXCL9,1.0104941876810096
GSM4138171,1,0.892598577615769,25,18,Mac_CXCL9,2.560240936883347
GSM4138112,2,0.943342695125384,25,18,DC_pDC,2.5475443210946622
GSM4138149,1,0.8195079534874182,25,18,Mac_CXCL9,2.560240936883347
GSM4138147,1,0.7013684037171827,25,18,Mac_CXCL9,2.560240936883347
GSM4138147,2,0.8637995222575171,24,18,DC_pDC,2.5475443210946622
GSM4138139,6,0.8064834306738963,23,18,Mac_CXCL9,1.0104941876810096
GSM4138110,2,0.9266920146429076,23,18,DC_pDC,2.5475443210946622
GSM4138170,1,0.8918273032656474,22,18,Mac_CXCL9,2.560240936883347
GSM4138111,5,0.9434622414225852,22,18,DC_pDC,1.0267429935415262
GSM4138122,2,0.9666131199767498,21,18,DC_pDC,2.5475443210946622
GSM4138129,2,0.9186083921879524,21,18,DC_pDC,2.5475443210946622
GSM4138128,2,0.9666131199767498,21,18,DC_pDC,2.5475443210946622
GSM4138111,3,0.972015484982428,21,18,Mast,1.6241099332894189
GSM4138143,3,0.9646530511937244,20,18,Mast,1.6241099332894189
GSM4138131,6,0.9444767498999668,20,18,Mac_CXCL9,1.0104941876810096
GSM4138139,2,0.9502828275090268,20,18,DC_pDC,2.5475443210946622
GSM4138130,2,0.9761327649858694,19,18,DC_pDC,2.5475443210946622
GSM4138127,2,0.911271205789052,19,18,DC_pDC,2.5475443210946622
GSM4138155,2,0.8957545985320658,19,18,DC_pDC,2.5475443210946622
GSM4138134,2,0.9710049193945706,18,18,DC_pDC,2.5475443210946622
GSM4138115,2,0.9553366896362238,18,18,DC_pDC,2.5475443210946622
GSM4138133,2,0.9754864315078456,18,18,DC_pDC,2.5475443210946622
GSM4138151,1,0.9720502498430842,18,18,Mac_CXCL9,2.560240936883347
GSM4138152,2,0.9728310217039208,17,18,DC_pDC,2.5475443210946622
GSM4138131,3,0.9698296203761932,17,18,Mast,1.6241099332894189
GSM4138163,2,0.985707629631537,17,18,DC_pDC,2.5475443210946622
GSM4138169,1,0.927572122785193,17,18,Mac_CXCL9,2.560240936883347
GSM4138162,2,0.9843401674881124,16,18,DC_pDC,2.5475443210946622
GSM4138127,5,0.9430671909617604,15,18,DC_pDC,1.0267429935415262
GSM4138155,6,0.9059401702765694,15,18,Mac_CXCL9,1.0104941876810096
GSM4138135,3,0.9766125027725826,15,18,Mast,1.6241099332894189
GSM4138155,3,0.9426878139870865,15,18,Mast,1.6241099332894189
GSM4138117,2,0.8988714761016199,15,18,DC_pDC,2.5475443210946622
GSM4138134,3,0.9405832139387472,542,19,Mac_CXCL9,1.7703458898468771
GSM4138156,3,0.8856508284365837,421,19,Mac_CXCL9,1.7703458898468771
GSM4138125,1,0.6983499234961547,392,19,Mac_SPP1,2.655829182192745
GSM4138134,1,0.9456614632103416,371,19,Mac_SPP1,2.655829182192745
GSM4138135,4,0.7667619028454686,361,19,Mac_CXCL9,1.511306604795604
GSM4138123,4,0.702678256509713,351,19,Mac_CXCL9,1.511306604795604
GSM4138126,3,0.9548943911397382,351,19,Mac_CXCL9,1.7703458898468771
GSM4138130,3,0.91832672414247,323,19,Mac_CXCL9,1.7703458898468771
GSM4138116,4,0.908811395340173,310,19,Mac_CXCL9,1.511306604795604
GSM4138110,3,0.932211319940274,299,19,Mac_CXCL9,1.7703458898468771
GSM4138142,3,0.8959025010484835,290,19,Mac_CXCL9,1.7703458898468771
GSM4138132,3,0.9323447920843364,287,19,Mac_CXCL9,1.7703458898468771
GSM4138134,4,0.9424288295857052,263,19,Mac_CXCL9,1.511306604795604
GSM4138131,6,0.7509948793023916,252,19,Mono_TIL,1.8458688625105335
GSM4138135,7,0.7492394178351921,249,19,Mac_IL1B,1.6118872842171028
GSM4138165,3,0.8897741481892644,244,19,Mac_CXCL9,1.7703458898468771
GSM4138137,4,0.796528363547883,237,19,Mac_CXCL9,1.511306604795604
GSM4138140,3,0.9176319851473704,236,19,Mac_CXCL9,1.7703458898468771
GSM4138136,3,0.9233343244783035,234,19,Mac_CXCL9,1.7703458898468771
GSM4138138,1,0.9068555012829204,232,19,Mac_SPP1,2.655829182192745
GSM4138140,1,0.9163310301764652,232,19,Mac_SPP1,2.655829182192745
GSM4138156,1,0.9198492259625044,230,19,Mac_SPP1,2.655829182192745
GSM4138136,1,0.9408835001399424,229,19,Mac_SPP1,2.655829182192745
GSM4138120,1,0.8801728578800236,224,19,Mac_SPP1,2.655829182192745
GSM4138138,3,0.9110578600347692,223,19,Mac_CXCL9,1.7703458898468771
GSM4138122,1,0.8936805223798483,220,19,Mac_SPP1,2.655829182192745
GSM4138128,1,0.8936805223798483,220,19,Mac_SPP1,2.655829182192745
GSM4138116,3,0.9298401916565324,217,19,Mac_CXCL9,1.7703458898468771
GSM4138146,3,0.8836852866940602,208,19,Mac_CXCL9,1.7703458898468771
GSM4138142,1,0.9214460782805882,208,19,Mac_SPP1,2.655829182192745
GSM4138122,3,0.9181312656893096,206,19,Mac_CXCL9,1.7703458898468771
GSM4138128,3,0.9181312656893096,206,19,Mac_CXCL9,1.7703458898468771
GSM4138126,1,0.9519516916614628,201,19,Mac_SPP1,2.655829182192745
GSM4138140,4,0.9220351818547856,197,19,Mac_CXCL9,1.511306604795604
GSM4138162,3,0.9074432746811124,195,19,Mac_CXCL9,1.7703458898468771
GSM4138156,4,0.9122483595270092,195,19,Mac_CXCL9,1.511306604795604
GSM4138154,1,0.8847929124656075,193,19,Mac_SPP1,2.655829182192745
GSM4138120,3,0.879837038743772,192,19,Mac_CXCL9,1.7703458898468771
GSM4138114,3,0.8894655305709153,192,19,Mac_CXCL9,1.7703458898468771
GSM4138160,3,0.9095306946822964,191,19,Mac_CXCL9,1.7703458898468771
GSM4138167,3,0.9036558093303124,191,19,Mac_CXCL9,1.7703458898468771
GSM4138155,7,0.6921867315375569,186,19,Mac_IL1B,1.6118872842171028
GSM4138110,4,0.9344511686315112,184,19,Mac_CXCL9,1.511306604795604
GSM4138166,3,0.8980422549232,184,19,Mac_CXCL9,1.7703458898468771
GSM4138112,3,0.8788133056881049,179,19,Mac_CXCL9,1.7703458898468771
GSM4138141,4,0.7328556988313143,178,19,Mac_CXCL9,1.511306604795604
GSM4138160,1,0.900087371546555,171,19,Mac_SPP1,2.655829182192745
GSM4138132,4,0.9400762402916732,171,19,Mac_CXCL9,1.511306604795604
GSM4138126,4,0.9561451115983604,169,19,Mac_CXCL9,1.511306604795604
GSM4138120,4,0.8233657085288835,168,19,Mac_CXCL9,1.511306604795604
GSM4138127,7,0.795612036251336,165,19,Mac_IL1B,1.6118872842171028
GSM4138116,1,0.9566982915224236,165,19,Mac_SPP1,2.655829182192745
GSM4138155,1,0.6220136242996477,159,19,Mac_SPP1,2.655829182192745
GSM4138152,4,0.8640748883782119,158,19,Mac_CXCL9,1.511306604795604
GSM4138142,4,0.8925896058217232,157,19,Mac_CXCL9,1.511306604795604
GSM4138163,3,0.9149576097171732,157,19,Mac_CXCL9,1.7703458898468771
GSM4138123,3,0.657304082127814,156,19,Mac_CXCL9,1.7703458898468771
GSM4138144,1,0.8922029100153831,154,19,Mac_SPP1,2.655829182192745
GSM4138166,1,0.8837475034383095,152,19,Mac_SPP1,2.655829182192745
GSM4138162,4,0.8940559356679811,151,19,Mac_CXCL9,1.511306604795604
GSM4138139,7,0.7983287536206848,148,19,Mac_IL1B,1.6118872842171028
GSM4138139,1,0.7274360928134778,148,19,Mac_SPP1,2.655829182192745
GSM4138146,1,0.882619739638123,147,19,Mac_SPP1,2.655829182192745
GSM4138139,4,0.7519278724855369,145,19,Mac_CXCL9,1.511306604795604
GSM4138152,3,0.882796485878083,143,19,Mac_CXCL9,1.7703458898468771
GSM4138136,4,0.916741515496919,143,19,Mac_CXCL9,1.511306604795604
GSM4138137,7,0.7792959347811276,142,19,Mac_IL1B,1.6118872842171028
GSM4138163,4,0.915949306539401,137,19,Mac_CXCL9,1.511306604795604
GSM4138132,1,0.965778768525842,135,19,Mac_SPP1,2.655829182192745
GSM4138161,2,0.7956018895012096,126,19,DC_pDC,2.2189669747760106
GSM4138152,1,0.9194864059547582,126,19,Mac_SPP1,2.655829182192745
GSM4138158,3,0.9039001382170874,126,19,Mac_CXCL9,1.7703458898468771
GSM4138133,4,0.7202715938763526,126,19,Mac_CXCL9,1.511306604795604
GSM4138118,1,0.919682100486618,125,19,Mac_SPP1,2.655829182192745
GSM4138145,4,0.7351679066619424,125,19,Mac_CXCL9,1.511306604795604
GSM4138117,3,0.7332154206548155,123,19,Mac_CXCL9,1.7703458898468771
GSM4138141,3,0.809979981962915,123,19,Mac_CXCL9,1.7703458898468771
GSM4138155,4,0.6497763983899617,122,19,Mac_CXCL9,1.511306604795604
GSM4138131,2,0.8300775228760853,122,19,DC_pDC,2.2189669747760106
GSM4138110,1,0.9483590991367414,122,19,Mac_SPP1,2.655829182192745
GSM4138124,3,0.9644696377058408,113,19,Mac_CXCL9,1.7703458898468771
GSM4138130,1,0.9294612515954044,111,19,Mac_SPP1,2.655829182192745
GSM4138163,1,0.9078695560291418,111,19,Mac_SPP1,2.655829182192745
GSM4138160,4,0.92837290430736,108,19,Mac_CXCL9,1.511306604795604
GSM4138141,2,0.8171915221756503,107,19,DC_pDC,2.2189669747760106
GSM4138124,4,0.9257905200167988,107,19,Mac_CXCL9,1.511306604795604
GSM4138137,1,0.788659593992497,107,19,Mac_SPP1,2.655829182192745
GSM4138162,1,0.9343836162886038,101,19,Mac_SPP1,2.655829182192745
GSM4138117,4,0.7146294031989455,101,19,Mac_CXCL9,1.511306604795604
GSM4138143,4,0.728250914937841,100,19,Mac_CXCL9,1.511306604795604
GSM4138111,2,0.7676099929089734,99,19,DC_pDC,2.2189669747760106
GSM4138137,3,0.7736846871038794,97,19,Mac_CXCL9,1.7703458898468771
GSM4138111,3,0.7031685740921483,97,19,Mac_CXCL9,1.7703458898468771
GSM4138121,7,0.7075066684999423,97,19,Mac_IL1B,1.6118872842171028
GSM4138145,7,0.8155157008437597,97,19,Mac_IL1B,1.6118872842171028
GSM4138138,4,0.911470585337032,96,19,Mac_CXCL9,1.511306604795604
GSM4138131,4,0.7866420715817883,96,19,Mac_CXCL9,1.511306604795604
GSM4138145,1,0.8041962005576113,95,19,Mac_SPP1,2.655829182192745
GSM4138112,1,0.8973003141720789,94,19,Mac_SPP1,2.655829182192745
GSM4138124,1,0.9557567546730014,93,19,Mac_SPP1,2.655829182192745
GSM4138145,2,0.7821772226538866,92,19,DC_pDC,2.2189669747760106
GSM4138166,4,0.8919781709848056,92,19,Mac_CXCL9,1.511306604795604
GSM4138131,3,0.7505255538930613,91,19,Mac_CXCL9,1.7703458898468771
GSM4138150,3,0.9076068680916068,90,19,Mac_CXCL9,1.7703458898468771
GSM4138143,3,0.7413885009574666,89,19,Mac_CXCL9,1.7703458898468771
GSM4138130,4,0.9358805492092436,89,19,Mac_CXCL9,1.511306604795604
GSM4138154,3,0.8142999796639208,89,19,Mac_CXCL9,1.7703458898468771
GSM4138165,1,0.9371970978395772,87,19,Mac_SPP1,2.655829182192745
GSM4138114,1,0.9004345666419541,87,19,Mac_SPP1,2.655829182192745
GSM4138118,4,0.8735766600562395,82,19,Mac_CXCL9,1.511306604795604
GSM4138133,3,0.7763974600571402,80,19,Mac_CXCL9,1.7703458898468771
GSM4138165,4,0.9088578110861146,79,19,Mac_CXCL9,1.511306604795604
GSM4138111,4,0.7090076080847998,79,19,Mac_CXCL9,1.511306604795604
GSM4138122,4,0.9009381462752186,77,19,Mac_CXCL9,1.511306604795604
GSM4138128,4,0.9009381462752186,77,19,Mac_CXCL9,1.511306604795604
GSM4138158,1,0.9629004638839324,77,19,Mac_SPP1,2.655829182192745
GSM4138164,3,0.860269142419192,76,19,Mac_CXCL9,1.7703458898468771
GSM4138167,1,0.9527123324118628,75,19,Mac_SPP1,2.655829182192745
GSM4138144,3,0.8616012923660311,75,19,Mac_CXCL9,1.7703458898468771
GSM4138155,2,0.7507194099658773,74,19,DC_pDC,2.2189669747760106
GSM4138118,3,0.9481114728397102,74,19,Mac_CXCL9,1.7703458898468771
GSM4138141,1,0.8691464280633501,74,19,Mac_SPP1,2.655829182192745
GSM4138135,3,0.7769363701135653,73,19,Mac_CXCL9,1.7703458898468771
GSM4138155,3,0.7029835139837299,72,19,Mac_CXCL9,1.7703458898468771
GSM4138143,2,0.7923544324571252,72,19,DC_pDC,2.2189669747760106
GSM4138131,7,0.7907495472926337,71,19,Mac_IL1B,1.6118872842171028
GSM4138127,3,0.7641967241953391,71,19,Mac_CXCL9,1.7703458898468771
GSM4138161,7,0.7662304047983446,66,19,Mac_IL1B,1.6118872842171028
GSM4138161,4,0.6919858372941983,66,19,Mac_CXCL9,1.511306604795604
GSM4138125,4,0.7778037106361011,66,19,Mac_CXCL9,1.511306604795604
GSM4138154,4,0.8231724510390045,66,19,Mac_CXCL9,1.511306604795604
GSM4138112,4,0.9212113909255888,65,19,Mac_CXCL9,1.511306604795604
GSM4138137,9,0.8534472876489396,64,19,cDC2_CD1C,1.4715864921726158
GSM4138161,3,0.7355101584070793,64,19,Mac_CXCL9,1.7703458898468771
GSM4138129,7,0.8028787976811145,63,19,Mac_IL1B,1.6118872842171028
GSM4138129,1,0.8312800094976164,63,19,Mac_SPP1,2.655829182192745
GSM4138146,4,0.8859890110873487,63,19,Mac_CXCL9,1.511306604795604
GSM4138145,3,0.7802837591277255,62,19,Mac_CXCL9,1.7703458898468771
GSM4138127,6,0.8119356068146057,61,19,Mono_TIL,1.8458688625105335
GSM4138148,3,0.8632587340441882,59,19,Mac_CXCL9,1.7703458898468771
GSM4138139,10,0.9522499847700694,58,19,Mast,1.5722263194541717
GSM4138156,2,0.8635711775132973,57,19,DC_pDC,2.2189669747760106
GSM4138167,4,0.8968398624033297,57,19,Mac_CXCL9,1.511306604795604
GSM4138127,1,0.7970746321092115,55,19,Mac_SPP1,2.655829182192745
GSM4138129,4,0.817920252487347,55,19,Mac_CXCL9,1.511306604795604
GSM4138150,1,0.9191930127686592,54,19,Mac_SPP1,2.655829182192745
GSM4138158,4,0.9598127224656756,53,19,Mac_CXCL9,1.511306604795604
GSM4138123,2,0.8408637349749011,53,19,DC_pDC,2.2189669747760106
GSM4138148,1,0.9096254568516088,52,19,Mac_SPP1,2.655829182192745
GSM4138114,4,0.8698535610306646,52,19,Mac_CXCL9,1.511306604795604
GSM4138122,2,0.9290800825981518,51,19,DC_pDC,2.2189669747760106
GSM4138130,2,0.93378796374488,51,19,DC_pDC,2.2189669747760106
GSM4138119,1,0.7060448982007672,51,19,Mac_SPP1,2.655829182192745
GSM4138148,4,0.8390292457507863,51,19,Mac_CXCL9,1.511306604795604
GSM4138128,2,0.9290800825981518,51,19,DC_pDC,2.2189669747760106
GSM4138131,5,0.7540326286713276,50,19,mregDC_LAMP3,2.091502478847331
GSM4138113,4,0.7585360518462214,49,19,Mac_CXCL9,1.511306604795604
GSM4138141,6,0.8149514936347712,49,19,Mono_TIL,1.8458688625105335
GSM4138164,1,0.950805387744242,48,19,Mac_SPP1,2.655829182192745
GSM4138144,4,0.8730482618143565,48,19,Mac_CXCL9,1.511306604795604
GSM4138123,7,0.8191170484383261,47,19,Mac_IL1B,1.6118872842171028
GSM4138113,2,0.7872195604760761,47,19,DC_pDC,2.2189669747760106
GSM4138135,1,0.8209057754002786,47,19,Mac_SPP1,2.655829182192745
GSM4138162,2,0.8655523332195476,46,19,DC_pDC,2.2189669747760106
GSM4138113,3,0.803757021807346,46,19,Mac_CXCL9,1.7703458898468771
GSM4138143,8,0.8202839084337908,45,19,mregDC_LAMP3,1.2153275526200271
GSM4138139,3,0.7681284212785163,45,19,Mac_CXCL9,1.7703458898468771
GSM4138161,1,0.8823078422431552,43,19,Mac_SPP1,2.655829182192745
GSM4138139,6,0.8628959017711794,43,19,Mono_TIL,1.8458688625105335
GSM4138117,1,0.8391458322233327,42,19,Mac_SPP1,2.655829182192745
GSM4138110,2,0.8774185396768865,42,19,DC_pDC,2.2189669747760106
GSM4138127,2,0.848998991306364,41,19,DC_pDC,2.2189669747760106
GSM4138115,4,0.8351472658110666,39,19,Mac_CXCL9,1.511306604795604
GSM4138166,2,0.8809615442092821,39,19,DC_pDC,2.2189669747760106
GSM4138112,2,0.8629357386209606,39,19,DC_pDC,2.2189669747760106
GSM4138152,2,0.8220153124382314,39,19,DC_pDC,2.2189669747760106
GSM4138150,4,0.9280717301502506,37,19,Mac_CXCL9,1.511306604795604
GSM4138143,1,0.8022602299939725,37,19,Mac_SPP1,2.655829182192745
GSM4138159,3,0.7506215050745396,37,19,Mac_CXCL9,1.7703458898468771
GSM4138157,4,0.8216981001454041,36,19,Mac_CXCL9,1.511306604795604
GSM4138139,2,0.9083083035282328,35,19,DC_pDC,2.2189669747760106
GSM4138141,8,0.8590420390361158,35,19,mregDC_LAMP3,1.2153275526200271
GSM4138126,2,0.9352341453498564,35,19,DC_pDC,2.2189669747760106
GSM4138129,3,0.8734240127378997,34,19,Mac_CXCL9,1.7703458898468771
GSM4138160,2,0.9129097381693978,34,19,DC_pDC,2.2189669747760106
GSM4138135,9,0.9258353488609772,33,19,cDC2_CD1C,1.4715864921726158
GSM4138157,2,0.8889186178164572,33,19,DC_pDC,2.2189669747760106
GSM4138133,2,0.8724499654207973,33,19,DC_pDC,2.2189669747760106
GSM4138147,2,0.8548298313978566,33,19,DC_pDC,2.2189669747760106
GSM4138146,2,0.9090859110219716,33,19,DC_pDC,2.2189669747760106
GSM4138115,3,0.8506382136389535,32,19,Mac_CXCL9,1.7703458898468771
GSM4138131,8,0.8961328484798305,32,19,mregDC_LAMP3,1.2153275526200271
GSM4138159,7,0.905201359279132,32,19,Mac_IL1B,1.6118872842171028
GSM4138121,4,0.8355349225479808,32,19,Mac_CXCL9,1.511306604795604
GSM4138125,3,0.8734688917429974,32,19,Mac_CXCL9,1.7703458898468771
GSM4138134,2,0.9363307302445598,32,19,DC_pDC,2.2189669747760106
GSM4138127,4,0.795999885800434,32,19,Mac_CXCL9,1.511306604795604
GSM4138159,4,0.7946206965109434,32,19,Mac_CXCL9,1.511306604795604
GSM4138163,2,0.926219048830724,31,19,DC_pDC,2.2189669747760106
GSM4138141,5,0.8124525329374026,31,19,mregDC_LAMP3,2.091502478847331
GSM4138111,5,0.6857483015181687,31,19,mregDC_LAMP3,2.091502478847331
GSM4138138,2,0.9458809067622348,30,19,DC_pDC,2.2189669747760106
