GEP,n_samples,median_ROGUE,mean_ROGUE,min_ROGUE,max_ROGUE,total_cells
1,55,0.895,0.885,0.767,0.952,18437
2,30,0.806,0.805,0.627,0.964,1467
3,13,0.799,0.815,0.716,0.963,1455
4,14,0.738,0.75,0.657,0.899,730
5,13,0.781,0.799,0.686,0.914,1202
6,29,0.931,0.926,0.827,0.99,979
7,8,0.767,0.769,0.653,0.881,657
8,11,0.881,0.88,0.815,0.951,329
9,7,0.954,0.942,0.857,0.984,192
