sample,cluster,ROGUE,n_cells,K
GSM4138116,1,0.9475027197128465,676,23
GSM4138134,1,0.9870472267718294,618,23
GSM4138156,1,0.9636194564016451,616,23
GSM4138126,1,0.985187350863915,570,23
GSM4138123,4,0.6972310558667485,416,23
GSM4138120,2,0.8543731131508217,386,23
GSM4138160,1,0.9726675761076867,355,23
GSM4138142,1,0.9756308022754637,345,23
GSM4138134,2,0.9492284442414013,332,23
GSM4138110,1,0.980880570218226,318,23
GSM4138135,4,0.7593625490857369,310,23
GSM4138138,1,0.985382837574817,294,23
GSM4138140,2,0.9107813104359722,292,23
GSM4138136,1,0.9740992509079172,289,23
GSM4138140,1,0.9843287900271385,287,23
GSM4138132,2,0.925744187264741,279,23
GSM4138125,11,0.7142696442390031,263,23
GSM4138134,3,0.9735676656563861,259,23
GSM4138146,3,0.9521691380993482,252,23
GSM4138132,1,0.9911860164941747,243,23
GSM4138137,4,0.8019336842336413,237,23
GSM4138165,1,0.9765779129237658,234,23
GSM4138122,2,0.8833125223435533,221,23
GSM4138128,2,0.8833125223435533,221,23
GSM4138130,1,0.9814661944294645,220,23
GSM4138156,3,0.9597756408531015,217,23
GSM4138152,2,0.8753259027795686,215,23
GSM4138162,2,0.9009437683043212,210,23
GSM4138130,3,0.967795762667433,209,23
GSM4138142,2,0.9214275974514261,203,23
GSM4138122,3,0.9786469968757998,198,23
GSM4138128,3,0.9786469968757998,198,23
GSM4138110,2,0.9079984994810297,192,23
GSM4138163,1,0.9744018177690353,190,23
GSM4138163,2,0.9025591166160201,190,23
GSM4138154,1,0.9647767578559983,189,23
GSM4138120,1,0.9428048931629817,189,23
GSM4138124,1,0.9788533617266275,188,23
GSM4138162,1,0.9794770109347634,186,23
GSM4138136,3,0.9666946565138261,185,23
GSM4138118,2,0.8841229528981931,184,23
GSM4138158,1,0.982654724120136,174,23
GSM4138166,1,0.9832573315532794,167,23
GSM4138136,2,0.89343618069242,166,23
GSM4138114,1,0.9754803844512273,165,23
GSM4138131,14,0.7669648120149918,159,23
GSM4138112,1,0.9755523653075178,157,23
GSM4138138,3,0.9619004905930997,155,23
GSM4138166,2,0.8880000321408388,153,23
GSM4138130,2,0.914267409498835,149,23
GSM4138167,2,0.8615695922974992,148,23
GSM4138135,7,0.8668908087355595,142,23
GSM4138166,3,0.9548097557228177,140,23
GSM4138141,2,0.8516570644921235,139,23
GSM4138152,1,0.9654368317774624,138,23
GSM4138142,3,0.9721294614981384,137,23
GSM4138146,1,0.974294837454716,136,23
GSM4138126,2,0.9287064497416581,135,23
GSM4138155,13,0.6310608552553117,134,23
GSM4138137,7,0.8093116870716451,134,23
GSM4138165,3,0.9398547438875039,130,23
GSM4138112,3,0.9406299542886701,130,23
GSM4138154,2,0.8559956514943937,127,23
GSM4138128,1,0.991268963481752,125,23
GSM4138122,1,0.991268963481752,125,23
GSM4138139,7,0.832519997364023,122,23
GSM4138138,2,0.9043379281705187,122,23
GSM4138155,7,0.7249601631899169,119,23
GSM4138141,1,0.9588019050899173,117,23
GSM4138167,1,0.9835980231972284,116,23
GSM4138132,3,0.9774037596053856,116,23
GSM4138140,3,0.9553467849199918,115,23
GSM4138145,2,0.83771806202341,114,23
GSM4138144,2,0.8385706447431418,113,23
GSM4138110,3,0.9715220096450679,112,23
GSM4138117,1,0.8507365258797557,112,23
GSM4138131,6,0.8805059006911912,111,23
GSM4138161,6,0.8200083500434279,109,23
GSM4138152,3,0.9259931033555523,108,23
GSM4138131,4,0.777100112878235,107,23
GSM4138114,2,0.8718093359310999,106,23
GSM4138145,1,0.8865694474684513,104,23
GSM4138155,1,0.8746708634782665,104,23
GSM4138144,1,0.9804096163250127,101,23
GSM4138143,2,0.7630146394018957,101,23
GSM4138118,1,0.9599864337143936,98,23
GSM4138139,4,0.7853874402965373,94,23
GSM4138127,7,0.8149487176366347,94,23
GSM4138135,16,0.7625367861201419,93,23
GSM4138162,3,0.9568296641462748,87,23
GSM4138144,3,0.9637738732829256,81,23
GSM4138156,2,0.9119119237488639,81,23
GSM4138127,1,0.9293280315061847,80,23
GSM4138148,1,0.9854690038786869,80,23
GSM4138114,3,0.9598024161958251,76,23
GSM4138160,2,0.8966022092565209,76,23
GSM4138158,2,0.9098554707074176,76,23
GSM4138124,3,0.9551435584355901,75,23
GSM4138164,1,0.9771721966677016,75,23
GSM4138150,2,0.9067748479050459,73,23
GSM4138150,1,0.9712833652098262,73,23
GSM4138141,6,0.8972796546568612,73,23
GSM4138165,2,0.8634012726272375,72,23
GSM4138139,2,0.825423655110916,72,23
GSM4138124,2,0.9169496978163242,71,23
GSM4138146,2,0.8819697056719784,71,23
GSM4138111,2,0.8179785417737312,70,23
GSM4138161,2,0.8202658842049118,70,23
GSM4138137,18,0.8740365834438706,68,23
GSM4138133,4,0.761651161981065,68,23
GSM4138133,2,0.864141312092466,68,23
GSM4138125,1,0.9577229365637111,67,23
GSM4138111,6,0.8856442608645018,67,23
GSM4138112,2,0.8838935300801184,65,23
GSM4138167,3,0.9628409076016069,65,23
GSM4138135,2,0.8908466991561778,64,23
GSM4138131,15,0.7977425222965138,63,23
GSM4138121,7,0.7642438489550597,62,23
GSM4138145,10,0.8403892579660253,62,23
GSM4138117,4,0.8050377662640866,61,23
GSM4138139,17,0.954392453358975,59,23
GSM4138131,2,0.8973994891809199,59,23
GSM4138127,8,0.715378392073441,58,23
GSM4138148,2,0.8614667261193117,57,23
GSM4138111,8,0.6957678908131016,56,23
GSM4138115,2,0.866548075401417,56,23
GSM4138137,1,0.9323562600987091,55,23
GSM4138139,11,0.7863258929873695,55,23
GSM4138141,4,0.8095391463754179,54,23
GSM4138161,1,0.9287852639935468,53,23
GSM4138133,8,0.7604209715679704,53,23
GSM4138129,2,0.8321646337259073,53,23
GSM4138117,12,0.7430781119836489,53,23
GSM4138155,6,0.822255839416768,52,23
GSM4138155,16,0.7912652579058729,51,23
GSM4138164,2,0.8635456369815783,51,23
GSM4138141,15,0.8402272376229935,51,23
GSM4138127,12,0.808186083586051,51,23
GSM4138143,1,0.9053319999445774,50,23
GSM4138126,3,0.9774362215898914,50,23
GSM4138155,2,0.8305123325586639,49,23
GSM4138160,3,0.947307500004418,49,23
GSM4138123,6,0.9006334149339715,49,23
GSM4138145,13,0.697004117628846,49,23
GSM4138139,16,0.8843941198618716,48,23
GSM4138123,8,0.6556756922294183,47,23
GSM4138125,2,0.8328782147800915,47,23
GSM4138155,11,0.7309046014405406,47,23
GSM4138143,6,0.8663886831149841,46,23
GSM4138145,6,0.9147704153933427,45,23
GSM4138141,3,0.9372790372418178,43,23
GSM4138150,3,0.9660426477208623,43,23
GSM4138129,7,0.8454442995137852,42,23
GSM4138119,5,0.7112945400989085,42,23
GSM4138131,8,0.7126280435491119,42,23
GSM4138143,15,0.8351988233100984,42,23
GSM4138148,3,0.9639092624885209,41,23
GSM4138129,1,0.9557457394121734,41,23
GSM4138131,7,0.8406606195277817,41,23
GSM4138125,9,0.778814213729429,41,23
GSM4138161,7,0.8546362173264241,40,23
GSM4138125,4,0.8416873088575646,40,23
GSM4138161,13,0.6931569435389541,39,23
GSM4138154,3,0.9331964492244095,38,23
GSM4138157,2,0.8664303455999425,36,23
GSM4138139,1,0.9242572779034725,35,23
GSM4138163,3,0.983471675597566,34,23
GSM4138135,1,0.9570933307587526,34,23
GSM4138137,2,0.9138592101998158,34,23
GSM4138113,6,0.8917952455170237,34,23
GSM4138111,3,0.9403322996712012,34,23
GSM4138137,12,0.763892277070138,33,23
GSM4138145,5,0.9012795889890617,33,23
GSM4138117,2,0.8617494986852152,33,23
GSM4138135,18,0.9239072589480587,33,23
GSM4138155,4,0.8568442502148341,33,23
GSM4138120,3,0.9338136764818363,32,23
GSM4138145,7,0.8978670657016568,32,23
GSM4138129,4,0.8682133966729602,32,23
GSM4138147,6,0.8800969637734649,31,23
GSM4138141,13,0.780125498277459,31,23
GSM4138141,14,0.8884220539168598,31,23
GSM4138127,14,0.901481121187705,31,23
GSM4138113,2,0.8565424800760769,31,23
GSM4138143,17,0.9499099441330963,31,23
GSM4138141,8,0.7211305208859489,30,23
GSM4138123,7,0.9017890009047123,30,23
GSM4138127,6,0.9158744103568629,29,23
GSM4138164,3,0.9603934258253207,29,23
GSM4138137,11,0.8287895585906284,29,23
GSM4138135,15,0.9292739378036523,29,23
GSM4138139,8,0.7699456345491511,28,23
GSM4138145,3,0.96598561097429,28,23
GSM4138121,16,0.8274305243880977,28,23
GSM4138111,17,0.8570514282209254,28,23
GSM4138129,11,0.83512948969753,27,23
GSM4138111,1,0.8889520003157987,27,23
GSM4138121,1,0.9082623546961044,26,23
GSM4138131,1,0.9177321417831832,26,23
GSM4138135,8,0.8049621039922947,25,23
GSM4138113,1,0.9391988359065401,25,23
GSM4138131,3,0.944818933911738,25,23
GSM4138129,6,0.9522192501682015,25,23
GSM4138112,6,0.960475000321927,24,23
GSM4138159,7,0.9200511618365067,24,23
GSM4138127,19,0.9401290714402372,24,23
GSM4138127,16,0.9423537856661621,24,23
GSM4138155,15,0.853798215465872,24,23
GSM4138158,3,0.9832198198916758,23,23
GSM4138160,6,0.9637168406872293,23,23
GSM4138123,15,0.8955322967630677,22,23
GSM4138139,6,0.9333160959033334,22,23
GSM4138139,15,0.9236926261728877,22,23
GSM4138133,6,0.968913729778171,22,23
GSM4138135,17,0.9632808291710414,21,23
GSM4138139,14,0.8950282542624465,21,23
GSM4138139,10,0.9346623063058005,21,23
GSM4138115,15,0.8842485745967884,21,23
GSM4138113,3,0.9079037268491386,20,23
GSM4138111,10,0.8916269158075484,20,23
GSM4138159,13,0.8542384785035873,20,23
GSM4138137,8,0.8041778881092403,20,23
GSM4138110,6,0.9515832936947742,20,23
GSM4138168,6,0.9011449212070114,20,23
GSM4138143,13,0.8237260617227776,20,23
GSM4138131,16,0.9209825605227547,20,23
GSM4138135,11,0.887136149710158,20,23
GSM4138135,6,0.9277395526018997,19,23
GSM4138128,6,0.9656038422724356,19,23
GSM4138145,15,0.9266522420033932,19,23
GSM4138157,7,0.9150998535403582,19,23
GSM4138115,6,0.9225313235859189,19,23
GSM4138116,3,0.9734503046896814,19,23
GSM4138115,13,0.8798120272799864,19,23
GSM4138122,6,0.9656038422724356,19,23
GSM4138130,6,0.9474344524505759,19,23
GSM4138143,10,0.9165637389801167,19,23
GSM4138123,13,0.7986812360279713,19,23
GSM4138155,17,0.9304048836734371,19,23
GSM4138143,3,0.9813841144892879,18,23
GSM4138131,17,0.9666702146494965,18,23
GSM4138133,15,0.946008657869044,18,23
GSM4138159,4,0.8851446108853025,18,23
GSM4138135,3,0.978222221568716,18,23
GSM4138137,13,0.8150052430324907,18,23
GSM4138131,12,0.8259887192678579,18,23
GSM4138145,4,0.9043735544314524,17,23
GSM4138139,3,1.0,17,23
GSM4138161,14,0.8726397817203337,17,23
GSM4138161,12,0.8836963764336722,17,23
GSM4138143,4,0.9416551809239918,17,23
GSM4138143,5,0.9067510154235031,17,23
GSM4138157,13,0.9057934676125861,17,23
GSM4138137,9,0.8548453095138436,17,23
GSM4138123,2,0.922875669179536,17,23
GSM4138113,5,0.9651337209242167,17,23
GSM4138133,10,0.9346747927494375,16,23
GSM4138137,15,0.9508347199820469,16,23
GSM4138133,13,0.8881581353960935,16,23
GSM4138127,2,0.9699359428782645,16,23
GSM4138119,11,0.8927854394474101,16,23
GSM4138157,6,0.9528870226328386,16,23
GSM4138162,6,0.9903417728935672,16,23
GSM4138155,9,0.7975480159284789,16,23
GSM4138163,6,0.9903020421816136,16,23
GSM4138156,6,0.9536502391004582,15,23
GSM4138137,3,1.0,15,23
GSM4138131,10,0.9050030037576584,15,23
GSM4138131,5,0.9893216540402064,15,23
GSM4138117,17,0.9843483876594742,15,23
GSM4138151,6,0.9660966498243028,15,23
GSM4138111,4,0.8714710253435829,15,23
