sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.9375265302853202,1213,5
GSM4138156,1,0.8898235532929372,919,5
GSM4138126,1,0.9524638586524139,758,5
GSM4138116,1,0.9194511038188075,703,5
GSM4138140,1,0.9181030810489229,700,5
GSM4138142,1,0.8939122300750916,689,5
GSM4138132,1,0.9245017598925419,643,5
GSM4138136,1,0.900254442022012,641,5
GSM4138110,1,0.9189053976740237,628,5
GSM4138120,1,0.8350058803258972,609,5
GSM4138130,1,0.9145429713993988,585,5
GSM4138138,1,0.8946940598911253,576,5
GSM4138123,2,0.666782490478695,550,5
GSM4138122,1,0.888430729830415,544,5
GSM4138128,1,0.888430729830415,544,5
GSM4138135,2,0.7087859089894566,493,5
GSM4138162,1,0.8899451442375059,485,5
GSM4138160,1,0.9043595733831085,485,5
GSM4138166,1,0.8748052691542805,467,5
GSM4138146,1,0.8766444694029204,461,5
GSM4138152,1,0.861871870831414,461,5
GSM4138137,2,0.7252770551626463,460,5
GSM4138165,1,0.8800031964381653,437,5
GSM4138163,1,0.9087111349062196,424,5
GSM4138131,2,0.70487932427237,409,5
GSM4138125,2,0.6845844622939111,379,5
GSM4138112,1,0.8692096204364403,354,5
GSM4138114,1,0.8727743280621546,352,5
GSM4138154,1,0.8554243030770464,352,5
GSM4138167,1,0.8926047298520585,340,5
GSM4138124,1,0.9286797788464348,340,5
GSM4138155,2,0.5764498656311816,300,5
GSM4138144,1,0.8395818442923761,298,5
GSM4138141,1,0.8683274332887482,294,5
GSM4138118,1,0.8707060076322368,292,5
GSM4138139,2,0.691754213376736,286,5
GSM4138145,1,0.794564535315921,283,5
GSM4138158,1,0.8925965768186321,276,5
GSM4138133,2,0.6531416439980401,239,5
GSM4138141,2,0.6530014377900972,235,5
GSM4138135,4,0.7455364916872056,209,5
GSM4138155,1,0.7678295423707263,190,5
GSM4138150,1,0.8893628817520021,190,5
GSM4138148,1,0.8433939758251854,177,5
GSM4138145,2,0.6604202553332438,166,5
GSM4138127,2,0.6707316859581609,164,5
GSM4138143,2,0.6493285550939301,159,5
GSM4138117,2,0.6903560859932671,157,5
GSM4138164,1,0.8498413236837918,155,5
GSM4138143,1,0.8102051526021767,153,5
GSM4138117,1,0.7938389863817706,150,5
GSM4138127,1,0.8711429173309513,148,5
GSM4138139,1,0.834290847198747,145,5
GSM4138161,1,0.80924039533667,140,5
GSM4138111,2,0.6195726228401437,139,5
GSM4138139,4,0.8084416438187683,137,5
GSM4138111,1,0.7534022936455689,137,5
GSM4138161,2,0.5998862160810031,136,5
GSM4138155,4,0.6830662760832653,136,5
GSM4138137,4,0.7771255156817489,131,5
GSM4138125,1,0.8597859015246782,130,5
GSM4138129,2,0.7387712241856241,122,5
GSM4138131,1,0.8426406620104,121,5
GSM4138135,1,0.9009569228315604,118,5
GSM4138127,4,0.7735484817142165,117,5
GSM4138137,1,0.8810181361681796,115,5
GSM4138161,3,0.7961539325378617,113,5
GSM4138131,3,0.8727891936617708,112,5
GSM4138115,2,0.690773063365853,110,5
GSM4138113,1,0.79875145105165,93,5
GSM4138131,4,0.7475409810064171,91,5
GSM4138129,1,0.881235890066883,89,5
GSM4138121,4,0.7141143672061319,85,5
GSM4138157,2,0.7069168911243342,80,5
GSM4138159,2,0.674027261190151,74,5
GSM4138141,3,0.8916367495065172,74,5
GSM4138111,3,0.7586753836429339,71,5
GSM4138139,5,0.9469565804195199,60,5
GSM4138121,2,0.6704998076722386,57,5
GSM4138155,3,0.822255839416768,52,5
GSM4138157,1,0.870021734089935,52,5
GSM4138119,2,0.5998489339703665,52,5
GSM4138123,3,0.89082161286665,50,5
GSM4138119,1,0.7652097301772163,50,5
GSM4138159,1,0.9247693220083734,50,5
GSM4138133,1,0.9240077724196482,48,5
GSM4138143,3,0.8312257644588733,48,5
