sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.9828586028829801,807,14
GSM4138116,1,0.9471304533166903,679,14
GSM4138126,1,0.973304699158504,664,14
GSM4138156,1,0.9425852736664696,654,14
GSM4138120,1,0.8930049164816263,511,14
GSM4138142,1,0.9540129182273509,479,14
GSM4138110,1,0.9649740736985983,460,14
GSM4138140,1,0.9652229528208703,453,14
GSM4138132,1,0.9680840308563754,417,14
GSM4138160,1,0.9470522676689287,412,14
GSM4138134,2,0.9564712888217628,404,14
GSM4138123,4,0.7010371375669068,398,14
GSM4138136,1,0.9573055069082101,384,14
GSM4138138,1,0.9720019607775426,371,14
GSM4138125,8,0.6970810531653913,338,14
GSM4138163,1,0.9521450543603868,337,14
GSM4138128,2,0.9074134794443407,326,14
GSM4138122,2,0.9074134794443407,326,14
GSM4138135,4,0.7480823188914211,307,14
GSM4138162,1,0.9588902248732293,303,14
GSM4138130,1,0.9434473347373669,297,14
GSM4138152,1,0.9430791041165995,294,14
GSM4138146,2,0.9221682157203762,290,14
GSM4138154,1,0.9102557496583127,289,14
GSM4138130,2,0.9482701398067159,283,14
GSM4138165,1,0.9477859667850509,268,14
GSM4138118,1,0.9131439708578447,259,14
GSM4138156,2,0.9338395563419329,250,14
GSM4138166,1,0.9620178198961116,247,14
GSM4138136,2,0.9308288376161805,245,14
GSM4138140,2,0.9243895344282702,235,14
GSM4138114,1,0.9369779150440043,232,14
GSM4138124,1,0.9764879472790453,230,14
GSM4138137,4,0.8071796919747635,224,14
GSM4138158,1,0.9496763661584475,218,14
GSM4138132,2,0.945007843711444,217,14
GSM4138167,1,0.9651334012431291,210,14
GSM4138166,2,0.8906691589982203,206,14
GSM4138128,1,0.9630360043035798,205,14
GSM4138122,1,0.9630360043035798,205,14
GSM4138142,2,0.9383000656206524,204,14
GSM4138141,1,0.8983150171940097,203,14
GSM4138138,2,0.9462590069029869,200,14
GSM4138135,9,0.7511856805653874,193,14
GSM4138112,1,0.949776297893215,185,14
GSM4138145,1,0.8487800851598534,181,14
GSM4138145,3,0.709192767427122,167,14
GSM4138112,2,0.9121123737011807,163,14
GSM4138155,3,0.6365173564785699,162,14
GSM4138110,2,0.9303923068383129,161,14
GSM4138162,2,0.8951494758858562,161,14
GSM4138165,2,0.9215186711555683,160,14
GSM4138144,1,0.9299640724760738,160,14
GSM4138146,1,0.9425934536735219,160,14
GSM4138155,1,0.7987990799397477,159,14
GSM4138131,10,0.777066779326971,156,14
GSM4138152,2,0.8844598716492642,152,14
GSM4138150,1,0.9492612328231325,122,14
GSM4138127,1,0.881239427871464,121,14
GSM4138117,1,0.8272947448088738,121,14
GSM4138167,2,0.8900582119984831,117,14
GSM4138127,6,0.7070319228861265,116,14
GSM4138155,9,0.7327678591194627,114,14
GSM4138139,1,0.8563610008773793,114,14
GSM4138144,2,0.9231365797023366,113,14
GSM4138131,7,0.8805059006911912,111,14
GSM4138139,9,0.818743432636533,111,14
GSM4138161,7,0.824790628121445,109,14
GSM4138148,1,0.9502068358895701,106,14
GSM4138124,2,0.9215282815400098,105,14
GSM4138114,2,0.9063053039482215,104,14
GSM4138131,4,0.7852839449138556,104,14
GSM4138135,1,0.9141102754334289,100,14
GSM4138137,1,0.8922256276408884,99,14
GSM4138161,1,0.8503688655113433,97,14
GSM4138137,5,0.8339823749035261,95,14
GSM4138126,2,0.9431608325575057,93,14
GSM4138164,1,0.9707397056209864,90,14
GSM4138139,8,0.728426987309652,88,14
GSM4138143,3,0.7244516284669602,88,14
GSM4138139,4,0.7870457028986345,88,14
GSM4138161,3,0.6785633891372695,86,14
GSM4138137,9,0.7889648421280155,85,14
GSM4138111,6,0.6959646832078914,85,14
GSM4138123,6,0.640104494605591,84,14
GSM4138125,1,0.9345940517305612,84,14
GSM4138155,8,0.6668938373644356,79,14
GSM4138121,9,0.7204427790362589,77,14
GSM4138137,8,0.7657908452479703,77,14
GSM4138120,2,0.8879742271461972,77,14
GSM4138141,3,0.7340258744643707,77,14
GSM4138131,6,0.679505985104966,76,14
GSM4138143,1,0.8429719722824546,76,14
GSM4138163,2,0.9041574497216255,74,14
GSM4138133,4,0.7546363026941311,74,14
GSM4138141,7,0.8970391206424041,72,14
GSM4138129,1,0.9183766129076995,71,14
GSM4138115,3,0.760729899502255,70,14
GSM4138141,2,0.9143546038587234,69,14
GSM4138127,9,0.8512313890418941,66,14
GSM4138160,2,0.9403691186681559,66,14
GSM4138133,3,0.7634379281989404,66,14
GSM4138150,2,0.9051766599522295,66,14
GSM4138111,7,0.8819018174764236,65,14
GSM4138131,11,0.8075020684650094,62,14
GSM4138117,6,0.7367496206995322,61,14
GSM4138131,1,0.9137188076614521,60,14
GSM4138133,6,0.7370518080405508,60,14
GSM4138139,12,0.954392453358975,59,14
GSM4138148,2,0.8744093928189702,57,14
GSM4138164,2,0.8709233290278271,56,14
GSM4138141,4,0.8354806699511034,55,14
GSM4138111,3,0.7643890630326657,54,14
GSM4138137,6,0.7689755911942069,54,14
GSM4138117,4,0.8033081421500717,54,14
GSM4138141,11,0.8349495349747638,52,14
GSM4138154,2,0.9179210034386218,52,14
GSM4138155,7,0.822255839416768,52,14
GSM4138111,1,0.8223475652446004,51,14
GSM4138135,5,0.9151381735819533,51,14
GSM4138139,3,0.817999688781579,50,14
GSM4138123,7,0.9006334149339715,49,14
GSM4138157,3,0.7289832497995434,49,14
GSM4138113,1,0.8884098916456589,48,14
GSM4138111,2,0.8317653235533422,47,14
GSM4138145,2,0.9127923942531242,47,14
GSM4138143,2,0.9083012776409941,46,14
GSM4138143,7,0.8686542379614236,46,14
GSM4138158,2,0.9447002614996116,46,14
GSM4138121,1,0.8633611562557609,46,14
GSM4138145,7,0.9147704153933427,45,14
GSM4138159,3,0.7244950000195556,44,14
GSM4138129,8,0.8224239966811868,44,14
GSM4138131,3,0.8020799742103599,44,14
GSM4138127,10,0.8560574375059741,42,14
GSM4138143,11,0.8368985469709751,42,14
GSM4138131,5,0.8647841111418023,41,14
GSM4138119,5,0.7438795841748809,41,14
GSM4138161,6,0.7320932575911753,40,14
GSM4138131,2,0.9138549699982433,40,14
GSM4138135,8,0.8268658438397143,37,14
GSM4138123,3,0.701130163527468,37,14
GSM4138139,6,0.7576108920310796,36,14
GSM4138129,4,0.8713036832199642,36,14
GSM4138141,6,0.7266933775871273,35,14
GSM4138131,9,0.8404755406650732,35,14
GSM4138139,2,0.9306768935512089,35,14
GSM4138125,4,0.8670686200714244,34,14
GSM4138159,1,0.9439593958120782,33,14
GSM4138113,7,0.9011511681561437,33,14
GSM4138123,9,0.8431310263978821,32,14
GSM4138135,2,0.9593269116198672,31,14
GSM4138135,6,0.8104648900725777,31,14
GSM4138147,7,0.8800969637734649,31,14
GSM4138143,12,0.9499099441330963,31,14
GSM4138133,1,0.9473559393448309,30,14
GSM4138135,11,0.9292739378036523,29,14
GSM4138111,12,0.8559705668702753,29,14
GSM4138161,9,0.8698526789605273,29,14
GSM4138141,10,0.8761918577413053,28,14
GSM4138127,7,0.9313771396418056,28,14
GSM4138155,4,0.8483988436671235,28,14
GSM4138113,2,0.9041856696589132,27,14
GSM4138127,8,0.8570630962014787,27,14
GSM4138129,9,0.8349988993340165,27,14
GSM4138135,3,0.8104634392757396,27,14
GSM4138157,1,0.9538045760058871,26,14
GSM4138118,2,0.9463397182600347,26,14
GSM4138113,3,0.8140202254952212,25,14
GSM4138155,11,0.8335783958712156,25,14
GSM4138129,7,0.9522192501682015,25,14
GSM4138112,7,0.9480145225252716,25,14
GSM4138137,3,0.7738569233713473,25,14
GSM4138119,1,0.9305243217202054,24,14
GSM4138137,2,0.9807351642422377,24,14
GSM4138144,3,0.9247324436105974,24,14
GSM4138119,8,0.7853346525491016,24,14
GSM4138145,9,0.9113087175559028,23,14
GSM4138117,3,0.9163773590863789,23,14
GSM4138123,1,0.9419554681878257,23,14
GSM4138160,7,0.9637168406872293,23,14
GSM4138123,11,0.8955322967630677,22,14
GSM4138133,7,0.968913729778171,22,14
GSM4138139,11,0.9236926261728877,22,14
GSM4138139,7,0.9333160959033334,22,14
GSM4138116,2,0.9740734123565781,22,14
GSM4138125,3,0.8227431010063121,21,14
GSM4138162,3,0.9635876389971992,21,14
GSM4138135,12,0.9632808291710414,21,14
GSM4138168,7,0.9011449212070114,20,14
GSM4138145,5,0.9200408918868387,20,14
GSM4138143,6,0.8254078024991698,20,14
GSM4138161,5,0.9032923291247863,20,14
GSM4138122,7,0.9671572886913489,20,14
GSM4138115,11,0.8915195456984419,20,14
GSM4138120,3,0.9223497609127634,20,14
GSM4138129,3,0.887521609971628,20,14
GSM4138128,7,0.9671572886913489,20,14
GSM4138155,12,0.9070946476411579,20,14
GSM4138110,7,0.9515832936947742,20,14
GSM4138141,5,0.9575424124067168,19,14
GSM4138135,7,0.9277395526018997,19,14
GSM4138145,11,0.9266522420033932,19,14
GSM4138139,10,0.9158939991308968,19,14
GSM4138115,7,0.9225313235859189,19,14
GSM4138111,5,0.8784193268707527,19,14
GSM4138117,2,0.9505681627695506,19,14
GSM4138133,11,0.8674481408221775,19,14
GSM4138155,6,0.8645839919110553,19,14
GSM4138153,3,0.8540110176451364,18,14
GSM4138127,5,0.9586664689283867,18,14
GSM4138131,12,0.9666702146494965,18,14
GSM4138155,5,0.8920968151925522,18,14
GSM4138133,2,0.942071309657044,18,14
GSM4138129,2,0.9890609142794519,18,14
GSM4138154,3,0.8840771009721184,17,14
GSM4138162,7,0.9844611143723536,17,14
GSM4138161,2,0.9583164274090559,17,14
GSM4138130,7,0.9701570446941438,17,14
GSM4138113,6,0.7458023887969891,17,14
GSM4138127,3,0.9638080692865441,16,14
GSM4138171,3,0.9262771279000823,16,14
GSM4138155,2,0.927690662734568,16,14
GSM4138115,2,0.9701876772151038,16,14
GSM4138161,10,0.9095366253550954,16,14
GSM4138143,4,0.9506247882429125,16,14
GSM4138152,3,0.9550700080911727,16,14
GSM4138163,7,0.9903020421816136,16,14
GSM4138159,4,0.9199600894290912,16,14
GSM4138137,11,0.9508347199820469,16,14
GSM4138157,7,0.9528870226328386,16,14
GSM4138117,12,0.9843483876594742,15,14
GSM4138172,3,0.8985040950009492,15,14
GSM4138151,7,0.9660966498243028,15,14
GSM4138157,2,0.9659282719349577,15,14
GSM4138156,3,0.9627767176456591,15,14
GSM4138145,4,0.9473700711704309,15,14
GSM4138121,5,0.9307950457515916,15,14
