NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	Details ...	24	0.5650289	1.5960336	0.0	0.39114174	0.986	65	tags=21%, list=1%, signal=21%	
GOBP_PANCREAS_DEVELOPMENT	GOBP_PANCREAS_DEVELOPMENT	Details ...	26	0.5406712	1.5129243	0.047169812	0.6305614	1.0	193	tags=19%, list=4%, signal=20%	
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	Details ...	16	0.5723687	1.5071679	0.08461539	0.605124	1.0	88	tags=19%, list=2%, signal=19%	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	Details ...	21	0.55016625	1.4887174	0.048076924	0.6336359	1.0	42	tags=14%, list=1%, signal=14%	
GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	Details ...	23	0.5127179	1.4584388	0.06315789	0.7165479	1.0	86	tags=22%, list=2%, signal=22%	
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	Details ...	17	0.5517416	1.425577	0.093023255	0.81097686	1.0	8	tags=6%, list=0%, signal=6%	
GOBP_ACYLGLYCEROL_HOMEOSTASIS	GOBP_ACYLGLYCEROL_HOMEOSTASIS	Details ...	20	0.55001837	1.4234931	0.11594203	0.77553916	1.0	8	tags=5%, list=0%, signal=5%	
GOBP_REPLACEMENT_OSSIFICATION	GOBP_REPLACEMENT_OSSIFICATION	Details ...	19	0.5425489	1.4140297	0.08695652	0.7758166	1.0	46	tags=11%, list=1%, signal=11%	
GOBP_INTEGRIN_ACTIVATION	GOBP_INTEGRIN_ACTIVATION	Details ...	16	0.5396501	1.4015204	0.11111111	0.79055953	1.0	2	tags=6%, list=0%, signal=6%	
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION		37	0.4521765	1.38943	0.048076924	0.8034452	1.0	21	tags=5%, list=0%, signal=5%	
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION		15	0.56487983	1.384177	0.12	0.79001427	1.0	8	tags=7%, list=0%, signal=7%	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION		24	0.49719185	1.3816614	0.1	0.76616865	1.0	43	tags=8%, list=1%, signal=8%	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		21	0.51923835	1.3784544	0.14173229	0.7476387	1.0	59	tags=19%, list=1%, signal=19%	
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS		36	0.45069098	1.3676355	0.12790698	0.76205754	1.0	32	tags=8%, list=1%, signal=8%	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION		17	0.50946397	1.367618	0.16058394	0.7328312	1.0	8	tags=6%, list=0%, signal=6%	
GOBP_SPERMATID_DIFFERENTIATION	GOBP_SPERMATID_DIFFERENTIATION		36	0.45970666	1.3510089	0.0882353	0.7702378	1.0	56	tags=8%, list=1%, signal=8%	
GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION		17	0.5467314	1.3500996	0.09836066	0.7464255	1.0	8	tags=6%, list=0%, signal=6%	
GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS		156	0.34373778	1.3455961	0.0	0.7370436	1.0	65	tags=8%, list=1%, signal=8%	
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION		15	0.53157437	1.339581	0.15625	0.7334761	1.0	88	tags=27%, list=2%, signal=27%	
GOBP_LIPID_EXPORT_FROM_CELL	GOBP_LIPID_EXPORT_FROM_CELL		26	0.4633081	1.3385268	0.1092437	0.7135617	1.0	66	tags=8%, list=1%, signal=8%	
GOBP_COMPLEMENT_ACTIVATION	GOBP_COMPLEMENT_ACTIVATION		33	0.46202794	1.3376716	0.097826086	0.69435084	1.0	86	tags=15%, list=2%, signal=15%	
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION		42	0.40135798	1.327872	0.04	0.7069768	1.0	58	tags=10%, list=1%, signal=10%	
GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS		42	0.42540008	1.3262275	0.10526316	0.6921006	1.0	32	tags=7%, list=1%, signal=7%	
GOBP_PROTEIN_MATURATION	GOBP_PROTEIN_MATURATION		149	0.31919217	1.3101578	0.0	0.72828037	1.0	91	tags=7%, list=2%, signal=7%	
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION	GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION		16	0.5212698	1.3016808	0.18796992	0.73815197	1.0	8	tags=6%, list=0%, signal=6%	
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT		49	0.39038962	1.3009088	0.093333334	0.72071844	1.0	42	tags=8%, list=1%, signal=8%	
GOBP_REGULATION_OF_ENDOCRINE_PROCESS	GOBP_REGULATION_OF_ENDOCRINE_PROCESS		18	0.5001936	1.2884177	0.16535433	0.74714595	1.0	18	tags=6%, list=0%, signal=6%	
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT	GOBP_CELLULAR_RESPONSE_TO_NUTRIENT		22	0.46861383	1.2659719	0.15447155	0.80997795	1.0	8	tags=5%, list=0%, signal=5%	
GOBP_RESPIRATORY_BURST	GOBP_RESPIRATORY_BURST		21	0.47944584	1.2657958	0.17460318	0.7902963	1.0	53	tags=14%, list=1%, signal=14%	
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS	GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS		16	0.49113408	1.2453022	0.20472442	0.8483361	1.0	18	tags=6%, list=0%, signal=6%	
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION		24	0.4401581	1.2342823	0.20183486	0.870871	1.0	17	tags=13%, list=0%, signal=12%	
GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION		44	0.37790164	1.2262025	0.15	0.88266504	1.0	46	tags=7%, list=1%, signal=7%	
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING	GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING		15	0.48541385	1.2237588	0.21259843	0.871885	1.0	8	tags=7%, list=0%, signal=7%	
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	GOBP_INTRACELLULAR_PROTEIN_TRANSPORT		130	0.29733902	1.2053282	0.03846154	0.9264687	1.0	85	tags=8%, list=2%, signal=8%	
GOBP_HORMONE_BIOSYNTHETIC_PROCESS	GOBP_HORMONE_BIOSYNTHETIC_PROCESS		19	0.44472912	1.1966603	0.2300885	0.942548	1.0	18	tags=5%, list=0%, signal=5%	
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE		16	0.45922738	1.1892855	0.23239437	0.95378596	1.0	21	tags=6%, list=0%, signal=6%	
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION		38	0.36985424	1.1547664	0.25252524	1.0	1.0	112	tags=8%, list=2%, signal=8%	
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS		15	0.46760866	1.1511296	0.25384617	1.0	1.0	18	tags=7%, list=0%, signal=7%	
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY		34	0.37535813	1.1431131	0.25438598	1.0	1.0	65	tags=6%, list=1%, signal=6%	
GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION		36	0.37443095	1.1377326	0.27272728	1.0	1.0	18	tags=6%, list=0%, signal=6%	
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS		44	0.33612722	1.1344253	0.28735632	1.0	1.0	32	tags=7%, list=1%, signal=7%	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION		40	0.36781344	1.1332997	0.23076923	1.0	1.0	43	tags=5%, list=1%, signal=5%	
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS		16	0.42222214	1.1326343	0.3125	1.0	1.0	8	tags=6%, list=0%, signal=6%	
GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS		20	0.40586707	1.1299517	0.31707317	1.0	1.0	71	tags=10%, list=1%, signal=10%	
GOBP_VASCULAR_WOUND_HEALING	GOBP_VASCULAR_WOUND_HEALING		17	0.4305733	1.125549	0.29285714	1.0	1.0	8	tags=6%, list=0%, signal=6%	
GOBP_GLYCOSYLATION	GOBP_GLYCOSYLATION		55	0.3312293	1.1250885	0.20454545	1.0	1.0	142	tags=9%, list=3%, signal=9%	
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM		81	0.3069327	1.1207879	0.1724138	1.0	1.0	56	tags=5%, list=1%, signal=5%	
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION		26	0.39185026	1.0949794	0.34951457	1.0	1.0	8	tags=4%, list=0%, signal=4%	
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING		21	0.4112626	1.0789131	0.35433072	1.0	1.0	8	tags=5%, list=0%, signal=5%	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT		78	0.3045178	1.0779085	0.1627907	1.0	1.0	42	tags=5%, list=1%, signal=5%	
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS		47	0.32542935	1.0751848	0.33766234	1.0	1.0	163	tags=11%, list=3%, signal=11%	
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION		26	0.38309523	1.0734044	0.36633664	1.0	1.0	8	tags=4%, list=0%, signal=4%	
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		29	0.37192318	1.0704745	0.36697248	1.0	1.0	9	tags=7%, list=0%, signal=7%	
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS		85	0.28551036	1.0674962	0.3409091	1.0	1.0	152	tags=11%, list=3%, signal=11%	
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION		35	0.33852974	1.0664924	0.36936936	1.0	1.0	8	tags=3%, list=0%, signal=3%	
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS		17	0.413802	1.062976	0.40151516	1.0	1.0	4	tags=6%, list=0%, signal=6%	
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS	GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS		30	0.36517757	1.061832	0.37815127	1.0	1.0	46	tags=7%, list=1%, signal=7%	
GOBP_SALIVARY_GLAND_DEVELOPMENT	GOBP_SALIVARY_GLAND_DEVELOPMENT		24	0.3864058	1.0580242	0.3923077	1.0	1.0	8	tags=4%, list=0%, signal=4%	
GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS		17	0.413802	1.0570524	0.39166668	1.0	1.0	4	tags=6%, list=0%, signal=6%	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS		55	0.3049704	1.049073	0.33333334	1.0	1.0	71	tags=7%, list=1%, signal=7%	
GOBP_ADIPOSE_TISSUE_DEVELOPMENT	GOBP_ADIPOSE_TISSUE_DEVELOPMENT		27	0.36113924	1.048549	0.38938054	1.0	1.0	66	tags=7%, list=1%, signal=7%	
GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS		47	0.31849876	1.045907	0.3448276	1.0	1.0	43	tags=4%, list=1%, signal=4%	
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS		53	0.31355205	1.0420277	0.33333334	1.0	1.0	32	tags=6%, list=1%, signal=6%	
GOBP_ORGANIC_CATION_TRANSPORT	GOBP_ORGANIC_CATION_TRANSPORT		40	0.32728282	1.0419558	0.38541666	1.0	1.0	88	tags=10%, list=2%, signal=10%	
GOBP_NEUTRAL_AMINO_ACID_TRANSPORT	GOBP_NEUTRAL_AMINO_ACID_TRANSPORT		19	0.41089574	1.0377945	0.4	1.0	1.0	88	tags=16%, list=2%, signal=16%	
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS		122	0.26423588	1.0369002	0.36363637	1.0	1.0	152	tags=9%, list=3%, signal=9%	
GOBP_ENDOCRINE_HORMONE_SECRETION	GOBP_ENDOCRINE_HORMONE_SECRETION		30	0.36851794	1.0355277	0.39805827	1.0	1.0	66	tags=7%, list=1%, signal=7%	
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	GOBP_SMOOTH_MUSCLE_CELL_MIGRATION		47	0.32342473	1.02796	0.4125	1.0	1.0	32	tags=4%, list=1%, signal=4%	
GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY		23	0.38669488	1.0264367	0.44347826	1.0	1.0	71	tags=9%, list=1%, signal=9%	
GOBP_EPITHELIAL_CELL_DEVELOPMENT	GOBP_EPITHELIAL_CELL_DEVELOPMENT		94	0.275855	1.0251012	0.42105263	1.0	1.0	126	tags=6%, list=3%, signal=6%	
GOBP_BONE_MORPHOGENESIS	GOBP_BONE_MORPHOGENESIS		50	0.30239773	1.0205973	0.4054054	1.0	1.0	71	tags=6%, list=1%, signal=6%	
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS		44	0.31637272	1.0120149	0.37864077	1.0	1.0	18	tags=5%, list=0%, signal=5%	
GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION	GOBP_PHOTORECEPTOR_CELL_DIFFERENTIATION		17	0.3955922	1.0117586	0.45038167	1.0	1.0	21	tags=6%, list=0%, signal=6%	
GOBP_EXOCRINE_SYSTEM_DEVELOPMENT	GOBP_EXOCRINE_SYSTEM_DEVELOPMENT		30	0.35108796	1.0097756	0.46728972	1.0	1.0	8	tags=3%, list=0%, signal=3%	
GOBP_PROTEOLYSIS	GOBP_PROTEOLYSIS		397	0.224344	1.0087385	0.0	1.0	1.0	101	tags=5%, list=2%, signal=4%	
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY		117	0.24749035	1.0073528	0.46153846	1.0	1.0	71	tags=4%, list=1%, signal=4%	
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT		20	0.38478723	1.0068656	0.45945945	1.0	1.0	46	tags=10%, list=1%, signal=10%	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING		36	0.3226401	1.005508	0.4787234	1.0	1.0	8	tags=3%, list=0%, signal=3%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION		62	0.2856432	1.0023794	0.4597701	1.0	1.0	58	tags=6%, list=1%, signal=6%	
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY	GOBP_REGULATION_OF_VASCULAR_PERMEABILITY		27	0.34786755	0.9986828	0.5051546	1.0	1.0	18	tags=4%, list=0%, signal=4%	
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS		74	0.27698418	0.99234045	0.5483871	1.0	1.0	8	tags=3%, list=0%, signal=3%	
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT		65	0.28162634	0.98639894	0.5131579	1.0	1.0	21	tags=3%, list=0%, signal=3%	
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS		18	0.40120202	0.9860835	0.49532712	1.0	1.0	4	tags=6%, list=0%, signal=6%	
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY		27	0.35981268	0.97934437	0.5102041	1.0	1.0	2	tags=4%, list=0%, signal=4%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS		71	0.27297872	0.97770554	0.509434	1.0	1.0	32	tags=4%, list=1%, signal=4%	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS		15	0.38327998	0.9741031	0.46153846	1.0	1.0	8	tags=7%, list=0%, signal=7%	
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS		20	0.36014956	0.9737553	0.48387095	1.0	1.0	18	tags=5%, list=0%, signal=5%	
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	GOBP_DEFENSE_RESPONSE_TO_BACTERIUM		147	0.24928914	0.9701151	0.45	1.0	1.0	102	tags=5%, list=2%, signal=5%	
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS		34	0.32021365	0.96572876	0.528	1.0	1.0	116	tags=9%, list=2%, signal=9%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION		21	0.35453048	0.96189594	0.49107143	1.0	1.0	88	tags=10%, list=2%, signal=10%	
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION		51	0.2822446	0.9615093	0.57471263	1.0	1.0	43	tags=4%, list=1%, signal=4%	
GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	GOBP_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT		20	0.35031202	0.96026474	0.5	1.0	1.0	88	tags=15%, list=2%, signal=15%	
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS	GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS		53	0.28545973	0.9563986	0.5822785	1.0	1.0	18	tags=4%, list=0%, signal=4%	
GOBP_GENITALIA_DEVELOPMENT	GOBP_GENITALIA_DEVELOPMENT		18	0.37872204	0.95630157	0.519084	1.0	1.0	18	tags=6%, list=0%, signal=6%	
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION		31	0.31145796	0.94571245	0.5126051	1.0	1.0	46	tags=6%, list=1%, signal=6%	
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS		31	0.3166809	0.94007605	0.5565217	1.0	1.0	206	tags=16%, list=4%, signal=17%	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		49	0.29421642	0.93943095	0.5263158	1.0	1.0	9	tags=4%, list=0%, signal=4%	
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION		32	0.31853223	0.9358116	0.59574467	1.0	1.0	8	tags=3%, list=0%, signal=3%	
GOBP_STEROL_HOMEOSTASIS	GOBP_STEROL_HOMEOSTASIS		40	0.30059502	0.9356208	0.5588235	1.0	1.0	85	tags=5%, list=2%, signal=5%	
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION	GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION		88	0.24820693	0.9325613	0.575	1.0	1.0	43	tags=3%, list=1%, signal=3%	
GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS	GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS		16	0.3526388	0.9303484	0.5966387	1.0	1.0	46	tags=6%, list=1%, signal=6%	
