NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	ADAMTS5	747	-2.4286806365125813E-5	-0.14723259	No	
row_1	KCNH1	849	-3.194722376065329E-5	-0.1638734	No	
row_2	CCL8	1109	-5.001483441446908E-5	-0.21018238	No	
row_3	CXCL10	1144	-5.234425771050155E-5	-0.2110452	No	
row_4	MYMX	1247	-5.873425106983632E-5	-0.22483452	No	
row_5	CXCL9	1433	-7.12488908902742E-5	-0.2538645	No	
row_6	ADAMTS15	1605	-8.332752622663975E-5	-0.27870688	No	
row_7	CACNA1H	1736	-9.168020187644288E-5	-0.29436457	No	
row_8	GDF15	1784	-9.519366722088307E-5	-0.29295528	No	
row_9	EHD2	2578	-1.5590782277286053E-4	-0.43442693	No	
row_10	ADGRB1	2704	-1.6839680029079318E-4	-0.44033897	No	
row_11	ADAM12	2744	-1.720435539027676E-4	-0.42856637	No	
row_12	TNFSF14	3371	-2.4645408848300576E-4	-0.5261864	No	
row_13	DOCK5	4010	-3.6032593925483525E-4	-0.61324066	No	
row_14	EHD1	4594	-6.265586125664413E-4	-0.6589142	Yes	
row_15	NFATC2	4605	-6.393039948306978E-4	-0.5880752	Yes	
row_16	PLEKHO1	4923	-0.0013266021851450205	-0.500567	Yes	
row_17	DOCK2	4928	-0.0013681167038157582	-0.34547693	Yes	
row_18	RIPOR2	4954	-0.001557743875309825	-0.17299618	Yes	
row_19	CD53	4958	-0.0015957492869347334	0.008232846	Yes	
