NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	JCHAIN	1	0.004807679448276758	0.43705216	Yes	
row_1	IGHA1	7	0.002989398315548897	0.7079305	Yes	
row_2	IGHA2	53	8.4631924983114E-4	0.77586615	Yes	
row_3	GAS6	379	3.532315759002813E-6	0.71092635	No	
row_4	TMEM63C	560	-1.051180424838094E-5	0.67573786	No	
row_5	GJA5	1071	-4.7286412154790014E-5	0.57762885	No	
row_6	SULF1	1138	-5.185350892134011E-5	0.56909186	No	
row_7	EDNRA	1355	-6.590037082787603E-5	0.53171194	No	
row_8	ADGRF5	1538	-7.906065002316609E-5	0.50235623	No	
row_9	MCAM	1973	-1.0693399235606194E-4	0.42493314	No	
row_10	CD34	2029	-1.1111023923149332E-4	0.4239943	No	
row_11	EDN1	2221	-1.2612530554179102E-4	0.39711186	No	
row_12	PDGFB	2522	-1.5124383207876235E-4	0.35062635	No	
row_13	RHPN2	2625	-1.6006684745661914E-4	0.3447023	No	
row_14	AQP1	2672	-1.6548142593819648E-4	0.3505157	No	
row_15	KIRREL1	2790	-1.7674108676146716E-4	0.34309614	No	
row_16	ITGA3	3143	-2.177840651711449E-4	0.29222062	No	
row_17	SULF2	3431	-2.5371022638864815E-4	0.25766474	No	
row_18	PTPRO	3685	-2.915254735853523E-4	0.23337545	No	
row_19	CYBA	3906	-3.329264582134783E-4	0.21947801	No	
