NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	P2RX1	99	4.040311323478818E-4	-0.008285119	No	
row_1	TRPV3	114	2.79019121080637E-4	-0.0029315106	No	
row_2	LIME1	153	1.5685649123042822E-4	-0.006059492	No	
row_3	CCL3	160	1.3638236850965768E-4	-0.0032709457	No	
row_4	CAV1	201	6.975168798817322E-5	-0.009367957	No	
row_5	JPH3	237	4.427480234880932E-5	-0.015195667	No	
row_6	DDIT3	248	3.598572948249057E-5	-0.016174458	No	
row_7	GRIN2A	396	1.5866791045482387E-6	-0.046072796	No	
row_8	F2RL3	452	-2.461628810124239E-6	-0.057204314	No	
row_9	CACNA1B	534	-8.326538591063581E-6	-0.073459744	No	
row_10	CXCL11	575	-1.1530660231073853E-5	-0.08126895	No	
row_11	RYR2	591	-1.3199078239267692E-5	-0.08393639	No	
row_12	CASQ1	725	-2.3289858290809207E-5	-0.110344574	No	
row_13	PLN	759	-2.501136259525083E-5	-0.116331376	No	
row_14	CACNA1G	775	-2.6468458599993028E-5	-0.11860859	No	
row_15	HRC	812	-2.934041367552709E-5	-0.1250792	No	
row_16	SLC8A3	890	-3.4804234019247815E-5	-0.13974114	No	
row_17	CASQ2	1070	-4.7238278057193384E-5	-0.17481558	No	
row_18	CEMIP	1074	-4.767606151290238E-5	-0.17402463	No	
row_19	JPH4	1094	-4.893611912848428E-5	-0.17645593	No	
row_20	CXCL10	1144	-5.234425771050155E-5	-0.18489823	No	
row_21	JPH2	1145	-5.235416392679326E-5	-0.18335858	No	
row_22	TRPA1	1245	-5.8470690419198945E-5	-0.20180608	No	
row_23	ADCYAP1R1	1266	-5.983238952467218E-5	-0.20412067	No	
row_24	CACNA1C	1315	-6.325884169200435E-5	-0.21203828	No	
row_25	RYR3	1319	-6.359859980875626E-5	-0.21077906	No	
row_26	ATP1A2	1390	-6.824127194704488E-5	-0.22303171	No	
row_27	HTR2B	1420	-7.02185498084873E-5	-0.22687422	No	
row_28	CXCL9	1433	-7.12488908902742E-5	-0.22722338	No	
row_29	CACNA1E	1539	-7.939058559713885E-5	-0.24627793	No	
row_30	MCOLN1	1637	-8.491094195051119E-5	-0.26354045	No	
row_31	CACNA1H	1736	-9.168020187644288E-5	-0.2808076	No	
row_32	HAP1	1749	-9.252341988030821E-5	-0.28053114	No	
row_33	AKAP6	1782	-9.512394171906635E-5	-0.28425232	No	
row_34	FGF2	1806	-9.676602348918095E-5	-0.28609186	No	
row_35	CACNA1D	1810	-9.690766455605626E-5	-0.28385308	No	
row_36	APLNR	1875	-1.0064169327961281E-4	-0.29393065	No	
row_37	GRIN1	1891	-1.0169703455176204E-4	-0.2939955	No	
row_38	ANK2	1979	-1.076314874808304E-4	-0.30855277	No	
row_39	CCL19	2040	-1.1224747868254781E-4	-0.31747422	No	
row_40	CCL21	2090	-1.1501420522108674E-4	-0.3240735	No	
row_41	CX3CL1	2181	-1.2269809667486697E-4	-0.3387988	No	
