NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	XBP1	8	0.002911639166995883	0.5517416	Yes	
row_1	MSX1	323	1.398524454998551E-5	0.4913852	No	
row_2	RGS4	565	-1.0879571163968649E-5	0.4450884	No	
row_3	DKK1	902	-3.629583807196468E-5	0.384557	No	
row_4	MYOCD	915	-3.7222900573397055E-5	0.38922292	No	
row_5	RGS2	954	-3.960693720728159E-5	0.38912416	No	
row_6	CCN3	1100	-4.938109123031609E-5	0.36940992	No	
row_7	PI16	1297	-6.252216553548351E-5	0.3419583	No	
row_8	TMEM119	1546	-7.962340168887749E-5	0.30732125	No	
row_9	TRIM72	1583	-8.192015229724348E-5	0.31566533	No	
row_10	SOX6	2629	-1.6097324260044843E-4	0.13654472	No	
row_11	BMP2	2658	-1.6372489335481077E-4	0.16204096	No	
row_12	BHLHE41	3040	-2.0682929607573897E-4	0.1248882	No	
row_13	DLL1	3316	-2.3898636572994292E-4	0.1151191	No	
row_14	HDAC3	3870	-3.2563437707722187E-4	0.06602747	No	
row_15	CEACAM5	4086	-3.774451033677906E-4	0.094612926	No	
row_16	EZH2	4324	-4.651984490919858E-4	0.13546059	No	
