NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	XBP1	8	0.002911639166995883	0.049428184	No	
row_1	DNAJB9	17	0.002136243972927332	0.0852608	No	
row_2	POU2AF1	45	9.419512934982777E-4	0.096296705	No	
row_3	CD27	50	8.699030731804669E-4	0.1107375	No	
row_4	IGHM	74	6.189155392348766E-4	0.116921246	No	
row_5	CD79A	75	5.982888396829367E-4	0.12741147	No	
row_6	ITM2A	554	-9.839388440013863E-6	0.03056756	No	
row_7	IL10	892	-3.507931251078844E-5	-0.03721599	No	
row_8	NTRK1	1107	-4.980810626875609E-5	-0.0797768	No	
row_9	NFAM1	1379	-6.750106695108116E-5	-0.1335963	No	
row_10	IL11	1422	-7.042720244498923E-5	-0.1408859	No	
row_11	IL2	1458	-7.319400901906192E-5	-0.14670625	No	
row_12	ADGRG3	1520	-7.768080831738189E-5	-0.15772498	No	
row_13	INHBA	1789	-9.549422975396737E-5	-0.21044476	No	
row_14	SFRP1	2122	-1.1779057240346447E-4	-0.27576327	No	
row_15	TNFSF13B	2457	-1.4519547403324395E-4	-0.34100717	No	
row_16	KIT	2487	-1.4824079698882997E-4	-0.3442939	No	
row_17	RBPJ	2996	-2.00950336875394E-4	-0.44387582	No	
row_18	VCAM1	3158	-2.2001122124493122E-4	-0.4726953	No	
row_19	PIK3R3	3187	-2.2208978771232069E-4	-0.4744842	No	
row_20	DLL1	3316	-2.3898636572994292E-4	-0.49627316	No	
row_21	CD40LG	3485	-2.6283692568540573E-4	-0.5257625	No	
row_22	ID2	3492	-2.6364161749370396E-4	-0.52235764	No	
row_23	FLT3	3545	-2.7038142434321344E-4	-0.52817094	No	
row_24	IL4I1	3609	-2.7942683664150536E-4	-0.53605825	No	
row_25	MMP14	3658	-2.8615587507374585E-4	-0.5407831	No	
row_26	MYB	3722	-2.9730299138464034E-4	-0.54835695	No	
row_27	SLAMF8	3824	-3.1488557578995824E-4	-0.5633351	No	
row_28	FLT3LG	3912	-3.3476267708465457E-4	-0.5751233	No	
row_29	HDAC9	3956	-3.4356661490164697E-4	-0.5778267	No	
row_30	CLCF1	4120	-3.8381616468541324E-4	-0.60418	No	
row_31	ST3GAL1	4255	-4.3715169886127114E-4	-0.6237122	Yes	
row_32	IL6	4275	-4.446546081453562E-4	-0.619772	Yes	
row_33	PIK3R1	4291	-4.537475761026144E-4	-0.6148606	Yes	
row_34	EZH2	4324	-4.651984490919858E-4	-0.61319876	Yes	
row_35	PTPRJ	4351	-4.8005220014601946E-4	-0.61005867	Yes	
row_36	MFNG	4357	-4.828737583011389E-4	-0.6026069	Yes	
row_37	BCL6	4462	-5.404524272307754E-4	-0.6142389	Yes	
row_38	GPR183	4528	-5.80542313400656E-4	-0.61725247	Yes	
row_39	IL2RG	4544	-5.860078381374478E-4	-0.610022	Yes	
row_40	LFNG	4587	-6.215332541614771E-4	-0.6076487	Yes	
row_41	IL7	4607	-6.406304310075939E-4	-0.60027236	Yes	
row_42	FCGR2B	4613	-6.469876389019191E-4	-0.58994305	Yes	
row_43	NFKBIZ	4648	-6.760467076674104E-4	-0.5849902	Yes	
row_44	BCL2	4695	-7.518716738559306E-4	-0.5811434	Yes	
row_45	PTK2B	4704	-7.626148872077465E-4	-0.5693956	Yes	
row_46	ITGA4	4711	-7.692621438764036E-4	-0.55712533	Yes	
row_47	IKZF3	4717	-7.81219219788909E-4	-0.5444425	Yes	
row_48	BTK	4720	-7.885218365117908E-4	-0.53102267	Yes	
row_49	SPI1	4736	-8.09982477221638E-4	-0.5198651	Yes	
row_50	PLCG2	4748	-8.375314064323902E-4	-0.5074127	Yes	
row_51	NCKAP1L	4796	-9.087938815355301E-4	-0.5010174	Yes	
row_52	JAK3	4797	-9.129375102929771E-4	-0.4850102	Yes	
row_53	DOCK10	4806	-9.2081178445369E-4	-0.47048864	Yes	
row_54	CR2	4833	-9.981358889490366E-4	-0.45826465	Yes	
row_55	DOCK11	4860	-0.0010803374461829662	-0.44459936	Yes	
row_56	HHEX	4866	-0.0010921985376626253	-0.42646384	Yes	
row_57	PTPRC	4874	-0.0011121099814772606	-0.40838516	Yes	
row_58	CARD11	4887	-0.001165006891824305	-0.3903938	Yes	
row_59	PIK3CD	4890	-0.0011713101994246244	-0.3702623	Yes	
row_60	LYL1	4891	-0.0011713773710653186	-0.3497237	Yes	
row_61	SPIB	4896	-0.0011979384580627084	-0.32953122	Yes	
row_62	FCRL3	4913	-0.0012882320443168283	-0.31019112	Yes	
row_63	ATM	4918	-0.001311120460741222	-0.28801414	Yes	
row_64	PTPN6	4947	-0.0015060692094266415	-0.2672901	Yes	
row_65	INPP5D	4948	-0.0015130904503166676	-0.24075998	Yes	
row_66	CD79B	4955	-0.001558335730805993	-0.21465433	Yes	
row_67	IRF8	4978	-0.001857645926065743	-0.18654805	Yes	
row_68	LAPTM5	4981	-0.0018982670735567808	-0.15367028	Yes	
row_69	CR1	4982	-0.001916541950777173	-0.12006615	Yes	
row_70	CD19	4984	-0.0019405888160690665	-0.08624336	Yes	
row_71	PAX5	4992	-0.0022221349645406008	-0.04870179	Yes	
row_72	MS4A1	4999	-0.0028470633551478386	6.5847416E-8	Yes	
