NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	FCAR	394	1.9307751699670916E-6	-0.07932707	No	
row_1	CLEC4E	512	-6.5757294578361325E-6	-0.10254654	No	
row_2	FCGR3B	750	-2.4387547455262393E-5	-0.1489594	No	
row_3	CLEC4D	850	-3.210226714145392E-5	-0.1671165	No	
row_4	IFNG	1023	-4.390132744447328E-5	-0.19932878	No	
row_5	PLPP4	1059	-4.654646181734279E-5	-0.20377159	No	
row_6	CD33	1244	-5.8404755691299215E-5	-0.23758885	No	
row_7	FCGR3A	1494	-7.584124250570312E-5	-0.28353187	No	
row_8	FCER1A	2055	-1.1304966028546914E-4	-0.3900872	No	
row_9	NR4A3	2172	-1.2204256927361712E-4	-0.4066214	No	
row_10	NOS2	2251	-1.2789943139068782E-4	-0.41516548	No	
row_11	KIT	2487	-1.4824079698882997E-4	-0.45422056	No	
row_12	FCER1G	2965	-1.9741919822990894E-4	-0.53930455	No	
row_13	MAPK10	3571	-2.732253633439541E-4	-0.64593834	No	
row_14	PRKCQ	3636	-2.834425831679255E-4	-0.64292586	No	
row_15	CD247	3841	-3.195934696123004E-4	-0.66610926	Yes	
row_16	LILRA4	3887	-3.295115602668375E-4	-0.6566793	Yes	
row_17	HCK	3917	-3.3533628447912633E-4	-0.6436964	Yes	
row_18	PLD2	3959	-3.448777715675533E-4	-0.6325972	Yes	
row_19	APPL2	4007	-3.599423507694155E-4	-0.6218617	Yes	
row_20	CD200R1	4061	-3.7110273842699826E-4	-0.61170924	Yes	
row_21	PRKCD	4072	-3.7475491990335286E-4	-0.5926823	Yes	
row_22	FER	4152	-3.9459095569327474E-4	-0.5864529	Yes	
row_23	PRKCE	4391	-5.053630447946489E-4	-0.6060599	Yes	
row_24	LCK	4405	-5.113642546348274E-4	-0.579967	Yes	
row_25	FCGR2A	4419	-5.160575965419412E-4	-0.55361056	Yes	
row_26	PLA2G6	4493	-5.597919807769358E-4	-0.5368952	Yes	
row_27	FYN	4500	-5.615124828182161E-4	-0.5065751	Yes	
row_28	VAV3	4549	-5.878019728697836E-4	-0.48324662	Yes	
row_29	VAV2	4600	-6.339570973068476E-4	-0.45772964	Yes	
row_30	FCGR2B	4613	-6.469876389019191E-4	-0.4238197	Yes	
row_31	PLCG1	4628	-6.616198807023466E-4	-0.38949135	Yes	
row_32	FGR	4689	-7.402922492474318E-4	-0.36001965	Yes	
row_33	BTK	4720	-7.885218365117908E-4	-0.32179138	Yes	
row_34	VAV1	4746	-8.347993134520948E-4	-0.27995652	Yes	
row_35	PLCG2	4748	-8.375314064323902E-4	-0.23312952	Yes	
row_36	LYN	4781	-8.898759260773659E-4	-0.1896133	Yes	
row_37	MYO1G	4889	-0.0011683503398671746	-0.1455813	Yes	
row_38	FCER2	4904	-0.0012365730945020914	-0.0789685	Yes	
row_39	FCMR	4973	-0.0017438584472984076	0.0052420036	Yes	
