NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS		45	-0.4255765	-1.067346	0.38631347	0.8416758	1.0	1669	tags=36%, list=33%, signal=53%	
GOBP_FEMALE_SEX_DIFFERENTIATION	GOBP_FEMALE_SEX_DIFFERENTIATION		49	-0.42430395	-1.0671434	0.38219327	0.84166723	1.0	414	tags=12%, list=8%, signal=13%	
GOBP_EXPORT_FROM_CELL	GOBP_EXPORT_FROM_CELL		357	-0.36042434	-1.0661854	0.2772773	0.84481275	1.0	1433	tags=31%, list=29%, signal=40%	
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY		17	-0.49033615	-1.0658735	0.40770102	0.84520876	1.0	598	tags=24%, list=12%, signal=27%	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION		33	-0.4379771	-1.0652736	0.38920134	0.84679914	1.0	2093	tags=70%, list=42%, signal=119%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS		74	-0.403581	-1.0652547	0.38282079	0.84601474	1.0	1917	tags=55%, list=38%, signal=89%	
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS	GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS		88	-0.38823026	-1.0640793	0.37710086	0.85007435	1.0	1423	tags=32%, list=28%, signal=44%	
GOBP_SPINDLE_LOCALIZATION	GOBP_SPINDLE_LOCALIZATION		21	-0.4688841	-1.0638455	0.41156068	0.8501901	1.0	2193	tags=76%, list=44%, signal=135%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY		15	-0.4870228	-1.0633069	0.40207374	0.85155946	1.0	1132	tags=40%, list=23%, signal=52%	
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES		86	-0.39504057	-1.0630676	0.3861702	0.8517295	1.0	1686	tags=42%, list=34%, signal=62%	
GOBP_RESPONSE_TO_ETHANOL	GOBP_RESPONSE_TO_ETHANOL		54	-0.41583112	-1.0626796	0.3897937	0.8524975	1.0	731	tags=22%, list=15%, signal=26%	
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION		64	-0.40924197	-1.0625666	0.3968085	0.8520851	1.0	1509	tags=38%, list=30%, signal=53%	
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH		43	-0.4241356	-1.0624998	0.4217002	0.8514972	1.0	360	tags=12%, list=7%, signal=12%	
GOBP_EXECUTION_PHASE_OF_APOPTOSIS	GOBP_EXECUTION_PHASE_OF_APOPTOSIS		19	-0.47564873	-1.0624375	0.40753424	0.8508655	1.0	1391	tags=53%, list=28%, signal=73%	
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN		195	-0.37074056	-1.0624275	0.3427992	0.8500363	1.0	1266	tags=33%, list=25%, signal=42%	
GOBP_REGULATION_OF_CELL_DIVISION	GOBP_REGULATION_OF_CELL_DIVISION		66	-0.4063952	-1.0622652	0.38650963	0.84988654	1.0	1875	tags=45%, list=38%, signal=72%	
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE		68	-0.40094516	-1.0611244	0.40473628	0.8537082	1.0	748	tags=31%, list=15%, signal=36%	
GOBP_SECRETION	GOBP_SECRETION		388	-0.36326727	-1.060656	0.2942943	0.85467386	1.0	1353	tags=29%, list=27%, signal=37%	
GOBP_GLIAL_CELL_DIFFERENTIATION	GOBP_GLIAL_CELL_DIFFERENTIATION		110	-0.3825508	-1.0605986	0.3807054	0.8540315	1.0	1974	tags=43%, list=39%, signal=69%	
GOBP_CELL_RECOGNITION	GOBP_CELL_RECOGNITION		64	-0.4051191	-1.0605285	0.39148936	0.8534515	1.0	1909	tags=42%, list=38%, signal=67%	
GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY	GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY		31	-0.44073594	-1.0599827	0.3957399	0.8548304	1.0	1026	tags=45%, list=21%, signal=56%	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		67	-0.40039477	-1.0599409	0.38527215	0.85412866	1.0	902	tags=18%, list=18%, signal=22%	
GOBP_T_CELL_CYTOKINE_PRODUCTION	GOBP_T_CELL_CYTOKINE_PRODUCTION		23	-0.4639302	-1.0597885	0.40432802	0.853885	1.0	2243	tags=74%, list=45%, signal=133%	
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS		17	-0.48336023	-1.05956	0.42555687	0.85392624	1.0	805	tags=24%, list=16%, signal=28%	
GOBP_REGULATION_OF_MYELINATION	GOBP_REGULATION_OF_MYELINATION		21	-0.4672759	-1.059435	0.40182647	0.85352784	1.0	1243	tags=38%, list=25%, signal=50%	
GOBP_HINDLIMB_MORPHOGENESIS	GOBP_HINDLIMB_MORPHOGENESIS		17	-0.48671636	-1.0593051	0.41284403	0.85319215	1.0	143	tags=12%, list=3%, signal=12%	
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION		38	-0.43239182	-1.0592335	0.3962264	0.8526248	1.0	1624	tags=45%, list=32%, signal=66%	
GOBP_VIRAL_GENE_EXPRESSION	GOBP_VIRAL_GENE_EXPRESSION		23	-0.46396616	-1.0591675	0.42329872	0.85203505	1.0	2105	tags=61%, list=42%, signal=105%	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE		107	-0.38103887	-1.0589294	0.40163934	0.8521289	1.0	2270	tags=63%, list=45%, signal=112%	
GOBP_DETECTION_OF_BIOTIC_STIMULUS	GOBP_DETECTION_OF_BIOTIC_STIMULUS		23	-0.46492735	-1.0587697	0.4116959	0.8519238	1.0	650	tags=22%, list=13%, signal=25%	
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION		111	-0.3812832	-1.0584261	0.3867632	0.85248655	1.0	2246	tags=68%, list=45%, signal=122%	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION		36	-0.4355441	-1.0581715	0.40702948	0.852672	1.0	2105	tags=56%, list=42%, signal=95%	
GOBP_CELLULAR_RESPONSE_TO_RADIATION	GOBP_CELLULAR_RESPONSE_TO_RADIATION		45	-0.42623538	-1.057816	0.41182914	0.85328716	1.0	2042	tags=62%, list=41%, signal=104%	
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY		135	-0.37440342	-1.0576265	0.38114753	0.85321766	1.0	1058	tags=29%, list=21%, signal=36%	
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS		27	-0.4491588	-1.0558695	0.42359552	0.85950387	1.0	1978	tags=67%, list=40%, signal=110%	
GOBP_LIPID_CATABOLIC_PROCESS	GOBP_LIPID_CATABOLIC_PROCESS		134	-0.37476307	-1.0554909	0.3682604	0.86018544	1.0	1993	tags=43%, list=40%, signal=70%	
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT		15	-0.4892017	-1.0553275	0.39724454	0.85998774	1.0	1542	tags=40%, list=31%, signal=58%	
GOBP_MIRNA_METABOLIC_PROCESS	GOBP_MIRNA_METABOLIC_PROCESS		39	-0.43032262	-1.0539782	0.4090909	0.86459434	1.0	1988	tags=51%, list=40%, signal=84%	
GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS	GOBP_NON_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS		19	-0.4655287	-1.053618	0.42586398	0.8652318	1.0	1695	tags=47%, list=34%, signal=71%	
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS		31	-0.44299734	-1.0533789	0.40939596	0.8653801	1.0	1988	tags=52%, list=40%, signal=85%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING		51	-0.40967265	-1.0529897	0.4021858	0.8660043	1.0	658	tags=14%, list=13%, signal=16%	
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION		390	-0.3591504	-1.0522153	0.3143143	0.86818206	1.0	1632	tags=36%, list=33%, signal=49%	
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION		111	-0.3823224	-1.0520316	0.39148495	0.8680649	1.0	1449	tags=34%, list=29%, signal=47%	
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	GOBP_PROTON_TRANSMEMBRANE_TRANSPORT		26	-0.45024186	-1.051611	0.42359552	0.86890966	1.0	467	tags=15%, list=9%, signal=17%	
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION	GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION		25	-0.45101082	-1.0500492	0.41609195	0.87429976	1.0	2312	tags=68%, list=46%, signal=126%	
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION		52	-0.40555847	-1.0496109	0.41837838	0.87523866	1.0	2145	tags=54%, list=43%, signal=93%	
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION		15	-0.48449275	-1.0491635	0.42020667	0.8761941	1.0	1294	tags=33%, list=26%, signal=45%	
GOBP_ESTABLISHMENT_OF_CELL_POLARITY	GOBP_ESTABLISHMENT_OF_CELL_POLARITY		62	-0.40085188	-1.048813	0.43426725	0.8768108	1.0	2221	tags=56%, list=44%, signal=100%	
GOBP_MIDBRAIN_DEVELOPMENT	GOBP_MIDBRAIN_DEVELOPMENT		33	-0.4362621	-1.0486311	0.43636364	0.8766801	1.0	1341	tags=36%, list=27%, signal=49%	
GOBP_MEMBRANE_BIOGENESIS	GOBP_MEMBRANE_BIOGENESIS		20	-0.45657843	-1.0482914	0.43806306	0.87718636	1.0	1980	tags=60%, list=40%, signal=99%	
GOBP_REGULATION_OF_CELL_MATRIX_ADHESION	GOBP_REGULATION_OF_CELL_MATRIX_ADHESION		59	-0.3995896	-1.0480518	0.42537314	0.8772269	1.0	1343	tags=32%, list=27%, signal=44%	
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS		56	-0.41473335	-1.0478996	0.39442658	0.8770004	1.0	1042	tags=32%, list=21%, signal=40%	
GOBP_NEURAL_TUBE_FORMATION	GOBP_NEURAL_TUBE_FORMATION		34	-0.43266958	-1.0473026	0.43348116	0.878464	1.0	1515	tags=47%, list=30%, signal=67%	
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS		27	-0.44783133	-1.0472444	0.42695355	0.8778315	1.0	1485	tags=52%, list=30%, signal=73%	
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT		27	-0.44094524	-1.0466933	0.39135256	0.8792082	1.0	1388	tags=41%, list=28%, signal=56%	
GOBP_NEURON_APOPTOTIC_PROCESS	GOBP_NEURON_APOPTOTIC_PROCESS		109	-0.3780731	-1.045914	0.41614908	0.88148963	1.0	2150	tags=52%, list=43%, signal=90%	
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY		78	-0.3922428	-1.0455023	0.4184322	0.88230807	1.0	2165	tags=60%, list=43%, signal=105%	
GOBP_REGULATION_OF_PROTEIN_SECRETION	GOBP_REGULATION_OF_PROTEIN_SECRETION		101	-0.37803435	-1.0453309	0.42236024	0.8820702	1.0	1433	tags=37%, list=29%, signal=50%	
GOBP_CELL_CYCLE_PHASE_TRANSITION	GOBP_CELL_CYCLE_PHASE_TRANSITION		136	-0.37322462	-1.0448018	0.40164778	0.8832746	1.0	2246	tags=66%, list=45%, signal=117%	
GOBP_DNA_REPLICATION	GOBP_DNA_REPLICATION		46	-0.4149361	-1.04395	0.44812363	0.8858279	1.0	2189	tags=74%, list=44%, signal=130%	
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS	GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS		95	-0.3836665	-1.0434929	0.42012447	0.88681936	1.0	1940	tags=46%, list=39%, signal=74%	
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS		368	-0.355383	-1.0431932	0.35571143	0.88717	1.0	1088	tags=21%, list=22%, signal=25%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION		29	-0.43919957	-1.0429909	0.4199773	0.88714707	1.0	1475	tags=31%, list=29%, signal=44%	
GOBP_RESPONSE_TO_DEXAMETHASONE	GOBP_RESPONSE_TO_DEXAMETHASONE		17	-0.47764215	-1.0423248	0.44254836	0.88890994	1.0	1823	tags=53%, list=36%, signal=83%	
GOBP_MIRNA_TRANSCRIPTION	GOBP_MIRNA_TRANSCRIPTION		38	-0.42297626	-1.0421137	0.43222222	0.88887477	1.0	1988	tags=50%, list=40%, signal=82%	
GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS		16	-0.47087628	-1.042023	0.43310657	0.88837487	1.0	1095	tags=38%, list=22%, signal=48%	
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS		28	-0.43958426	-1.041181	0.42777157	0.890885	1.0	2145	tags=61%, list=43%, signal=106%	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS		28	-0.43593958	-1.0407075	0.4261745	0.8919101	1.0	1239	tags=29%, list=25%, signal=38%	
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS	GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS		42	-0.41368073	-1.0405872	0.42995688	0.891536	1.0	565	tags=17%, list=11%, signal=19%	
GOBP_FOAM_CELL_DIFFERENTIATION	GOBP_FOAM_CELL_DIFFERENTIATION		23	-0.45279914	-1.0398893	0.4365881	0.89350235	1.0	2440	tags=57%, list=49%, signal=110%	
GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION		37	-0.42379653	-1.0393766	0.44816053	0.8946825	1.0	1509	tags=32%, list=30%, signal=46%	
GOBP_HIPPO_SIGNALING	GOBP_HIPPO_SIGNALING		16	-0.476991	-1.0392482	0.42987457	0.89436597	1.0	476	tags=19%, list=10%, signal=21%	
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE	GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE		20	-0.4664537	-1.0388664	0.43552035	0.8949529	1.0	1125	tags=55%, list=23%, signal=71%	
GOBP_T_CELL_CHEMOTAXIS	GOBP_T_CELL_CHEMOTAXIS		17	-0.46973997	-1.0388283	0.453125	0.89423114	1.0	1792	tags=53%, list=36%, signal=82%	
GOBP_TISSUE_HOMEOSTASIS	GOBP_TISSUE_HOMEOSTASIS		104	-0.3743317	-1.0387565	0.4401665	0.89368117	1.0	1020	tags=25%, list=20%, signal=31%	
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_TRANSPORT		146	-0.3679422	-1.0380799	0.4199796	0.8954992	1.0	812	tags=23%, list=16%, signal=27%	
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT		97	-0.37688783	-1.036998	0.4330544	0.8989283	1.0	373	tags=11%, list=7%, signal=12%	
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION		488	-0.35061455	-1.0369916	0.36	0.8980897	1.0	1142	tags=28%, list=23%, signal=33%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION		23	-0.44862223	-1.0369437	0.43954802	0.89742106	1.0	1263	tags=30%, list=25%, signal=41%	
GOBP_GRANULOCYTE_DIFFERENTIATION	GOBP_GRANULOCYTE_DIFFERENTIATION		24	-0.44858152	-1.0360692	0.44886363	0.9000222	1.0	753	tags=33%, list=15%, signal=39%	
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS		17	-0.46768132	-1.0360485	0.44739884	0.8992452	1.0	14	tags=6%, list=0%, signal=6%	
GOBP_GLIOGENESIS	GOBP_GLIOGENESIS		146	-0.3676891	-1.0360203	0.41869918	0.8985028	1.0	1974	tags=43%, list=39%, signal=69%	
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL		26	-0.4436322	-1.0350264	0.4413793	0.90160155	1.0	306	tags=15%, list=6%, signal=16%	
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION		51	-0.40553513	-1.0349542	0.46036917	0.9010335	1.0	2517	tags=73%, list=50%, signal=145%	
GOBP_LONG_TERM_MEMORY	GOBP_LONG_TERM_MEMORY		18	-0.46868473	-1.0338948	0.44721907	0.9043694	1.0	1129	tags=33%, list=23%, signal=43%	
GOBP_THYMUS_DEVELOPMENT	GOBP_THYMUS_DEVELOPMENT		22	-0.45365298	-1.0337114	0.4630485	0.90422875	1.0	1485	tags=45%, list=30%, signal=64%	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY		104	-0.37464133	-1.0336325	0.44004172	0.90368205	1.0	1597	tags=41%, list=32%, signal=59%	
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY		29	-0.43887183	-1.033612	0.45331833	0.9028981	1.0	2648	tags=83%, list=53%, signal=175%	
GOBP_PHOSPHOLIPID_TRANSPORT	GOBP_PHOSPHOLIPID_TRANSPORT		34	-0.42520484	-1.0333371	0.4489796	0.90304846	1.0	1641	tags=44%, list=33%, signal=65%	
GOBP_PALLIUM_DEVELOPMENT	GOBP_PALLIUM_DEVELOPMENT		59	-0.39608696	-1.0333326	0.431694	0.902209	1.0	1450	tags=32%, list=29%, signal=45%	
GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION	GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION		30	-0.43486387	-1.0333135	0.45076588	0.9014259	1.0	1988	tags=50%, list=40%, signal=83%	
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION		32	-0.43117645	-1.0331491	0.4576659	0.90124035	1.0	2256	tags=72%, list=45%, signal=130%	
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS		95	-0.37911826	-1.032664	0.4597701	0.90226287	1.0	1134	tags=23%, list=23%, signal=29%	
GOBP_RESPONSE_TO_AMINE	GOBP_RESPONSE_TO_AMINE		18	-0.46205392	-1.0326109	0.4866744	0.9016177	1.0	1382	tags=33%, list=28%, signal=46%	
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION	GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION		159	-0.3631924	-1.0322088	0.4279919	0.90235174	1.0	1490	tags=35%, list=30%, signal=48%	
GOBP_T_CELL_APOPTOTIC_PROCESS	GOBP_T_CELL_APOPTOTIC_PROCESS		32	-0.43635347	-1.0319909	0.45182723	0.9023127	1.0	2145	tags=75%, list=43%, signal=131%	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY		95	-0.3757434	-1.031754	0.44561774	0.9023216	1.0	2072	tags=45%, list=41%, signal=76%	
GOBP_REGULATION_OF_JNK_CASCADE	GOBP_REGULATION_OF_JNK_CASCADE		54	-0.40302143	-1.0315113	0.43383947	0.90236044	1.0	674	tags=24%, list=13%, signal=28%	
GOBP_HEMOSTASIS	GOBP_HEMOSTASIS		119	-0.36935043	-1.0309861	0.4574359	0.90351355	1.0	779	tags=17%, list=16%, signal=19%	
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION	GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION		43	-0.40888187	-1.0309414	0.45414364	0.90286195	1.0	1875	tags=44%, list=38%, signal=70%	
GOBP_SYNAPTIC_VESICLE_LOCALIZATION	GOBP_SYNAPTIC_VESICLE_LOCALIZATION		20	-0.4565334	-1.0308776	0.44634703	0.90225583	1.0	733	tags=20%, list=15%, signal=23%	
GOBP_PHOSPHOLIPID_TRANSLOCATION	GOBP_PHOSPHOLIPID_TRANSLOCATION		18	-0.46630037	-1.030737	0.46477273	0.90192974	1.0	1614	tags=56%, list=32%, signal=82%	
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY		42	-0.4105636	-1.0307243	0.4573991	0.90112764	1.0	1824	tags=43%, list=36%, signal=67%	
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION	GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION		42	-0.4107559	-1.0299506	0.46196252	0.90326744	1.0	1900	tags=50%, list=38%, signal=80%	
GOBP_B_CELL_MEDIATED_IMMUNITY	GOBP_B_CELL_MEDIATED_IMMUNITY		73	-0.38485998	-1.0292377	0.47127658	0.9052689	1.0	658	tags=29%, list=13%, signal=33%	
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE		30	-0.43062702	-1.0288193	0.47714603	0.90598637	1.0	1494	tags=30%, list=30%, signal=43%	
GOBP_ANIMAL_ORGAN_REGENERATION	GOBP_ANIMAL_ORGAN_REGENERATION		23	-0.4535796	-1.0281116	0.45666668	0.9078907	1.0	1617	tags=48%, list=32%, signal=70%	
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY		26	-0.43921137	-1.0275856	0.45	0.90907454	1.0	1132	tags=35%, list=23%, signal=45%	
GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GOBP_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS		223	-0.35617447	-1.0274459	0.4431017	0.9087356	1.0	1132	tags=26%, list=23%, signal=33%	
GOBP_RESPONSE_TO_LIPID	GOBP_RESPONSE_TO_LIPID		419	-0.34995958	-1.026228	0.4104104	0.9125344	1.0	1783	tags=41%, list=36%, signal=58%	
GOBP_HEAD_DEVELOPMENT	GOBP_HEAD_DEVELOPMENT		265	-0.35230374	-1.0260626	0.4322969	0.91230524	1.0	1639	tags=31%, list=33%, signal=44%	
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS		65	-0.39136264	-1.0256569	0.45972073	0.91299427	1.0	1599	tags=38%, list=32%, signal=56%	
GOBP_REGULATION_OF_GLIOGENESIS	GOBP_REGULATION_OF_GLIOGENESIS		47	-0.4051913	-1.025286	0.47225246	0.9135549	1.0	1607	tags=34%, list=32%, signal=50%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_CATABOLIC_PROCESS		118	-0.36590505	-1.0252672	0.4487705	0.9127668	1.0	1691	tags=48%, list=34%, signal=71%	
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS		23	-0.45111188	-1.025115	0.44444445	0.9124421	1.0	552	tags=17%, list=11%, signal=19%	
GOBP_SENSORY_PERCEPTION_OF_SMELL	GOBP_SENSORY_PERCEPTION_OF_SMELL		15	-0.47557342	-1.0249958	0.46469247	0.91204226	1.0	828	tags=20%, list=17%, signal=24%	
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION		36	-0.42117608	-1.0247308	0.45117846	0.9121956	1.0	2207	tags=75%, list=44%, signal=133%	
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL		29	-0.43372905	-1.024183	0.46772367	0.91343325	1.0	1913	tags=41%, list=38%, signal=67%	
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS		50	-0.40186542	-1.0237163	0.47582418	0.9142192	1.0	2178	tags=46%, list=44%, signal=81%	
