NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION		19	-0.6056557	-1.3583071	0.06599553	0.29003888	1.0	497	tags=32%, list=10%, signal=35%	
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT		203	-0.47346744	-1.3582474	0.0020181634	0.28919083	1.0	672	tags=22%, list=13%, signal=25%	
GOBP_RESPONSE_TO_PEPTIDE	GOBP_RESPONSE_TO_PEPTIDE		450	-0.46110064	-1.3581192	0.0	0.2886071	1.0	1135	tags=32%, list=23%, signal=38%	
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION		26	-0.5750125	-1.3567561	0.058757063	0.29197398	1.0	1267	tags=54%, list=25%, signal=72%	
GOBP_RESPONSE_TO_CHEMOKINE	GOBP_RESPONSE_TO_CHEMOKINE		68	-0.51265377	-1.3555534	0.024678111	0.29480782	1.0	1375	tags=35%, list=28%, signal=48%	
GOBP_NEUTROPHIL_HOMEOSTASIS	GOBP_NEUTROPHIL_HOMEOSTASIS		18	-0.6053319	-1.3552134	0.06473988	0.2949136	1.0	993	tags=44%, list=20%, signal=55%	
GOBP_CELL_CHEMOTAXIS	GOBP_CELL_CHEMOTAXIS		202	-0.47244924	-1.3534331	0.0010070493	0.29970542	1.0	1026	tags=26%, list=21%, signal=32%	
GOBP_CHROMATIN_ORGANIZATION	GOBP_CHROMATIN_ORGANIZATION		109	-0.49216488	-1.3532994	0.0123583935	0.29911938	1.0	1539	tags=56%, list=31%, signal=79%	
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY		72	-0.506251	-1.3528055	0.028541226	0.29978907	1.0	1805	tags=57%, list=36%, signal=88%	
GOBP_HETEROTYPIC_CELL_CELL_ADHESION	GOBP_HETEROTYPIC_CELL_CELL_ADHESION		38	-0.54654115	-1.3523998	0.043141592	0.30014935	1.0	1287	tags=50%, list=26%, signal=67%	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		15	-0.6301761	-1.3512076	0.06526806	0.30307698	1.0	304	tags=20%, list=6%, signal=21%	
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS		17	-0.6150761	-1.3509722	0.0625	0.3028202	1.0	1301	tags=59%, list=26%, signal=79%	
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY		22	-0.5956245	-1.3507084	0.065095395	0.3026307	1.0	1551	tags=59%, list=31%, signal=85%	
GOBP_REGULATION_OF_CHEMOTAXIS	GOBP_REGULATION_OF_CHEMOTAXIS		126	-0.4817808	-1.3499316	0.016614746	0.30420572	1.0	1026	tags=26%, list=21%, signal=32%	
GOBP_SPINDLE_ORGANIZATION	GOBP_SPINDLE_ORGANIZATION		56	-0.5186554	-1.3496703	0.045989305	0.30401623	1.0	2110	tags=84%, list=42%, signal=144%	
GOBP_ENDOCYTIC_RECYCLING	GOBP_ENDOCYTIC_RECYCLING		18	-0.61215156	-1.3490242	0.07305936	0.3050991	1.0	678	tags=39%, list=14%, signal=45%	
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS		32	-0.55803025	-1.3485837	0.052868392	0.30558413	1.0	658	tags=31%, list=13%, signal=36%	
GOBP_DNA_REPAIR	GOBP_DNA_REPAIR		73	-0.5066674	-1.347217	0.034846883	0.3090578	1.0	1925	tags=73%, list=39%, signal=116%	
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE		38	-0.54942656	-1.3472058	0.049217	0.30809593	1.0	994	tags=37%, list=20%, signal=46%	
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	GOBP_ACTIVATION_OF_IMMUNE_RESPONSE		274	-0.46366578	-1.346489	0.002008032	0.30940086	1.0	713	tags=31%, list=14%, signal=35%	
GOBP_PROTEIN_POLYMERIZATION	GOBP_PROTEIN_POLYMERIZATION		86	-0.49105266	-1.3460153	0.02617801	0.30986995	1.0	1263	tags=36%, list=25%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL		18	-0.59784746	-1.3459423	0.074157305	0.30912003	1.0	464	tags=17%, list=9%, signal=18%	
GOBP_RESPONSE_TO_OSMOTIC_STRESS	GOBP_RESPONSE_TO_OSMOTIC_STRESS		33	-0.5578749	-1.3448541	0.05399325	0.3115961	1.0	974	tags=39%, list=19%, signal=49%	
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		39	-0.5466126	-1.3446404	0.04600219	0.31135035	1.0	1105	tags=51%, list=22%, signal=65%	
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		16	-0.6057168	-1.3445966	0.088404134	0.31053728	1.0	643	tags=38%, list=13%, signal=43%	
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT	GOBP_REGULATION_OF_PEPTIDE_TRANSPORT		77	-0.4966771	-1.3444709	0.029850746	0.3099162	1.0	1201	tags=35%, list=24%, signal=45%	
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION		100	-0.49229124	-1.3443009	0.020597322	0.30949154	1.0	1183	tags=43%, list=24%, signal=55%	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION		25	-0.575026	-1.3436776	0.074074075	0.3106404	1.0	1031	tags=44%, list=21%, signal=55%	
GOBP_INTERLEUKIN_6_PRODUCTION	GOBP_INTERLEUKIN_6_PRODUCTION		94	-0.49301836	-1.3435053	0.030176898	0.31020746	1.0	1034	tags=35%, list=21%, signal=43%	
GOBP_RESPONSE_TO_PH	GOBP_RESPONSE_TO_PH		20	-0.5937494	-1.3427668	0.07126697	0.31168997	1.0	574	tags=20%, list=11%, signal=23%	
GOBP_SUPEROXIDE_ANION_GENERATION	GOBP_SUPEROXIDE_ANION_GENERATION		21	-0.58982295	-1.342062	0.06704546	0.31300932	1.0	1095	tags=43%, list=22%, signal=55%	
GOBP_T_CELL_MEDIATED_CYTOTOXICITY	GOBP_T_CELL_MEDIATED_CYTOTOXICITY		30	-0.5638161	-1.3417621	0.06342016	0.3129948	1.0	691	tags=33%, list=14%, signal=38%	
GOBP_REGULATION_OF_ENDOCYTOSIS	GOBP_REGULATION_OF_ENDOCYTOSIS		124	-0.48397744	-1.3405285	0.022517912	0.3160026	1.0	1249	tags=34%, list=25%, signal=44%	
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	GOBP_RESPONSE_TO_TYPE_I_INTERFERON		26	-0.5777625	-1.3394411	0.06766055	0.31851628	1.0	1167	tags=58%, list=23%, signal=75%	
GOBP_LEUKOCYTE_APOPTOTIC_PROCESS	GOBP_LEUKOCYTE_APOPTOTIC_PROCESS		71	-0.50603426	-1.3378687	0.037194476	0.32268184	1.0	1066	tags=39%, list=21%, signal=49%	
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE		45	-0.52586883	-1.3373684	0.036585364	0.32328853	1.0	1154	tags=47%, list=23%, signal=60%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION		38	-0.54150873	-1.337312	0.054444443	0.32250482	1.0	1952	tags=82%, list=39%, signal=133%	
GOBP_RECEPTOR_CLUSTERING	GOBP_RECEPTOR_CLUSTERING		25	-0.5806313	-1.3359617	0.064772725	0.32577422	1.0	538	tags=24%, list=11%, signal=27%	
GOBP_REGULATION_OF_ACTION_POTENTIAL	GOBP_REGULATION_OF_ACTION_POTENTIAL		21	-0.6003462	-1.3357697	0.073446326	0.3255003	1.0	987	tags=29%, list=20%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS		21	-0.5972217	-1.3354816	0.0812357	0.32543996	1.0	545	tags=19%, list=11%, signal=21%	
GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY	GOBP_REGULATION_OF_FILOPODIUM_ASSEMBLY		24	-0.57881725	-1.3351917	0.070454545	0.32535595	1.0	1254	tags=54%, list=25%, signal=72%	
GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY		16	-0.60622144	-1.334225	0.080607474	0.3275742	1.0	674	tags=38%, list=13%, signal=43%	
GOBP_CELLULAR_RESPONSE_TO_HEAT	GOBP_CELLULAR_RESPONSE_TO_HEAT		17	-0.60739744	-1.333064	0.08064516	0.33041865	1.0	418	tags=29%, list=8%, signal=32%	
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS	GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS		57	-0.5124673	-1.3329327	0.048648648	0.3298427	1.0	1086	tags=33%, list=22%, signal=42%	
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION		53	-0.5209594	-1.3324012	0.03444564	0.33074763	1.0	1088	tags=36%, list=22%, signal=45%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION		38	-0.54373026	-1.3319491	0.046119235	0.33140978	1.0	726	tags=32%, list=15%, signal=37%	
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS		61	-0.5114647	-1.3311125	0.048087433	0.33325326	1.0	1060	tags=38%, list=21%, signal=47%	
GOBP_PROTEIN_TETRAMERIZATION	GOBP_PROTEIN_TETRAMERIZATION		38	-0.54306245	-1.3305238	0.048726466	0.3342918	1.0	170	tags=13%, list=3%, signal=14%	
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY	GOBP_NEUTROPHIL_MEDIATED_IMMUNITY		19	-0.59858215	-1.329095	0.09213483	0.33789614	1.0	745	tags=32%, list=15%, signal=37%	
GOBP_DNA_METABOLIC_PROCESS	GOBP_DNA_METABOLIC_PROCESS		168	-0.46645176	-1.3290902	0.006066734	0.33692548	1.0	1773	tags=59%, list=35%, signal=88%	
GOBP_CELLULAR_PIGMENTATION	GOBP_CELLULAR_PIGMENTATION		16	-0.61278266	-1.3284937	0.09017341	0.33800492	1.0	962	tags=44%, list=19%, signal=54%	
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION	GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION		23	-0.58214855	-1.3278852	0.078947365	0.3391414	1.0	836	tags=39%, list=17%, signal=47%	
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION		47	-0.5215905	-1.3265014	0.054406963	0.3428026	1.0	1999	tags=81%, list=40%, signal=133%	
GOBP_CYTOKINE_PRODUCTION	GOBP_CYTOKINE_PRODUCTION		395	-0.45072803	-1.3258568	0.0	0.34398022	1.0	1140	tags=34%, list=23%, signal=40%	
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		15	-0.6137417	-1.3257883	0.08793686	0.34319207	1.0	862	tags=53%, list=17%, signal=64%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY		27	-0.5634646	-1.325631	0.08147322	0.34277	1.0	675	tags=30%, list=14%, signal=34%	
GOBP_REGULATION_OF_PROTEIN_TARGETING	GOBP_REGULATION_OF_PROTEIN_TARGETING		16	-0.61479694	-1.3255289	0.088201605	0.34212318	1.0	1290	tags=56%, list=26%, signal=76%	
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS		33	-0.5503236	-1.3252983	0.054298643	0.34190822	1.0	1267	tags=42%, list=25%, signal=56%	
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE		17	-0.59362066	-1.3239317	0.09490741	0.34550056	1.0	726	tags=29%, list=15%, signal=34%	
GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS	GOBP_POSITIVE_REGULATION_OF_ENDOCYTOSIS		79	-0.4982839	-1.3238181	0.032051284	0.3449672	1.0	1302	tags=35%, list=26%, signal=47%	
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT	GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT		50	-0.5145073	-1.3230646	0.06153846	0.34647956	1.0	911	tags=34%, list=18%, signal=41%	
GOBP_MEMBRANE_INVAGINATION	GOBP_MEMBRANE_INVAGINATION		32	-0.5427193	-1.3224851	0.07865169	0.3474968	1.0	1076	tags=44%, list=22%, signal=55%	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS		35	-0.54769844	-1.3224428	0.06270627	0.3467053	1.0	830	tags=29%, list=17%, signal=34%	
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE		185	-0.46036845	-1.3218969	0.019211324	0.3477155	1.0	1114	tags=37%, list=22%, signal=46%	
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER	GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER		20	-0.592315	-1.3216225	0.0867052	0.34764734	1.0	1635	tags=70%, list=33%, signal=104%	
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT	GOBP_OVARIAN_FOLLICLE_DEVELOPMENT		21	-0.5787532	-1.32155	0.09060023	0.34695616	1.0	414	tags=19%, list=8%, signal=21%	
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR	GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR		92	-0.48506895	-1.3214587	0.038784068	0.34629923	1.0	2042	tags=63%, list=41%, signal=105%	
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE		60	-0.5019728	-1.3212566	0.058504876	0.34602085	1.0	1140	tags=38%, list=23%, signal=49%	
GOBP_ACTIN_FILAMENT_BASED_PROCESS	GOBP_ACTIN_FILAMENT_BASED_PROCESS		340	-0.4491208	-1.3206517	0.004	0.3471536	1.0	1403	tags=36%, list=28%, signal=47%	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT		51	-0.5212666	-1.3206125	0.036756758	0.3463398	1.0	830	tags=22%, list=17%, signal=26%	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING		27	-0.5700865	-1.320494	0.0656682	0.34579572	1.0	731	tags=30%, list=15%, signal=35%	
GOBP_REGULATION_OF_PHAGOCYTOSIS	GOBP_REGULATION_OF_PHAGOCYTOSIS		47	-0.52301973	-1.3204231	0.049234137	0.34504732	1.0	1302	tags=43%, list=26%, signal=57%	
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION		268	-0.45603836	-1.3202552	0.003006012	0.34473225	1.0	1051	tags=32%, list=21%, signal=38%	
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL		19	-0.5950553	-1.3192683	0.09465479	0.34713808	1.0	756	tags=42%, list=15%, signal=49%	
GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION		18	-0.58939964	-1.3182847	0.09485714	0.34962755	1.0	825	tags=44%, list=17%, signal=53%	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		62	-0.49761024	-1.3179945	0.052350428	0.3497212	1.0	1130	tags=53%, list=23%, signal=68%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT		26	-0.5578957	-1.3164046	0.06615215	0.3544033	1.0	566	tags=31%, list=11%, signal=35%	
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	GOBP_CELLULAR_COMPONENT_DISASSEMBLY		139	-0.46385494	-1.3159531	0.022335025	0.35506204	1.0	1391	tags=37%, list=28%, signal=49%	
GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT		277	-0.4518389	-1.3152535	0.004008016	0.3564136	1.0	1104	tags=26%, list=22%, signal=31%	
GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION	GOBP_REGULATION_OF_MAST_CELL_DEGRANULATION		16	-0.601743	-1.3150107	0.10135135	0.35623378	1.0	856	tags=38%, list=17%, signal=45%	
GOBP_RECOMBINATIONAL_REPAIR	GOBP_RECOMBINATIONAL_REPAIR		26	-0.56619227	-1.3141979	0.07491487	0.35815716	1.0	1917	tags=85%, list=38%, signal=137%	
GOBP_ENDOSOMAL_TRANSPORT	GOBP_ENDOSOMAL_TRANSPORT		51	-0.51590735	-1.3137738	0.060742408	0.35870618	1.0	678	tags=29%, list=14%, signal=34%	
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION		17	-0.5996778	-1.3133792	0.100115076	0.35918605	1.0	862	tags=53%, list=17%, signal=64%	
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS		24	-0.5668808	-1.3132659	0.09714286	0.3585921	1.0	1267	tags=46%, list=25%, signal=61%	
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION		24	-0.5615628	-1.3132333	0.08478513	0.35771972	1.0	1125	tags=50%, list=23%, signal=64%	
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT		36	-0.5340838	-1.3131233	0.07630058	0.35715112	1.0	1083	tags=31%, list=22%, signal=39%	
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE		83	-0.48946166	-1.3123107	0.043203373	0.35917196	1.0	1183	tags=36%, list=24%, signal=47%	
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION		172	-0.4623406	-1.3121071	0.014213198	0.3588895	1.0	1058	tags=41%, list=21%, signal=50%	
GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION		15	-0.6041933	-1.3114376	0.105446115	0.36027122	1.0	953	tags=47%, list=19%, signal=57%	
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS		20	-0.57635	-1.3104868	0.10779817	0.36277404	1.0	818	tags=35%, list=16%, signal=42%	
GOBP_ORGANELLE_MEMBRANE_FUSION	GOBP_ORGANELLE_MEMBRANE_FUSION		37	-0.53083026	-1.3100336	0.0784983	0.3634535	1.0	934	tags=32%, list=19%, signal=40%	
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION		39	-0.5308772	-1.3098845	0.07534247	0.36305735	1.0	1183	tags=41%, list=24%, signal=53%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS		162	-0.46151456	-1.3098601	0.022357723	0.36218888	1.0	1357	tags=36%, list=27%, signal=48%	
GOBP_ORGANELLE_FISSION	GOBP_ORGANELLE_FISSION		136	-0.46120864	-1.3093112	0.02834008	0.3630983	1.0	2207	tags=70%, list=44%, signal=122%	
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		60	-0.5031107	-1.3092426	0.06552094	0.3624034	1.0	1551	tags=55%, list=31%, signal=79%	
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM	GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM		41	-0.52243596	-1.3086307	0.06586169	0.3636128	1.0	1098	tags=32%, list=22%, signal=40%	
GOBP_CYTOKINESIS	GOBP_CYTOKINESIS		48	-0.5159941	-1.3060427	0.05986696	0.3718117	1.0	2207	tags=79%, list=44%, signal=140%	
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		220	-0.45462283	-1.3049864	0.008056395	0.37481406	1.0	994	tags=37%, list=20%, signal=44%	
GOBP_INTERLEUKIN_1_PRODUCTION	GOBP_INTERLEUKIN_1_PRODUCTION		65	-0.49170566	-1.3042662	0.06486487	0.37628675	1.0	1377	tags=40%, list=28%, signal=54%	
GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE		26	-0.559192	-1.3028383	0.10333333	0.38048667	1.0	1127	tags=42%, list=23%, signal=54%	
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT		56	-0.5063956	-1.3017485	0.058631923	0.3837189	1.0	592	tags=18%, list=12%, signal=20%	
GOBP_MAINTENANCE_OF_LOCATION	GOBP_MAINTENANCE_OF_LOCATION		96	-0.47341856	-1.3003316	0.04697286	0.38809744	1.0	732	tags=27%, list=15%, signal=31%	
GOBP_MEMBRANE_ORGANIZATION	GOBP_MEMBRANE_ORGANIZATION		229	-0.44977778	-1.3003207	0.011066399	0.38717282	1.0	1669	tags=46%, list=33%, signal=66%	
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	GOBP_ACTIN_FILAMENT_BASED_MOVEMENT		61	-0.49931386	-1.3000071	0.069716774	0.38736036	1.0	1342	tags=33%, list=27%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION		209	-0.45211256	-1.2987996	0.015090543	0.39075872	1.0	688	tags=21%, list=14%, signal=23%	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS		140	-0.4631655	-1.2983876	0.018386109	0.39123327	1.0	881	tags=34%, list=18%, signal=40%	
GOBP_RNA_PROCESSING	GOBP_RNA_PROCESSING		53	-0.50956863	-1.2982657	0.0697928	0.39078745	1.0	966	tags=40%, list=19%, signal=49%	
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT		35	-0.539636	-1.298025	0.0882353	0.3906592	1.0	769	tags=26%, list=15%, signal=30%	
GOBP_MITOTIC_SPINDLE_ORGANIZATION	GOBP_MITOTIC_SPINDLE_ORGANIZATION		39	-0.5198632	-1.2977984	0.088495575	0.39061797	1.0	2161	tags=87%, list=43%, signal=152%	
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE		215	-0.44742855	-1.2977138	0.011044176	0.38995233	1.0	731	tags=21%, list=15%, signal=23%	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		40	-0.52432907	-1.2971181	0.09223847	0.39117324	1.0	688	tags=30%, list=14%, signal=35%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS		37	-0.5308586	-1.2964041	0.075112104	0.39289293	1.0	1060	tags=41%, list=21%, signal=51%	
GOBP_HOMOTYPIC_CELL_CELL_ADHESION	GOBP_HOMOTYPIC_CELL_CELL_ADHESION		51	-0.50468606	-1.29609	0.07783784	0.39310473	1.0	1490	tags=43%, list=30%, signal=61%	
