NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	LAX1	70	6.586538511328399E-4	-3.8340065E-4	No	
row_1	PLA2G2D	175	1.089780853362754E-4	-0.019311523	No	
row_2	PLA2G2F	371	5.0455296332074795E-6	-0.059009045	No	
row_3	ARG1	382	2.984901357194758E-6	-0.060987264	No	
row_4	GAL	527	-7.762365385133307E-6	-0.09021714	No	
row_5	CLEC4G	572	-1.1297416676825378E-5	-0.09896006	No	
row_6	MERTK	692	-2.1198196918703616E-5	-0.122803204	No	
row_7	PLA2G5	722	-2.308483817614615E-5	-0.12823543	No	
row_8	VSIG4	805	-2.861963184841443E-5	-0.14436933	No	
row_9	IL10	892	-3.507931251078844E-5	-0.16118336	No	
row_10	LILRB4	937	-3.832818765658885E-5	-0.1693556	No	
row_11	ADORA2A	1029	-4.438879113877192E-5	-0.1869937	No	
row_12	CEBPB	1320	-6.361163104884326E-5	-0.24484652	No	
row_13	CTSG	1332	-6.438735726987943E-5	-0.24573256	No	
row_14	IL2	1458	-7.319400901906192E-5	-0.26970273	No	
row_15	PGLYRP3	1496	-7.610801549162716E-5	-0.27564853	No	
row_16	LILRB2	1523	-7.785628258716315E-5	-0.27931207	No	
row_17	LOXL3	1639	-8.511164924129844E-5	-0.3009894	No	
row_18	CLEC12A	1730	-9.078872972168028E-5	-0.3174438	No	
row_19	INHBA	1789	-9.549422975396737E-5	-0.32726693	No	
row_20	LRRC32	1802	-9.649756975704804E-5	-0.3276792	No	
row_21	CRTAM	1929	-1.0404502972960472E-4	-0.35120216	No	
row_22	IL20RB	2007	-1.0986995766870677E-4	-0.36460012	No	
row_23	SFRP1	2122	-1.1779057240346447E-4	-0.38538343	No	
row_24	HLX	2154	-1.208033791044727E-4	-0.3891609	No	
row_25	AXL	2425	-1.4265478239394724E-4	-0.4412625	No	
row_26	TYROBP	2491	-1.4857787755317986E-4	-0.4513938	No	
