NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	DERL3	6	0.0033708722330629826	0.072799675	Yes	
row_1	XBP1	8	0.002911639166995883	0.13653538	Yes	
row_2	HERPUD1	9	0.002905893139541149	0.20034905	Yes	
row_3	UBE2J1	12	0.0024948103819042444	0.25472698	Yes	
row_4	DNAJB9	17	0.002136243972927332	0.30082244	Yes	
row_5	SEL1L	22	0.0017725382931530476	0.33893088	Yes	
row_6	HSP90B1	23	0.0017621233128011227	0.37762728	Yes	
row_7	SDF2L1	27	0.0015135002322494984	0.41025138	Yes	
row_8	TRIB1	32	0.001295372610911727	0.43788123	Yes	
row_9	ERLEC1	42	9.517883299849927E-4	0.4569451	Yes	
row_10	MAN1A1	49	8.883792324922979E-4	0.475229	Yes	
row_11	HSPA5	65	7.041946519166231E-4	0.4876307	Yes	
row_12	RNF122	101	4.0021410677582026E-4	0.48927367	Yes	
row_13	CAV1	201	6.975168798817322E-5	0.4705931	No	
row_14	DDIT3	248	3.598572948249057E-5	0.46199176	No	
row_15	HAMP	300	1.8134474885300733E-5	0.45197755	No	
row_16	YOD1	354	8.75017030921299E-6	0.44134897	No	
row_17	CSNK1E	377	4.17768887928105E-6	0.43694907	No	
row_18	AQP11	528	-7.869553883210756E-6	0.40649715	No	
row_19	TTC36	530	-8.010671081137843E-6	0.4064689	No	
row_20	TRIB3	615	-1.489483292971272E-5	0.38964614	No	
row_21	ECRG4	697	-2.1305384507286362E-5	0.37357664	No	
row_22	NEURL3	717	-2.2650459868600592E-5	0.3701949	No	
row_23	TREM2	956	-3.971072510466911E-5	0.3224757	No	
row_24	KLHL30	994	-4.20995093008969E-5	0.31584612	No	
row_25	UBXN10	1033	-4.4629374315263703E-5	0.3090679	No	
row_26	KLHL4	1065	-4.700443969340995E-5	0.30377102	No	
row_27	KLHL41	1125	-5.118897388456389E-5	0.2928494	No	
row_28	ZFAND2A	1131	-5.13766790390946E-5	0.2929568	No	
row_29	PABPN1L	1157	-5.31241312273778E-5	0.2890193	No	
row_30	APC2	1421	-7.034026202745736E-5	0.23686859	No	
row_31	TRIM72	1583	-8.192015229724348E-5	0.205797	No	
row_32	FBXL13	1658	-8.624018664704636E-5	0.19258264	No	
row_33	IL33	1799	-9.616065653972328E-5	0.16611123	No	
row_34	ECSCR	1890	-1.01694546174258E-4	0.14996961	No	
row_35	CDC34	2016	-1.103953254641965E-4	0.12687328	No	
row_36	NKD2	2051	-1.1283704225206748E-4	0.12240958	No	
row_37	KBTBD12	2153	-1.2078459985787049E-4	0.10444136	No	
row_38	RNF180	2192	-1.236226235050708E-4	0.09939786	No	
row_39	CEBPA	2200	-1.2428067566361278E-4	0.10069792	No	
row_40	UCHL1	2203	-1.246677857125178E-4	0.10302731	No	
row_41	WWTR1	2265	-1.291705120820552E-4	0.09340984	No	
row_42	DTL	2293	-1.31281150970608E-4	0.090780325	No	
row_43	NCCRP1	2305	-1.3248881441541016E-4	0.09144398	No	
row_44	KLHL6	2519	-1.5058457211125642E-4	0.05126369	No	
row_45	APOE	2533	-1.5222675574477762E-4	0.05195246	No	
row_46	GAN	2657	-1.6371473611798137E-4	0.03043536	No	
row_47	HSPA1A	2677	-1.6592330939602107E-4	0.030199917	No	
row_48	KIF14	2794	-1.774300471879542E-4	0.01041316	No	
row_49	PSMA8	2817	-1.7999073315877467E-4	0.009874144	No	
row_50	RCN3	2861	-1.8516069394536316E-4	0.005161195	No	
row_51	AURKA	2893	-1.889156410470605E-4	0.0029806858	No	
row_52	FBXO45	2922	-1.9232243357691914E-4	0.0014874851	No	
row_53	DAB2	2931	-1.937181077664718E-4	0.0041082324	No	
row_54	HSPA1B	2961	-1.970230950973928E-4	0.0025140939	No	
row_55	TBX21	2974	-1.9796339620370418E-4	0.004411408	No	
row_56	KLHL21	3011	-2.0341819617897272E-4	0.0015285515	No	
row_57	BAG2	3087	-2.1170407126192003E-4	-0.009134781	No	
row_58	PMAIP1	3172	-2.2115124738775194E-4	-0.021428136	No	
row_59	CDC20	3190	-2.2235338110476732E-4	-0.02001604	No	
row_60	PELI1	3228	-2.266831143060699E-4	-0.022592163	No	
row_61	KLHL3	3251	-2.291797864018008E-4	-0.022050982	No	
row_62	RHOBTB3	3253	-2.297561732120812E-4	-0.01720968	No	
row_63	SMAD7	3289	-2.3458631767425686E-4	-0.019203918	No	
row_64	UBE2C	3380	-2.4703898816369474E-4	-0.032153767	No	
row_65	CCNF	3391	-2.487456949893385E-4	-0.028732939	No	
row_66	ENC1	3495	-2.6396213797852397E-4	-0.0439653	No	
row_67	PLK1	3497	-2.646768116392195E-4	-0.038357135	No	
row_68	SPSB1	3501	-2.6524439454078674E-4	-0.03314484	No	
row_69	DTX4	3514	-2.6671052910387516E-4	-0.029737832	No	
row_70	ZNRF1	3557	-2.710810804273933E-4	-0.032359794	No	
row_71	MDM2	3674	-2.8929184190928936E-4	-0.049690057	No	
row_72	SH3RF2	3732	-2.994306560140103E-4	-0.054751936	No	
row_73	UBXN2B	3761	-3.033180255442858E-4	-0.05380766	No	
row_74	CLU	3819	-3.1429994851350784E-4	-0.05854301	No	
row_75	KCTD17	3851	-3.2170716440305114E-4	-0.057807405	No	
row_76	NUPR1	3886	-3.2937334617599845E-4	-0.057515945	No	
row_77	USP44	3930	-3.3787256688810885E-4	-0.058875326	No	
row_78	LAMP3	3952	-3.42983053997159E-4	-0.05563085	No	
row_79	ARRB1	3967	-3.469462972134352E-4	-0.05087019	No	
row_80	CSNK2A2	3972	-3.484043700154871E-4	-0.04403586	No	
row_81	SH3RF1	3983	-3.506520006339997E-4	-0.03837716	No	
row_82	SPSB2	3991	-3.5408372059464455E-4	-0.0320306	No	
row_83	RMND5A	3998	-3.5643859882839024E-4	-0.025428167	No	
row_84	KCTD5	4017	-3.6184207419864833E-4	-0.02115705	No	
row_85	GCLC	4142	-3.8950060843490064E-4	-0.03792004	No	
row_86	SOCS5	4176	-4.051135329063982E-4	-0.03576115	No	
row_87	RNFT2	4185	-4.076722834724933E-4	-0.028441953	No	
row_88	PLK3	4207	-4.1702191811054945E-4	-0.023571577	No	
row_89	IFI27	4216	-4.199941467959434E-4	-0.015981786	No	
row_90	NEDD4L	4232	-4.2675627628341317E-4	-0.009672655	No	
row_91	NUB1	4370	-4.897387116216123E-4	-0.02688855	No	
row_92	TRIB2	4377	-4.949096473865211E-4	-0.017245278	No	
row_93	TRIM25	4410	-5.130231729708612E-4	-0.012512522	No	
row_94	KCTD13	4415	-5.152311059646308E-4	-0.002014659	No	
row_95	UBXN11	4445	-5.295738810673356E-4	0.003694048	No	
row_96	ARRB2	4502	-5.620144074782729E-4	0.004602697	No	
row_97	PSMB9	4677	-7.183398702181876E-4	-0.015147199	No	
row_98	CBFA2T3	4680	-7.241873536258936E-4	3.4769063E-4	No	
row_99	IVNS1ABP	4681	-7.294267998076975E-4	0.01636597	No	
row_100	LRRK2	4865	-0.0010911013232544065	0.0029644652	No	
row_101	TRAF4	4870	-0.0011015270138159394	0.02633744	No	
