,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
ADAMTSL2,0.01598743521081723,-0.005257181905436245,-0.0006761118404814203,0.009647168262897842,-0.007515328463548364,0.04322327429791137,0.008350220966578215,-0.013997289364489138,-0.016569608841011243,0.02028190616261613
ADAMTSL3,0.0070292160337391265,0.01119804196419481,0.01265683804223797,-0.002902878777691285,0.0022730257300451677,0.02571317447003439,0.022408610737783538,-0.0065110070972267875,0.011698175474394943,-0.02556805383363058
ADAMTSL4,0.015118622387265622,0.0023148133850036594,-0.0007358922136655198,0.013753008087207414,0.009670489764578787,0.027301780627095314,-9.121495861605304e-05,0.0074430357099358555,0.013238414374652225,-0.037445563644919376
ADAP1,0.019412501743166645,-0.003356293725295077,0.024403092797430602,-0.028026106741308274,-0.0032108917100806948,0.0008801934417328342,-0.0030817872971287,0.0008040930650347448,-0.0006860007092807772,-0.010131447449717753
ADAP2,0.008068852149863543,0.008348784735615126,-0.001209347013013345,0.0014363850761411464,0.004712075907845875,0.007943577409987055,0.002328389385382986,0.037100609439295454,0.02669526712453358,-0.011327313680485021
ADARB2,0.010251977205141602,-0.005845744541564537,0.012613171888050917,-0.02826728420578154,0.02622114200173483,0.004554206723007852,0.015533785687289685,-0.010496067714626545,0.008651975954061473,-0.0018600509433955327
ADAT2,0.02903215819956354,-0.0010875728821119755,-0.009726467708673579,-0.006633864413965838,-0.012385006459057327,-0.007053102107053144,-0.0003351538204687298,-0.0028790320485072704,-0.0013901248482590881,0.00017423598707672942
ADCY3,0.02456232353636546,-0.002308637581519851,-0.0026467554726621427,0.01323674009770216,-0.013999276607234396,-0.008696193296964725,0.015518554080054642,-0.008383179069280933,0.00707149554660773,-0.0074275859781759695
ADCY4,0.0020783357355591255,0.010828965637498446,0.006017322894364952,0.0072753168713263075,0.0038732534095232444,0.04025576438412705,0.007054688748665967,-0.008955834346790616,-0.024584751643993565,0.03791981486330358
ADCY5,0.00917843279474388,-0.0034821108586278672,-0.002142511794692135,0.01218067004823964,-0.00814505994244377,0.02399248338118683,0.008160389378366616,-0.005881515207429523,0.004672379510847617,-0.031462093396482996
ADCY7,0.010500988472145924,0.03045606160827016,-0.01673654931060872,-0.016347331948419103,0.0059115414274754875,0.00341120526453633,-0.00032565523542503954,0.009503555220663991,0.01308217273712299,-0.010908883903174378
