,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
CD83,-0.0024987438984950443,0.011443266680802455,-0.016229031606288337,-0.0009476185604945142,-0.011710166109922562,-0.000350619424452176,0.021107156504656464,0.03512203258805464,-0.003960820034270646,0.00961359599133783
CD84,0.01561710297310405,0.015357940218589052,-0.013034124804731612,-0.01868770100278133,0.01649183955582461,-0.0001860784460185011,-0.004084587602748578,-0.009406774049572566,0.01716810537435125,-0.008136822915608471
CD86,-0.007012578106353842,0.005222377960763279,-0.005098942345957535,-0.008857842402178634,-0.010348742676290386,0.006550288198742762,0.04169922994671924,0.03135106276690322,0.019521681289991898,-0.0007691706089424958
CD8A,0.004327529971749556,0.019110086161886797,-0.014059371311411294,-0.008993327341286885,-0.002721801363980389,0.001649954465439277,-0.010051172478140073,-0.032938936538462166,0.013401493548373306,-0.004803694158896448
CD8B2,0.019913490311602357,-0.008718141955320948,-0.008735842451911932,-0.022439433091817087,0.0021879592947204327,-0.008953290313403858,0.0014045649675501692,-0.0265617576666973,0.005713541567279522,0.0013191964575106534
CD93,0.0012485554491407198,0.013616122944848272,0.006625502175721252,0.006982725922450551,0.00925920698032651,0.042028863911630736,0.012264348195606142,0.006918979137484037,-0.0047345481006471875,0.024360963535322633
CD96,0.00797572583808093,0.02534156799907841,-0.018798986949710175,-0.009877278115098748,-0.0041666346838894865,-0.000296023081885196,-0.01471210063875642,-0.03424264421261361,0.011415015766589145,-0.0035271294649653114
CDA,0.0006250037570622376,0.006519932558976396,0.009788333146553559,-0.0011344999260986426,-0.005815686790213746,0.008223986383525096,-0.03151344507124341,0.01214505511811296,0.004106280434377694,0.0006845229745860343
CDC14A,0.01757039297522427,0.025123349527879604,-0.011925702339521064,-0.00597170552676559,-0.010519298899066668,0.001846286023127796,-0.007176039989837313,-0.02196968087467876,0.0032909278762641323,-0.00018430320239825357
CDC20,0.0023314545251435005,0.006053483749802796,0.012529396795963507,0.009413489617153303,0.00380274292231576,-0.021642459744410352,0.012039791339314333,-0.00853089076291648,-0.024557190183874204,-0.025300672129983316
CDC25B,0.0096477208221966,0.02012776240782836,0.002828955279875461,0.01310907567652972,0.0036080699246934843,-0.013554011466260707,0.004999607893515179,-0.018683681777882342,-0.020139094123135977,-0.011397264857857704
CDC34,0.022338735920221578,-0.0045553875320260605,0.014023959125949044,-0.01423691547977503,-0.01207486608188362,-0.0004863997672506536,0.009174294803901866,-0.020270078690205758,0.0040716759422472016,-0.014245586151504935
CDC42BPG,0.010512744854381641,0.01773682296623148,0.031354155986740975,-0.0006931634074466041,-0.007299977398999633,-0.006833516349483503,-0.009927048358464557,0.005433516808377181,0.0009387133929865956,0.0007744476870863624
CDC42EP2,0.02348117931480429,-0.01343766411818094,0.0009010416057020918,0.013218478793763385,0.00479929350060271,0.01994306749351881,-0.0005484952359343721,-0.003667895399280431,0.001921662620507675,0.007568018039197869
CDC42EP4,0.014330455268823091,0.005743646795417713,0.027285935644234635,0.019176857224911782,0.0014858793596244152,-0.01935888418160029,0.012533497588734718,-0.005053024069370953,0.005831731449472493,0.001914049567992391
CDC42SE2,0.007899247209016712,0.027305384775313593,-0.011705950664478017,-0.02568812516325169,-0.004462863236701833,0.0014437136394235728,-0.01067841481574336,-0.015884221570913314,0.0008515431896398894,-0.006809380812941188
CDC45,0.011804515027676507,0.019045343192181135,0.017147810095146977,0.018000343678744087,0.012387865098048291,-0.02446244534013333,0.012081459171741797,-0.0008277698829673716,-0.014409331139356269,-0.012642586152628404
CDCA2,0.004669157712137377,0.005169201085721873,0.013554867122973213,0.005375899791020617,0.006413854070960663,-0.021558621620346535,0.01821296372152808,-0.01165172843472075,-0.023795622344074004,-0.024263063103029555
CDCA3,0.00522426433030979,0.0023869545461943876,0.008828807571350664,0.00926344622283281,4.416592939653328e-05,-0.02382615948012324,0.013981475994108117,-0.009674822408111518,-0.026588646733043113,-0.022924798744119238
CDCA7L,0.015044769333144607,0.01849813306668604,0.010699517615701244,0.012285823510141727,0.009816550356315863,-0.019432424983625532,0.009832813647641417,0.020146532657620144,-0.01182153812727079,-0.002116763848212941
CDCA8,0.0029146282433806896,0.006097225936160187,0.01413462845333978,0.006847367299696373,-0.0006028451692475738,-0.020846494624831808,0.014528039155393977,-0.010162463187568917,-0.02652328811506985,-0.023729470501548323
CDCP1,0.005835869518677341,0.013455939431696796,0.038757176033778054,-0.0022592886567378476,-0.013718565942432676,-0.0035404338790813905,-0.011626672526939406,0.005348919687701445,0.010769913231084826,0.004682765088240008
CDCP2,0.0003974366841339841,0.007881589180854924,0.020984850487981474,-0.026297664145409575,0.02053142459169769,0.019133797904932113,0.023098428129950676,-0.011747375216604131,0.0006459560547814295,0.0028721411561359834
CDH1,-0.001543457682866982,0.013366360549109122,0.03808979740021174,-0.0036971433047724676,-0.012958931247471725,0.0016401171829511635,-0.016394804736349414,0.004824247815994365,-0.0007618298582672218,-0.0048644208138295736
CDH11,0.018999297404314656,-0.021903937556876772,-0.014051111734718855,0.018550897979126162,-0.009971167674939841,0.00419030107720891,0.0008019122370870683,-0.0004449825485673936,0.011470417150518492,-0.0064184246718194116
CDH13,0.013881101613967757,0.0021809401908743095,0.008234607311107893,0.024596607025562912,0.011594838097010915,-0.013497841645500094,0.0057001977772435835,-0.00040439521107567896,0.006802942306079368,0.010317362988959635
CDH19,0.014258758208771073,-0.018851610602401203,-0.010517612552815877,0.0039396837656446426,0.030968147485837427,-0.00014126878840464358,-0.023905071088777357,0.0047492082068968985,-0.01036889203344674,-0.00217538455723469
CDH2,0.009792395254011247,-0.002137355917983214,0.005161609108713108,0.009353516390695748,0.03498867929331524,-0.014389979814149603,-0.003615348534513087,0.0022971933755867417,-0.01643302914564101,-0.011551386562662394
CDH20,-0.000874359705580963,-0.018042913030263816,0.005118762284674912,-0.01086154458561452,0.03342402298722454,-0.008812297460134844,-0.01135309521696413,-0.004264176120827678,-0.001959052320321588,0.011012492042882458
CDH22,0.003951597742413655,-0.017836463037842927,0.005525325050496585,-0.01133405201727878,0.0005586624465721041,-0.005005790915050494,0.027135707405552073,-0.013073068758371359,0.0009893526193209242,0.016490227704002824
CDH23,0.005937691138468946,0.012343652227419727,0.006779308084847537,0.008275474965862447,0.004180172130641606,0.03520572262505799,0.014911921293929773,-0.010897304749488041,-0.024184404191350685,0.03307125757783321
CDH26,0.012183177939489202,0.007971081425124817,0.008795899753314435,0.008633233557303761,-0.001853420266131428,-0.01589457937271798,-0.0028734914991468494,0.0030858276905106814,0.020911207137749726,0.029679619788723247
CDH3,0.004367752520787305,0.019757633487640036,0.019682623108623284,0.027986147277426144,0.011782528539738919,-0.021009618158821658,0.006756198396355796,-0.0013381283943612854,-0.0005919539108462771,-0.0035902022163130415
CDH4,0.011325559349426043,0.004559603051921394,-0.011950509908065612,0.004504105522380435,-0.029261195341671726,0.0041151291117483835,-0.008672162676111383,-0.0164008777497761,0.015450376557163508,-0.0027546633609012634
CDH5,0.0018448647388924627,0.008865960958253951,0.003522437874359443,0.01064889853695701,0.007790517510444409,0.03944294776640749,0.00413297959813133,-0.008141594866949146,-0.026241049717943235,0.03749696742141078
CDH6,0.00780823784031877,-0.015048812541928738,-0.005639135463396646,0.007214101469405756,0.03723497195628938,0.011409726271369628,-0.016577920897814045,-0.0032732480773079967,-0.0064374613455430016,-0.00876400996988057
CDH8,0.011786804930659579,0.014414833778591112,0.008769289141733104,0.022847638043066262,0.0022896657574054185,-0.019759975900139445,0.00485753763941397,-0.002917694570765473,-0.012452145763919042,-0.009072850285409712
CDHR1,0.015264780938901162,-0.008099984742245322,0.023055270657491432,-0.0223904986152754,-0.015615072106525211,0.0015003685212946999,-0.011607042020289612,0.0025777125340659063,-0.01210888800936056,-0.0064845179786759315
CDHR3,0.017708539621541182,-0.012739895487641028,0.005804859386272196,-0.025569542386043777,-0.002513344980223445,0.003978653858260007,0.025013734613384686,-0.01920942326493203,0.010257413553210401,0.0015997952453180094
CDHR4,0.008228521796637979,-0.017418077874893,0.00692189171489506,-0.0245879502911626,0.03537750175041807,-0.0005763290134450178,0.003970539678229377,-0.007698544535132936,-0.00045191225317584645,-0.00027179935994960726
CDK1,0.0011014342991716372,0.010594264079446582,0.014306278583971672,0.014078808602619418,0.004905839378500826,-0.023526214852945707,0.010909350834680061,-0.008310696733261038,-0.02455342538324156,-0.02408810580145807
CDK14,-0.0034778874270891508,0.006057053680505398,-0.019378585064180172,0.0009657533917006366,-0.013614631039886832,-0.013786773803954874,0.025591458071503318,0.030661158426060722,-0.029126985975041722,0.004460453499646653
CDK15,0.005956863720388854,-0.0027768001179383837,0.009445697310885948,-0.023106748017124687,0.016545798558291393,0.004732842042825401,0.01997154644415588,-0.007070127944096275,0.009941619378565405,-0.00565360923924924
CDK18,0.023178736851245756,-0.01012681475860254,0.015308108950625189,-0.012638509216759124,-0.010399626679901137,-0.0015416716680956948,0.02053150722008868,-0.006314151129940495,-0.007508353260044405,-0.001301419151724077
CDKL2,0.0025424017898189382,-0.0038990613386213242,-0.000900986772014412,-0.015171690530597106,0.010728654974006008,-0.006737911387022111,-0.005414333813064033,-0.024068344573586146,-0.006653939768165542,-0.009442418015281472
CDKL5,0.013636381130677007,-0.0018883673706003256,0.00017296615121693463,0.019325516706355992,-0.019374978399518406,-0.005365945183282162,0.02053694541286283,-0.0017839012577302849,-0.0009984954162560763,0.017192544025225347
CDKN1A,0.0008315166732998715,0.0049132037705019935,0.02126810492065867,0.008052946867647329,-0.004273882120292966,-0.006325805766948711,-0.013968642117149788,0.007537891669795378,0.033546904916801415,0.02619310765423394
CDKN1C,0.0029063300077298493,0.01391460110450921,0.013767829017336919,0.027840611557881676,0.016334517583112083,-0.010032454338624399,0.014110703554121735,-0.002988676535976583,-0.004961645790894665,-0.015062012088357555
CDKN2A,0.004691846862901807,0.006743798493523147,0.01563241825723246,0.020803107365724917,0.01642092617322661,-0.02304670441288876,0.0020984028688787303,-0.0016077699693255788,0.02178978940443839,0.019226375283882616
CDKN2B,0.006399432917207562,0.004171413130895013,0.015955059692694618,0.004233492522421894,-0.008694363805856357,-0.004997980059669241,-0.031981234534597634,0.008265732082030651,0.01961723524856282,0.021693819832707004
CDKN2C,-0.001955458793816837,0.013036567468886805,0.015520769808642013,0.02188118637590909,0.008029154520258175,-0.022995942788013462,0.015614093773249375,-0.009938290485305819,-0.0144454049971501,-0.020967968849575594
CDO1,0.019239471735944442,-0.021242237834018088,0.0007905456399734474,-0.01692831432817307,0.024234388358759757,-0.0005661595974587355,0.0014813319020355248,-0.002793031531000471,0.0030094193928485364,-0.0025914008313620597
CDSN,0.016004411233908136,-0.013020454778821468,0.008610066136092791,-0.01974774108714278,0.02205855751240866,-0.005653225567382048,0.0014535422287585145,-0.005068555416167142,0.010433812183977884,0.014192941556305077
CDT1,-0.000327450498680837,0.02008396423180298,0.025275726799332522,0.01753754435512325,0.01747359534985538,-0.015396642636339181,0.01496345077375235,-0.0032872711978179942,0.009514998436080321,-0.0005436489134313913
CDX1,0.004476302190913562,-8.648330165935157e-05,0.030830660874829097,-0.02263841053078658,-0.01883243230891071,0.010002283824345386,-0.012364389245034248,0.0009406363847686134,-0.00915714491218184,-0.013831153217290504
CEACAM1,-0.001180247737260077,0.007841219378808141,0.010949812308553953,0.0031590880913602423,-0.01709816360151494,0.0073256857880996335,-0.03404806762209039,0.0130564659844961,0.005589082898870382,0.0035437270527622342
CEACAM3,-0.00528329963373995,0.010837461795424557,0.0179701444849299,-0.01664216299539397,0.014364534922288893,0.017664512956070546,-0.008802034902693334,0.02050139214283744,0.012265777435624913,-0.0059192991715311845
CEACAM4,0.001972190231390637,0.02139469582963628,0.011272707831128596,-0.012842638382685501,0.019103078797858976,0.0117886958456245,0.007742028691376237,0.023943573715457904,0.020734196080260347,-0.01491006147008569
CEACAM5,-0.0011917837580990279,0.006933972123778323,0.02170396357972932,-0.005666348045349381,-0.016452905965174174,0.00982288612752487,-0.03747468003561218,0.011938553762031108,0.0015864640705816689,-0.002594856832230649
CEACAM6,-0.003897558556096617,0.00909894873975528,0.013202596907476398,0.00439353323593875,-0.011937420984637523,0.00614992857579934,-0.037652181502224207,0.012746662520798573,0.007104375141516652,0.004379085103482827
CEBPA,0.007007453096631929,0.00629728217660622,0.02805723095766477,0.0008077344516304888,0.006770183841654551,-0.003613245534534798,0.0023558031791403276,0.007786938369323389,0.02281913354992834,-0.0012023949249934482
CEBPB,0.011699421698347319,0.002695539323128385,0.008439363963310376,0.01788573475476199,0.0004173174124215381,-0.0028313771945278838,0.008398793538241233,0.015459623116615369,0.041548644033338834,0.013827392817242075
CEBPE,0.007069555687857279,0.006694003703663538,0.016908770454542203,-0.028625167818726698,0.019146226872869317,0.006682570143449681,0.02353165793878251,-0.001054673203274222,0.013969389623693275,-0.004429243077051494
CEL,0.0012951195153419852,0.016227517860017096,0.020093626129352282,0.015299447998738723,0.026479490066822868,-0.014378249456652704,0.007729296106804288,-0.0032968992714403744,-0.0023457550599577806,-0.007694068928291462
CELF2,0.013357345344763303,0.024978513390382116,-0.02423163358522317,-0.017284066856496062,-0.00045098893648572207,-0.0008264919963094989,-0.005496576709172914,-0.011009647040546851,0.005938401954892751,-0.004619885958733899
CELSR1,0.011938268849096965,0.0177286961977346,0.013672785917122267,0.02257638261183808,0.008411279310865764,-0.01204037888350105,0.009354745433862053,0.0116256660791643,-0.002329564178720171,0.01864948195715479
CEMIP,0.021108707763504656,-0.024654334856998063,-0.00854263681776023,0.009744870137211944,0.005422354691932786,-0.0050279824507733,-0.009434181239633223,0.0025630543261254213,0.012290071393766578,0.004465342295514922
CEMIP2,0.019192590545480004,0.012912852598887907,0.009300839954866575,-0.00958951158556214,-0.01788138029600264,0.0063633278438286435,-0.014962539852641338,-0.004136798434300289,-0.011629411712900392,0.006154168348523253
CEND1,0.00783846367364896,-0.016667513251023072,0.004881248938218387,-0.021970408598941126,0.038092932677226445,-0.00463738039424707,0.00022749570910330025,-0.008275443666235479,0.0008362595811952852,-0.00016078318390393912
CENPA,0.0037791771149251283,-0.00014665970255744768,0.009082940647887873,0.011091226055970111,0.0010524368845610975,-0.023674262250087123,0.01364060262335653,-0.01117732773709818,-0.02360995267457831,-0.02051635016666054
CENPE,0.002648073139708509,0.00556706476733829,0.010776221780930946,0.008231108808425834,0.0025064718508884722,-0.02190537543291331,0.012421970967939556,-0.009143916296708122,-0.026223575858462713,-0.022744106009767208
CENPF,0.001828384883042698,0.005591963906851063,0.01247929512765976,0.012347348270315233,0.006611644518543357,-0.024325879384807975,0.013545917571868236,-0.010909770101603612,-0.024711203545196594,-0.023693610971033622
CENPI,0.007706496253648515,0.004368906911019544,0.0094234305339059,0.010323736123313769,0.0004590231356595495,-0.02577731264950388,0.016317956633467575,-0.008413539167646346,-0.026991244743943862,-0.01835789291007624
CENPM,0.0038884994964606154,0.019302513720068536,0.014996710111708333,0.019236871864537503,0.006207814842974386,-0.025795721982127564,0.017258548181546884,-0.0020962536686484575,-0.022569382430762223,-0.016752421510640082
CENPP,0.014846130319703148,0.024443825866889365,0.01602167517032855,0.012821658384091656,0.010918615537530972,-0.016979281069932725,0.016078372041316718,-0.00015235107857810922,-0.006941924178419226,-0.013776891458692653
CENPT,0.025423352838683803,0.01567075291084192,-0.005332142171730956,0.0017426780935671342,-0.010663190887489073,-0.009511949657934032,-0.00660998342894877,-0.0036671007807737924,-0.017752816996757566,-0.00611165504748383
CENPU,0.005249841780078102,0.019784837666803844,0.0249956755722303,0.016574534759756593,0.014840813770631681,-0.023355575607606618,0.01730973086269496,-0.006047595229259972,-0.008955873291190663,-0.009411509913103085
CENPW,0.004618572248216324,0.00961441230038555,0.018970712406698887,0.013012110580375418,0.007148164209011074,-0.02439828713456546,0.013875426263601755,-0.011073016207730544,-0.019666179509784203,-0.019681088077627616
CEP120,0.014928007137812104,0.026406798494140987,-0.011147680671052363,0.0005619350761389617,-0.015398378080857866,-0.01197472464705607,0.02016243599289957,-0.00732167815939353,-0.014240380336776055,-0.011856831787086136
CEP128,0.011787063873164638,0.011756160574569947,-0.009400754580122394,0.009916744691255877,-0.011149620226468773,-0.02870015640982035,0.009264588333697065,-0.019505718668833265,-0.019785823639042303,-0.014664756201067839
CEP162,0.02469602190713355,0.012658343563407616,0.011866925959574804,0.008808878184582383,0.0019002518068113418,-0.014998856554688572,0.015639837152748793,-0.003676322732482645,-0.013401729690612338,-0.00970519055897415
CEP170,0.017488608951475543,0.020996248367645142,-0.006872852567470826,0.013671989147583928,-0.00791648653582312,0.003245799911169879,0.023490835551849228,0.0237686859714798,-0.006918520634606311,0.005396745370498093
CEP250,0.015105486182469858,0.01728884231355091,0.014903259029332455,0.0223405041048016,-0.006576048644592699,-0.02248823081558688,0.015355286930861977,-0.004068681254639083,-0.006403489792439537,-0.0055718540803187
CEP295NL,0.023561260787116747,0.0035991552480919954,-0.0021934849462468538,0.009857844632709428,0.002537350809959005,0.017703500561130184,0.0050560131860295345,0.017981323765957187,0.01458163189811596,-0.023209131649496666
CEP55,0.0034713455785805062,0.0077272541969010435,0.014623771744618902,0.010128608885496715,0.008226949806447394,-0.023281914516102196,0.010882630023861245,-0.008944111373840873,-0.022266419578039223,-0.022604823468354893
CEP68,0.0257897651570523,0.013350991391527485,-0.0029911643449889043,0.007097950266873378,0.002626065821749944,0.011451411687055522,0.004023227480071554,-0.006769365318781987,-0.01945462183389931,0.015360195194192992
CEP70,0.014221802795322806,0.0059582563728286025,0.016283145306483178,0.004659681228531917,-0.002353602139717136,-0.02303996349601762,0.011672534425818315,-0.007008053645774175,-0.02976983172820949,-0.02201924921157039
CEP72,0.01305627629072234,0.020171061745537126,0.012904753277460806,0.01599028926209601,0.0044876076606337615,-0.02383703693343733,0.005474371127972872,-0.0035440242720464585,-0.021259444813091628,-0.015954332205346637
CEP85L,0.015786885031189406,0.024740933207819008,-0.02467337027575536,-0.005074110897089525,-0.0051417371875012025,0.00314781983703823,-0.010755812895208721,-0.0111713157019741,-0.00040879716393449225,-0.003045910843854337
CERCAM,-0.0013892379230290043,-0.019362504272192743,-0.013504599698325756,0.02195135583103194,0.00775307206628075,0.022082035981849026,0.0014944861220869605,-0.002573312885893473,-0.007383740162714306,-0.011679461854915134
CERS3,0.0069788296644550845,-0.0005165452489017055,0.004743352688706943,0.005486945217809798,-0.0008013353733102711,-0.01165415642394647,-0.009953738371881831,0.002438298491559019,0.023346154997931984,0.03289365342581574
CERS6,0.014337318934626312,0.006318082725800271,0.032872308544914,-0.009837442811379925,-0.012534957155439628,-0.007103559026542821,0.010690660120013237,-0.0010141671457487085,-0.0020564287177303278,-0.004094826033862842
CES1,0.002327741259201423,0.007906803511626509,0.01093333840618971,0.01558569463500336,0.009255766226276711,-0.0101903491925215,0.0023749590138694926,0.002223769253939057,0.019353252084013395,0.01219821475735829
CES3,0.010837100610258778,-0.005395279741575292,0.027138382960672294,-0.023727972806480355,-0.02138239029470483,0.00563605316186948,-0.014492533157435913,0.0031769669987190274,-0.010906876737194522,-0.008773014671293704
CES4A,0.029498861087308002,0.00011638689961949537,-0.0002787981092246702,-0.011025455235037174,-0.011117793249328075,-0.0021070150175875593,-0.00174506924589627,0.0038256363155336655,0.0017285002808294571,-0.0034768229693710054
CETP,0.001439124372317815,0.0021699745976145697,-0.007417813065516183,0.010422686399596913,-0.0305231795152726,0.01069146704061621,0.026638215023381002,0.016384988473726072,0.022897730134814272,0.0036580537242818286
CFAP43,0.017126794832574746,-0.01318615897362288,0.004246332079319022,0.002969541798357327,0.0015492172670287542,-0.010494821863795991,0.026413836966703092,-0.009429384533202002,-0.0182804743307949,-0.0008480074799916918
CFAP46,0.014990186944025223,-0.015614419827662264,0.007975501280359292,-0.02347491787233562,0.0287280201146606,0.001594070347005499,0.00981261156177623,-0.006212312355230397,0.0036845760777189634,0.002907423083598679
CFAP54,-0.012531710403741302,-0.009790057085072008,-0.005279475583257021,-0.0038692066661034316,-0.007472325626286286,-0.0071562918400759935,0.011745523569942986,-0.006406965460870263,-0.01213000320458412,0.004157429345092079
CFAP69,0.024817473119471908,-0.02540802655424029,-0.005933066034005421,-0.003189663204724098,-0.004596542064967349,-0.007342933089394232,0.0014666795996219589,-0.001388405210561002,-0.0004382021224752044,0.003652067499115814
CFAP73,0.011308164664882558,-0.0006067977682773698,0.012503548178543227,-0.0290634131448729,0.022601618826282806,-0.0030680854350451964,0.02057456837898253,-0.0016676825506757257,0.006923717767568228,0.0011232769004235507
CFB,0.015223049381915287,-0.0070859768126266915,0.018026532429235177,0.0012382999226595562,-0.02549959289874067,0.014140174406411039,-0.018691933771181085,0.005817022672586828,0.01080535617460042,0.0010770129897090018
CFD,-9.689703371812033e-05,0.008560591259675123,-9.977455145202458e-05,0.0158969215891404,0.008334966094398375,0.02129824933433659,-0.014493104478765293,0.008247300630983008,0.008727046479729886,-0.02995242064747798
CFH,0.014336703070231965,-0.009704007349637729,-0.013953504707127841,0.022592218170283354,-0.014155233514866517,0.022920734452563613,-0.0011676242396101897,-0.00047115782086631697,0.006920441663871069,-0.013739195419721498
CFI,0.003411227594035478,0.013273323386460319,0.011575930497161794,0.008256114378986516,0.013448973465586952,0.03367040160980526,0.003510022866039686,-0.004005851240212761,-0.01980945255501049,0.03986475705669519
CFP,0.0012545750955683754,0.0113470907490082,0.005832479927008262,-0.014510591585407724,0.012693910095803564,0.014636800285547624,0.01856091233409928,0.021769418312048473,0.02960526169950794,-0.0060592337609097074
CGN,0.005641025715946777,0.004093388935141705,0.02206606035043612,-0.007315400932466409,-0.02256934533897981,0.006558727564660462,-0.0347586414547457,0.012681200775005487,0.0012549833356474823,-0.0008791339513803468
CGNL1,0.010613198789733918,-0.009658478762112987,0.0024589589902252766,-0.0025164721486176504,-0.009218639500495753,0.009258125167453092,0.015093179436945915,-0.008721932788241186,0.004601917703243031,0.017711796402860042
CH25H,0.022806798496762353,-0.020499906832576895,-0.011941922567434636,0.012398709831688726,-0.010650078554096434,0.009344208070584028,0.006349844015096297,-0.0023544971484983097,0.006968990557581446,-0.007260540487943743
CHAC1,-0.018071334843967515,-0.016805898004105937,-0.00555947233501644,0.005017532362825818,-0.018141758469887807,-0.008833797748500337,0.003387968239392469,-0.0043432472536679735,-0.0021351538365543617,0.009289080569282038
CHAD,0.013592854243441867,-0.006579680024793287,0.0252511314249164,-0.027693778826594496,-0.0016721397703286954,0.011977804653471022,-0.014871722468555382,0.0030188458151675325,-0.003550035374575249,-0.002219501796552254
CHD5,-0.00023596422407147437,0.00956529476470808,0.016238275943574902,-0.015979004820869985,0.0324106687460053,0.010566927827906995,0.012881893395263648,-0.005246517720741651,-0.0027254227664126225,-0.015150006217837898
CHD7,0.02088904348732043,0.011153937395679735,-0.0028507093708839766,-0.011495713067323351,-0.01419462204050175,-0.0089388987913404,0.00898603832344985,0.028582490565094834,-0.025796243747862425,0.005882327351386174
CHI3L1,0.005857953975229179,-0.016530936863941605,-0.010179934120012488,0.02201022484556386,0.004439114345001071,0.01713463090732885,-0.004753961547298579,0.005221021271015432,0.0217436262112987,-0.02192896382025573
CHI3L2,-0.0009591741946464795,0.01642152450279439,-0.026732558073959904,-0.005471852263702506,-0.012266778766022368,0.00043209817999424955,0.01166206298621342,0.021300568376572356,-0.00851142723323445,0.004965602108377967
CHIT1,-0.007023403565565672,-0.003483824245097914,0.008263338125004542,-0.015431360307342401,-0.015345122066671015,0.012359590971344599,0.045318253341196914,-0.004049359452776996,0.025933189777334983,-0.0018706158270894312
CHN1,0.02109472632825829,-0.01435243265233134,-0.008359471339240998,0.01459212384114386,0.009861548674500802,0.01282975010564898,0.00809019224867839,-0.016716385097738356,-0.01190366827056044,0.01479461869052404
CHPF,-0.017238101626536034,-0.027948730187944238,-0.006398720953972561,0.0005678151174383047,-0.011036765344774024,-0.008563638294037841,0.01270686929601175,-0.013634994798101008,-0.003017439880674041,0.00369459840720079
CHRD,0.016791634999825823,-0.01986325614971506,-0.014511930597052912,0.01971324362144258,-0.004515379956584163,0.018533786293752824,-0.0012150132099382654,-0.00489585484778177,0.003995733392986384,-0.019703051821525156
CHRDL1,0.0007323302637404261,0.008899665835118338,0.00850245598803198,0.004383567407393257,0.019267208385800833,0.03319890485454588,0.005681713810035661,-0.0008902888035686042,0.001577190326524035,-0.02728172001141418
CHRDL2,0.006525690051123466,-0.0070356726009439255,-0.010493780590407386,0.024765660568294996,0.003998060907809751,0.026708605453733405,-0.008389733512171387,0.00530185100551234,0.0045595795780609275,-0.035596897455116315
CHRNA6,0.00554448605529429,-0.00549931288818664,-0.015267411891760865,0.0004341757005653238,0.03073018267651004,-0.011537475130695453,-0.026846653213235486,-0.008549080486412381,-0.0014137949734725967,0.002026898033275472
CHRNA9,0.018632601096261133,-0.0048520623182498205,-0.004668274228891723,0.004377392180097117,0.01314836823236149,-0.004721188792455829,-0.03299301247777282,0.012741371812759606,-0.009345044389426498,-0.0017932063906175813
CHST1,0.015977548208752503,-0.018017229495236837,-0.004186104682468592,0.01590205653117704,-0.011918538062361251,-0.0033132678322022133,0.020049936640473547,-0.0025163682322227533,0.00439700634033722,0.022462883596401893
CHST11,0.011113081160608546,0.024840497412582516,-0.03127472665805142,-0.010512372508375946,0.001530359972853704,-0.0007193722072810594,-0.003934282441016911,-3.9942870661175777e-05,0.003491566901440758,-0.0010714791675776594
CHST12,0.0072863440069794935,-0.0007029228956504895,-0.02483968428032328,-0.010515591679066624,-0.00969607356610636,-0.002639852032290184,0.013863985943461036,-0.028644401590824632,0.0028070415306848022,0.006667711834206277
CHST13,0.0014053226768980724,0.005207423159121315,0.019955580583678342,-0.020189939477509414,0.022764165655606284,0.008710770170239244,0.02169512278236625,0.007155328015573007,0.0203116005939902,-0.004530326333935998
CHST15,-0.01110781466428837,-0.011322363245228825,-0.013543724467426077,0.014358145303142113,-0.014168847263792696,-0.0028556304228857785,0.03047076770328184,0.013144197946362424,-0.00932685646081295,0.011456608644616804
CHST2,0.006304494766726489,-0.010096979505404249,-0.008850058101157467,-0.008281034284355577,0.0007987303198975636,-0.007480990427375857,0.018335360614471375,-0.0017794821902587005,0.014726197047803173,0.0068737487356416915
CHTF8,0.017628213543167216,0.018707281556633454,0.01398696660767254,-0.0007040411705192573,-0.013773572480647025,-0.008485414798364945,0.019521661711665028,-0.006171433652860872,-0.0045852378250934534,-0.007107085519145446
CIITA,0.004433606976367045,0.019238041643822215,-0.01346243206092096,-0.008744355567070813,0.0026360665035780615,0.001711306039754979,0.012297079494072645,0.04942652621213342,-0.013862110916926572,0.006117423271865086
CILP,-0.004266779741894543,0.01627418646183296,0.004474919859382192,0.010393498232115135,0.004760159615413839,0.02084937318466477,-0.009849191873676512,0.005720800917309539,0.00374133474199165,-0.02512914708094429
CILP2,0.016560842363106346,-0.029641465178401646,-0.008258235963387197,-0.006813293916263293,0.014542595467769606,-0.013161464157780488,-0.0006365631218472367,-0.0031993069808258783,-0.0009297143207269266,0.008772926972354027
CISH,0.010291413070074643,0.02297114616008615,-0.0154207709937089,-0.012140914900845012,0.0022311756225660575,-0.0003363419645833008,-0.017920782609587682,-0.031801948719236355,0.012580240435180655,-0.009405944369990768
CIT,0.00453521711192252,0.008092819200791237,0.012576133726759023,0.01106266048502395,0.00030508849436277307,-0.023431851321242026,0.015060471051809032,-0.01025688713814012,-0.026715528862702648,-0.0248409139290875
CITED2,-0.007943526305159567,-0.013830646682051955,0.0071126222221462665,-0.013874108677616235,-0.024937896479206804,-0.0014794010378099173,-0.013364106941319282,-0.0022080836645537016,-0.00021358639734274967,0.006270650338765699
CITED4,0.01050452120765194,0.0017367420267563485,0.015249353569829113,0.010466265644869407,0.013559126997182805,-0.007687039744581234,0.009225052850373588,-0.004192769981245881,0.028411333014891415,0.02736317707065603
