,1,2,3,4,5,6,7,8,9,10,11
1,-0.2571878768752953,0.24085345710691736,-0.16962902303517008,-0.1051080141513096,0.1573072127560528,0.06089341325877673,-0.13822301615725874,-0.02896803737184239,-0.29057020859355154,0.20764406294403856,-0.016436350376490393
2,-0.3550583153722286,0.7820151798013792,-0.31043578802584626,-0.2317829983249058,-0.2530982772212572,-0.15001253980012927,-0.12154934065212242,-0.18322981140564168,0.9251692940556563,-0.11908914613827394,0.5319530168556909
3,0.9948096085219649,-0.44945342742787386,0.1777945823950755,-0.09518213913486304,-0.29532322329535166,-0.17609714683373406,-0.08643202890130433,-0.21164360578372426,-0.24409753300262918,-0.20528174726526216,-0.2514916004809944
4,0.18424126283268796,-0.37099592490273237,0.9925103620028531,-0.010274186888300424,-0.2531912889626917,-0.14767124843192342,-0.01907911037893229,-0.18690234958202123,-0.2083565394040048,-0.17993377097603538,-0.22234690210570338
5,-0.07969838508072767,-0.25037857055968576,-0.00023769706525622998,0.9924455368413746,-0.024957543807691246,-0.008416769688172981,0.008136996391195564,-0.04893277406136988,-0.16814052727219572,-0.04652201258456055,-0.1552682008033138
6,-0.23394396857048824,-0.24275276032415635,-0.2073048841100055,-0.029622181042392573,0.808107545524395,0.008459636449040044,-0.04490359670866961,0.9127991807936849,-0.13264984391014858,-0.13165943432783006,-0.1474758462636208
7,-0.22245579053928052,0.037015424113826065,-0.18201772206207295,-0.024215815687201252,0.13112318802212478,0.05454041140793488,-0.018062498959027035,-0.027252908372713318,-0.1368598727185499,0.33457243991946234,0.1230589922801478
8,-0.08240664703563955,-0.167283159119554,-0.019717097620556668,0.004823991136793604,-0.07817915339638283,-0.03621020387783293,0.9974399925850892,-0.0327045889191422,-0.07707675052077373,-0.08345302106381786,-0.0808075844917661
9,-0.13908857404231442,-0.15052415918143028,-0.11903126059133745,0.01186400608091931,-0.0029330717242604092,0.9802200621469158,-0.019499580691613325,0.0270081854072559,-0.07381634462979501,-0.09070589707602551,-0.08068909932198852
10,-0.09667631961993783,-0.07555057086835225,-0.09183804376576622,0.01551952962399616,-0.09676102714791428,-0.04932290486881155,-0.03389839869145272,-0.054119528377880664,0.00025065901239962893,0.9183298885783027,0.11133694463152452
