K,GEP,program_id,gep_col,top1_celltype,top_celltypes,celltype_gap
22,GEP15,K22_GEP15,15,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (81%), Tumor/Epithelials (44%), Fibroblasts/Stromal (19%), Endothelials (18%)",0.24911535739561216
22,GEP16,K22_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (70%), Fibroblasts/Stromal (10%), Bcells_CD19 (5%)",0.6015569709837225
22,GEP17,K22_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (88%), Tumor/Epithelials (72%), Fibroblasts/Stromal (12%), Bcells_CD19 (4%)",0.5980184005661713
22,GEP18,K22_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (77%), Tumor/Epithelials (50%), Fibroblasts/Stromal (19%), Mac_C1Q_ZEB2 (7%)",0.3092710544939844
22,GEP19,K22_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (81%), Tumor/Epithelials (58%), Fibroblasts/Stromal (18%), Bcells_CD19 (5%)",0.40552016985137995
22,GEP20,K22_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (60%), Tumor/Epithelials (38%), Fibroblasts/Stromal (14%), Mac_C1Q_ZEB2 (8%)",0.2469922151450814
22,GEP21,K22_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (64%), Fibroblasts/Stromal (14%), Bcells_CD19 (6%)",0.5067232837933475
22,GEP22,K22_GEP22,22,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (75%), Tumor/Epithelials (57%), Bcells_CD19 (9%), Plasma_XBP1 (8%)",0.47841472045293704
23,GEP1,K23_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (95%), Fibroblasts/Stromal (3%), Bcells_CD19 (1%)",0.9193205944798302
23,GEP2,K23_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (99%), Fibroblasts/Stromal (1%), Endothelials (0%)",0.9745222929936306
23,GEP3,K23_GEP3,3,Mixed: CD4+Tcells/Tumor/Epithelials/CD8+Tcells,"Mixed: CD4+Tcells/Tumor/Epithelials/CD8+Tcells (72%), CD4+Tcells (35%), Tumor/Epithelials (23%), CD8+Tcells (14%)",0.1245576786978061
23,GEP4,K23_GEP4,4,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (95%), Plasma_XBP1 (73%), Tumor/Epithelials (17%), Fibroblasts/Stromal (4%)",0.554140127388535
23,GEP5,K23_GEP5,5,Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2 (80%), Bcells_CD19 (58%), Tumor/Epithelials (13%), Mac_C1Q_ZEB2 (9%)",0.451521585279547
23,GEP6,K23_GEP6,6,Mixed: CD8+Tcells/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: CD8+Tcells/Tumor/Epithelials/Fibroblasts/Stromal (62%), CD8+Tcells (32%), Tumor/Epithelials (23%), Fibroblasts/Stromal (7%)",0.09766454352441617
23,GEP7,K23_GEP7,7,Mixed: Tumor/Epithelials/CD4+Tcells/Tregs,"Mixed: Tumor/Epithelials/CD4+Tcells/Tregs (58%), Tumor/Epithelials (29%), CD4+Tcells (16%), Tregs (14%)",0.12384996461429579
23,GEP8,K23_GEP8,8,Mixed: Bcells_CD19/Tumor/Epithelials/Plasma_XBP1,"Mixed: Bcells_CD19/Tumor/Epithelials/Plasma_XBP1 (82%), Bcells_CD19 (52%), Tumor/Epithelials (22%), Plasma_XBP1 (8%)",0.3014861995753715
23,GEP9,K23_GEP9,9,Mixed: Fibroblasts/Stromal/Endothelials/Tumor/Epithelials,"Mixed: Fibroblasts/Stromal/Endothelials/Tumor/Epithelials (90%), Fibroblasts/Stromal (41%), Endothelials (25%), Tumor/Epithelials (23%)",0.15994338287331916
23,GEP10,K23_GEP10,10,Tumor/Epithelials,"Tumor/Epithelials (78%), Fibroblasts/Stromal (16%), Mac_C1Q_ZEB2 (2%)",0.6206652512384997
23,GEP11,K23_GEP11,11,Tumor/Epithelials,"Tumor/Epithelials (90%), Fibroblasts/Stromal (5%), Bcells_CD19 (2%)",0.8478414720452937
23,GEP12,K23_GEP12,12,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (88%), Tumor/Epithelials (43%), Plasma_XBP1 (36%), Fibroblasts/Stromal (9%)",0.07006369426751591
23,GEP13,K23_GEP13,13,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (95%), Fibroblasts/Stromal (61%), Tumor/Epithelials (27%), Endothelials (7%)",0.3425336164189668
23,GEP14,K23_GEP14,14,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Bcells_CD19,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Bcells_CD19 (92%), Fibroblasts/Stromal (47%), Tumor/Epithelials (42%), Bcells_CD19 (3%)",0.04812455767869783
23,GEP15,K23_GEP15,15,Tumor/Epithelials,"Tumor/Epithelials (87%), Fibroblasts/Stromal (5%), Bcells_CD19 (3%)",0.8167020523708423
23,GEP16,K23_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (65%), Fibroblasts/Stromal (15%), Bcells_CD19 (5%)",0.49964614295824494
23,GEP17,K23_GEP17,17,Tumor/Epithelials,"Tumor/Epithelials (73%), Fibroblasts/Stromal (10%), Bcells_CD19 (6%)",0.6362349610757254
23,GEP18,K23_GEP18,18,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (79%), Tumor/Epithelials (50%), Fibroblasts/Stromal (21%), Mac_C1Q_ZEB2 (8%)",0.2937013446567586
23,GEP19,K23_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (72%), Tumor/Epithelials (44%), Fibroblasts/Stromal (19%), Endothelials (9%)",0.24769992922859163
23,GEP20,K23_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (87%), Tumor/Epithelials (69%), Fibroblasts/Stromal (14%), Endothelials (4%)",0.5428167020523709
23,GEP21,K23_GEP21,21,Tumor/Epithelials,"Tumor/Epithelials (76%), Fibroblasts/Stromal (9%), Bcells_CD19 (6%)",0.6758669497523001
23,GEP22,K23_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (65%), Tumor/Epithelials (45%), Fibroblasts/Stromal (12%), Bcells_CD19 (8%)",0.3347487615003538
23,GEP23,K23_GEP23,23,Tumor/Epithelials,"Tumor/Epithelials (75%), Fibroblasts/Stromal (12%), Bcells_CD19 (4%)",0.6291578202406228
24,GEP1,K24_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (95%), Fibroblasts/Stromal (3%), Bcells_CD19 (1%)",0.9200283085633404
24,GEP2,K24_GEP2,2,Mixed: CD4+Tcells/Tregs/Tumor/Epithelials,"Mixed: CD4+Tcells/Tregs/Tumor/Epithelials (79%), CD4+Tcells (41%), Tregs (21%), Tumor/Epithelials (17%)",0.20240622788393486
24,GEP3,K24_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (99%), Endothelials (1%), Fibroblasts/Stromal (1%)",0.9780608634111818
24,GEP4,K24_GEP4,4,Plasma_XBP1,"Plasma_XBP1 (77%), Tumor/Epithelials (16%), Fibroblasts/Stromal (4%)",0.6093418259023354
24,GEP5,K24_GEP5,5,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (87%), Bcells_CD19 (69%), Tumor/Epithelials (12%), Fibroblasts/Stromal (6%)",0.5739561217268223
24,GEP6,K24_GEP6,6,Mixed: CD8+Tcells/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: CD8+Tcells/Tumor/Epithelials/Fibroblasts/Stromal (62%), CD8+Tcells (32%), Tumor/Epithelials (22%), Fibroblasts/Stromal (7%)",0.09978768577494695
24,GEP7,K24_GEP7,7,Tumor/Epithelials,"Tumor/Epithelials (96%), Fibroblasts/Stromal (3%), Endothelials (1%)",0.9292285916489739
24,GEP8,K24_GEP8,8,Tumor/Epithelials,"Tumor/Epithelials (91%), Fibroblasts/Stromal (5%), Bcells_CD19 (2%)",0.8591648973814578
24,GEP9,K24_GEP9,9,Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Bcells_CD19/Tumor/Epithelials/Mac_C1Q_ZEB2 (73%), Bcells_CD19 (44%), Tumor/Epithelials (20%), Mac_C1Q_ZEB2 (9%)",0.23779193205944799
24,GEP10,K24_GEP10,10,Mixed: Fibroblasts/Stromal/Endothelials/Tumor/Epithelials,"Mixed: Fibroblasts/Stromal/Endothelials/Tumor/Epithelials (86%), Fibroblasts/Stromal (31%), Endothelials (29%), Tumor/Epithelials (26%)",0.028308563340410486
24,GEP11,K24_GEP11,11,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (73%), Tumor/Epithelials (19%), Endothelials (4%)",0.5414012738853502
24,GEP12,K24_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (89%), Fibroblasts/Stromal (7%), Bcells_CD19 (2%)",0.8174097664543525
24,GEP13,K24_GEP13,13,Tumor/Epithelials,"Tumor/Epithelials (90%), Fibroblasts/Stromal (4%), Endothelials (1%)",0.8598726114649681
24,GEP14,K24_GEP14,14,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (83%), Plasma_XBP1 (38%), Tumor/Epithelials (35%), Fibroblasts/Stromal (10%)",0.0261854210898797
24,GEP15,K24_GEP15,15,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Mac_C1Q_ZEB2,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Mac_C1Q_ZEB2 (93%), Fibroblasts/Stromal (64%), Tumor/Epithelials (25%), Mac_C1Q_ZEB2 (3%)",0.3857041755130928
24,GEP16,K24_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (89%), Bcells_CD19 (4%), Fibroblasts/Stromal (3%)",0.8457183297947629
24,GEP17,K24_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (92%), Tumor/Epithelials (73%), Fibroblasts/Stromal (16%), Mac_C1Q_ZEB2 (3%)",0.564755838641189
24,GEP18,K24_GEP18,18,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (88%), Fibroblasts/Stromal (48%), Tumor/Epithelials (34%), Endothelials (7%)",0.14366595895258316
24,GEP19,K24_GEP19,19,Tumor/Epithelials,"Tumor/Epithelials (73%), Fibroblasts/Stromal (12%), Bcells_CD19 (4%)",0.6114649681528662
24,GEP20,K24_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (62%), Tumor/Epithelials (41%), Fibroblasts/Stromal (14%), Bcells_CD19 (8%)",0.2738853503184714
24,GEP21,K24_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (76%), Tumor/Epithelials (46%), Fibroblasts/Stromal (22%), Mac_C1Q_ZEB2 (9%)",0.2392073602264685
24,GEP22,K24_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (81%), Tumor/Epithelials (58%), Fibroblasts/Stromal (18%), Bcells_CD19 (5%)",0.40552016985138006
24,GEP23,K24_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (80%), Tumor/Epithelials (59%), Fibroblasts/Stromal (13%), Bcells_CD19 (8%)",0.4585987261146497
24,GEP24,K24_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (83%), Tumor/Epithelials (66%), Fibroblasts/Stromal (10%), Bcells_CD19 (7%)",0.5598018400566172
25,GEP1,K25_GEP1,1,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (78%), CD4+Tcells (35%), Tumor/Epithelials (22%), Tregs (20%)",0.12738853503184716
25,GEP2,K25_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (99%), Endothelials (1%), Fibroblasts/Stromal (0%)",0.9858457183297947
25,GEP3,K25_GEP3,3,Bcells_CD19,"Bcells_CD19 (86%), Tumor/Epithelials (6%), Fibroblasts/Stromal (3%)",0.805378627034678
25,GEP4,K25_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (88%), Bcells_CD19 (4%), Fibroblasts/Stromal (2%)",0.8478414720452937
25,GEP5,K25_GEP5,5,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (75%), Tumor/Epithelials (20%), Endothelials (3%)",0.5491861288039631
25,GEP6,K25_GEP6,6,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (69%), Tumor/Epithelials (24%), Endothelials (4%)",0.4529370134465676
25,GEP7,K25_GEP7,7,Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19,"Mixed: Plasma_XBP1/Tumor/Epithelials/Bcells_CD19 (94%), Plasma_XBP1 (71%), Tumor/Epithelials (19%), Bcells_CD19 (4%)",0.521585279547063
25,GEP8,K25_GEP8,8,Tumor/Epithelials,"Tumor/Epithelials (92%), Fibroblasts/Stromal (4%), Mac_C1Q_ZEB2 (1%)",0.8853503184713376
25,GEP9,K25_GEP9,9,Mixed: CD8+Tcells/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: CD8+Tcells/Tumor/Epithelials/Fibroblasts/Stromal (63%), CD8+Tcells (33%), Tumor/Epithelials (23%), Fibroblasts/Stromal (7%)",0.09271054493984429
25,GEP10,K25_GEP10,10,Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal (94%), Tumor/Epithelials (47%), Endothelials (26%), Fibroblasts/Stromal (22%)",0.2130219391365888
25,GEP11,K25_GEP11,11,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (88%), Plasma_XBP1 (42%), Tumor/Epithelials (37%), Fibroblasts/Stromal (9%)",0.04812455767869783
25,GEP12,K25_GEP12,12,Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells,"Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells (58%), Tumor/Epithelials (30%), CD4+Tcells (17%), CD8+Tcells (11%)",0.1358811040339703
25,GEP13,K25_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (91%), Tumor/Epithelials (46%), Fibroblasts/Stromal (41%), Endothelials (4%)",0.04458598726114649
25,GEP14,K25_GEP14,14,Mixed: Tumor/Epithelials/Bcells_CD19/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Bcells_CD19/Mac_C1Q_ZEB2 (72%), Tumor/Epithelials (36%), Bcells_CD19 (24%), Mac_C1Q_ZEB2 (12%)",0.1146496815286624
25,GEP15,K25_GEP15,15,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (82%), Tumor/Epithelials (48%), Fibroblasts/Stromal (22%), Endothelials (12%)",0.25548478414720455
25,GEP16,K25_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (86%), Fibroblasts/Stromal (6%), Bcells_CD19 (3%)",0.7983014861995754
25,GEP17,K25_GEP17,17,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (80%), Tumor/Epithelials (55%), Fibroblasts/Stromal (19%), Mac_C1Q_ZEB2 (6%)",0.3552724699221514
25,GEP18,K25_GEP18,18,Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal (71%), Tumor/Epithelials (49%), Bcells_CD19 (12%), Fibroblasts/Stromal (10%)",0.3772116065109696
25,GEP19,K25_GEP19,19,Tumor/Epithelials,"Tumor/Epithelials (76%), Fibroblasts/Stromal (12%), Bcells_CD19 (3%)",0.6390658174097665
25,GEP20,K25_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (68%), Tumor/Epithelials (37%), Fibroblasts/Stromal (17%), Plasma_XBP1 (14%)",0.20382165605095542
25,GEP21,K25_GEP21,21,Tumor/Epithelials,"Tumor/Epithelials (77%), Fibroblasts/Stromal (11%), Bcells_CD19 (4%)",0.6659589525831564
25,GEP22,K25_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (63%), Tumor/Epithelials (41%), Fibroblasts/Stromal (14%), Mac_C1Q_ZEB2 (8%)",0.2745930644019816
25,GEP23,K25_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (82%), Tumor/Epithelials (63%), Fibroblasts/Stromal (15%), Bcells_CD19 (4%)",0.47275300778485485
25,GEP24,K25_GEP24,24,Tumor/Epithelials,"Tumor/Epithelials (72%), Fibroblasts/Stromal (11%), Bcells_CD19 (4%)",0.6086341118188252
25,GEP25,K25_GEP25,25,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (80%), Tumor/Epithelials (61%), Plasma_XBP1 (11%), Fibroblasts/Stromal (8%)",0.4961075725406936
26,GEP1,K26_GEP1,1,Bcells_CD19,"Bcells_CD19 (85%), Tumor/Epithelials (5%), Fibroblasts/Stromal (2%)",0.8011323425336164
26,GEP2,K26_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (99%), Endothelials (1%), Fibroblasts/Stromal (1%)",0.9773531493276716
26,GEP3,K26_GEP3,3,Mixed: CD4+Tcells/Tregs/Tumor/Epithelials,"Mixed: CD4+Tcells/Tregs/Tumor/Epithelials (71%), CD4+Tcells (37%), Tregs (18%), Tumor/Epithelials (16%)",0.18046709129511676
26,GEP4,K26_GEP4,4,Tumor/Epithelials,"Tumor/Epithelials (96%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.9355980184005662
26,GEP5,K26_GEP5,5,Plasma_XBP1,"Plasma_XBP1 (76%), Tumor/Epithelials (13%), Fibroblasts/Stromal (4%)",0.6234961075725407
26,GEP6,K26_GEP6,6,Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Endothelials/Fibroblasts/Stromal (90%), Tumor/Epithelials (37%), Endothelials (28%), Fibroblasts/Stromal (24%)",0.08917197452229297
26,GEP7,K26_GEP7,7,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/CD4+Tcells,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/CD4+Tcells (79%), Tumor/Epithelials (63%), Fibroblasts/Stromal (10%), CD4+Tcells (6%)",0.5279547062986554
26,GEP8,K26_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (74%), Tumor/Epithelials (20%), Endothelials (3%)",0.5456475583864119
26,GEP9,K26_GEP9,9,Mixed: CD8+Tcells/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: CD8+Tcells/Tumor/Epithelials/Fibroblasts/Stromal (63%), CD8+Tcells (33%), Tumor/Epithelials (23%), Fibroblasts/Stromal (7%)",0.09271054493984429
26,GEP10,K26_GEP10,10,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (97%), Fibroblasts/Stromal (63%), Tumor/Epithelials (30%), Endothelials (4%)",0.3326256192498231
26,GEP11,K26_GEP11,11,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (90%), Tumor/Epithelials (50%), Plasma_XBP1 (29%), Fibroblasts/Stromal (10%)",0.20523708421797593
26,GEP12,K26_GEP12,12,Tumor/Epithelials,"Tumor/Epithelials (90%), Fibroblasts/Stromal (5%), Endothelials (2%)",0.8570417551309272
26,GEP13,K26_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (91%), Tumor/Epithelials (46%), Fibroblasts/Stromal (41%), Endothelials (4%)",0.0573248407643312
26,GEP14,K26_GEP14,14,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (9%), Endothelials (3%)",0.7246992215145082
26,GEP15,K26_GEP15,15,Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells,"Mixed: Tumor/Epithelials/CD4+Tcells/CD8+Tcells (56%), Tumor/Epithelials (26%), CD4+Tcells (19%), CD8+Tcells (12%)",0.07289455060155695
26,GEP16,K26_GEP16,16,Tumor/Epithelials,"Tumor/Epithelials (88%), Fibroblasts/Stromal (6%), Bcells_CD19 (3%)",0.8159943382873319
26,GEP17,K26_GEP17,17,Mixed: Tumor/Epithelials/Mac_C1Q_ZEB2/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Mac_C1Q_ZEB2/Fibroblasts/Stromal (68%), Tumor/Epithelials (45%), Mac_C1Q_ZEB2 (12%), Fibroblasts/Stromal (11%)",0.3361641896673744
26,GEP18,K26_GEP18,18,Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Bcells_CD19/Fibroblasts/Stromal (69%), Tumor/Epithelials (46%), Bcells_CD19 (12%), Fibroblasts/Stromal (10%)",0.33545647558386416
26,GEP19,K26_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (82%), Tumor/Epithelials (52%), Fibroblasts/Stromal (25%), Mac_C1Q_ZEB2 (4%)",0.27034677990092
26,GEP20,K26_GEP20,20,Tumor/Epithelials,"Tumor/Epithelials (76%), Fibroblasts/Stromal (13%), Bcells_CD19 (3%)",0.6256192498230715
26,GEP21,K26_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (87%), Tumor/Epithelials (63%), Fibroblasts/Stromal (18%), Endothelials (6%)",0.45718329794762913
26,GEP22,K26_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (85%), Tumor/Epithelials (67%), Fibroblasts/Stromal (14%), Bcells_CD19 (4%)",0.5265392781316348
26,GEP23,K26_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (75%), Tumor/Epithelials (45%), Fibroblasts/Stromal (23%), Bcells_CD19 (8%)",0.22929936305732485
26,GEP24,K26_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (70%), Tumor/Epithelials (49%), Fibroblasts/Stromal (11%), Bcells_CD19 (10%)",0.375796178343949
26,GEP25,K26_GEP25,25,Tumor/Epithelials,"Tumor/Epithelials (71%), Fibroblasts/Stromal (7%), Bcells_CD19 (6%)",0.6390658174097664
26,GEP26,K26_GEP26,26,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (63%), Tumor/Epithelials (34%), Fibroblasts/Stromal (15%), Plasma_XBP1 (15%)",0.1924982307147912
27,GEP1,K27_GEP1,1,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (80%), CD4+Tcells (38%), Tumor/Epithelials (21%), Tregs (20%)",0.1769285208775655
27,GEP2,K27_GEP2,2,Tumor/Epithelials,"Tumor/Epithelials (99%), Endothelials (0%), Fibroblasts/Stromal (0%)",0.9872611464968153
27,GEP3,K27_GEP3,3,Bcells_CD19,"Bcells_CD19 (87%), Tumor/Epithelials (6%), Fibroblasts/Stromal (2%)",0.8131634819532908
27,GEP4,K27_GEP4,4,Plasma_XBP1,"Plasma_XBP1 (78%), Tumor/Epithelials (13%), Bcells_CD19 (4%)",0.6553432413305025
27,GEP5,K27_GEP5,5,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (73%), Tumor/Epithelials (38%), Fibroblasts/Stromal (19%), Mac_C1Q_ZEB2 (16%)",0.18542108987968864
