sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138134,32,1,DC_pDC,specific,0.9319097660573104,1225
GSM4138156,32,1,DC_pDC,specific,0.8850961703107132,934
GSM4138135,32,1,DC_pDC,specific,0.668306270955386,804
GSM4138126,32,1,DC_pDC,specific,0.9523888250257183,758
GSM4138131,32,1,DC_pDC,specific,0.6575247242583864,719
GSM4138116,32,1,DC_pDC,specific,0.9173589317471659,704
GSM4138140,32,1,DC_pDC,specific,0.9127738383485061,704
GSM4138137,32,1,DC_pDC,specific,0.7091911724853905,701
GSM4138142,32,1,DC_pDC,specific,0.8934213929838504,685
GSM4138155,32,1,DC_pDC,specific,0.543374924100221,647
GSM4138110,32,1,DC_pDC,specific,0.9113224943718408,646
GSM4138123,32,1,DC_pDC,specific,0.6411580156350419,646
GSM4138132,32,1,DC_pDC,specific,0.9254583015596696,645
GSM4138136,32,1,DC_pDC,specific,0.9020476828587023,638
GSM4138120,32,1,DC_pDC,specific,0.834729033910994,615
GSM4138141,32,1,DC_pDC,specific,0.6829494354744134,604
GSM4138130,32,1,DC_pDC,specific,0.9107160260331961,600
GSM4138138,32,1,DC_pDC,specific,0.8919315721369743,584
GSM4138139,32,1,DC_pDC,specific,0.658161211445957,567
GSM4138128,32,1,DC_pDC,specific,0.8878942191963216,563
GSM4138122,32,1,DC_pDC,specific,0.8878942191963216,563
GSM4138145,32,1,DC_pDC,specific,0.6789335404683001,517
GSM4138125,32,1,DC_pDC,specific,0.6759666779949569,503
GSM4138162,32,1,DC_pDC,specific,0.8833853574390184,501
GSM4138160,32,1,DC_pDC,specific,0.876137425296717,501
GSM4138166,32,1,DC_pDC,specific,0.8737368025313612,473
GSM4138152,32,1,DC_pDC,specific,0.8552392618974339,472
GSM4138146,32,1,DC_pDC,specific,0.8750594097436273,470
GSM4138165,32,1,DC_pDC,specific,0.8759417157841863,443
GSM4138163,32,1,DC_pDC,specific,0.9017022060926023,440
GSM4138127,32,1,DC_pDC,specific,0.6892338663701015,410
GSM4138161,32,1,DC_pDC,specific,0.6015022098396086,393
GSM4138112,32,1,DC_pDC,specific,0.8452848364113356,380
GSM4138154,32,1,DC_pDC,specific,0.8187842866252133,367
GSM4138114,32,1,DC_pDC,specific,0.8672528044809852,359
GSM4138143,32,1,DC_pDC,specific,0.6416962340515202,350
GSM4138167,32,1,DC_pDC,specific,0.8943274589891063,346
GSM4138124,32,1,DC_pDC,specific,0.9285486185091615,339
GSM4138111,32,1,DC_pDC,specific,0.6723083300384027,336
GSM4138117,32,1,DC_pDC,specific,0.6709409513872743,324
GSM4138133,32,1,DC_pDC,specific,0.6886235571753014,307
GSM4138144,32,1,DC_pDC,specific,0.8434362988791317,303
GSM4138118,32,1,DC_pDC,specific,0.8712295308447853,293
GSM4138158,32,1,DC_pDC,specific,0.8939230785923881,282
GSM4138129,32,1,DC_pDC,specific,0.7026458840809005,251
GSM4138150,32,1,DC_pDC,specific,0.881491052286145,199
GSM4138121,32,1,DC_pDC,specific,0.5918693420709328,191
GSM4138148,32,1,DC_pDC,specific,0.8272253889713892,186
GSM4138113,32,1,DC_pDC,specific,0.6977578369811464,163
GSM4138157,32,1,DC_pDC,specific,0.6805179962079176,161
GSM4138164,32,1,DC_pDC,specific,0.844278666763004,160
GSM4138115,32,1,DC_pDC,specific,0.6882092178344708,158
GSM4138159,32,1,DC_pDC,specific,0.6830117412681186,140
GSM4138119,32,1,DC_pDC,specific,0.6121164566075092,104
GSM4138153,32,1,DC_pDC,specific,0.6759258621962118,64
GSM4138147,32,1,DC_pDC,specific,0.7052317915282154,57
GSM4138151,32,1,DC_pDC,specific,0.857104375122357,36
GSM4138172,32,1,DC_pDC,specific,0.8382830001979142,35
GSM4138139,32,8,Ambiguous/Mixed,ambiguous,0.9607794654356676,34
GSM4138171,32,1,DC_pDC,specific,0.8629410773948336,32
GSM4138149,32,1,DC_pDC,specific,0.8120087836956185,26
GSM4138127,32,6,Ambiguous/Mixed,ambiguous,0.9324288797499636,26
GSM4138170,32,1,DC_pDC,specific,0.8732818831219271,25
GSM4138143,32,8,Ambiguous/Mixed,ambiguous,0.9583303607206298,24
GSM4138161,32,16,Ambiguous/Mixed,ambiguous,0.9073063643287655,21
GSM4138168,32,1,DC_pDC,specific,0.9139235808638491,20
GSM4138169,32,1,DC_pDC,specific,0.9356929489133519,19
GSM4138161,32,18,Ambiguous/Mixed,ambiguous,0.9528775929942138,17
GSM4138125,32,6,Ambiguous/Mixed,ambiguous,0.8786481253556642,17
GSM4138139,32,19,Ambiguous/Mixed,ambiguous,0.9747593250558491,17
GSM4138135,32,8,Ambiguous/Mixed,ambiguous,0.9832419495046333,17
GSM4138155,32,8,Ambiguous/Mixed,ambiguous,0.9240056527925282,16
