sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138134,12,1,Monocyte_family,family,0.9828696821717002,806
GSM4138116,12,1,Monocyte_family,family,0.9471786657498115,680
GSM4138126,12,1,Monocyte_family,family,0.9734850061493342,673
GSM4138156,12,1,Monocyte_family,family,0.9488649542251179,648
GSM4138120,12,1,Monocyte_family,family,0.8930049164816263,511
GSM4138142,12,1,Monocyte_family,family,0.95850203070947,484
GSM4138110,12,1,Monocyte_family,family,0.9649740736985983,460
GSM4138140,12,1,Monocyte_family,family,0.9675667155312717,455
GSM4138132,12,1,Monocyte_family,family,0.970411427902525,415
GSM4138160,12,1,Monocyte_family,family,0.9488406988999036,409
GSM4138134,12,2,Mono_CD16,specific,0.9564920829944699,405
GSM4138123,12,4,Macrophage_family,family,0.7138943898345781,394
GSM4138136,12,1,Monocyte_family,family,0.9596551337786066,383
GSM4138138,12,1,Monocyte_family,family,0.9737451374328367,371
GSM4138163,12,1,Monocyte_family,family,0.9524010827431639,346
GSM4138125,12,8,Macrophage_family,family,0.6970668728497942,337
GSM4138128,12,2,Mono_CD16,specific,0.8981413478194967,328
GSM4138122,12,2,Mono_CD16,specific,0.8981413478194967,328
GSM4138162,12,1,Monocyte_family,family,0.9589649657669788,319
GSM4138135,12,4,Macrophage_family,family,0.76786575631156,305
GSM4138130,12,1,Monocyte_family,family,0.9474833645000398,301
GSM4138152,12,1,Monocyte_family,family,0.9419270363651435,300
GSM4138146,12,2,Mono_CD16,specific,0.9214081375250396,291
GSM4138154,12,1,Monocyte_family,family,0.9102557496583127,289
GSM4138130,12,2,Mono_CD16,specific,0.9480953596607528,280
GSM4138118,12,1,Monocyte_family,family,0.9117140461588115,267
GSM4138165,12,1,Monocyte_family,family,0.9522787596352066,264
GSM4138156,12,2,Mono_CD16,specific,0.9238579846698907,261
GSM4138136,12,2,Mono_CD16,specific,0.9212667032875644,250
GSM4138166,12,1,Monocyte_family,family,0.9627736650713609,250
GSM4138140,12,2,Mono_CD16,specific,0.9273363813790253,235
GSM4138135,12,6,Ambiguous/Mixed,ambiguous,0.734345042485929,232
GSM4138114,12,1,Monocyte_family,family,0.9426125661564475,231
GSM4138124,12,1,Monocyte_family,family,0.9768188149326336,227
GSM4138137,12,4,Macrophage_family,family,0.7993475581830665,225
GSM4138132,12,2,Mono_CD16,specific,0.9479638464502735,220
GSM4138158,12,1,Monocyte_family,family,0.9483514607024375,219
GSM4138167,12,1,Monocyte_family,family,0.9791475505026427,210
GSM4138128,12,1,Monocyte_family,family,0.9636422754863403,208
GSM4138122,12,1,Monocyte_family,family,0.9636422754863403,208
GSM4138141,12,1,Monocyte_family,family,0.9013721571940803,207
GSM4138166,12,2,Mono_CD16,specific,0.8888430225908435,204
GSM4138138,12,2,Mono_CD16,specific,0.9461499147002917,200
GSM4138142,12,2,Mono_CD16,specific,0.9446453528967738,198
GSM4138145,12,1,Monocyte_family,family,0.8358567070575046,185
GSM4138112,12,1,Monocyte_family,family,0.9538184172638223,184
GSM4138145,12,3,DC_family,family,0.6970691254718617,183
GSM4138155,12,3,DC_family,family,0.6315532898467586,176
GSM4138165,12,2,Mono_CD16,specific,0.9208214400643968,166
GSM4138112,12,2,Mono_CD16,specific,0.90994120462783,165
GSM4138144,12,1,Monocyte_family,family,0.9298903743030903,162
GSM4138110,12,2,Mono_CD16,specific,0.9303923068383129,161
GSM4138155,12,1,Monocyte_family,family,0.8083578402726499,159
GSM4138146,12,1,Monocyte_family,family,0.9455017529312431,159
