gep,n_samples,median_ROGUE,mean_ROGUE,min_ROGUE,max_ROGUE,total_cells,label,label_kind
1,62,0.862,0.81,0.553,0.952,24311,Ambiguous/Mixed,ambiguous
10,5,0.948,0.936,0.88,0.967,148,Ambiguous/Mixed,ambiguous
2,13,0.864,0.843,0.738,0.945,429,DC_family,family
3,2,0.958,0.958,0.946,0.969,41,Ambiguous/Mixed,ambiguous
4,10,0.882,0.879,0.786,0.975,351,Ambiguous/Mixed,ambiguous
9,12,0.939,0.942,0.911,0.976,286,Ambiguous/Mixed,ambiguous
