gep,n_samples,median_ROGUE,mean_ROGUE,min_ROGUE,max_ROGUE,total_cells,label,label_kind
1,49,0.95,0.889,0.609,0.992,2616,Ambiguous/Mixed,ambiguous
10,5,0.945,0.921,0.86,0.976,145,Ambiguous/Mixed,ambiguous
12,6,0.854,0.858,0.732,1.0,156,Ambiguous/Mixed,ambiguous
15,2,0.89,0.89,0.871,0.91,35,Ambiguous/Mixed,ambiguous
19,1,0.978,0.978,0.978,0.978,15,Ambiguous/Mixed,ambiguous
2,61,0.848,0.806,0.567,0.962,12580,Ambiguous/Mixed,ambiguous
3,56,0.896,0.85,0.597,0.97,9842,DC_pDC,specific
6,1,0.95,0.95,0.95,0.95,15,Ambiguous/Mixed,ambiguous
7,2,0.876,0.876,0.805,0.947,37,Ambiguous/Mixed,ambiguous
