sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138116,22,1,Monocyte_family,family,0.9475027197128465,676
GSM4138156,22,1,Monocyte_family,family,0.9637675631277568,616
GSM4138134,22,1,Monocyte_family,family,0.9870491633024223,613
GSM4138126,22,1,Monocyte_family,family,0.9851185263470427,564
GSM4138123,22,4,Macrophage_family,family,0.7007380297014087,415
GSM4138120,22,2,cDC2_CD33,specific,0.854552694073614,386
GSM4138160,22,1,Monocyte_family,family,0.9724206965184563,352
GSM4138142,22,1,Monocyte_family,family,0.9765463956374554,342
GSM4138134,22,2,cDC2_CD33,specific,0.9446676668622039,333
GSM4138110,22,1,Monocyte_family,family,0.9809219987286026,318
GSM4138135,22,4,Macrophage_family,family,0.7655371955678281,309
GSM4138140,22,2,cDC2_CD33,specific,0.9102500454747122,294
GSM4138138,22,1,Monocyte_family,family,0.9856981346298638,292
GSM4138136,22,1,Monocyte_family,family,0.9740871054330122,289
GSM4138140,22,1,Monocyte_family,family,0.9845829802512835,283
GSM4138132,22,2,cDC2_CD33,specific,0.9260122167027104,281
GSM4138125,22,8,Macrophage_family,family,0.7148275717061052,274
GSM4138134,22,3,Mono_CD16,specific,0.9727647224615571,263
GSM4138146,22,3,Mono_CD16,specific,0.9525069806521771,253
GSM4138132,22,1,Monocyte_family,family,0.9913391935470923,240
GSM4138137,22,4,Macrophage_family,family,0.8000312337816237,237
GSM4138165,22,1,Monocyte_family,family,0.9768435409433177,231
GSM4138122,22,2,cDC2_CD33,specific,0.8824768583449718,221
GSM4138128,22,2,cDC2_CD33,specific,0.8824768583449718,221
GSM4138130,22,1,Monocyte_family,family,0.979833195108516,221
GSM4138156,22,3,Mono_CD16,specific,0.9596865240128022,219
GSM4138152,22,2,cDC2_CD33,specific,0.8753321811474688,215
GSM4138130,22,3,Mono_CD16,specific,0.9648358395392493,215
GSM4138135,22,7,Ambiguous/Mixed,ambiguous,0.7504411026137116,211
GSM4138162,22,2,cDC2_CD33,specific,0.9007050291642102,207
GSM4138142,22,2,cDC2_CD33,specific,0.9211143215313345,204
GSM4138128,22,3,Mono_CD16,specific,0.9785077566996623,201
GSM4138122,22,3,Mono_CD16,specific,0.9785077566996623,201
GSM4138163,22,2,cDC2_CD33,specific,0.9028078237790227,192
GSM4138110,22,2,cDC2_CD33,specific,0.9078943967314218,192
GSM4138120,22,1,Monocyte_family,family,0.942916622108044,191
GSM4138154,22,1,Monocyte_family,family,0.9650630222296128,190
GSM4138163,22,1,Monocyte_family,family,0.9764761689974826,188
GSM4138162,22,1,Monocyte_family,family,0.980665882907887,187
GSM4138124,22,1,Monocyte_family,family,0.9780854541366686,186
GSM4138136,22,3,Mono_CD16,specific,0.9666262559340186,186
GSM4138118,22,2,cDC2_CD33,specific,0.8831826378837848,181
GSM4138158,22,1,Monocyte_family,family,0.982654724120136,174
GSM4138131,22,12,Ambiguous/Mixed,ambiguous,0.7749527743337059,170
GSM4138166,22,1,Monocyte_family,family,0.9832843756116392,168
GSM4138136,22,2,cDC2_CD33,specific,0.8929894302525848,165
GSM4138114,22,1,Monocyte_family,family,0.9817942464678566,164
GSM4138112,22,1,Monocyte_family,family,0.9755523653075178,157
GSM4138138,22,3,Mono_CD16,specific,0.9616491211397062,156
GSM4138166,22,2,cDC2_CD33,specific,0.8881424083676841,152
GSM4138167,22,2,cDC2_CD33,specific,0.8612247872443753,150
GSM4138130,22,2,cDC2_CD33,specific,0.9107345693722391,143
GSM4138166,22,3,Mono_CD16,specific,0.952508549425734,141
GSM4138126,22,2,cDC2_CD33,specific,0.9294798556069259,140
GSM4138142,22,3,Mono_CD16,specific,0.9720081631993034,139
GSM4138152,22,1,Monocyte_family,family,0.965422295337777,138
GSM4138146,22,1,Monocyte_family,family,0.9759157006126429,134
GSM4138155,22,14,Ambiguous/Mixed,ambiguous,0.6288998682123954,132
GSM4138112,22,3,Mono_CD16,specific,0.9460991431683943,131
GSM4138141,22,2,cDC2_CD33,specific,0.8603610000803965,131
GSM4138165,22,3,Mono_CD16,specific,0.9392327556738712,131
GSM4138155,22,1,Monocyte_family,family,0.8347137264472431,129
GSM4138155,22,7,Ambiguous/Mixed,ambiguous,0.7296262740611369,129
GSM4138154,22,2,cDC2_CD33,specific,0.8570666037293824,127
GSM4138138,22,2,cDC2_CD33,specific,0.9044712197875184,124
GSM4138128,22,1,Monocyte_family,family,0.989001223452288,122
GSM4138122,22,1,Monocyte_family,family,0.989001223452288,122
GSM4138141,22,1,Monocyte_family,family,0.9586892265258002,119
GSM4138139,22,7,Ambiguous/Mixed,ambiguous,0.8091953127249087,117
GSM4138140,22,3,Mono_CD16,specific,0.9534465936475207,117
GSM4138132,22,3,Mono_CD16,specific,0.9728068559491094,117
GSM4138117,22,1,Monocyte_family,family,0.8448718529095017,115
GSM4138145,22,1,Monocyte_family,family,0.8584481833530839,115
GSM4138167,22,1,Monocyte_family,family,0.9847162531767556,114
GSM4138144,22,2,cDC2_CD33,specific,0.8376307071924977,114
