gep,n_samples,median_ROGUE,mean_ROGUE,min_ROGUE,max_ROGUE,total_cells,label,label_kind
1,46,0.96,0.897,0.664,0.992,2016,DC_family,family
15,1,0.894,0.894,0.894,0.894,32,Ambiguous/Mixed,ambiguous
2,54,0.91,0.845,0.576,0.965,9174,Ambiguous/Mixed,ambiguous
3,56,0.843,0.801,0.599,0.947,8826,Ambiguous/Mixed,ambiguous
4,8,0.802,0.8,0.63,0.929,443,Mac_SPP1,specific
5,53,0.89,0.862,0.62,0.967,4799,Ambiguous/Mixed,ambiguous
6,2,0.879,0.879,0.822,0.936,41,Ambiguous/Mixed,ambiguous
7,6,0.925,0.918,0.861,0.954,184,Mast,specific
