sample,K,gep,label,label_kind,membership_label,baseline_group_type,members_str,ROGUE,n_cells,baseline_ROGUE,delta_ROGUE,baseline_ROGUE_mean,baseline_ROGUE_min,baseline_ROGUE_max,delta_ROGUE_vs_mean,delta_ROGUE_vs_max,recommendation
GSM4138134,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9375265302853202,1213,,,,,,,,ambiguous
GSM4138156,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8872548812707727,921,0.9128966862778196,-0.025641805007046936,0.9633644190841484,0.9585151707269228,0.968213667441374,-0.0761095378133757,-0.08095878617060137,GEP_less_pure_than_subgroup
GSM4138126,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.952463858652414,758,,,,,,,,ambiguous
GSM4138135,3,2,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1B+Mac_IL1Bint,0.6564988257794164,757,0.6755859448332522,-0.019087119053835755,0.7496906212351554,0.734814502091345,0.7758895693138232,-0.09319179545573897,-0.11939074353440682,GEP_less_pure_than_subgroup
GSM4138116,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_THBS1,0.917358931747166,704,,,,,,,,ambiguous
GSM4138140,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9132339081662536,702,,,,,,,,ambiguous
GSM4138142,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8939122300750916,689,0.9156160425173518,-0.021703812442260273,0.9733671567050426,0.9692746178042908,0.9774596956057944,-0.07945492662995102,-0.0835474655307028,GEP_less_pure_than_subgroup
GSM4138132,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_Int,subgroup,Mono_CD14+Mono_Int,0.924501759892542,643,0.9645683551166956,-0.04006659522415357,0.9805146176393196,0.9745602446672516,0.9864689906113876,-0.056012857746777556,-0.06196723071884558,GEP_less_pure_than_subgroup
GSM4138136,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.900254442022012,641,0.9374047720664832,-0.037150330044471214,0.9718931013396729,0.9656884130890788,0.9789275728256503,-0.07163865931766089,-0.07867313080363836,GEP_less_pure_than_subgroup
GSM4138110,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9189053976740236,628,0.9657023089629831,-0.046796911288959575,0.9683672169032069,0.9633809360823145,0.9733534977240994,-0.04946181922918336,-0.05444810005007583,GEP_less_pure_than_subgroup
GSM4138120,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_ID1,0.8350058803258972,609,,,,,,,,ambiguous
GSM4138137,3,2,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.7017061104587874,609,0.7285355889241896,-0.02682947846540218,0.7588260974927823,0.7272315071085433,0.7904206878770212,-0.0571199870339949,-0.08871457741823385,GEP_less_pure_than_subgroup
GSM4138123,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_CXCL9,0.6366317250817843,597,,,,,,,,ambiguous
GSM4138130,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.9144422904626788,586,0.92892137795617,-0.01447908749349125,0.9697371707819465,0.9601789231663536,0.9763005920433426,-0.05529488031926777,-0.061858301580663855,GEP_less_pure_than_subgroup
GSM4138138,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8917051116700222,577,0.906020623777824,-0.014315512107801798,0.9711945344491197,0.96129982481387,0.9810892440843696,-0.07948942277909754,-0.0893841324143474,GEP_less_pure_than_subgroup
GSM4138128,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8848603499237071,545,0.9390300652160788,-0.05416971529237169,0.9701332745841071,0.9605629676544892,0.9771845016882352,-0.08527292466040004,-0.09232415176452813,GEP_less_pure_than_subgroup
GSM4138122,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8848603499237071,545,0.9390300652160788,-0.05416971529237169,0.9701332745841071,0.9605629676544892,0.9771845016882352,-0.08527292466040004,-0.09232415176452813,GEP_less_pure_than_subgroup
GSM4138131,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.651456611089368,538,,,,,,,,ambiguous
GSM4138139,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6293473734254722,502,,,,,,,,ambiguous
GSM4138162,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.8899451442375059,485,,,,,,,,ambiguous
GSM4138160,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9043595733831084,485,0.9626760256559592,-0.05831645227285087,0.9722534149268984,0.9609523350252136,0.9835544948285831,-0.06789384154379008,-0.0791949214454748,GEP_less_pure_than_subgroup
GSM4138155,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_IL1Bint+cDC2_CD1C,0.5335574056956156,472,,,,,,,,ambiguous
GSM4138166,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8787661686891861,468,0.9109810558377835,-0.03221488714859744,0.9651153792500751,0.954709632066133,0.9755211264340172,-0.08634921056088896,-0.09675495774483112,GEP_less_pure_than_subgroup
GSM4138152,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14_ID1+Mono_CD14_IL1B+Mono_CD16,subgroup,Mono_CD14_ID1+Mono_CD14_IL1B+Mono_CD16,0.8579958550273622,462,0.9022765090547992,-0.04428065402743697,0.9445124101917077,0.925424686766346,0.9618881135907796,-0.08651655516434553,-0.10389225856341744,GEP_less_pure_than_subgroup
GSM4138146,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8766444694029204,461,0.9073057572370014,-0.030661287834080952,0.9567141339058786,0.9436303243635704,0.9753384116763192,-0.08006966450295816,-0.09869394227339878,GEP_less_pure_than_subgroup
GSM4138165,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8800031964381653,437,0.9192851438342928,-0.03928194739612756,0.9530227218977549,0.9332552335334324,0.9727902102620776,-0.07301952545958967,-0.0927870138239123,GEP_less_pure_than_subgroup
GSM4138163,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.9087111349062196,424,,,,,,,,ambiguous
GSM4138125,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_SPP1,0.6664908644063515,393,,,,,,,,ambiguous
GSM4138154,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_ID1,subgroup,Mono_CD14+Mono_CD14_ID1,0.8306580194411339,356,0.9427190579222232,-0.11206103848108928,0.9548387359281734,0.9431862653099846,0.966491206546362,-0.12418071648703943,-0.13583318710522807,GEP_less_pure_than_subgroup
GSM4138112,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8710378138208937,355,0.8905372774416428,-0.019499463620749058,0.9485895242590161,0.9256682682672072,0.971510780250825,-0.07755171043812237,-0.10047296642993131,GEP_less_pure_than_subgroup
GSM4138114,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8669014489056055,353,0.9042398736323728,-0.037338424726767294,0.9676360123539709,0.9625998999623354,0.9726721247456064,-0.1007345634483654,-0.10577067584000088,GEP_less_pure_than_subgroup
GSM4138124,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9287415601125042,341,0.978266091484458,-0.049524531371953784,0.9763399097024235,0.9689881414926492,0.9836916779121976,-0.047598349589919264,-0.05495011779969339,GEP_less_pure_than_subgroup
GSM4138167,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.8926047298520585,340,,,,,,,,ambiguous
GSM4138141,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8644043440019915,300,,,,,,,,ambiguous
GSM4138127,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_SPP1+Mono_TIL,0.6670379665961677,300,,,,,,,,ambiguous
GSM4138144,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+cDC2_CD33,0.8395818442923761,298,,,,,,,,ambiguous
GSM4138118,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14_ID1+Mono_CD14_IL1B,subgroup,Mono_CD14_ID1+Mono_CD14_IL1B,0.8707060076322368,292,0.9230278583171944,-0.05232185068495754,0.939994010292045,0.9236860244505812,0.9563019961335087,-0.06928800265980817,-0.08559598850127192,GEP_less_pure_than_subgroup
GSM4138145,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8013543644020593,290,,,,,,,,ambiguous
GSM4138158,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.8937477002522067,277,,,,,,,,ambiguous
GSM4138141,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6376957193379349,257,,,,,,,,ambiguous
GSM4138133,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint+cDC2_CD1C,0.6543184248575297,234,,,,,,,,ambiguous
GSM4138161,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6042175339904976,200,,,,,,,,ambiguous
GSM4138145,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6592061349125975,197,,,,,,,,ambiguous
GSM4138150,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_IL1B+Mono_CD16,subgroup,Mono_CD14+Mono_CD14_IL1B+Mono_CD16,0.8893628817520021,190,0.9274375580413584,-0.038074676289356346,0.9681133954516786,0.9611292941409396,0.973987404316796,-0.07875051369967656,-0.08462452256479391,GEP_less_pure_than_subgroup
GSM4138117,3,2,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.6832966071943741,182,0.7028097091147377,-0.019513101920363596,0.7815974469706162,0.6999620940283657,0.8632327999128666,-0.09830083977624204,-0.17993619271849248,GEP_less_pure_than_subgroup
GSM4138148,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_IL1B+Mono_CD16,subgroup,Mono_CD14+Mono_CD14_IL1B+Mono_CD16,0.8320514530999539,178,0.912804163382614,-0.08075271028266018,0.970087742890431,0.9586195767510028,0.9791268945558548,-0.1380362897904771,-0.1470754414559009,GEP_less_pure_than_subgroup
GSM4138143,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8192126481446224,176,,,,,,,,ambiguous
GSM4138143,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mast+cDC2_CD1C+mregDC_LAMP3,0.6109645173967979,170,,,,,,,,ambiguous
GSM4138155,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B+Mono_TIL,subgroup,Mono_CD14_IL1B+Mono_TIL,0.7799353402624333,169,0.7924028517204216,-0.0124675114579883,0.8686054279287503,0.7850953688973266,0.952115486960174,-0.08867008766631701,-0.17218014669774073,GEP_less_pure_than_subgroup
GSM4138111,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mast+cDC2_CD1C,0.6298627836623951,162,,,,,,,,ambiguous
GSM4138129,3,2,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,subgroup,Mac_CXCL9+Mac_IL1Bint+Mac_SPP1,0.7040098082479593,161,0.7558628547952085,-0.051853046547249204,0.8366798343855724,0.782080787449773,0.8654753933612986,-0.13267002613761303,-0.1614655851133393,GEP_less_pure_than_subgroup
GSM4138164,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.8498413236837918,155,,,,,,,,ambiguous
GSM4138111,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7605835059563701,148,,,,,,,,ambiguous
GSM4138121,3,2,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_IL1Bint,subgroup,Mac_IL1B+Mac_IL1Bint,0.5964377476822584,147,0.6855680288413201,-0.08913028115906163,0.7996167570238866,0.7424720956737747,0.8567614183739986,-0.20317900934162814,-0.2603236706917401,GEP_less_pure_than_subgroup
GSM4138117,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mono_CD14_THBS1,0.796345356628499,143,,,,,,,,ambiguous
GSM4138161,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8026136883454329,129,,,,,,,,ambiguous
GSM4138127,3,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_TIL,subgroup,Mono_CD14+Mono_TIL,0.8811718035368108,129,0.7950754443610428,0.08609635917576797,0.8889125740227657,0.8100574471222408,0.9677677009232905,-0.007740770485954895,-0.08659589738647966,GEP_less_pure_than_subgroup
GSM4138139,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8282577691269681,125,,,,,,,,ambiguous
GSM4138125,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_SPP1+Mono_CD14,0.856757554094669,124,,,,,,,,ambiguous
GSM4138161,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.7861723827885154,114,,,,,,,,ambiguous
GSM4138131,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.8727891936617708,112,,,,,,,,ambiguous
GSM4138157,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6618766993278877,106,,,,,,,,ambiguous
GSM4138137,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mono_TIL,0.8967774320378931,103,,,,,,,,ambiguous
GSM4138115,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6917745653384216,103,,,,,,,,ambiguous
GSM4138131,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8872688346219206,102,,,,,,,,ambiguous
GSM4138113,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.7961175146374182,93,,,,,,,,ambiguous
GSM4138159,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint+cDC2_CD1C,0.6460334112232176,88,,,,,,,,ambiguous
GSM4138129,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8556444866417943,85,,,,,,,,ambiguous
GSM4138135,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9103715829893828,83,,,,,,,,ambiguous
GSM4138141,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.8934944874676117,75,,,,,,,,ambiguous
GSM4138119,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+Mac_SPP1+cDC2_CD1C,0.6025476195857516,74,,,,,,,,ambiguous
GSM4138111,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.7304192708886548,72,,,,,,,,ambiguous
GSM4138133,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8842966793807653,63,,,,,,,,ambiguous
GSM4138155,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.8065072308234937,56,,,,,,,,ambiguous
GSM4138157,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.846698337641533,53,,,,,,,,ambiguous
GSM4138123,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.89082161286665,50,,,,,,,,ambiguous
GSM4138143,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.854836173635095,47,,,,,,,,ambiguous
GSM4138145,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.8910345097419601,47,,,,,,,,ambiguous
GSM4138115,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8733544180322814,46,,,,,,,,ambiguous
GSM4138113,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.6942686935590024,46,,,,,,,,ambiguous
GSM4138159,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8770521503913169,46,,,,,,,,ambiguous
GSM4138119,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.8907264916806871,43,,,,,,,,ambiguous
GSM4138153,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7293645585847299,38,,,,,,,,ambiguous
GSM4138113,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.7799159025409726,38,,,,,,,,ambiguous
GSM4138121,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8957715012116396,37,,,,,,,,ambiguous
GSM4138127,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.8841099372340152,33,,,,,,,,ambiguous
GSM4138147,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.8610042948818039,32,,,,,,,,ambiguous
GSM4138129,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9162232384408976,28,,,,,,,,ambiguous
GSM4138149,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7844084055793299,28,,,,,,,,ambiguous
GSM4138112,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9480145225252716,25,,,,,,,,ambiguous
GSM4138123,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9385981078063116,24,,,,,,,,ambiguous
GSM4138153,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8706846332766258,24,,,,,,,,ambiguous
GSM4138139,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9288264594772754,24,,,,,,,,ambiguous
GSM4138160,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9637168406872292,23,,,,,,,,ambiguous
GSM4138133,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.968913729778171,22,,,,,,,,ambiguous
GSM4138110,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9492793865854678,21,,,,,,,,ambiguous
GSM4138115,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.937336703195328,21,,,,,,,,ambiguous
GSM4138122,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9671572886913488,20,,,,,,,,ambiguous
GSM4138128,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9671572886913488,20,,,,,,,,ambiguous
GSM4138168,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9011449212070114,20,,,,,,,,ambiguous
GSM4138170,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9093490045761848,19,,,,,,,,ambiguous
GSM4138135,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9277395526018996,19,,,,,,,,ambiguous
GSM4138162,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9844611143723536,17,,,,,,,,ambiguous
GSM4138130,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9655214820192856,17,,,,,,,,ambiguous
GSM4138157,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9372135155166408,17,,,,,,,,ambiguous
GSM4138172,3,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8942882041960688,17,,,,,,,,ambiguous
GSM4138163,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.9903020421816136,16,,,,,,,,ambiguous
GSM4138147,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8054698739036412,16,,,,,,,,ambiguous
GSM4138151,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.962833882807993,16,,,,,,,,ambiguous
GSM4138172,3,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9155732980030667,16,,,,,,,,ambiguous
GSM4138121,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.9032983957695008,16,,,,,,,,ambiguous
GSM4138134,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,DC_pDC,0.975264804294986,15,,,,,,,,ambiguous
GSM4138117,3,3,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.8988714761016199,15,,,,,,,,ambiguous
GSM4138134,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9375265302853202,1213,,,,,,,,ambiguous
GSM4138156,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8898235532929372,919,0.9128966862778196,-0.02307313298488245,0.9633644190841484,0.9585151707269228,0.968213667441374,-0.07354086579121122,-0.07839011414843688,GEP_less_pure_than_subgroup
GSM4138126,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.952463858652414,758,,,,,,,,ambiguous
GSM4138116,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_THBS1,0.9194511038188076,703,,,,,,,,ambiguous
GSM4138140,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14,0.9181030810489228,700,,,,,,,,ambiguous
GSM4138142,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8939122300750916,689,0.9156160425173518,-0.021703812442260273,0.9733671567050426,0.9692746178042908,0.9774596956057944,-0.07945492662995102,-0.0835474655307028,GEP_less_pure_than_subgroup
GSM4138132,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_Int,subgroup,Mono_CD14+Mono_Int,0.924501759892542,643,0.9645683551166956,-0.04006659522415357,0.9805146176393196,0.9745602446672516,0.9864689906113876,-0.056012857746777556,-0.06196723071884558,GEP_less_pure_than_subgroup
GSM4138136,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.900254442022012,641,0.9374047720664832,-0.037150330044471214,0.9718931013396729,0.9656884130890788,0.9789275728256503,-0.07163865931766089,-0.07867313080363836,GEP_less_pure_than_subgroup
GSM4138110,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9189053976740236,628,0.9657023089629831,-0.046796911288959575,0.9683672169032069,0.9633809360823145,0.9733534977240994,-0.04946181922918336,-0.05444810005007583,GEP_less_pure_than_subgroup
GSM4138120,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_ID1,0.8350058803258972,609,,,,,,,,ambiguous
GSM4138130,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.9145429713993988,585,0.92892137795617,-0.01437840655677125,0.9697371707819465,0.9601789231663536,0.9763005920433426,-0.05519419938254777,-0.061757620643943856,GEP_less_pure_than_subgroup
GSM4138138,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16,subgroup,Mono_CD14+Mono_CD16,0.8946940598911253,576,0.906020623777824,-0.011326563886698726,0.9711945344491197,0.96129982481387,0.9810892440843696,-0.07650047455799447,-0.08639518419324432,GEP_less_pure_than_subgroup
GSM4138123,4,2,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_CXCL9,0.6374608015596221,562,,,,,,,,ambiguous
GSM4138122,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8882989825751952,543,0.9390300652160788,-0.05073108264088355,0.9701332745841071,0.9605629676544892,0.9771845016882352,-0.0818342920089119,-0.08888551911303999,GEP_less_pure_than_subgroup
GSM4138128,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8882989825751952,543,0.9390300652160788,-0.05073108264088355,0.9701332745841071,0.9605629676544892,0.9771845016882352,-0.0818342920089119,-0.08888551911303999,GEP_less_pure_than_subgroup
GSM4138135,4,2,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.6956905630594556,521,0.7437879104467697,-0.04809734738731408,0.7571286808070604,0.7383677923002976,0.7758895693138232,-0.06143811774760477,-0.0801990062543676,GEP_less_pure_than_subgroup
GSM4138160,4,1,Ambiguous/Mixed,ambiguous,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9043595733831084,485,0.9626760256559592,-0.05831645227285087,0.9722534149268984,0.9609523350252136,0.9835544948285831,-0.06789384154379008,-0.0791949214454748,GEP_less_pure_than_subgroup
GSM4138162,4,1,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mono_CD14_IL1B,0.8899451442375059,485,,,,,,,,ambiguous
