sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138116,23,1,Monocyte_family,family,0.9475027197128465,676
GSM4138134,23,1,Monocyte_family,family,0.9870472267718294,618
GSM4138156,23,1,Monocyte_family,family,0.9636194564016451,616
GSM4138126,23,1,Monocyte_family,family,0.985187350863915,570
GSM4138123,23,4,Macrophage_family,family,0.6972310558667485,416
GSM4138120,23,2,cDC2_CD33,specific,0.8543731131508217,386
GSM4138160,23,1,Monocyte_family,family,0.9726675761076867,355
GSM4138142,23,1,Monocyte_family,family,0.9756308022754637,345
GSM4138134,23,2,cDC2_CD33,specific,0.9492284442414013,332
GSM4138110,23,1,Monocyte_family,family,0.980880570218226,318
GSM4138135,23,4,Macrophage_family,family,0.7593625490857369,310
GSM4138138,23,1,Monocyte_family,family,0.985382837574817,294
GSM4138140,23,2,cDC2_CD33,specific,0.9107813104359722,292
GSM4138136,23,1,Monocyte_family,family,0.9740992509079172,289
GSM4138140,23,1,Monocyte_family,family,0.9843287900271385,287
GSM4138132,23,2,cDC2_CD33,specific,0.925744187264741,279
GSM4138125,23,11,Macrophage_family,family,0.7142696442390031,263
GSM4138134,23,3,Mono_CD16,specific,0.9735676656563861,259
GSM4138146,23,3,Mono_CD16,specific,0.9521691380993482,252
GSM4138132,23,1,Monocyte_family,family,0.9911860164941747,243
GSM4138137,23,4,Macrophage_family,family,0.8019336842336413,237
GSM4138165,23,1,Monocyte_family,family,0.9765779129237658,234
GSM4138122,23,2,cDC2_CD33,specific,0.8833125223435533,221
GSM4138128,23,2,cDC2_CD33,specific,0.8833125223435533,221
GSM4138130,23,1,Monocyte_family,family,0.9814661944294645,220
GSM4138156,23,3,Mono_CD16,specific,0.9597756408531015,217
GSM4138152,23,2,cDC2_CD33,specific,0.8753259027795686,215
GSM4138162,23,2,cDC2_CD33,specific,0.9009437683043212,210
GSM4138130,23,3,Mono_CD16,specific,0.967795762667433,209
GSM4138142,23,2,cDC2_CD33,specific,0.9214275974514261,203
GSM4138122,23,3,Mono_CD16,specific,0.9786469968757998,198
GSM4138128,23,3,Mono_CD16,specific,0.9786469968757998,198
GSM4138110,23,2,cDC2_CD33,specific,0.9079984994810297,192
GSM4138163,23,1,Monocyte_family,family,0.9744018177690353,190
GSM4138163,23,2,cDC2_CD33,specific,0.9025591166160201,190
GSM4138154,23,1,Monocyte_family,family,0.9647767578559983,189
GSM4138120,23,1,Monocyte_family,family,0.9428048931629817,189
GSM4138124,23,1,Monocyte_family,family,0.9788533617266275,188
GSM4138162,23,1,Monocyte_family,family,0.9794770109347634,186
GSM4138136,23,3,Mono_CD16,specific,0.9666946565138261,185
GSM4138118,23,2,cDC2_CD33,specific,0.8841229528981931,184
GSM4138158,23,1,Monocyte_family,family,0.982654724120136,174
GSM4138166,23,1,Monocyte_family,family,0.9832573315532794,167
GSM4138136,23,2,cDC2_CD33,specific,0.89343618069242,166
GSM4138114,23,1,Monocyte_family,family,0.9754803844512273,165
GSM4138131,23,14,Ambiguous/Mixed,ambiguous,0.7669648120149918,159
GSM4138112,23,1,Monocyte_family,family,0.9755523653075178,157
GSM4138138,23,3,Mono_CD16,specific,0.9619004905930997,155
GSM4138166,23,2,cDC2_CD33,specific,0.8880000321408388,153
GSM4138130,23,2,cDC2_CD33,specific,0.914267409498835,149
GSM4138167,23,2,cDC2_CD33,specific,0.8615695922974992,148
GSM4138135,23,7,Ambiguous/Mixed,ambiguous,0.8668908087355595,142
