sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138116,23,1,Monocyte_family,family,0.9477537038871637,676
GSM4138134,23,1,Monocyte_family,family,0.988459966808178,618
GSM4138156,23,1,Monocyte_family,family,0.970893989838327,616
GSM4138126,23,1,Monocyte_family,family,0.9831106175823053,570
GSM4138123,23,4,Macrophage_family,family,0.7453668005935433,416
GSM4138120,23,2,cDC2_CD33,specific,0.8651313318190761,386
GSM4138160,23,1,Monocyte_family,family,0.9694521173572433,355
GSM4138142,23,1,Monocyte_family,family,0.9761939027050317,345
GSM4138134,23,2,cDC2_CD33,specific,0.9380582706990646,332
GSM4138110,23,1,Monocyte_family,family,0.9843830033277211,318
GSM4138135,23,4,Macrophage_family,family,0.7909136120853764,310
GSM4138138,23,1,Monocyte_family,family,0.9827414970593803,294
GSM4138140,23,2,cDC2_CD33,specific,0.9049230735716464,292
GSM4138136,23,1,Monocyte_family,family,0.9795798794299505,289
GSM4138140,23,1,Monocyte_family,family,0.9846284056508235,287
GSM4138132,23,2,cDC2_CD33,specific,0.9322305212427702,279
GSM4138125,23,11,Macrophage_family,family,0.7690106910568225,263
GSM4138134,23,3,Mono_CD16,specific,0.9752893845949576,259
GSM4138146,23,3,Mono_CD16,specific,0.959985168398041,252
GSM4138132,23,1,Monocyte_family,family,0.9941079917530725,243
GSM4138137,23,4,Macrophage_family,family,0.8249034212269432,237
GSM4138165,23,1,Monocyte_family,family,0.9789306871180786,234
GSM4138122,23,2,cDC2_CD33,specific,0.9003234931373009,221
GSM4138128,23,2,cDC2_CD33,specific,0.9003234931373009,221
GSM4138130,23,1,Monocyte_family,family,0.9857715547255717,220
GSM4138156,23,3,Mono_CD16,specific,0.9568908212022664,217
GSM4138152,23,2,cDC2_CD33,specific,0.8645664591235219,215
GSM4138162,23,2,cDC2_CD33,specific,0.8859613906813857,210
GSM4138130,23,3,Mono_CD16,specific,0.9601388543825307,209
GSM4138142,23,2,cDC2_CD33,specific,0.9246636241137576,203
GSM4138122,23,3,Mono_CD16,specific,0.9796358736359086,198
GSM4138128,23,3,Mono_CD16,specific,0.9796358736359086,198
GSM4138110,23,2,cDC2_CD33,specific,0.9039145607670431,192
GSM4138163,23,1,Monocyte_family,family,0.978309711214347,190
GSM4138163,23,2,cDC2_CD33,specific,0.8914822077614756,190
GSM4138154,23,1,Monocyte_family,family,0.9730607889292482,189
GSM4138120,23,1,Monocyte_family,family,0.9633511878750156,189
GSM4138124,23,1,Monocyte_family,family,0.9822258207624579,188
GSM4138162,23,1,Monocyte_family,family,0.9772570737445695,186
GSM4138136,23,3,Mono_CD16,specific,0.9670962470773316,185
GSM4138118,23,2,cDC2_CD33,specific,0.8850089943082576,184
