sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138134,17,1,Ambiguous/Mixed,ambiguous,0.9564816571725439,1208
GSM4138156,17,1,Ambiguous/Mixed,ambiguous,0.8942430469671653,910
GSM4138135,17,1,Ambiguous/Mixed,ambiguous,0.6799827781610767,791
GSM4138126,17,1,Ambiguous/Mixed,ambiguous,0.9527362503822029,754
GSM4138116,17,1,Ambiguous/Mixed,ambiguous,0.921859063942928,703
GSM4138140,17,1,Ambiguous/Mixed,ambiguous,0.9074706201396279,700
GSM4138142,17,1,Ambiguous/Mixed,ambiguous,0.9073387779406185,686
GSM4138137,17,1,Ambiguous/Mixed,ambiguous,0.760944555137395,676
GSM4138136,17,1,Ambiguous/Mixed,ambiguous,0.8983071178070957,638
GSM4138132,17,1,Ambiguous/Mixed,ambiguous,0.9332215748621393,634
GSM4138110,17,1,Ambiguous/Mixed,ambiguous,0.9116126366769164,625
GSM4138155,17,1,Ambiguous/Mixed,ambiguous,0.602115724827359,607
GSM4138120,17,1,Ambiguous/Mixed,ambiguous,0.846890588209144,606
GSM4138123,17,1,Ambiguous/Mixed,ambiguous,0.69384250773175,594
GSM4138130,17,1,Ambiguous/Mixed,ambiguous,0.9187907516407764,574
GSM4138138,17,1,Ambiguous/Mixed,ambiguous,0.8863480583955775,574
GSM4138128,17,1,Ambiguous/Mixed,ambiguous,0.8778952522570448,543
GSM4138122,17,1,Ambiguous/Mixed,ambiguous,0.8778952522570448,543
GSM4138125,17,1,Ambiguous/Mixed,ambiguous,0.7103375370683442,507
GSM4138141,17,1,Ambiguous/Mixed,ambiguous,0.7176003654559986,488
GSM4138160,17,1,Ambiguous/Mixed,ambiguous,0.8970156359462313,483
GSM4138162,17,1,Ambiguous/Mixed,ambiguous,0.8903449763710076,482
GSM4138139,17,1,Ambiguous/Mixed,ambiguous,0.6613984727160733,469
GSM4138145,17,1,Ambiguous/Mixed,ambiguous,0.7054932007101462,464
GSM4138166,17,1,Ambiguous/Mixed,ambiguous,0.8930343452393907,462
GSM4138152,17,1,Ambiguous/Mixed,ambiguous,0.8564057272384606,458
GSM4138146,17,1,Ambiguous/Mixed,ambiguous,0.8821015458178882,453
GSM4138165,17,1,Ambiguous/Mixed,ambiguous,0.8958687442704026,434
GSM4138163,17,1,Ambiguous/Mixed,ambiguous,0.907456430436349,423
GSM4138131,17,1,Ambiguous/Mixed,ambiguous,0.7228153387446619,379
GSM4138154,17,1,Ambiguous/Mixed,ambiguous,0.828703408821198,358
GSM4138112,17,1,Ambiguous/Mixed,ambiguous,0.8911251844670601,353
GSM4138114,17,1,Ambiguous/Mixed,ambiguous,0.8776525790581275,349
GSM4138127,17,1,Ambiguous/Mixed,ambiguous,0.7252966702973188,342
GSM4138167,17,1,Ambiguous/Mixed,ambiguous,0.8860657128214239,339
GSM4138124,17,1,Ambiguous/Mixed,ambiguous,0.9180306190916478,332
GSM4138143,17,1,Ambiguous/Mixed,ambiguous,0.7136559401875107,309
GSM4138117,17,1,Ambiguous/Mixed,ambiguous,0.731579950083016,299
GSM4138144,17,1,Ambiguous/Mixed,ambiguous,0.8447301209011375,296
GSM4138118,17,1,Ambiguous/Mixed,ambiguous,0.8806061203810139,291
GSM4138133,17,1,Ambiguous/Mixed,ambiguous,0.7322725713381031,285
GSM4138161,17,1,Ambiguous/Mixed,ambiguous,0.6733900120003447,283
GSM4138158,17,1,Ambiguous/Mixed,ambiguous,0.895562265736303,277
GSM4138111,17,1,Ambiguous/Mixed,ambiguous,0.7033283095234525,273
GSM4138131,17,3,Ambiguous/Mixed,ambiguous,0.742286334848258,239
GSM4138129,17,1,Ambiguous/Mixed,ambiguous,0.7327903692100024,230
GSM4138150,17,1,Ambiguous/Mixed,ambiguous,0.897909786957394,190
GSM4138148,17,1,Ambiguous/Mixed,ambiguous,0.84862915163583,176
GSM4138121,17,1,Ambiguous/Mixed,ambiguous,0.637290501145087,165
GSM4138164,17,1,Ambiguous/Mixed,ambiguous,0.8405758277504751,154
GSM4138157,17,1,Ambiguous/Mixed,ambiguous,0.7077876819974431,137
GSM4138115,17,1,Ambiguous/Mixed,ambiguous,0.7535062421395371,136
GSM4138113,17,1,Ambiguous/Mixed,ambiguous,0.7517794469012833,130
GSM4138159,17,1,Ambiguous/Mixed,ambiguous,0.7292001878706018,129
GSM4138161,17,2,DC_pDC,specific,0.8388476215445075,107
GSM4138119,17,1,Ambiguous/Mixed,ambiguous,0.6315585732975253,106
GSM4138131,17,2,DC_pDC,specific,0.899499147701942,102
GSM4138139,17,3,Ambiguous/Mixed,ambiguous,0.8238625724987324,94
GSM4138127,17,3,Ambiguous/Mixed,ambiguous,0.8399157731836319,85
GSM4138141,17,2,DC_pDC,specific,0.872884211290669,79
GSM4138111,17,2,DC_pDC,specific,0.7585732705976863,75
GSM4138145,17,2,DC_pDC,specific,0.8730018788423619,59
GSM4138123,17,2,DC_pDC,specific,0.9219823949716895,55
GSM4138153,17,1,Ambiguous/Mixed,ambiguous,0.7571363845666212,52
GSM4138143,17,2,DC_pDC,specific,0.9010230088025778,49
GSM4138139,17,4,Mast,specific,0.9760707050546682,49
GSM4138141,17,3,Ambiguous/Mixed,ambiguous,0.9010852453912294,46
GSM4138155,17,2,DC_pDC,specific,0.9313119615696803,45
GSM4138113,17,2,DC_pDC,specific,0.7790241772949414,39
GSM4138161,17,3,Ambiguous/Mixed,ambiguous,0.8624332887908328,33
GSM4138147,17,2,DC_pDC,specific,0.925292417692126,32
GSM4138172,17,1,Ambiguous/Mixed,ambiguous,0.9250675073025703,29
GSM4138137,17,3,Ambiguous/Mixed,ambiguous,0.9104432698490477,29
GSM4138129,17,2,DC_pDC,specific,0.9619947733683699,27
GSM4138112,17,2,DC_pDC,specific,0.9602570049670208,27
GSM4138135,17,3,Ambiguous/Mixed,ambiguous,0.9027923632356255,26
GSM4138143,17,4,Mast,specific,0.9711950399790478,26
GSM4138139,17,2,DC_pDC,specific,0.9691574724819125,25
GSM4138127,17,2,DC_pDC,specific,0.9545721348909166,25
GSM4138149,17,1,Ambiguous/Mixed,ambiguous,0.9201138462142596,24
GSM4138171,17,1,Ambiguous/Mixed,ambiguous,0.9869510290006211,24
GSM4138111,17,4,Mast,specific,0.9777467774819784,24
GSM4138160,17,2,DC_pDC,specific,0.980833886723325,23
GSM4138110,17,2,DC_pDC,specific,0.957927971353203,23
GSM4138147,17,1,Ambiguous/Mixed,ambiguous,0.7769606233087982,23
GSM4138170,17,1,Ambiguous/Mixed,ambiguous,0.9554491799751693,22
GSM4138130,17,2,DC_pDC,specific,0.9635006795258367,22
GSM4138133,17,2,DC_pDC,specific,0.9840886463775538,22
GSM4138128,17,2,DC_pDC,specific,0.9852221605078891,21
GSM4138122,17,2,DC_pDC,specific,0.9852221605078891,21
GSM4138115,17,2,DC_pDC,specific,0.9691565220072408,21
GSM4138156,17,2,DC_pDC,specific,0.9620974772623492,19
GSM4138151,17,2,DC_pDC,specific,0.9603088755093212,18
GSM4138151,17,1,Ambiguous/Mixed,ambiguous,0.971129544509469,18
GSM4138135,17,4,Mast,specific,1.0,18
GSM4138121,17,3,Ambiguous/Mixed,ambiguous,0.9157733135540039,18
GSM4138135,17,2,DC_pDC,specific,0.9784301578221191,18
GSM4138134,17,2,DC_pDC,specific,0.9871598340956714,18
GSM4138157,17,2,DC_pDC,specific,0.9465188856506419,18
GSM4138162,17,2,DC_pDC,specific,0.9874852193913165,18
GSM4138155,17,9,Ambiguous/Mixed,ambiguous,0.9485427231163495,17
GSM4138152,17,2,DC_pDC,specific,0.9921940205963988,17
GSM4138163,17,2,DC_pDC,specific,0.9858316108356697,17
GSM4138131,17,4,Mast,specific,0.9845419573020023,17
GSM4138155,17,4,Mast,specific,0.9491554127543788,16
GSM4138169,17,1,Ambiguous/Mixed,ambiguous,0.9861086279777734,16
GSM4138117,17,2,DC_pDC,specific,0.9528621852287787,15
GSM4138117,17,4,Mast,specific,0.9848958966969695,15
