sample,K,gep,label,label_kind,whole_gep_ROGUE,whole_gep_n_cells,matched_n_cells,matched_frac,matched_ROGUE,contamination_delta
GSM4138115,9,6,DC_pDC,specific,0.9816087420119992,19,19,1.0,0.9816087420119992,0.0
GSM4138120,9,2,DC_family,family,0.9811159638729601,18,18,1.0,0.9811159638729601,0.0
GSM4138171,9,2,DC_family,family,1.0,18,15,0.8333333333333334,1.0,0.0
GSM4138172,9,2,DC_family,family,0.9754958122373675,18,16,0.8888888888888888,0.9863191889443204,0.01082337670695288
GSM4138145,9,8,DC_family,family,0.9782002683833607,18,18,1.0,0.9782002683833607,0.0
GSM4138152,9,2,DC_family,family,0.9871090852553972,17,17,1.0,0.9871090852553972,0.0
GSM4138130,9,6,DC_pDC,specific,0.9652784490766921,17,17,1.0,0.9652784490766921,0.0
GSM4138121,9,2,DC_family,family,0.9282525272686811,17,16,0.9411764705882353,0.9242480323460905,-0.004004494922590585
GSM4138153,9,1,Mono_CD14_ID1,specific,0.9864745868198048,17,0,0.0,,
GSM4138162,9,6,DC_pDC,specific,0.9897606953288196,17,17,1.0,0.9897606953288196,0.0
GSM4138157,9,6,DC_pDC,specific,0.978093154163344,16,16,1.0,0.978093154163344,0.0
GSM4138163,9,6,DC_pDC,specific,0.9941087355013785,16,16,1.0,0.9941087355013785,0.0
GSM4138121,9,6,DC_pDC,specific,0.975345479450801,16,12,0.75,,
GSM4138159,9,3,Macrophage_family,family,0.9729532809172062,16,16,1.0,0.9729532809172062,0.0
GSM4138137,9,8,DC_family,family,0.948549955779736,16,16,1.0,0.948549955779736,0.0
GSM4138117,9,9,Mast,specific,0.9848958966969695,15,15,1.0,0.9848958966969695,0.0
GSM4138134,9,6,DC_pDC,specific,0.9856991785152992,15,15,1.0,0.9856991785152992,0.0
GSM4138147,9,2,DC_family,family,0.9840307386621786,15,13,0.8666666666666667,,
GSM4138151,9,6,DC_pDC,specific,0.9806392337550041,15,15,1.0,0.9806392337550041,0.0
GSM4138115,9,3,Macrophage_family,family,0.9727088844047236,15,13,0.8666666666666667,,
GSM4138134,10,1,Monocyte_family,family,0.9813825816281553,822,816,0.9927007299270073,0.9866231696838874,0.005240588055732132
GSM4138116,10,1,Monocyte_family,family,0.9471155441026594,680,679,0.9985294117647059,0.9514414386005464,0.004325894497887006
GSM4138126,10,1,Monocyte_family,family,0.9705696717857791,676,665,0.9837278106508875,0.9798975543850867,0.009327882599307613
GSM4138156,10,1,Monocyte_family,family,0.9559831593542805,649,624,0.9614791987673343,0.9657507411180293,0.009767581763748812
GSM4138120,10,1,Monocyte_family,family,0.8982835326407963,512,491,0.958984375,0.9146364251194787,0.016352892478682435
GSM4138142,10,1,Monocyte_family,family,0.9542347427260781,489,474,0.9693251533742331,0.9599876886731409,0.005752945947062771
GSM4138110,10,1,Monocyte_family,family,0.9646955391952554,463,460,0.9935205183585313,0.9671629864974963,0.0024674473022409105
GSM4138140,10,1,Monocyte_family,family,0.9651154352104648,460,449,0.9760869565217392,0.9859309969766318,0.020815561766166946
GSM4138132,10,1,Monocyte_family,family,0.9751290310024602,416,411,0.9879807692307693,0.9884635572138755,0.013334526211415287
GSM4138160,10,1,Monocyte_family,family,0.9398099476786865,414,400,0.966183574879227,0.9665267930695468,0.026716845390860278
GSM4138123,10,4,Macrophage_family,family,0.7545476334101728,396,394,0.9949494949494949,0.7548267887833832,0.0002791553732103269
GSM4138136,10,1,Monocyte_family,family,0.9596487329854694,390,377,0.9666666666666667,0.9752513814884778,0.01560264850300841
GSM4138134,10,2,Mono_CD16,specific,0.9564230412209733,389,132,0.3393316195372751,0.9695591587489021,0.013136117527928759
GSM4138138,10,1,Monocyte_family,family,0.9755352914513403,377,370,0.9814323607427056,0.9831363449298423,0.007601053478501929
GSM4138163,10,1,Monocyte_family,family,0.9546008630896596,347,337,0.9711815561959655,0.9622252202013246,0.007624357111664981
GSM4138125,10,8,Macrophage_family,family,0.754166117275118,337,335,0.9940652818991098,0.75309277848573,-0.0010733387893879787
GSM4138162,10,1,Monocyte_family,family,0.9676297259970954,324,316,0.9753086419753086,0.9740905198343663,0.0064607938372709395
GSM4138128,10,2,Mono_CD16,specific,0.9075087563898493,319,139,0.43573667711598746,0.9776116977859656,0.07010294139611628
GSM4138122,10,2,Mono_CD16,specific,0.9075087563898493,319,139,0.43573667711598746,0.9776116977859656,0.07010294139611628
GSM4138135,10,4,Macrophage_family,family,0.7721522067257113,307,302,0.9837133550488599,0.7749058863499257,0.0027536796242144668
GSM4138152,10,1,Monocyte_family,family,0.9415305772599165,303,287,0.9471947194719472,0.9505472796100222,0.009016702350105654
GSM4138130,10,1,Monocyte_family,family,0.9572778575532774,302,291,0.9635761589403974,0.9817288540030108,0.024450996449733364
GSM4138146,10,2,Mono_CD16,specific,0.9292688100228726,291,200,0.6872852233676976,0.9622686828921565,0.03299987286928385
GSM4138154,10,1,Monocyte_family,family,0.9049546515737832,289,269,0.9307958477508651,0.9463368326881778,0.04138218111439462
GSM4138130,10,2,Mono_CD16,specific,0.9315531560379615,280,116,0.4142857142857143,0.9812775037239836,0.049724347686022075
GSM4138118,10,1,Monocyte_family,family,0.9135377571930902,269,260,0.966542750929368,0.9322147406641352,0.018676983471045072
GSM4138165,10,1,Monocyte_family,family,0.951540610453507,268,257,0.9589552238805971,0.9802228306394676,0.02868222018596056
GSM4138156,10,2,Mono_CD16,specific,0.9426509533484065,259,150,0.5791505791505791,0.9674540600296433,0.024803106681236753
GSM4138166,10,1,Monocyte_family,family,0.9610237781309163,252,240,0.9523809523809523,0.9806792341511266,0.019655456020210238
GSM4138136,10,2,Mono_CD16,specific,0.9260208221150259,240,110,0.4583333333333333,0.978914746972955,0.0528939248579291
GSM4138114,10,1,Monocyte_family,family,0.950444565028107,234,220,0.9401709401709402,0.9835861880931396,0.033141623065032544
GSM4138124,10,1,Monocyte_family,family,0.9840038578943484,229,229,1.0,0.9840038578943484,0.0
GSM4138140,10,2,Mono_CD16,specific,0.9408611877919489,229,77,0.33624454148471616,0.9699730019986887,0.029111814206739806
GSM4138137,10,4,Macrophage_family,family,0.8157274302628316,228,226,0.9912280701754386,0.8168250092901403,0.0010975790273087815
GSM4138158,10,1,Monocyte_family,family,0.9600174484735479,220,211,0.9590909090909091,0.9755491385372909,0.015531690063742998
GSM4138132,10,2,Mono_CD16,specific,0.9488970805395623,220,58,0.2636363636363636,0.9814133723188372,0.03251629177927484
GSM4138128,10,1,Monocyte_family,family,0.9692065393517582,216,202,0.9351851851851852,0.9934819689593046,0.024275429607546473
GSM4138122,10,1,Monocyte_family,family,0.9692065393517582,216,202,0.9351851851851852,0.9934819689593046,0.024275429607546473
GSM4138167,10,1,Monocyte_family,family,0.9697774706090806,215,209,0.9720930232558139,0.9849794488248325,0.015201978215751866
GSM4138141,10,1,Monocyte_family,family,0.9286476366704655,207,193,0.9323671497584541,0.9509498712241673,0.02230223455370184
GSM4138166,10,2,Mono_CD16,specific,0.9016888023477582,200,117,0.585,0.9621941145544404,0.060505312206682205
GSM4138138,10,2,Mono_CD16,specific,0.9653522065408984,194,112,0.5773195876288659,0.9668810029523296,0.0015287964114312214
GSM4138142,10,2,Mono_CD16,specific,0.9525511573838954,192,108,0.5625,0.9665257719433304,0.01397461455943505
GSM4138145,10,1,Monocyte_family,family,0.8532364317746807,186,144,0.7741935483870968,0.9089000408996144,0.05566360912493373
GSM4138112,10,1,Monocyte_family,family,0.9560656042919441,185,177,0.9567567567567568,0.9902895971005428,0.03422399280859867
GSM4138145,10,3,DC_family,family,0.7668870532963505,184,176,0.9565217391304348,0.7662649688498501,-0.0006220844465004705
GSM4138155,10,3,DC_family,family,0.7274080823742917,175,148,0.8457142857142858,0.7383643203638589,0.010956237989567241
GSM4138131,10,4,Macrophage_family,family,0.7870255031780478,169,89,0.5266272189349113,0.8273176963125459,0.040292193134498167
GSM4138112,10,2,Mono_CD16,specific,0.9159627410392819,164,95,0.5792682926829268,0.9618001923997429,0.04583745136046102
GSM4138144,10,1,Monocyte_family,family,0.9431139606107838,162,142,0.8765432098765432,0.9679938117221207,0.024879851111336948
GSM4138165,10,2,Mono_CD16,specific,0.9019502812707811,161,93,0.577639751552795,0.9446544771791544,0.042704195908373266
GSM4138146,10,1,Monocyte_family,family,0.9502974700164851,159,151,0.949685534591195,0.9693924645856737,0.019094994569188617
GSM4138110,10,2,Mono_CD16,specific,0.9189740352638536,157,78,0.4968152866242038,0.97761328954427,0.058639254280416386
GSM4138155,10,1,Monocyte_family,family,0.8449901466004469,154,136,0.8831168831168831,0.8723240178191658,0.027333871218718886
GSM4138162,10,2,Mono_CD16,specific,0.910952528535737,139,63,0.45323741007194246,0.9689990847188696,0.05804655618313259
GSM4138152,10,2,Mono_CD16,specific,0.9234939884514818,138,89,0.644927536231884,0.9413199538988823,0.01782596544740056
GSM4138150,10,1,Monocyte_family,family,0.9501175358460741,127,122,0.9606299212598425,0.9710642212761129,0.02094668543003886
GSM4138117,10,1,Monocyte_family,family,0.8583848740528922,124,88,0.7096774193548387,0.8964661642605914,0.03808129020769924
GSM4138127,10,1,Monocyte_family,family,0.9334078731011674,116,104,0.896551724137931,0.9289958073890564,-0.004412065712110946
GSM4138167,10,2,Mono_CD16,specific,0.8903326652121378,112,29,0.25892857142857145,0.9625303423920475,0.07219767717990966
GSM4138131,10,7,DC_pDC,specific,0.9053547193725107,110,106,0.9636363636363636,0.9185940501920142,0.01323933081950357
GSM4138144,10,2,Mono_CD16,specific,0.9578988846245348,110,64,0.5818181818181818,0.9749122264211482,0.0170133417966134
GSM4138148,10,1,Monocyte_family,family,0.9468203139209714,109,101,0.926605504587156,0.9841171477227778,0.03729683380180637
GSM4138124,10,2,Mono_CD16,specific,0.9087122057436673,108,48,0.4444444444444444,0.969665210227224,0.06095300448355667
GSM4138161,10,7,DC_pDC,specific,0.8669479000470499,107,106,0.9906542056074766,0.8573154205164121,-0.009632479530637839
GSM4138139,10,1,Monocyte_family,family,0.9015484957566525,107,71,0.6635514018691588,0.9410230439076034,0.03947454815095086
GSM4138135,10,1,Monocyte_family,family,0.9245104343425377,105,54,0.5142857142857142,0.9721106083682849,0.04760017402574723
GSM4138143,10,3,DC_family,family,0.7687836398699405,102,83,0.8137254901960784,0.814880006138983,0.046096366269042566
GSM4138137,10,1,Monocyte_family,family,0.9134888368831342,102,48,0.47058823529411764,0.9726719051411793,0.05918306825804509
GSM4138114,10,2,Mono_CD16,specific,0.8954024980192478,102,60,0.5882352941176471,0.9638175783207804,0.06841508030153265
GSM4138161,10,3,DC_family,family,0.7538115245275605,101,89,0.8811881188118812,0.7678885360803431,0.014077011552782626
GSM4138141,10,3,DC_family,family,0.8356393113913131,99,83,0.8383838383838383,0.8441654516135785,0.008526140222265388
GSM4138161,10,1,Monocyte_family,family,0.8972736526686034,97,84,0.865979381443299,0.9367507857220929,0.039477133053489544
GSM4138139,10,4,Macrophage_family,family,0.8331367401380043,97,96,0.9896907216494846,0.8293318391769965,-0.003804900961007829
GSM4138164,10,1,Monocyte_family,family,0.9662427418924303,91,88,0.967032967032967,0.9801412957445363,0.013898553852106033
GSM4138125,10,1,Monocyte_family,family,0.9505118449303743,86,77,0.8953488372093024,0.9705920034819351,0.020080158551560756
GSM4138137,10,8,Macrophage_family,family,0.8344264530037081,81,81,1.0,0.8344264530037081,0.0
GSM4138126,10,2,Mono_CD16,specific,0.9644699692952327,81,23,0.2839506172839506,1.0,0.035530030704767346
GSM4138115,10,3,DC_family,family,0.8243875521290319,80,71,0.8875,0.8335706002059003,0.009183048076868428
GSM4138143,10,1,Monocyte_family,family,0.8690310045834176,80,55,0.6875,0.9268151834361955,0.05778417885277787
GSM4138133,10,3,DC_family,family,0.8697639261637394,76,59,0.7763157894736842,0.857449173412869,-0.012314752750870461
GSM4138139,10,8,Macrophage_family,family,0.7785106551726442,74,72,0.972972972972973,0.7781004618448597,-0.0004101933277844694
GSM4138120,10,2,Mono_CD16,specific,0.9175520391918406,74,24,0.32432432432432434,0.9596757142031672,0.04212367501132663
GSM4138141,10,7,DC_pDC,specific,0.915848528113676,73,72,0.9863013698630136,0.9165508686482305,0.0007023405345545353
GSM4138133,10,4,Macrophage_family,family,0.8312055234390129,71,67,0.9436619718309859,0.8206488560328709,-0.010556667406142028
GSM4138155,10,8,Macrophage_family,family,0.7536387235058393,71,71,1.0,0.7536387235058393,0.0
GSM4138129,10,1,Monocyte_family,family,0.9469292228541981,70,59,0.8428571428571429,0.9595153293130382,0.012586106458840063
GSM4138131,10,2,Mono_CD16,specific,0.9167680901619377,68,5,0.07352941176470588,,
GSM4138141,10,2,Mono_CD16,specific,0.9458500263333343,67,29,0.43283582089552236,0.9795622594124764,0.03371223307914217
GSM4138160,10,2,Mono_CD16,specific,0.9587210442728091,65,36,0.5538461538461539,0.9900033659049698,0.031282321632160714
GSM4138111,10,3,DC_family,family,0.8003291879787784,65,55,0.8461538461538461,0.8197729401039903,0.019443752125211877
GSM4138117,10,4,Macrophage_family,family,0.8404572429924667,64,63,0.984375,0.8464349228233946,0.0059776798309278956
GSM4138131,10,9,DC_family,family,0.8695062122729617,64,63,0.984375,0.864131886986955,-0.005374325286006676
GSM4138111,10,7,DC_pDC,specific,0.8970584604838131,64,64,1.0,0.8970584604838131,0.0
GSM4138163,10,2,Mono_CD16,specific,0.9460253919609819,63,23,0.36507936507936506,0.9838436758508947,0.03781828388991282
GSM4138131,10,1,Monocyte_family,family,0.9296471161541309,63,57,0.9047619047619048,0.9298995266638352,0.0002524105097043705
GSM4138141,10,4,Macrophage_family,family,0.8685347144884038,62,49,0.7903225806451613,0.8950741750244535,0.02653946053604972
GSM4138150,10,2,Mono_CD16,specific,0.9398843820277918,61,35,0.5737704918032787,0.9785444665693842,0.03866008454159242
GSM4138131,10,3,DC_family,family,0.8514923873873103,60,50,0.8333333333333334,0.8496489231246338,-0.001843464262676453
GSM4138139,10,10,Mast,specific,0.966827109414383,59,59,1.0,0.966827109414383,0.0
GSM4138113,10,1,Monocyte_family,family,0.9244230885146714,56,53,0.9464285714285714,0.9315943134474772,0.007171224932805864
GSM4138164,10,2,Mono_CD16,specific,0.9396523208726991,55,21,0.38181818181818183,0.9829393430119403,0.04328702213924118
GSM4138141,10,9,DC_family,family,0.8827440521678653,53,53,1.0,0.8827440521678653,0.0
GSM4138157,10,3,DC_family,family,0.8129768990298566,53,39,0.7358490566037735,0.8868953799477981,0.07391848091794151
GSM4138111,10,1,Monocyte_family,family,0.9137878662227187,53,37,0.6981132075471698,0.9238355136027818,0.01004764738006314
GSM4138154,10,2,Mono_CD16,specific,0.9473208759634055,52,30,0.5769230769230769,0.951042806610867,0.0037219306474615133
GSM4138148,10,2,Mono_CD16,specific,0.9250748096306702,52,34,0.6538461538461539,0.9692635348384981,0.044188725207827906
GSM4138139,10,3,DC_family,family,0.8940364193112427,51,43,0.8431372549019608,0.9101763229533382,0.0161399036420955
GSM4138155,10,7,DC_pDC,specific,0.9011069531084976,51,50,0.9803921568627451,0.9062361607604512,0.005129207651953571
GSM4138123,10,7,DC_pDC,specific,0.9508575041839805,48,48,1.0,0.9508575041839805,0.0
GSM4138111,10,2,Mono_CD16,specific,0.8998732598878716,46,28,0.6086956521739131,0.909342322893809,0.009469063005937417
GSM4138159,10,3,DC_family,family,0.8172620913720567,46,38,0.8260869565217391,0.8237717741498397,0.006509682777782966
GSM4138143,10,7,DC_pDC,specific,0.9295762244202338,46,46,1.0,0.9295762244202338,0.0
GSM4138145,10,7,DC_pDC,specific,0.945258029964264,45,45,1.0,0.945258029964264,0.0
GSM4138143,10,2,Mono_CD16,specific,0.945674053745517,44,13,0.29545454545454547,,
GSM4138158,10,2,Mono_CD16,specific,0.9688520387851621,43,19,0.4418604651162791,0.9852479955603701,0.016395956775207998
GSM4138119,10,1,Monocyte_family,family,0.8931867386069501,42,35,0.8333333333333334,0.9328977822112251,0.03971104360427502
GSM4138129,10,8,Macrophage_family,family,0.875590907808813,42,42,1.0,0.875590907808813,0.0
GSM4138123,10,3,DC_family,family,0.7913500330632482,42,36,0.8571428571428571,0.8063788391672674,0.015028806104019132
GSM4138143,10,9,DC_family,family,0.8539487688654224,42,42,1.0,0.8539487688654224,0.0
GSM4138121,10,1,Monocyte_family,family,0.9041062020513686,40,35,0.875,0.9696121647545447,0.0655059627031761
GSM4138135,10,3,DC_family,family,0.8762579145582194,39,19,0.48717948717948717,0.9134610109205666,0.0372030963623472
GSM4138145,10,2,Mono_CD16,specific,0.9795749355481274,38,12,0.3157894736842105,,
GSM4138159,10,1,Monocyte_family,family,0.958876157576403,36,31,0.8611111111111112,0.9585732701151909,-0.000302887461212098
GSM4138125,10,4,Macrophage_family,family,0.8994232062551781,36,36,1.0,0.8994232062551781,0.0
GSM4138137,10,3,DC_family,family,0.8698362000428757,35,17,0.4857142857142857,0.9190058279471073,0.04916962790423163
GSM4138135,10,8,Macrophage_family,family,0.8591470593181161,35,35,1.0,0.8591470593181161,0.0
GSM4138139,10,2,Mono_CD16,specific,0.9501933802406031,35,10,0.2857142857142857,,
GSM4138129,10,4,Macrophage_family,family,0.909118969181269,34,34,1.0,0.909118969181269,0.0
GSM4138113,10,7,DC_pDC,specific,0.9360748270364975,33,33,1.0,0.9360748270364975,0.0
GSM4138143,10,10,Mast,specific,0.9748135904112316,31,31,1.0,0.9748135904112316,0.0
GSM4138147,10,7,DC_pDC,specific,0.935324749011505,31,31,1.0,0.935324749011505,0.0
GSM4138135,10,9,DC_family,family,0.9258735720252302,30,30,1.0,0.9258735720252302,0.0
GSM4138133,10,1,Monocyte_family,family,0.9591286501309939,29,12,0.41379310344827586,,
GSM4138127,10,7,DC_pDC,specific,0.9419975452784044,29,27,0.9310344827586207,0.9538411986320278,0.011843653353623362
GSM4138119,10,3,DC_family,family,0.7841669029157519,28,19,0.6785714285714286,0.9295676512830765,0.14540074836732464
GSM4138155,10,4,Macrophage_family,family,0.9395178704164566,28,27,0.9642857142857143,0.9513011459887107,0.011783275572254115
GSM4138157,10,1,Monocyte_family,family,0.9659744337085671,28,20,0.7142857142857143,0.9840334619762012,0.01805902826763417
GSM4138117,10,3,DC_family,family,0.9294505281939935,28,25,0.8928571428571429,0.9320020172135487,0.002551489019555153
GSM4138111,10,10,Mast,specific,0.9050661191766445,28,28,1.0,0.9050661191766445,0.0
GSM4138113,10,3,DC_family,family,0.8740270758704553,27,27,1.0,0.8740270758704553,0.0
GSM4138135,10,2,Mono_CD16,specific,0.9676991640382285,26,3,0.11538461538461539,,
GSM4138119,10,8,Macrophage_family,family,0.8760046119891902,25,25,1.0,0.8760046119891902,0.0
GSM4138129,10,7,DC_pDC,specific,0.9868286715955322,25,25,1.0,0.9868286715955322,0.0
GSM4138144,10,3,DC_family,family,0.9781844894572163,25,25,1.0,0.9781844894572163,0.0
GSM4138112,10,7,DC_pDC,specific,0.9670409840078681,25,25,1.0,0.9670409840078681,0.0
GSM4138127,10,8,Macrophage_family,family,0.9551348531414955,25,24,0.96,0.9458475091707391,-0.009287343970756368
GSM4138155,10,9,DC_family,family,0.9095891198160622,25,25,1.0,0.9095891198160622,0.0
GSM4138125,10,3,DC_family,family,0.9204911424777072,24,15,0.625,0.9559473606852438,0.03545621820753653
GSM4138129,10,3,DC_family,family,0.9201825036506178,24,20,0.8333333333333334,0.9773750861544296,0.05719258250381176
GSM4138123,10,1,Monocyte_family,family,0.9497458291067338,23,20,0.8695652173913043,0.9448726919425707,-0.004873137164163044
GSM4138160,10,7,DC_pDC,specific,0.980833886723325,23,23,1.0,0.980833886723325,0.0
GSM4138153,10,3,DC_family,family,0.922645268527941,23,18,0.782608695652174,0.932579393213612,0.009934124685671009
GSM4138113,10,2,Mono_CD16,specific,0.939604105750446,23,12,0.5217391304347826,,
GSM4138139,10,9,DC_family,family,0.9422756010989471,22,22,1.0,0.9422756010989471,0.0
GSM4138162,10,3,DC_family,family,0.9884703085427223,22,22,1.0,0.9884703085427223,0.0
GSM4138139,10,7,DC_pDC,specific,0.9506174967437965,22,22,1.0,0.9506174967437965,0.0
GSM4138120,10,3,DC_family,family,0.9628306238385708,22,22,1.0,0.9628306238385708,0.0
GSM4138135,10,10,Mast,specific,1.0,21,21,1.0,1.0,0.0
GSM4138123,10,9,DC_family,family,0.9565098966662946,21,20,0.9523809523809523,0.9560392840687579,-0.0004706125975366682
GSM4138133,10,7,DC_pDC,specific,0.9780104357713506,21,21,1.0,0.9780104357713506,0.0
GSM4138116,10,2,Mono_CD16,specific,0.9842694746206083,21,15,0.7142857142857143,0.9836055443637416,-0.0006639302568667294
GSM4138137,10,2,Mono_CD16,specific,0.9914975282969861,20,2,0.1,,
GSM4138110,10,7,DC_pDC,specific,0.9697106021963595,20,20,1.0,0.9697106021963595,0.0
GSM4138128,10,7,DC_pDC,specific,0.9782659584116306,20,20,1.0,0.9782659584116306,0.0
GSM4138122,10,7,DC_pDC,specific,0.9782659584116306,20,20,1.0,0.9782659584116306,0.0
GSM4138127,10,2,Mono_CD16,specific,0.9434034012598295,20,1,0.05,,
GSM4138152,10,3,DC_family,family,0.9745412407235607,20,20,1.0,0.9745412407235607,0.0
GSM4138168,10,7,DC_pDC,specific,0.9457890908623999,20,20,1.0,0.9457890908623999,0.0
GSM4138115,10,9,DC_family,family,0.959043731436514,19,19,1.0,0.959043731436514,0.0
GSM4138115,10,7,DC_pDC,specific,0.9816087420119992,19,19,1.0,0.9816087420119992,0.0
GSM4138155,10,10,Mast,specific,0.9381206978557273,19,19,1.0,0.9381206978557273,0.0
GSM4138135,10,7,DC_pDC,specific,0.9592348250153161,19,17,0.8947368421052632,0.9787886250594097,0.019553800044093572
GSM4138133,10,9,DC_family,family,0.880236894807487,19,19,1.0,0.880236894807487,0.0
GSM4138121,10,3,DC_family,family,0.9124308691849021,19,16,0.8421052631578947,0.9242480323460905,0.011817163161188415
GSM4138131,10,10,Mast,specific,0.9564196483172959,19,18,0.9473684210526315,0.9764376533440459,0.020018005026749996
GSM4138127,10,3,DC_family,family,0.9725300008517392,18,16,0.8888888888888888,1.0,0.02746999914826076
GSM4138145,10,9,DC_family,family,0.9782002683833607,18,18,1.0,0.9782002683833607,0.0
GSM4138171,10,3,DC_family,family,1.0,18,15,0.8333333333333334,1.0,0.0
GSM4138161,10,2,Mono_CD16,specific,0.9722161736903613,18,9,0.5,,
GSM4138130,10,7,DC_pDC,specific,0.9928521640048311,17,17,1.0,0.9928521640048311,0.0
GSM4138133,10,2,Mono_CD16,specific,0.9874254293449747,17,1,0.058823529411764705,,
GSM4138162,10,7,DC_pDC,specific,0.9897606953288196,17,17,1.0,0.9897606953288196,0.0
GSM4138154,10,3,DC_family,family,0.9579609715788284,17,17,1.0,0.9579609715788284,0.0
GSM4138172,10,3,DC_family,family,0.9746524486080247,17,15,0.8823529411764706,0.9858294555488663,0.01117700694084156
GSM4138127,10,4,Macrophage_family,family,0.94379714562899,17,12,0.7058823529411765,,
GSM4138118,10,2,Mono_CD16,specific,0.986381416823375,17,6,0.35294117647058826,,
GSM4138163,10,7,DC_pDC,specific,0.9941087355013785,16,16,1.0,0.9941087355013785,0.0
GSM4138157,10,7,DC_pDC,specific,0.978093154163344,16,16,1.0,0.978093154163344,0.0
GSM4138121,10,7,DC_pDC,specific,0.975345479450801,16,12,0.75,,
GSM4138155,10,2,Mono_CD16,specific,0.9792580468538428,16,6,0.375,,
GSM4138143,10,4,Macrophage_family,family,0.9582337883714681,16,15,0.9375,0.9688782310315183,0.010644442660050157
GSM4138117,10,2,Mono_CD16,specific,0.9751299018820724,16,5,0.3125,,
GSM4138159,10,4,Macrophage_family,family,0.9729532809172062,16,16,1.0,0.9729532809172062,0.0
GSM4138137,10,9,DC_family,family,0.948549955779736,16,16,1.0,0.948549955779736,0.0
GSM4138169,10,3,DC_family,family,1.0,15,14,0.9333333333333333,,
GSM4138151,10,7,DC_pDC,specific,0.9806392337550041,15,15,1.0,0.9806392337550041,0.0
GSM4138115,10,4,Macrophage_family,family,0.9727088844047236,15,13,0.8666666666666667,,
GSM4138117,10,10,Mast,specific,0.9848958966969695,15,15,1.0,0.9848958966969695,0.0
GSM4138147,10,3,DC_family,family,0.9840307386621786,15,13,0.8666666666666667,,
GSM4138148,10,3,DC_family,family,0.9935131467076675,15,15,1.0,0.9935131467076675,0.0
GSM4138123,11,3,Macrophage_family,family,0.7546265596706583,389,388,0.9974293059125964,0.7550250269160677,0.00039846724540937295
GSM4138125,11,7,Macrophage_family,family,0.7557976687136225,330,328,0.9939393939393939,0.7563726977368359,0.0005750290232133803
GSM4138135,11,3,Macrophage_family,family,0.7902687975309766,277,275,0.9927797833935018,0.7872664089391785,-0.003002388591798022
GSM4138137,11,3,Macrophage_family,family,0.8227801004590074,212,210,0.9905660377358491,0.8189581281561245,-0.0038219723028829478
GSM4138145,11,2,DC_family,family,0.7725903251773645,174,166,0.9540229885057471,0.7712659257064445,-0.0013243994709200013
GSM4138155,11,2,DC_family,family,0.7214206096065487,167,144,0.8622754491017964,0.7371914062975087,0.015770796690959932
GSM4138131,11,6,DC_pDC,specific,0.9051170331450963,111,106,0.954954954954955,0.9185940501920142,0.01347701704691795
GSM4138161,11,6,DC_pDC,specific,0.8669479000470499,107,106,0.9906542056074766,0.8573154205164121,-0.009632479530637839
GSM4138143,11,2,DC_family,family,0.7702001452661079,93,79,0.8494623655913979,0.8207243018346542,0.05052415656854625
GSM4138131,11,3,Macrophage_family,family,0.8227462833429701,91,74,0.8131868131868132,0.839138762542117,0.01639247919914688
GSM4138161,11,2,DC_family,family,0.7614576825014798,90,83,0.9222222222222223,0.7776880332027927,0.016230350701312846
GSM4138141,11,2,DC_family,family,0.8384247593345463,85,73,0.8588235294117647,0.8647381695242615,0.026313410189715225
GSM4138139,11,3,Macrophage_family,family,0.8218369362214233,80,80,1.0,0.8218369362214233,0.0
GSM4138139,11,7,Macrophage_family,family,0.7814663834235563,74,73,0.9864864864864865,0.7821419254982136,0.0006755420746572538
GSM4138141,11,6,DC_pDC,specific,0.915848528113676,73,72,0.9863013698630136,0.9165508686482305,0.0007023405345545353
GSM4138137,11,7,Macrophage_family,family,0.8397532214983812,71,71,1.0,0.8397532214983812,0.0
GSM4138155,11,7,Macrophage_family,family,0.7365508003819239,69,69,1.0,0.7365508003819239,0.0
GSM4138115,11,2,DC_family,family,0.8371150762895367,69,65,0.9420289855072463,0.8462551261812329,0.009140049891696145
GSM4138131,11,9,DC_family,family,0.8698342079353883,63,62,0.9841269841269841,0.8697452076506282,-8.900028476011013e-05
GSM4138133,11,2,DC_family,family,0.8761280010761531,63,51,0.8095238095238095,0.8755403287101301,-0.0005876723660229732
GSM4138111,11,6,DC_pDC,specific,0.8937358526096312,63,63,1.0,0.8937358526096312,0.0
GSM4138111,11,2,DC_family,family,0.8109318576584398,59,52,0.8813559322033898,0.8159976595593319,0.00506580190089212
GSM4138139,11,10,Mast,specific,0.966827109414383,59,59,1.0,0.966827109414383,0.0
GSM4138133,11,3,Macrophage_family,family,0.8364766339117511,58,57,0.9827586206896551,0.8277069399711243,-0.008769693940626766
GSM4138131,11,2,DC_family,family,0.8606367567222035,57,48,0.8421052631578947,0.8626351983575372,0.001998441635333692
GSM4138141,11,9,DC_family,family,0.8827440521678653,53,53,1.0,0.8827440521678653,0.0
GSM4138117,11,3,Macrophage_family,family,0.8497763908647045,52,52,1.0,0.8497763908647045,0.0
GSM4138155,11,6,DC_pDC,specific,0.9011069531084976,51,50,0.9803921568627451,0.9062361607604512,0.005129207651953571
GSM4138139,11,2,DC_family,family,0.8930226441156444,49,42,0.8571428571428571,0.9268478121811539,0.0338251680655095
GSM4138157,11,2,DC_family,family,0.8090122247138243,48,38,0.7916666666666666,0.8897595981417581,0.08074737342793381
