sample,size_bin,draw,ROGUE
GSM4138139,175,2,0.6728048899246406
GSM4138139,175,3,0.6810604879631317
GSM4138139,175,4,0.6769714954282897
GSM4138139,175,5,0.6964069305029847
GSM4138139,175,6,0.6838646359198081
GSM4138139,175,7,0.6714614924645046
GSM4138139,175,8,0.6548858958512491
GSM4138139,175,9,0.6958191197485244
GSM4138137,150,0,0.8059684753171564
GSM4138137,150,1,0.7899856104897688
GSM4138137,150,2,0.7847208608402925
GSM4138137,150,3,0.8020190797848203
GSM4138137,150,4,0.8002064917666627
GSM4138137,150,5,0.7616209431704675
GSM4138137,150,6,0.8065380860361038
GSM4138137,150,7,0.8048646686750105
GSM4138137,150,8,0.8249126691670555
GSM4138137,150,9,0.7666190649955624
GSM4138135,150,0,0.7391775260224602
GSM4138135,150,1,0.7158864807784769
GSM4138135,150,2,0.730293631739015
GSM4138135,150,3,0.7147653778528062
GSM4138135,150,4,0.7336381016555826
GSM4138135,150,5,0.7354213149087174
GSM4138135,150,6,0.7381360772374004
GSM4138135,150,7,0.7167421819287139
GSM4138135,150,8,0.7401165143767432
GSM4138135,150,9,0.7188855051609774
GSM4138125,150,0,0.7528319160490432
GSM4138125,150,1,0.7465777615942678
GSM4138125,150,2,0.730097232254359
GSM4138125,150,3,0.7684782297351691
GSM4138125,150,4,0.7326737573833866
GSM4138125,150,5,0.7562791465226334
GSM4138125,150,6,0.7434754699244073
GSM4138125,150,7,0.7239549019185807
GSM4138125,150,8,0.736993399174782
GSM4138125,150,9,0.7415779583109146
GSM4138155,150,0,0.6376346081211643
GSM4138155,150,1,0.6471311244506508
GSM4138155,150,2,0.628618071907664
GSM4138155,150,3,0.6418916283493206
GSM4138155,150,4,0.6280162023649951
GSM4138155,150,5,0.6476739563027538
GSM4138155,150,6,0.691317761973859
GSM4138155,150,7,0.6313693089509336
GSM4138155,150,8,0.6337465045342057
GSM4138155,150,9,0.6705644248385786
GSM4138123,150,0,0.7152875055291648
GSM4138123,150,1,0.7048659703854894
GSM4138123,150,2,0.7204334080412604
GSM4138123,150,3,0.6714314002759609
GSM4138123,150,4,0.6945138451308692
GSM4138123,150,5,0.6910682240337379
GSM4138123,150,6,0.7158457085244203
GSM4138123,150,7,0.7188306803737132
GSM4138123,150,8,0.7106551354276558
GSM4138123,150,9,0.7031263633451776
GSM4138133,125,0,0.7596967785149564
GSM4138133,125,1,0.797017509504521
GSM4138133,125,2,0.8060203035588365
GSM4138133,125,3,0.7729799112628328
GSM4138133,125,4,0.8058483818529927
GSM4138133,125,5,0.7995760580085299
GSM4138133,125,6,0.8048079644400925
GSM4138133,125,7,0.8043798536657787
GSM4138133,125,8,0.7783212860772516
GSM4138133,125,9,0.7759208027632921
GSM4138127,100,0,0.7944062003807344
GSM4138127,100,1,0.8245961228527352
GSM4138127,100,2,0.7808640403695442
GSM4138127,100,3,0.8434975522802322
GSM4138127,100,4,0.7904070041955586
GSM4138127,100,5,0.8127284223168576
GSM4138127,100,6,0.7800174208927373
GSM4138127,100,7,0.8003018313734844
GSM4138127,100,8,0.7892587562584454
GSM4138127,100,9,0.8425307140410745
GSM4138155,100,0,0.6560298959585291
GSM4138155,100,1,0.7137549644818468
GSM4138155,100,2,0.6742882418401173
GSM4138155,100,3,0.6982801508357435
GSM4138155,100,4,0.6920611618535375
GSM4138155,100,5,0.6493114981358168
GSM4138155,100,6,0.6850422845681023
GSM4138155,100,7,0.6870576305993928
GSM4138155,100,8,0.6623050900323733
GSM4138155,100,9,0.704671953834939
GSM4138161,100,0,0.7495617540032816
GSM4138161,100,1,0.7696172268069232
GSM4138161,100,2,0.7315798891217606
GSM4138161,100,3,0.7835992362714012
GSM4138161,100,4,0.764560117159857
GSM4138161,100,5,0.7364140344154879
GSM4138161,100,6,0.7480804238220002
GSM4138161,100,7,0.7499604460494155
GSM4138161,100,8,0.7613897854961942
GSM4138161,100,9,0.7713967518540981
GSM4138137,100,0,0.7684347505592899
GSM4138137,100,1,0.795373574897691
GSM4138137,100,2,0.8061044837853393
GSM4138137,100,3,0.8132925429114235
GSM4138137,100,4,0.8098969280439364
GSM4138137,100,5,0.7952812957632349
GSM4138137,100,6,0.7756534636491415
GSM4138137,100,7,0.8133609474422854
GSM4138137,100,8,0.8121254990017206
GSM4138137,100,9,0.7937123569404158
GSM4138139,100,0,0.7420355916349592
GSM4138139,100,1,0.7515446989159531
GSM4138139,100,2,0.7846391036891328
GSM4138139,100,3,0.762282561819995
GSM4138139,100,4,0.7354166866804537
GSM4138139,100,5,0.806260117263923
GSM4138139,100,6,0.7786438557589783
GSM4138139,100,7,0.7699965851481057
GSM4138139,100,8,0.7441882850411253
GSM4138139,100,9,0.7713904462137069
GSM4138121,100,0,0.6851214364752826
GSM4138121,100,1,0.6746875370091534
GSM4138121,100,2,0.6949757069281307
GSM4138121,100,3,0.6763062959792059
GSM4138121,100,4,0.6880770817244677
GSM4138121,100,5,0.676696142044177
GSM4138121,100,6,0.6781929448542307
GSM4138121,100,7,0.6535940603665282
GSM4138121,100,8,0.7027104191378906
GSM4138121,100,9,0.6639623019075853
GSM4138133,100,0,0.8396670707646647
GSM4138133,100,1,0.8409104455185497
GSM4138133,100,2,0.8051061629509606
GSM4138133,100,3,0.8109068272746502
GSM4138133,100,4,0.8018192662133756
GSM4138133,100,5,0.8490607796688041
GSM4138133,100,6,0.7994356918165766
GSM4138133,100,7,0.8250234468033115
GSM4138133,100,8,0.8182155263693446
GSM4138133,100,9,0.8482624954053509
GSM4138135,75,0,0.8070847198526389
GSM4138135,75,1,0.7504890988515167
GSM4138135,75,2,0.7712875275435815
GSM4138135,75,3,0.7922447565139539
GSM4138135,75,4,0.8075235214892783
GSM4138135,75,5,0.8495313700891317
GSM4138135,75,6,0.742156128472119
GSM4138135,75,7,0.7571632452359287
GSM4138135,75,8,0.7677099567600878
GSM4138135,75,9,0.8196420261316776
GSM4138129,75,0,0.8097381684617659
GSM4138129,75,1,0.8085891978856249
GSM4138129,75,2,0.8502552366433103
GSM4138129,75,3,0.7895820563030156
GSM4138129,75,4,0.818811235505788
GSM4138129,75,5,0.7811766973670902
GSM4138129,75,6,0.8134121682370563
GSM4138129,75,7,0.7578378933304974
GSM4138129,75,8,0.8441185461556464
GSM4138129,75,9,0.8047440860997523
GSM4138117,75,0,0.8366887608787072
GSM4138117,75,1,0.825144268522967
GSM4138117,75,2,0.8084814644550938
GSM4138117,75,3,0.8036580712727205
GSM4138117,75,4,0.8148721974833885
GSM4138117,75,5,0.7664304691926657
GSM4138117,75,6,0.8075608378349222
GSM4138117,75,7,0.7752707291508614
GSM4138117,75,8,0.8048978605781347
GSM4138117,75,9,0.8230286951965855
GSM4138133,75,0,0.8369847453124238
GSM4138133,75,1,0.8483598409609172
GSM4138133,75,2,0.8597401456419812
GSM4138133,75,3,0.8206696725075922
GSM4138133,75,4,0.8367958001312086
GSM4138133,75,5,0.8342368769344736
GSM4138133,75,6,0.8328079739509029
GSM4138133,75,7,0.8369625430821404
GSM4138133,75,8,0.8559894710751292
GSM4138133,75,9,0.8575490721350036
GSM4138141,50,0,0.8487709741751743
GSM4138141,50,1,0.8739195680056334
GSM4138141,50,2,0.8831307926448294
GSM4138141,50,3,0.896956210208828
GSM4138141,50,4,0.9139908596461562
GSM4138141,50,5,0.8543609818095105
GSM4138141,50,6,0.918830646509314
GSM4138141,50,7,0.9062852200985321
GSM4138141,50,8,0.9383580559464094
GSM4138141,50,9,0.8664875776796196
GSM4138127,50,0,0.9079862543955297
GSM4138127,50,1,0.8629662444582623
GSM4138127,50,2,0.9012261408977135
GSM4138127,50,3,0.9403430480443369
GSM4138127,50,4,0.8528600619331709
GSM4138127,50,5,0.9090172208256604
GSM4138127,50,6,0.9006876461333155
GSM4138127,50,7,0.8270986939026843
GSM4138127,50,8,0.8550396309009339
GSM4138127,50,9,0.8734469028040718
GSM4138113,25,0,0.9617594079116524
GSM4138113,25,1,0.951709295579401
GSM4138113,25,2,0.954435177388441
GSM4138113,25,3,0.8407501655437499
GSM4138113,25,4,0.8823200381674569
GSM4138113,25,5,0.9116748934753591
GSM4138113,25,6,0.9487984903913359
GSM4138113,25,7,0.9132546943172831
GSM4138113,25,8,0.9348796505598551
GSM4138113,25,9,0.8775407409486775
GSM4138119,25,0,0.9162022314898235
GSM4138119,25,1,0.946137335041337
GSM4138119,25,2,0.9005383315342776
GSM4138119,25,3,0.8819425867186871
GSM4138119,25,4,0.9052969352607658
GSM4138119,25,5,0.8879901401119038
GSM4138119,25,6,0.9480148979088354
GSM4138119,25,7,0.9261809631206832
GSM4138119,25,8,0.9375421662183955
GSM4138119,25,9,0.927927410255255
GSM4138125,25,0,0.9123743771662738
GSM4138125,25,1,0.8998158077920879
GSM4138125,25,2,0.9284973445064992
GSM4138125,25,3,0.9494960147378682
GSM4138125,25,4,0.8874690018812569
GSM4138125,25,5,0.9206116904479724
GSM4138125,25,6,0.9229725428213269
GSM4138125,25,7,0.8862744506373128
GSM4138125,25,8,0.90889594271996
GSM4138125,25,9,0.9719811013429127
GSM4138159,25,0,0.9182818205124021
GSM4138159,25,1,0.9113282530941622
GSM4138159,25,2,0.9378116681773766
GSM4138159,25,3,0.9155041773856548
GSM4138159,25,4,0.9360263700244111
GSM4138159,25,5,0.8795118110422181
GSM4138159,25,6,0.9462792543210811
GSM4138159,25,7,0.8960044766633701
GSM4138159,25,8,0.960253643020165
GSM4138159,25,9,0.8837845240761417
GSM4138156,900,0,0.8851373741378732
GSM4138156,900,1,0.8858706014235589
GSM4138156,900,2,0.885380094256975
GSM4138156,900,3,0.8855802844156833
GSM4138156,900,4,0.8921337703666171
GSM4138156,900,5,0.8929308963622566
GSM4138156,900,6,0.8885218330255621
GSM4138156,900,7,0.893199890698392
GSM4138156,900,8,0.8915863107403312
GSM4138156,900,9,0.8852779942189414
GSM4138142,675,0,0.9094563691975031
GSM4138142,675,1,0.9106811035750502
GSM4138142,675,2,0.9097958222209167
GSM4138142,675,3,0.9086200678627571
GSM4138142,675,4,0.9107284627985941
GSM4138142,675,5,0.9091499383451074
GSM4138142,675,6,0.9095503942563457
GSM4138142,675,7,0.9093331396615403
GSM4138142,675,8,0.9059653058319713
GSM4138142,675,9,0.9093289130944594
GSM4138136,625,0,0.901018914477652
GSM4138136,625,1,0.9003655379679698
GSM4138136,625,2,0.9018939819018
GSM4138136,625,3,0.9014901145602527
GSM4138136,625,4,0.898079714569744
GSM4138136,625,5,0.898464013875631
GSM4138136,625,6,0.8996996857477404
GSM4138136,625,7,0.8990111614936148
GSM4138136,625,8,0.8998204545159553
GSM4138136,625,9,0.8978535955468715
GSM4138128,525,0,0.8822015204798076
GSM4138128,525,1,0.8825156474184164
GSM4138128,525,2,0.881813573693274
GSM4138128,525,3,0.8833240422911728
GSM4138128,525,4,0.8848168935744956
GSM4138128,525,5,0.8812023946501549
GSM4138128,525,6,0.8846410421770841
GSM4138128,525,7,0.8853975145037654
GSM4138128,525,8,0.8837386950250433
GSM4138128,525,9,0.8866275357690663
GSM4138122,525,0,0.8833151740136214
GSM4138122,525,1,0.8828372032713196
GSM4138122,525,2,0.8843874249912972
GSM4138122,525,3,0.8803941812828388
GSM4138122,525,4,0.8841564411627985
GSM4138122,525,5,0.8838815346183437
GSM4138122,525,6,0.8849281738568547
GSM4138122,525,7,0.8836569916365978
GSM4138122,525,8,0.8856117329718625
GSM4138122,525,9,0.8818282730610701
GSM4138166,450,0,0.8914600292360914
GSM4138166,450,1,0.887120065566506
GSM4138166,450,2,0.890279123514999
GSM4138166,450,3,0.8950501963403562
GSM4138166,450,4,0.8916340026651455
GSM4138166,450,5,0.8923183852841386
GSM4138166,450,6,0.8873871241620728
GSM4138166,450,7,0.8907247036490757
GSM4138166,450,8,0.8914390289115746
GSM4138166,450,9,0.8920327437133881
GSM4138123,425,0,0.6765390600115934
GSM4138123,425,1,0.6800850555833746
GSM4138123,425,2,0.6902666461917637
GSM4138123,425,3,0.6689160439288337
GSM4138123,425,4,0.6773821545492886
GSM4138123,425,5,0.6811207065261845
GSM4138123,425,6,0.6713945438367367
GSM4138123,425,7,0.6650407999315735
GSM4138123,425,8,0.6781372585958513
GSM4138123,425,9,0.6871180133398016
GSM4138167,325,0,0.8948051495962254
GSM4138167,325,1,0.891014025800165
GSM4138167,325,2,0.8932646884106101
GSM4138167,325,3,0.8866308272018005
GSM4138167,325,4,0.8867391403696309
GSM4138167,325,5,0.8936427884664027
GSM4138167,325,6,0.8938901048667818
GSM4138167,325,7,0.891512562316909
GSM4138167,325,8,0.8921897850630283
GSM4138167,325,9,0.8921012776988575
GSM4138144,275,0,0.8499350447595464
GSM4138144,275,1,0.8567011219700471
GSM4138144,275,2,0.8539435207939999
GSM4138144,275,3,0.8511014449246914
GSM4138144,275,4,0.8472840475978712
GSM4138144,275,5,0.8489263078684836
GSM4138144,275,6,0.8486394047782794
GSM4138144,275,7,0.8573916775668684
GSM4138144,275,8,0.8436717337552445
GSM4138144,275,9,0.8588831963984852
GSM4138145,225,0,0.7468718159521452
GSM4138145,225,1,0.7172241255259009
GSM4138145,225,2,0.7224051414858401
GSM4138145,225,3,0.7178909412305363
GSM4138145,225,4,0.718360311831276
GSM4138145,225,5,0.7324283199819195
GSM4138145,225,6,0.7129449151499555
GSM4138145,225,7,0.71417433618184
GSM4138145,225,8,0.7348461048098008
GSM4138145,225,9,0.7371318672008791
GSM4138131,200,0,0.6979469521778077
GSM4138131,200,1,0.7147590601307652
GSM4138131,200,2,0.702421358964259
GSM4138131,200,3,0.7256730885508669
GSM4138131,200,4,0.7237374413117412
GSM4138131,200,5,0.7264417903519051
GSM4138131,200,6,0.71779406390055
GSM4138131,200,7,0.7364832031957299
GSM4138131,200,8,0.7210603031247533
GSM4138131,200,9,0.7280542095119409
GSM4138137,175,0,0.7737675969043478
GSM4138137,175,1,0.7819258016150159
GSM4138137,175,2,0.7838661572885255
GSM4138137,175,3,0.770360760217567
GSM4138137,175,4,0.7814606570751345
GSM4138137,175,5,0.7851100148264856
GSM4138137,175,6,0.7941511385878903
GSM4138137,175,7,0.7765736281729249
GSM4138137,175,8,0.7598850049278569
GSM4138137,175,9,0.7693588794117591
GSM4138143,125,0,0.7750978407158067
GSM4138143,125,1,0.715642965772006
GSM4138143,125,2,0.7677733885955564
GSM4138143,125,3,0.7405904465316188
GSM4138143,125,4,0.778801164485024
GSM4138143,125,5,0.7853774273819174
GSM4138143,125,6,0.7482638119600333
GSM4138143,125,7,0.7509491663477585
GSM4138143,125,8,0.6770618440335572
GSM4138143,125,9,0.7381600635123406
GSM4138143,100,0,0.802302556551748
GSM4138143,100,1,0.7847814992348817
GSM4138143,100,2,0.7745141778131696
GSM4138143,100,3,0.7599324817481883
GSM4138143,100,4,0.796458694522416
GSM4138143,100,5,0.7422955221498
GSM4138143,100,6,0.826467986275973
GSM4138143,100,7,0.739536714698587
GSM4138143,100,8,0.7409640068409689
GSM4138143,100,9,0.8075742766039012
GSM4138141,100,0,0.7859952961845905
GSM4138141,100,1,0.8207924960380302
GSM4138141,100,2,0.7880414149165456
GSM4138141,100,3,0.7909377962197186
GSM4138141,100,4,0.7902258449096657
GSM4138141,100,5,0.7943192635472444
GSM4138141,100,6,0.7588142369391342
GSM4138141,100,7,0.7941032734402882
GSM4138141,100,8,0.7841073262283944
GSM4138141,100,9,0.7687497560170427
GSM4138113,75,0,0.8205600694400706
GSM4138113,75,1,0.794747785014132
GSM4138113,75,2,0.8058262708889794
GSM4138113,75,3,0.7721127699706202
GSM4138113,75,4,0.7771109293492757
GSM4138113,75,5,0.7779306973177247
GSM4138113,75,6,0.8102393768335109
GSM4138113,75,7,0.8083852253296041
GSM4138113,75,8,0.793056111570042
GSM4138113,75,9,0.8050734741934256
GSM4138123,75,0,0.7343649504191645
GSM4138123,75,1,0.7353822224842341
GSM4138123,75,2,0.760941023064385
GSM4138123,75,3,0.7582596163638604
GSM4138123,75,4,0.7493605631852003
GSM4138123,75,5,0.7329227065851585
GSM4138123,75,6,0.738265256300183
GSM4138123,75,7,0.7464215882081722
GSM4138123,75,8,0.7500498889675844
GSM4138123,75,9,0.7535195748218128
GSM4138115,75,0,0.8478452778559793
GSM4138115,75,1,0.8376084615763639
GSM4138115,75,2,0.8812149362882422
GSM4138115,75,3,0.8237828251417032
GSM4138115,75,4,0.7927744467785308
GSM4138115,75,5,0.8318280424566729
GSM4138115,75,6,0.8620271812504117
GSM4138115,75,7,0.8097249902241764
GSM4138115,75,8,0.8452780730821954
GSM4138115,75,9,0.8110900902411258
GSM4138137,75,0,0.8285472416597571
GSM4138137,75,1,0.837440739565559
GSM4138137,75,2,0.8129622103155676
GSM4138137,75,3,0.8177145857582315
GSM4138137,75,4,0.8094937855184627
GSM4138137,75,5,0.8080164252179864
GSM4138137,75,6,0.8400704677460679
GSM4138137,75,7,0.7899393516526907
GSM4138137,75,8,0.8089694947821309
GSM4138137,75,9,0.805866513943384
GSM4138131,50,0,0.8647493091396227
GSM4138131,50,1,0.8483842148384135
GSM4138131,50,2,0.8904070728237284
GSM4138131,50,3,0.8366837631047908
GSM4138131,50,4,0.8462217885286597
GSM4138131,50,5,0.8226317113637318
GSM4138131,50,6,0.8294686051964969
GSM4138131,50,7,0.7754379037014871
GSM4138131,50,8,0.861001514421552
GSM4138131,50,9,0.8368394008955629
GSM4138135,50,0,0.8865138750470056
GSM4138135,50,1,0.830808177076258
GSM4138135,50,2,0.8548855318017061
GSM4138135,50,3,0.8577226586907275
GSM4138135,50,4,0.8513996167058067
GSM4138135,50,5,0.847065966861266
GSM4138135,50,6,0.8610068094629084
GSM4138135,50,7,0.8563145285916917
GSM4138135,50,8,0.8216170761011378
GSM4138135,50,9,0.8373887171520645
GSM4138117,50,0,0.8407849885851431
GSM4138117,50,1,0.832746212719339
GSM4138117,50,2,0.8639679955851141
GSM4138117,50,3,0.8197494603624036
GSM4138117,50,4,0.8364000308886368
GSM4138117,50,5,0.8753215210400208
GSM4138117,50,6,0.8356999357034475
GSM4138117,50,7,0.8119201433525958
GSM4138117,50,8,0.8089524088397401
GSM4138117,50,9,0.836070884170967
GSM4138137,25,0,0.9284180641055301
GSM4138137,25,1,0.9226745333013826
GSM4138137,25,2,0.9408278728281757
GSM4138137,25,3,0.8671698787833922
GSM4138137,25,4,0.9370609504936909
GSM4138137,25,5,0.9065709276113679
GSM4138137,25,6,0.9308580739873774
GSM4138137,25,7,0.8855048764786303
GSM4138137,25,8,0.9455379253804509
GSM4138137,25,9,0.923935027969728
GSM4138144,25,0,0.9635941282067885
GSM4138144,25,1,0.9459157348241919
GSM4138144,25,2,0.9777126151415299
GSM4138144,25,3,0.9434879743205477
GSM4138144,25,4,0.9699246940675987
GSM4138144,25,5,0.9648441168124192
GSM4138144,25,6,0.9511574070388029
GSM4138144,25,7,0.9614684410632642
GSM4138144,25,8,0.9609600994612802
GSM4138144,25,9,0.9623978467744984
GSM4138120,25,0,0.942234298327007
GSM4138120,25,1,0.917124744967888
GSM4138120,25,2,0.9222768875639218
GSM4138120,25,3,0.9170641741031298
GSM4138120,25,4,0.8630156368457241
GSM4138120,25,5,0.9316866541559474
GSM4138120,25,6,0.9320344395892177
GSM4138120,25,7,0.9806192680440855
GSM4138120,25,8,0.9122941687853142
GSM4138120,25,9,0.9474233573209819
GSM4138152,25,0,0.9818276452867929
GSM4138152,25,1,0.9329695409865237
GSM4138152,25,2,0.9097811303928991
GSM4138152,25,3,0.9637854326133233
GSM4138152,25,4,0.9653518029221484
GSM4138152,25,5,0.965919661275133
GSM4138152,25,6,0.9682923239872602
GSM4138152,25,7,0.963186305388695
GSM4138152,25,8,0.9602659965230357
GSM4138152,25,9,0.9644506704172474
GSM4138125,325,0,0.7199979921238825
GSM4138125,325,1,0.7281626369705146
GSM4138125,325,2,0.7047221443864466
GSM4138125,325,3,0.6973135082683446
GSM4138125,325,4,0.7150358112547364
GSM4138125,325,5,0.7071404795346221
GSM4138125,325,6,0.7057728451380165
GSM4138125,325,7,0.6974291612496102
GSM4138125,325,8,0.7046322441434689
GSM4138125,325,9,0.7120468377194862
GSM4138135,300,0,0.6785029823755602
GSM4138135,300,1,0.6909406963157195
GSM4138135,300,2,0.6950879890564976
GSM4138135,300,3,0.6960290468864874
GSM4138135,300,4,0.6883694193725405
GSM4138135,300,5,0.7279316180189026
GSM4138135,300,6,0.7172325305169073
GSM4138135,300,7,0.7051318699051717
GSM4138135,300,8,0.6899859600066928
GSM4138135,300,9,0.7197426424513146
GSM4138137,225,0,0.7596745016666907
GSM4138137,225,1,0.7724418383347277
GSM4138137,225,2,0.7681606138171085
GSM4138137,225,3,0.759208017215367
GSM4138137,225,4,0.7478382809112962
GSM4138137,225,5,0.77734339260105
GSM4138137,225,6,0.7878263741068381
GSM4138137,225,7,0.7718316515366695
GSM4138137,225,8,0.7755893267253491
GSM4138137,225,9,0.7658512466423357
GSM4138131,175,0,0.7379823423990972
GSM4138131,175,1,0.7500788206765567
GSM4138131,175,2,0.720677768970358
GSM4138131,175,3,0.7406599047647116
GSM4138131,175,4,0.7064439080332909
GSM4138131,175,5,0.7110819779959925
GSM4138131,175,6,0.7339545664431832
GSM4138131,175,7,0.7337109000222402
GSM4138131,175,8,0.6978303143105647
GSM4138131,175,9,0.7474520103775165
GSM4138135,175,0,0.7340670323278928
GSM4138135,175,1,0.741877511871555
GSM4138135,175,2,0.7189391068561628
GSM4138135,175,3,0.7328983300896172
GSM4138135,175,4,0.7408425587532834
GSM4138135,175,5,0.7183405059514012
GSM4138135,175,6,0.7162234721624019
GSM4138135,175,7,0.6894351528799951
GSM4138135,175,8,0.7171175931085201
GSM4138135,175,9,0.7332672714197979
GSM4138131,150,0,0.7479481731442861
GSM4138131,150,1,0.7490961620370697
GSM4138131,150,2,0.7334280231597037
GSM4138131,150,3,0.7319442723499121
GSM4138131,150,4,0.7629129551467291
GSM4138131,150,5,0.7581965879157999
GSM4138131,150,6,0.7435186928110493
GSM4138131,150,7,0.7517985766473622
GSM4138131,150,8,0.7502989655706472
GSM4138131,150,9,0.746737321038726
GSM4138125,100,0,0.7871079007090072
GSM4138125,100,1,0.7551262940357767
GSM4138125,100,2,0.7782809514450363
GSM4138125,100,3,0.7811933903476082
GSM4138125,100,4,0.7681519241199151
GSM4138125,100,5,0.7750208641236704
GSM4138125,100,6,0.7683822763656638
GSM4138125,100,7,0.760346472874616
GSM4138125,100,8,0.764006581906479
GSM4138125,100,9,0.7466189917983119
GSM4138139,75,0,0.7936331423499791
GSM4138139,75,1,0.8143355902739207
GSM4138139,75,2,0.8400686206122375
GSM4138139,75,3,0.7985222241893422
GSM4138139,75,4,0.7822270505812607
GSM4138139,75,5,0.8172110796002074
GSM4138139,75,6,0.7921992445008277
GSM4138139,75,7,0.7791637277575719
GSM4138139,75,8,0.7917687805080836
GSM4138139,75,9,0.7844491342049097
GSM4138155,75,0,0.7225030118820335
GSM4138155,75,1,0.7720986143315587
GSM4138155,75,2,0.7319391078284143
GSM4138155,75,3,0.8243567739572182
GSM4138155,75,4,0.7153270057826069
GSM4138155,75,5,0.7530824716572558
GSM4138155,75,6,0.7328804862003511
GSM4138155,75,7,0.7158314013795175
GSM4138155,75,8,0.7534470047108197
GSM4138155,75,9,0.7334680596570485
GSM4138129,50,0,0.8438758097151551
GSM4138129,50,1,0.8414918699505669
GSM4138129,50,2,0.8489161129844018
GSM4138129,50,3,0.8559179639490092
GSM4138129,50,4,0.831313845873507
GSM4138129,50,5,0.8683104878872138
GSM4138129,50,6,0.8205579293471724
GSM4138129,50,7,0.8768125731132961
GSM4138129,50,8,0.8752988602141701
GSM4138129,50,9,0.9122993292093415
GSM4138134,1200,0,0.9515852214070949
GSM4138134,1200,1,0.9515744481972639
GSM4138134,1200,2,0.9506547086783858
GSM4138134,1200,3,0.9516066098351715
GSM4138134,1200,4,0.9506613122427939
GSM4138134,1200,5,0.9503061588778089
GSM4138134,1200,6,0.9514938756508377
GSM4138134,1200,7,0.9528622279054558
GSM4138134,1200,8,0.951419050522669
GSM4138134,1200,9,0.9501321385923897
GSM4138124,325,0,0.9139680036179799
GSM4138124,325,1,0.9137752913462013
GSM4138124,325,2,0.9147332215977226
GSM4138124,325,3,0.9148475947470392
GSM4138124,325,4,0.9134729352538007
GSM4138124,325,5,0.9140127500851719
GSM4138124,325,6,0.9138652533587296
GSM4138124,325,7,0.9219495932659805
GSM4138124,325,8,0.9148362717658715
GSM4138124,325,9,0.9235155145319605
GSM4138141,275,0,0.7449060207870855
GSM4138141,275,1,0.7273611612343345
GSM4138141,275,2,0.7188715380579456
GSM4138141,275,3,0.7577929885850042
GSM4138141,275,4,0.7270041145801469
GSM4138141,275,5,0.7403039890605063
GSM4138141,275,6,0.7217423065635762
GSM4138141,275,7,0.7423411092057464
GSM4138141,275,8,0.7196860586416581
GSM4138141,275,9,0.7319913196288668
GSM4138135,275,0,0.7004854464378527
GSM4138135,275,1,0.7101713804313889
GSM4138135,275,2,0.705446123983195
GSM4138135,275,3,0.7023657103381473
GSM4138135,275,4,0.7030796394598777
GSM4138135,275,5,0.6979491456469675
GSM4138135,275,6,0.7006530840043895
GSM4138135,275,7,0.7046776744729
GSM4138135,275,8,0.7050188346535586
GSM4138135,275,9,0.6887830767648528
GSM4138135,250,0,0.7361969636461291
GSM4138135,250,1,0.6906207222219474
GSM4138135,250,2,0.7169660009128294
GSM4138135,250,3,0.7180751669163452
GSM4138135,250,4,0.7396452364847256
GSM4138135,250,5,0.7036388351408754
GSM4138135,250,6,0.6911772937394416
GSM4138135,250,7,0.7052595054639956
GSM4138135,250,8,0.6908454851322465
GSM4138135,250,9,0.7042421944715644
GSM4138111,100,0,0.7184718503771322
GSM4138111,100,1,0.727989653405281
GSM4138111,100,2,0.7574186502950413
GSM4138111,100,3,0.6999860739647474
GSM4138111,100,4,0.7570765206498352
GSM4138111,100,5,0.7688505417061788
GSM4138111,100,6,0.7157814536100843
GSM4138111,100,7,0.7473850904960906
GSM4138111,100,8,0.7167006761678225
GSM4138111,100,9,0.7462605882452444
GSM4138131,75,0,0.7753872654943529
GSM4138131,75,1,0.7654292898912737
GSM4138131,75,2,0.8112626879201799
GSM4138131,75,3,0.7949989628821386
GSM4138131,75,4,0.7793186651827413
GSM4138131,75,5,0.8158994320822843
GSM4138131,75,6,0.8234811162897357
GSM4138131,75,7,0.8247415987563669
GSM4138131,75,8,0.7769634955934746
GSM4138131,75,9,0.801960186758046
GSM4138137,50,0,0.8789576698430918
GSM4138137,50,1,0.8377804517221336
GSM4138137,50,2,0.8624039437195922
GSM4138137,50,3,0.8971763125660019
GSM4138137,50,4,0.8583026513781145
GSM4138137,50,5,0.8465347736715021
GSM4138137,50,6,0.8509793100376433
GSM4138137,50,7,0.8486880928102903
GSM4138137,50,8,0.830618078383027
GSM4138137,50,9,0.8877006624350158
GSM4138134,825,0,0.9549851778807639
GSM4138134,825,1,0.9545955765577323
GSM4138134,825,2,0.9561122394097813
GSM4138134,825,3,0.9388395559258693
GSM4138134,825,4,0.9542344766717692
GSM4138134,825,5,0.9484827249814116
GSM4138134,825,6,0.9406717124869848
GSM4138134,825,7,0.952709937343843
GSM4138134,825,8,0.9569696233950844
GSM4138134,825,9,0.9582531416657716
GSM4138116,675,0,0.9226849496808494
GSM4138116,675,1,0.9182327475465398
GSM4138116,675,2,0.9238879156458265
GSM4138116,675,3,0.9308833938756556
GSM4138116,675,4,0.9211177351682883
GSM4138116,675,5,0.9207213167322321
GSM4138116,675,6,0.9209009149206517
GSM4138116,675,7,0.9211016739822885
GSM4138116,675,8,0.9220178477238128
GSM4138116,675,9,0.9272658615565617
GSM4138126,675,0,0.95349223261788
GSM4138126,675,1,0.9518149116309962
GSM4138126,675,2,0.952510040974971
GSM4138126,675,3,0.9527687260271331
