sample,size_bin,draw,ROGUE
GSM4138130,575,7,0.9015280854086246
GSM4138130,575,8,0.8995370142874016
GSM4138130,575,9,0.9020761326329154
GSM4138138,575,0,0.9044089139045111
GSM4138138,575,1,0.90390125120718
GSM4138138,575,2,0.9037746440427604
GSM4138138,575,3,0.9045078495510457
GSM4138138,575,4,0.9070504685940215
GSM4138138,575,5,0.9042062574578188
GSM4138138,575,6,0.9040925875250994
GSM4138138,575,7,0.9051876073985847
GSM4138138,575,8,0.9066640763560547
GSM4138138,575,9,0.904334085911212
GSM4138123,550,0,0.6748292669706942
GSM4138123,550,1,0.6798473765935291
GSM4138123,550,2,0.6858317291132594
GSM4138123,550,3,0.6709065297842046
GSM4138123,550,4,0.6766623626241621
GSM4138123,550,5,0.680665780123006
GSM4138123,550,6,0.6774495753426675
GSM4138123,550,7,0.671237862652411
GSM4138123,550,8,0.6819171207421417
GSM4138123,550,9,0.6793972391676304
GSM4138122,550,0,0.882672801045543
GSM4138122,550,1,0.8826466547175568
GSM4138122,550,2,0.8832584281184275
GSM4138122,550,3,0.8866319190869061
GSM4138122,550,4,0.8828793837864388
GSM4138122,550,5,0.8827021171131185
GSM4138122,550,6,0.8828891585569549
GSM4138122,550,7,0.8823179388265376
GSM4138122,550,8,0.8856753326403956
GSM4138122,550,9,0.8825003099784948
GSM4138128,550,0,0.8861817724505134
GSM4138128,550,1,0.8862346905663382
GSM4138128,550,2,0.8838462013201434
GSM4138128,550,3,0.8832045829480822
GSM4138128,550,4,0.8834426059335997
GSM4138128,550,5,0.8846601537872091
GSM4138128,550,6,0.8826496025735452
GSM4138128,550,7,0.8830939200368519
GSM4138128,550,8,0.8891840884031902
GSM4138128,550,9,0.8821161522816563
GSM4138135,525,0,0.6761017813912351
GSM4138135,525,1,0.6777717886149504
GSM4138135,525,2,0.6653717936954338
GSM4138135,525,3,0.6955769689773857
GSM4138135,525,4,0.6887845128539578
GSM4138135,525,5,0.671414101653303
GSM4138135,525,6,0.69035543337777
GSM4138135,525,7,0.6727557841613017
GSM4138135,525,8,0.6836608361073286
GSM4138135,525,9,0.6823647306157525
GSM4138160,475,0,0.8556428849600434
GSM4138160,475,1,0.859567659416577
GSM4138160,475,2,0.8636638433271008
GSM4138160,475,3,0.8538155706222331
GSM4138160,475,4,0.8656231033909021
GSM4138160,475,5,0.8565560388301716
GSM4138160,475,6,0.8597726638783556
GSM4138160,475,7,0.8707899599731945
GSM4138160,475,8,0.856906788379685
GSM4138160,475,9,0.8694828667685788
GSM4138162,475,0,0.8849959982394318
GSM4138162,475,1,0.8871404916736245
GSM4138162,475,2,0.8818713402693027
GSM4138162,475,3,0.8900653827313755
GSM4138162,475,4,0.8882833364126681
GSM4138162,475,5,0.8918826464915074
GSM4138162,475,6,0.8894770950336501
GSM4138162,475,7,0.8822713459205578
GSM4138162,475,8,0.8844614770730288
GSM4138162,475,9,0.8848815285078797
GSM4138137,475,0,0.7546590961532293
GSM4138137,475,1,0.7678081430171497
GSM4138137,475,2,0.7647129067232499
GSM4138137,475,3,0.7596268801716294
GSM4138137,475,4,0.7675050280526776
GSM4138137,475,5,0.768427485642081
GSM4138137,475,6,0.7629187021459037
GSM4138137,475,7,0.7642407779780263
GSM4138137,475,8,0.7574676491217296
GSM4138137,475,9,0.7672766942819251
GSM4138146,450,0,0.8921342109494133
GSM4138146,450,1,0.8759041416474551
GSM4138146,450,2,0.8861618549926256
GSM4138146,450,3,0.8875207948061243
GSM4138146,450,4,0.8920840936569353
GSM4138146,450,5,0.8866130954159894
GSM4138146,450,6,0.887651197072585
GSM4138146,450,7,0.8909258766928525
GSM4138146,450,8,0.8853120353209312
GSM4138146,450,9,0.8885048730403473
GSM4138152,450,0,0.8484991578744839
GSM4138152,450,1,0.8557956240440296
GSM4138152,450,2,0.8501438410951637
GSM4138152,450,3,0.8468609061381385
GSM4138152,450,4,0.8503595484147631
GSM4138152,450,5,0.8536796717683963
GSM4138152,450,6,0.8473876553184856
GSM4138152,450,7,0.8457093361304272
GSM4138152,450,8,0.8490375014287114
GSM4138152,450,9,0.8480751299865573
GSM4138165,425,0,0.8965775946586778
GSM4138165,425,1,0.8964820178351817
GSM4138165,425,2,0.8976136654496241
GSM4138165,425,3,0.8964120280659122
GSM4138165,425,4,0.8978196967758495
GSM4138165,425,5,0.897592168481228
GSM4138165,425,6,0.8970461421478423
GSM4138165,425,7,0.897364420563858
GSM4138165,425,8,0.8976491040083201
GSM4138165,425,9,0.8973974126336497
GSM4138131,425,0,0.6957655936097132
GSM4138131,425,1,0.6966300652753832
GSM4138131,425,2,0.7089902524249725
GSM4138131,425,3,0.6863057943376665
GSM4138131,425,4,0.6933633082898751
GSM4138131,425,5,0.6902687337050453
GSM4138131,425,6,0.7056970741284934
GSM4138131,425,7,0.7000249521975193
GSM4138131,425,8,0.6845669819456424
GSM4138131,425,9,0.6860702405334533
GSM4138163,425,0,0.9016984923600915
GSM4138163,425,1,0.8995230266205717
GSM4138163,425,2,0.900503008248857
GSM4138163,425,3,0.9003471773143119
GSM4138163,425,4,0.8918411780906217
GSM4138163,425,5,0.902304507876766
GSM4138163,425,6,0.8950030419570802
GSM4138163,425,7,0.9016346349224975
GSM4138163,425,8,0.8941318040900881
GSM4138163,425,9,0.8957195607556403
GSM4138125,375,0,0.7030747708039158
GSM4138125,375,1,0.7095189064762615
GSM4138125,375,2,0.721205368651447
GSM4138125,375,3,0.699644947475657
GSM4138125,375,4,0.6998980133753864
GSM4138125,375,5,0.7107613333006728
GSM4138125,375,6,0.711894402994382
GSM4138125,375,7,0.7022873922850038
GSM4138125,375,8,0.7022905049918862
GSM4138125,375,9,0.7117771963684456
GSM4138112,350,0,0.8686147497207829
GSM4138112,350,1,0.8733498789038535
GSM4138112,350,2,0.8748237018981203
GSM4138112,350,3,0.8734162949722892
GSM4138112,350,4,0.8707772554452122
GSM4138112,350,5,0.873212543598221
GSM4138112,350,6,0.8792540331984204
GSM4138112,350,7,0.8662291583452847
GSM4138112,350,8,0.8754122933088282
GSM4138112,350,9,0.8754274733662231
GSM4138114,350,0,0.8852519610625369
GSM4138114,350,1,0.8877945869699229
GSM4138114,350,2,0.8843449475490207
GSM4138114,350,3,0.8849082274191769
GSM4138114,350,4,0.8849307037884406
GSM4138114,350,5,0.8852802949309871
GSM4138114,350,6,0.8867414398473399
GSM4138114,350,7,0.886021468800517
GSM4138114,350,8,0.8843957694924844
GSM4138114,350,9,0.8847149059111785
GSM4138154,350,0,0.8211179802714805
GSM4138154,350,1,0.8167121482492748
GSM4138154,350,2,0.8219783677010659
GSM4138154,350,3,0.8208871101955322
GSM4138154,350,4,0.8247833431055762
GSM4138154,350,5,0.8166314732939924
GSM4138154,350,6,0.8199966012296829
GSM4138154,350,7,0.8264425639197129
GSM4138154,350,8,0.8228991407526184
GSM4138154,350,9,0.8317375660374915
GSM4138139,350,0,0.627134828501397
GSM4138139,350,1,0.6657070091831693
GSM4138139,350,2,0.6355754089543462
GSM4138139,350,3,0.6555208028405319
GSM4138139,350,4,0.6598043819819646
GSM4138139,350,5,0.6540552921322021
GSM4138139,350,6,0.6280432048212361
GSM4138139,350,7,0.645123103802683
GSM4138139,350,8,0.6262627426836609
GSM4138139,350,9,0.6566959741671805
GSM4138155,325,0,0.5873594121203958
GSM4138155,325,1,0.6097718522741128
GSM4138155,325,2,0.5920443779318445
GSM4138155,325,3,0.6006944362392519
GSM4138155,325,4,0.5944384309898656
GSM4138155,325,5,0.5957206653648821
GSM4138155,325,6,0.6199890488291311
GSM4138155,325,7,0.5928373772857203
GSM4138155,325,8,0.5924721007327933
GSM4138155,325,9,0.5972226078498393
GSM4138144,300,0,0.8516941999951506
GSM4138144,300,1,0.848296389890462
GSM4138144,300,2,0.8476929050639793
GSM4138144,300,3,0.8518638501554927
GSM4138144,300,4,0.8517326767026956
GSM4138144,300,5,0.8379141728577846
GSM4138144,300,6,0.850960081210211
GSM4138144,300,7,0.8511703621607145
GSM4138144,300,8,0.8521813909936168
GSM4138144,300,9,0.8486148757950331
GSM4138141,300,0,0.7351979289311608
GSM4138141,300,1,0.7228047634516978
GSM4138141,300,2,0.731530893065913
GSM4138141,300,3,0.7367878033018336
GSM4138141,300,4,0.7363805914956805
GSM4138141,300,5,0.7531859844522701
GSM4138141,300,6,0.7408996562729008
GSM4138141,300,7,0.7465352063355675
GSM4138141,300,8,0.7398073374018628
GSM4138141,300,9,0.7328517691684868
GSM4138145,275,0,0.7053647593989858
GSM4138145,275,1,0.6955815640997515
GSM4138145,275,2,0.7104669785426814
GSM4138145,275,3,0.732064062364947
GSM4138145,275,4,0.7216343575911406
GSM4138145,275,5,0.7245119507473606
GSM4138145,275,6,0.708918456330299
GSM4138145,275,7,0.7259259875227506
GSM4138145,275,8,0.7329955551495473
GSM4138145,275,9,0.7164396641928585
GSM4138158,275,0,0.893072751148002
GSM4138158,275,1,0.8902611157780995
GSM4138158,275,2,0.8938055443789578
GSM4138158,275,3,0.8889257607885159
GSM4138158,275,4,0.8904160696592432
GSM4138158,275,5,0.8929851782311188
GSM4138158,275,6,0.8929315822255058
GSM4138158,275,7,0.8922488226353055
GSM4138158,275,8,0.8958788354003896
GSM4138158,275,9,0.8967703100663642
GSM4138133,250,0,0.7650842594632102
GSM4138133,250,1,0.7746335063589056
GSM4138133,250,2,0.7622406475233093
GSM4138133,250,3,0.7413104512517816
GSM4138133,250,4,0.772783246809104
GSM4138133,250,5,0.7669844548790519
GSM4138133,250,6,0.759395346316327
GSM4138133,250,7,0.7371065433250263
GSM4138133,250,8,0.7752566703505195
GSM4138133,250,9,0.759392163686203
GSM4138141,250,0,0.700397364474501
GSM4138141,250,1,0.749261438587552
GSM4138141,250,2,0.7378308874327892
GSM4138141,250,3,0.7321392910054221
GSM4138141,250,4,0.7574880144076259
GSM4138141,250,5,0.7360706346103125
GSM4138141,250,6,0.7242606503835662
GSM4138141,250,7,0.7484094345556764
GSM4138141,250,8,0.750559356360088
GSM4138141,250,9,0.7546682280290505
GSM4138135,200,0,0.7204103151414272
GSM4138135,200,1,0.7109715192377681
GSM4138135,200,2,0.727355343489613
GSM4138135,200,3,0.741204614668294
GSM4138135,200,4,0.717781438648663
GSM4138135,200,5,0.709455918330931
GSM4138135,200,6,0.7041870302051818
GSM4138135,200,7,0.7217454153859681
GSM4138135,200,8,0.6957123161293651
GSM4138135,200,9,0.7014376611516187
GSM4138143,200,0,0.7190572654936072
GSM4138143,200,1,0.708826331725676
GSM4138143,200,2,0.7164055590398202
GSM4138143,200,3,0.7016133487034373
GSM4138143,200,4,0.6869903810236253
GSM4138143,200,5,0.7043153501285768
GSM4138143,200,6,0.7063464721087265
GSM4138143,200,7,0.7162221217125821
GSM4138143,200,8,0.7107662021123766
GSM4138143,200,9,0.7061028489323129
GSM4138155,200,0,0.5858796631258825
GSM4138155,200,1,0.6177182285845009
GSM4138155,200,2,0.6032645252444069
GSM4138155,200,3,0.5891281435600211
GSM4138155,200,4,0.6467448509603184
GSM4138155,200,5,0.6122659409329518
GSM4138155,200,6,0.6006950065561663
GSM4138155,200,7,0.6390537860325023
GSM4138155,200,8,0.6463563146320395
GSM4138155,200,9,0.6187262485702685
GSM4138111,175,0,0.7230182277666362
GSM4138111,175,1,0.6689403445734846
GSM4138111,175,2,0.6602944140191723
GSM4138111,175,3,0.7004764661086885
GSM4138111,175,4,0.684771556088045
GSM4138111,175,5,0.6889534323711155
GSM4138111,175,6,0.6643666469398926
GSM4138111,175,7,0.6919164389101387
GSM4138111,175,8,0.6799335891649639
GSM4138111,175,9,0.7411373285463503
GSM4138117,175,0,0.7266227716662668
GSM4138117,175,1,0.740466741346612
GSM4138117,175,2,0.703567764612024
GSM4138117,175,3,0.701630075737154
GSM4138117,175,4,0.7361265020835748
GSM4138117,175,5,0.7054994272201549
GSM4138117,175,6,0.7326219948753048
GSM4138117,175,7,0.7117482889218207
GSM4138117,175,8,0.7241902379275512
GSM4138117,175,9,0.7177037521399057
GSM4138148,175,0,0.8628447656682241
GSM4138148,175,1,0.8555601246059984
GSM4138148,175,2,0.8493494585937067
GSM4138148,175,3,0.859276044132709
GSM4138148,175,4,0.8522723946299259
GSM4138148,175,5,0.850138627617321
GSM4138148,175,6,0.8515122537516728
GSM4138148,175,7,0.8472580773470775
GSM4138148,175,8,0.8508531299074192
GSM4138148,175,9,0.8475729695573888
GSM4138145,175,0,0.7091341906002769
GSM4138145,175,1,0.7154731055968738
GSM4138145,175,2,0.7329561863067068
GSM4138145,175,3,0.7079512372463908
GSM4138145,175,4,0.7264900769591852
GSM4138145,175,5,0.7153532774411533
GSM4138145,175,6,0.7401302785854134
GSM4138145,175,7,0.7335785995594055
GSM4138145,175,8,0.7299006904594902
GSM4138145,175,9,0.740207911496515
GSM4138127,175,0,0.7543255793683219
GSM4138127,175,1,0.7487253480439351
GSM4138127,175,2,0.7376853158870025
GSM4138127,175,3,0.7570573948158124
GSM4138127,175,4,0.7734638581801192
GSM4138127,175,5,0.7812513593544398
GSM4138127,175,6,0.7723159305776077
GSM4138127,175,7,0.7616385470093096
GSM4138127,175,8,0.7566470752645913
GSM4138127,175,9,0.8006017443598484
GSM4138164,150,0,0.8342029530170426
GSM4138164,150,1,0.8364718207807731
GSM4138164,150,2,0.8363501087518219
GSM4138164,150,3,0.835708247782589
GSM4138164,150,4,0.8383107679100313
GSM4138164,150,5,0.8403185715551369
GSM4138164,150,6,0.8389716497013701
GSM4138164,150,7,0.8505636939976183
GSM4138164,150,8,0.8486762494551959
GSM4138164,150,9,0.8352667456595478
GSM4138127,150,0,0.7859695239146882
GSM4138127,150,1,0.7489929017992105
GSM4138127,150,2,0.7515279685202221
GSM4138127,150,3,0.7551901793475281
GSM4138127,150,4,0.7708564735955697
GSM4138127,150,5,0.788910872251398
GSM4138127,150,6,0.779794890943605
GSM4138127,150,7,0.7629156292956114
GSM4138127,150,8,0.7529658120518121
GSM4138127,150,9,0.7709277613354996
GSM4138143,150,0,0.7539406228830298
GSM4138143,150,1,0.763739517402652
GSM4138143,150,2,0.7171278757035442
GSM4138143,150,3,0.714629136083725
GSM4138143,150,4,0.7243295522407261
GSM4138143,150,5,0.7584632395733428
GSM4138143,150,6,0.7118084448502987
GSM4138143,150,7,0.7128734794859515
GSM4138143,150,8,0.7230346270827113
GSM4138143,150,9,0.7283140881783042
GSM4138161,150,0,0.702920085554704
GSM4138161,150,1,0.6931759275174321
GSM4138161,150,2,0.7029926147293372
GSM4138161,150,3,0.7013923398203247
GSM4138161,150,4,0.6835937164219705
GSM4138161,150,5,0.7318208430742432
GSM4138161,150,6,0.7401983476069918
GSM4138161,150,7,0.693237192473221
GSM4138161,150,8,0.7080600578689826
GSM4138161,150,9,0.713340642958376
GSM4138117,150,0,0.7440673231622397
GSM4138117,150,1,0.7003557211356659
GSM4138117,150,2,0.7021829375476704
GSM4138117,150,3,0.7028165522159722
GSM4138117,150,4,0.7102347988798293
GSM4138117,150,5,0.7369510414086367
GSM4138117,150,6,0.7142899380763429
GSM4138117,150,7,0.709323212438341
GSM4138117,150,8,0.7284463749030836
GSM4138117,150,9,0.7054443012902603
GSM4138139,150,0,0.6758667660183748
GSM4138139,150,1,0.7003203607693346
GSM4138139,150,2,0.6906582962677139
GSM4138139,150,3,0.6978012338324693
GSM4138139,150,4,0.7103722996096882
GSM4138139,150,5,0.7045247717316867
GSM4138139,150,6,0.6910671148329903
GSM4138139,150,7,0.725343763976825
GSM4138139,150,8,0.6841908672764492
GSM4138139,150,9,0.7081408214990486
GSM4138155,125,0,0.697206170788846
GSM4138155,125,1,0.6777658227438106
GSM4138155,125,2,0.6730472905027589
GSM4138155,125,3,0.6630604332009714
GSM4138155,125,4,0.6831148402179671
GSM4138155,125,5,0.6532547619436267
GSM4138155,125,6,0.6804783698896046
GSM4138155,125,7,0.6676174312440429
GSM4138155,125,8,0.6488787527117572
GSM4138155,125,9,0.66163659943107
GSM4138139,125,0,0.7809757112504242
GSM4138139,125,1,0.7279179856975098
GSM4138139,125,2,0.7013506820879523
GSM4138139,125,3,0.6918139584360234
GSM4138139,125,4,0.7215531601413944
GSM4138139,125,5,0.6795941452288131
GSM4138139,125,6,0.7265767171949733
GSM4138139,125,7,0.7589767877734725
GSM4138139,125,8,0.7243506538386821
GSM4138139,125,9,0.7130650474749045
GSM4138161,125,0,0.7840748785900014
GSM4138161,125,1,0.7486670666384188
GSM4138161,125,2,0.7109328028693667
GSM4138161,125,3,0.7367777741417805
GSM4138161,125,4,0.7414615097099335
GSM4138161,125,5,0.7298928467611768
GSM4138161,125,6,0.6970054740812839
GSM4138161,125,7,0.7196741563638103
GSM4138161,125,8,0.7202072321326332
GSM4138161,125,9,0.7648494304968021
GSM4138129,125,0,0.7626515648261882
GSM4138129,125,1,0.7566134737840668
GSM4138129,125,2,0.7210174712237396
GSM4138129,125,3,0.7775972624402533
GSM4138129,125,4,0.7481669781401807
GSM4138129,125,5,0.7592271470474281
GSM4138129,125,6,0.752956993718638
GSM4138129,125,7,0.7571674987835972
GSM4138129,125,8,0.7486151063030002
GSM4138129,125,9,0.7686916859401413
GSM4138125,125,0,0.7636468263851117
GSM4138125,125,1,0.7689666575143208
GSM4138125,125,2,0.7213576482226018
GSM4138125,125,3,0.751195058028314
GSM4138125,125,4,0.7512055764088647
GSM4138125,125,5,0.7494041744791333
GSM4138125,125,6,0.7795475804612294
GSM4138125,125,7,0.7435800295259265
GSM4138125,125,8,0.7528208414358353
GSM4138125,125,9,0.767140131330991
GSM4138137,125,0,0.7859510912596416
GSM4138137,125,1,0.7983372954146284
GSM4138137,125,2,0.7682155991993891
GSM4138137,125,3,0.7943691193550342
GSM4138137,125,4,0.7842066502609818
GSM4138137,125,5,0.8142015128253701
GSM4138137,125,6,0.7933380906135258
GSM4138137,125,7,0.7743204985215395
GSM4138137,125,8,0.7999420456625065
GSM4138137,125,9,0.7770412472949038
GSM4138111,125,0,0.7397080746317954
GSM4138111,125,1,0.768432104171531
GSM4138111,125,2,0.6559988218606817
GSM4138111,125,3,0.7351678997116634
GSM4138111,125,4,0.739339450123659
GSM4138111,125,5,0.7334175579655606
GSM4138111,125,6,0.7818298077032696
GSM4138111,125,7,0.7627512284063771
GSM4138111,125,8,0.7341468346399339
GSM4138111,125,9,0.7101545198981944
GSM4138115,125,0,0.7323986120047519
GSM4138115,125,1,0.7476298843226343
GSM4138115,125,2,0.7851584581739046
GSM4138115,125,3,0.8162927952706318
GSM4138115,125,4,0.769634848663864
GSM4138115,125,5,0.7579429585099324
GSM4138115,125,6,0.7828976588190237
GSM4138115,125,7,0.7723534752519854
GSM4138115,125,8,0.7887744767537094
GSM4138115,125,9,0.7973997490791461
GSM4138131,125,0,0.7569287726598479
GSM4138131,125,1,0.764257003255418
GSM4138131,125,2,0.7563983026513453
GSM4138131,125,3,0.7607317120629652
GSM4138131,125,4,0.7614943423286455
GSM4138131,125,5,0.7630796876089876
GSM4138131,125,6,0.7457177386066774
GSM4138131,125,7,0.7514638498986265
GSM4138131,125,8,0.7625965648049844
GSM4138131,125,9,0.7439987058157238
GSM4138127,125,0,0.7642570931805504
GSM4138127,125,1,0.7785677455529666
GSM4138127,125,2,0.8232977974410963
GSM4138127,125,3,0.7822044217598291
GSM4138127,125,4,0.8121039405425716
GSM4138127,125,5,0.7682396035140017
GSM4138127,125,6,0.7622219034761712
GSM4138127,125,7,0.7790957161052064
GSM4138127,125,8,0.7925260945227485
GSM4138127,125,9,0.799869953931984
GSM4138135,125,0,0.770415262159956
GSM4138135,125,1,0.7541180707949336
GSM4138135,125,2,0.7305989906227518
GSM4138135,125,3,0.7685387025834796
GSM4138135,125,4,0.763844884426806
GSM4138135,125,5,0.7459434050065394
GSM4138135,125,6,0.7280563687416944
GSM4138135,125,7,0.7533837903879868
GSM4138135,125,8,0.731916594086764
GSM4138135,125,9,0.7774362604853529
GSM4138131,100,0,0.7827128947472549
GSM4138131,100,1,0.7548042647941561
GSM4138131,100,2,0.7777049916294494
GSM4138131,100,3,0.750904103076919
GSM4138131,100,4,0.7759084837300613
GSM4138131,100,5,0.7404306394383087
GSM4138131,100,6,0.7528384759738884
GSM4138131,100,7,0.7765199612277932
GSM4138131,100,8,0.7429051037000458
GSM4138131,100,9,0.7566044422878115
GSM4138113,100,0,0.7682948918042836
GSM4138113,100,1,0.7617889346868991
GSM4138113,100,2,0.7694986633801706
GSM4138113,100,3,0.7598586932246216
GSM4138113,100,4,0.7561677524709668
GSM4138113,100,5,0.7812352930614754
GSM4138113,100,6,0.7791580653485521
GSM4138113,100,7,0.7489620371271977
GSM4138113,100,8,0.7548393724381534
GSM4138113,100,9,0.7821203168393416
GSM4138157,100,0,0.7470980606862547
GSM4138157,100,1,0.7777078465996151
GSM4138157,100,2,0.7507435315160663
GSM4138157,100,3,0.8044062213159329
GSM4138157,100,4,0.7785276088237074
GSM4138157,100,5,0.8013866965386498
GSM4138157,100,6,0.7487423301921755
GSM4138157,100,7,0.7476658288828595
GSM4138157,100,8,0.7487890058709541
GSM4138157,100,9,0.7543248057912199
GSM4138129,100,0,0.7675316509904017
GSM4138129,100,1,0.801719048940864
GSM4138129,100,2,0.7598245852904534
GSM4138129,100,3,0.7852441527242099
GSM4138129,100,4,0.7796296501222876
GSM4138129,100,5,0.8005541888183727
GSM4138129,100,6,0.7677168876993119
GSM4138129,100,7,0.8103896690581949
GSM4138129,100,8,0.78082927718686
GSM4138129,100,9,0.7500311446917955
GSM4138121,75,0,0.7378134557955303
GSM4138121,75,1,0.7166566233447398
GSM4138121,75,2,0.7108389710878265
GSM4138121,75,3,0.6572093524887369
GSM4138121,75,4,0.6925465173355543
GSM4138121,75,5,0.7461042644514649
GSM4138121,75,6,0.719741889921555
GSM4138121,75,7,0.7028560781891993
GSM4138121,75,8,0.7201249364627497
GSM4138121,75,9,0.7124907770605278
GSM4138159,75,0,0.8099389897170416
GSM4138159,75,1,0.828016516433068
GSM4138159,75,2,0.8168639117259431
GSM4138159,75,3,0.8003682726052797
GSM4138159,75,4,0.8088410467304721
GSM4138159,75,5,0.7977515571907924
GSM4138159,75,6,0.8109498406262294
GSM4138159,75,7,0.7978138547137005
GSM4138159,75,8,0.7890133516762268
GSM4138159,75,9,0.8054613384305108
GSM4138141,75,0,0.851457264869713
GSM4138141,75,1,0.8600292941083296
GSM4138141,75,2,0.8528514240746768
GSM4138141,75,3,0.8107175620198186
GSM4138141,75,4,0.7803564475817573
GSM4138141,75,5,0.8488240141970589
GSM4138141,75,6,0.8191943237161006
GSM4138141,75,7,0.8437466718658695
GSM4138141,75,8,0.7918934614682888
GSM4138141,75,9,0.8190291293469414
GSM4138111,75,0,0.8257762799944584
GSM4138111,75,1,0.7628856545478949
GSM4138111,75,2,0.803983257219512
GSM4138111,75,3,0.7598686474329884
GSM4138111,75,4,0.7959291618854908
GSM4138111,75,5,0.7652887533910784
GSM4138111,75,6,0.7495696144777082
GSM4138111,75,7,0.7587762402163956
GSM4138111,75,8,0.8222308167655805
GSM4138111,75,9,0.845907504548152
GSM4138119,50,0,0.8083375423288397
GSM4138119,50,1,0.7886222661622815
GSM4138119,50,2,0.7772798340608552
GSM4138119,50,3,0.8178120212407571
GSM4138119,50,4,0.7977824139222706
GSM4138119,50,5,0.8331359185283834
GSM4138119,50,6,0.737009984820082
GSM4138119,50,7,0.8258896223540817
GSM4138119,50,8,0.7482776890464591
GSM4138119,50,9,0.7296078875502578
GSM4138121,50,0,0.7066741838291525
GSM4138121,50,1,0.7177543560204827
GSM4138121,50,2,0.7627703813914968
GSM4138121,50,3,0.7648778014134473
GSM4138121,50,4,0.779568669110003
GSM4138121,50,5,0.8125792640062897
GSM4138121,50,6,0.7358527839042035
GSM4138121,50,7,0.7606533346604714
GSM4138121,50,8,0.7611180768459447
GSM4138121,50,9,0.7618288008015568
GSM4138155,50,0,0.7523695058171883
GSM4138155,50,1,0.8057393398143665
GSM4138155,50,2,0.8427677494129269
GSM4138155,50,3,0.8176044607794432
GSM4138155,50,4,0.7565247859748077
GSM4138155,50,5,0.7642487391204867
GSM4138155,50,6,0.8228902300071284
GSM4138155,50,7,0.8251481381469912
GSM4138155,50,8,0.7852894720420809
GSM4138155,50,9,0.8289763347023771
GSM4138157,50,0,0.868384692456579
GSM4138157,50,1,0.8764937632726473
GSM4138157,50,2,0.9075155962003891
GSM4138157,50,3,0.9049204549372732
GSM4138157,50,4,0.8747617904403935
GSM4138157,50,5,0.9165231596459686
GSM4138157,50,6,0.8770708934614706
GSM4138157,50,7,0.8881223153266522
GSM4138157,50,8,0.8670838704007648
GSM4138157,50,9,0.856511568716386
GSM4138159,50,0,0.9074809846148206
GSM4138159,50,1,0.8300914884699857
