sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138134,14,1,Monocyte_family,family,0.9816698710916228,807
GSM4138116,14,1,Monocyte_family,family,0.9471869857456008,679
GSM4138126,14,1,Monocyte_family,family,0.9717670567844249,664
GSM4138156,14,1,Monocyte_family,family,0.9534152590747456,654
GSM4138120,14,1,Monocyte_family,family,0.898753974517315,511
GSM4138142,14,1,Monocyte_family,family,0.9540561807656042,479
GSM4138110,14,1,Monocyte_family,family,0.9638236131614044,460
GSM4138140,14,1,Monocyte_family,family,0.9653630651693114,453
GSM4138132,14,1,Monocyte_family,family,0.9730765167698968,417
GSM4138160,14,1,Monocyte_family,family,0.9392416750870133,412
GSM4138134,14,2,Mono_CD16,specific,0.9556938005372968,404
GSM4138123,14,4,Macrophage_family,family,0.7477604622447382,398
GSM4138136,14,1,Monocyte_family,family,0.9600140520647057,384
GSM4138138,14,1,Monocyte_family,family,0.9745039307016317,371
GSM4138125,14,8,Macrophage_family,family,0.758037993846357,338
GSM4138163,14,1,Monocyte_family,family,0.9571660852429915,337
GSM4138128,14,2,Mono_CD16,specific,0.910869626641033,326
GSM4138122,14,2,Mono_CD16,specific,0.910869626641033,326
GSM4138135,14,4,Macrophage_family,family,0.7701670404649485,307
GSM4138162,14,1,Monocyte_family,family,0.9788356794841855,303
GSM4138130,14,1,Monocyte_family,family,0.9556193347590658,297
GSM4138152,14,1,Monocyte_family,family,0.9419831871496142,294
GSM4138146,14,2,Mono_CD16,specific,0.9291080026310379,290
GSM4138154,14,1,Monocyte_family,family,0.9049546515737832,289
GSM4138130,14,2,Mono_CD16,specific,0.9376730035588059,283
GSM4138165,14,1,Monocyte_family,family,0.9504422910963601,268
GSM4138118,14,1,Monocyte_family,family,0.9234079626022533,259
GSM4138156,14,2,Mono_CD16,specific,0.9312956430860473,250
GSM4138166,14,1,Monocyte_family,family,0.9612724454077195,247
GSM4138136,14,2,Mono_CD16,specific,0.9248283996185833,245
GSM4138140,14,2,Mono_CD16,specific,0.9402902213470635,235
GSM4138114,14,1,Monocyte_family,family,0.9497760389103287,232
GSM4138124,14,1,Monocyte_family,family,0.981814078347176,230
GSM4138137,14,4,Macrophage_family,family,0.8253570409872053,224
GSM4138158,14,1,Monocyte_family,family,0.9634719548477954,218
GSM4138132,14,2,Mono_CD16,specific,0.9495921024757323,217
GSM4138167,14,1,Monocyte_family,family,0.9708891768906727,210
GSM4138166,14,2,Mono_CD16,specific,0.9189527776117754,206
GSM4138128,14,1,Monocyte_family,family,0.9750620289840459,205
GSM4138122,14,1,Monocyte_family,family,0.9750620289840459,205
GSM4138142,14,2,Mono_CD16,specific,0.9389222093654435,204
GSM4138141,14,1,Monocyte_family,family,0.9227590590572979,203
GSM4138138,14,2,Mono_CD16,specific,0.9512848380796197,200
GSM4138135,14,9,Ambiguous/Mixed,ambiguous,0.7630136996051197,193
GSM4138112,14,1,Monocyte_family,family,0.9560656042919441,185
GSM4138145,14,1,Monocyte_family,family,0.8524061454351264,181
GSM4138145,14,3,DC_family,family,0.7635287790397172,167
GSM4138112,14,2,Mono_CD16,specific,0.9199645630310206,163
GSM4138155,14,3,DC_family,family,0.7209680474448036,162
GSM4138110,14,2,Mono_CD16,specific,0.9222028464616959,161
GSM4138162,14,2,Mono_CD16,specific,0.9080476821919715,161
GSM4138165,14,2,Mono_CD16,specific,0.929626038168877,160
GSM4138144,14,1,Monocyte_family,family,0.9428714601487435,160
GSM4138146,14,1,Monocyte_family,family,0.9472615859273164,160
GSM4138155,14,1,Monocyte_family,family,0.8385972494118595,159
GSM4138131,14,10,Ambiguous/Mixed,ambiguous,0.7958957878573076,156
GSM4138152,14,2,Mono_CD16,specific,0.900026171867411,152
GSM4138150,14,1,Monocyte_family,family,0.9475348639877884,122
GSM4138127,14,1,Monocyte_family,family,0.9159726892982546,121
GSM4138117,14,1,Monocyte_family,family,0.8507830429510881,121
