sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138116,21,2,Monocyte_family,family,0.9391590237013754,684
GSM4138156,21,2,Monocyte_family,family,0.9650915855846752,628
GSM4138134,21,1,cDC2_CD33,specific,0.9432568582514909,623
GSM4138134,21,2,Monocyte_family,family,0.9863881152712078,586
GSM4138126,21,2,Monocyte_family,family,0.9830969169043077,552
GSM4138122,21,1,cDC2_CD33,specific,0.8973927885623642,434
GSM4138128,21,1,cDC2_CD33,specific,0.8973927885623642,434
GSM4138140,21,1,cDC2_CD33,specific,0.9071236634675989,419
GSM4138120,21,1,cDC2_CD33,specific,0.8493017464634651,417
GSM4138123,21,3,Macrophage_family,family,0.7452967648045518,414
GSM4138132,21,1,cDC2_CD33,specific,0.9143097278850247,411
GSM4138130,21,1,cDC2_CD33,specific,0.9416098120397132,371
GSM4138136,21,1,cDC2_CD33,specific,0.8926676053645806,360
GSM4138142,21,1,cDC2_CD33,specific,0.8983862493340193,356
GSM4138160,21,2,Monocyte_family,family,0.962115889331729,339
GSM4138142,21,2,Monocyte_family,family,0.9773708979917058,329
GSM4138152,21,1,cDC2_CD33,specific,0.8551268282492628,328
GSM4138146,21,1,cDC2_CD33,specific,0.8918552278311422,325
GSM4138162,21,1,cDC2_CD33,specific,0.8814534172440969,320
GSM4138110,21,1,cDC2_CD33,specific,0.9116591688620462,318
GSM4138110,21,2,Monocyte_family,family,0.9815947992344035,303
GSM4138135,21,3,Macrophage_family,family,0.7885536852833441,302
GSM4138166,21,1,cDC2_CD33,specific,0.8904224572890526,296
GSM4138138,21,1,cDC2_CD33,specific,0.9075486724802004,291
GSM4138156,21,1,cDC2_CD33,specific,0.915171921437617,285
GSM4138136,21,2,Monocyte_family,family,0.9792608290844735,280
GSM4138138,21,2,Monocyte_family,family,0.9789438192121286,279
GSM4138140,21,2,Monocyte_family,family,0.9847667013606303,275
GSM4138125,21,8,Macrophage_family,family,0.7673149835075231,262
GSM4138163,21,1,cDC2_CD33,specific,0.8850132774568462,239
GSM4138137,21,3,Macrophage_family,family,0.8216489910534958,239
GSM4138132,21,2,Monocyte_family,family,0.993980844265113,228
GSM4138167,21,1,cDC2_CD33,specific,0.8844979527914313,224
GSM4138165,21,2,Monocyte_family,family,0.977996699443035,223
GSM4138165,21,1,cDC2_CD33,specific,0.8663606664821867,213
GSM4138135,21,6,Ambiguous/Mixed,ambiguous,0.7617534400397847,210
GSM4138130,21,2,Monocyte_family,family,0.9862505119577587,207
GSM4138126,21,1,cDC2_CD33,specific,0.9424489112481779,204
GSM4138112,21,1,cDC2_CD33,specific,0.880864191302398,199
GSM4138144,21,1,cDC2_CD33,specific,0.8473792566968044,197
GSM4138118,21,1,cDC2_CD33,specific,0.8826213988140195,190
GSM4138120,21,2,Monocyte_family,family,0.958304390042689,190
GSM4138141,21,1,cDC2_CD33,specific,0.8434350743597537,189
GSM4138154,21,2,Monocyte_family,family,0.9759346784503607,188
GSM4138114,21,1,cDC2_CD33,specific,0.856671198373546,188
GSM4138124,21,2,Monocyte_family,family,0.9851258136484585,188
GSM4138163,21,2,Monocyte_family,family,0.9847079506511034,178
GSM4138158,21,2,Monocyte_family,family,0.9889495527338518,172
GSM4138131,21,11,Ambiguous/Mixed,ambiguous,0.7905179524265987,171
GSM4138154,21,1,cDC2_CD33,specific,0.8550075112964165,166
GSM4138162,21,2,Monocyte_family,family,0.994022357587378,163
GSM4138166,21,2,Monocyte_family,family,0.9849425154292746,163
GSM4138114,21,2,Monocyte_family,family,0.9820719816524077,159
GSM4138112,21,2,Monocyte_family,family,0.9867225771134505,153
GSM4138124,21,1,cDC2_CD33,specific,0.9094621939920239,148
GSM4138160,21,1,cDC2_CD33,specific,0.884359833597603,141
GSM4138145,21,1,cDC2_CD33,specific,0.8658989841107735,136
GSM4138146,21,2,Monocyte_family,family,0.9796740229974927,135
GSM4138152,21,2,Monocyte_family,family,0.978141396388819,133
GSM4138155,21,12,Ambiguous/Mixed,ambiguous,0.7188768929315286,132
GSM4138155,21,6,Ambiguous/Mixed,ambiguous,0.7525791190698576,131
GSM4138155,21,2,Monocyte_family,family,0.8835326082875876,130
GSM4138143,21,1,cDC2_CD33,specific,0.8402181735689015,122
GSM4138145,21,2,Monocyte_family,family,0.8810831793003574,120
GSM4138150,21,1,cDC2_CD33,specific,0.9074984660988544,118
GSM4138117,21,2,Monocyte_family,family,0.8460185874741278,117
GSM4138141,21,2,Monocyte_family,family,0.9639151264861524,116
GSM4138139,21,6,Ambiguous/Mixed,ambiguous,0.8395788121874787,114
GSM4138127,21,2,Monocyte_family,family,0.9433833491617591,114
GSM4138128,21,2,Monocyte_family,family,0.9927226162334749,111
GSM4138122,21,2,Monocyte_family,family,0.9927226162334749,111
GSM4138131,21,5,DC_pDC,specific,0.9053547193725107,110
GSM4138161,21,5,DC_pDC,specific,0.8652914915931531,110
GSM4138111,21,1,cDC2_CD33,specific,0.827821652179185,108
GSM4138167,21,2,Monocyte_family,family,0.9904849161512109,106
GSM4138131,21,3,Macrophage_family,family,0.8205455478728977,102
GSM4138148,21,1,cDC2_CD33,specific,0.856972982615688,102
GSM4138158,21,1,cDC2_CD33,specific,0.8994672761279253,101
GSM4138118,21,2,Monocyte_family,family,0.9690863078997719,100
GSM4138137,21,6,Ambiguous/Mixed,ambiguous,0.8202621351434647,99
