sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138134,6,1,Ambiguous/Mixed,ambiguous,0.9561562126178971,1213
GSM4138156,6,1,Ambiguous/Mixed,ambiguous,0.901151012079771,916
GSM4138126,6,1,Ambiguous/Mixed,ambiguous,0.9529039457285877,758
GSM4138116,6,1,Ambiguous/Mixed,ambiguous,0.9303430193458323,701
GSM4138140,6,1,Ambiguous/Mixed,ambiguous,0.9171426062806511,696
GSM4138142,6,1,Ambiguous/Mixed,ambiguous,0.9106069169972388,689
GSM4138132,6,1,Ambiguous/Mixed,ambiguous,0.93497175799228,644
GSM4138136,6,1,Ambiguous/Mixed,ambiguous,0.897545671138613,641
GSM4138110,6,1,Ambiguous/Mixed,ambiguous,0.9110540960137425,627
GSM4138120,6,1,Ambiguous/Mixed,ambiguous,0.852327674382433,606
GSM4138130,6,1,Ambiguous/Mixed,ambiguous,0.923439792533927,584
GSM4138138,6,1,Ambiguous/Mixed,ambiguous,0.9129224731905184,575
GSM4138128,6,1,Ambiguous/Mixed,ambiguous,0.8858123633540804,541
GSM4138122,6,1,Ambiguous/Mixed,ambiguous,0.8858123633540804,541
GSM4138160,6,1,Ambiguous/Mixed,ambiguous,0.9020943888560353,485
GSM4138162,6,1,Ambiguous/Mixed,ambiguous,0.8969505020191236,482
GSM4138166,6,1,Ambiguous/Mixed,ambiguous,0.8961901068450987,465
GSM4138146,6,1,Ambiguous/Mixed,ambiguous,0.8893332715472475,460
GSM4138152,6,1,Ambiguous/Mixed,ambiguous,0.8696110470806976,459
GSM4138165,6,1,Ambiguous/Mixed,ambiguous,0.9010838514971067,436
GSM4138163,6,1,Ambiguous/Mixed,ambiguous,0.9072704819130132,424
GSM4138123,6,3,Macrophage_family,family,0.7424016288401483,403
GSM4138135,6,3,Macrophage_family,family,0.7495144487620636,359
GSM4138112,6,1,Ambiguous/Mixed,ambiguous,0.8954083411534985,353
GSM4138114,6,1,Ambiguous/Mixed,ambiguous,0.885230274258664,351
GSM4138154,6,1,Ambiguous/Mixed,ambiguous,0.8616792864768621,350
GSM4138125,6,3,Macrophage_family,family,0.7525898180020528,342
GSM4138167,6,1,Ambiguous/Mixed,ambiguous,0.889034732585736,339
GSM4138124,6,1,Ambiguous/Mixed,ambiguous,0.9237456780946116,339
GSM4138137,6,3,Macrophage_family,family,0.7889813275610023,312
GSM4138141,6,1,Ambiguous/Mixed,ambiguous,0.8779881339978622,303
GSM4138144,6,1,Ambiguous/Mixed,ambiguous,0.8638741106677961,292
GSM4138118,6,1,Ambiguous/Mixed,ambiguous,0.892680065325938,290
GSM4138131,6,2,DC_family,family,0.7167153982415957,282
GSM4138158,6,1,Ambiguous/Mixed,ambiguous,0.9039463259653715,272
GSM4138145,6,1,Ambiguous/Mixed,ambiguous,0.8164540397626308,258
GSM4138135,6,4,Ambiguous/Mixed,ambiguous,0.7658426306984571,228
GSM4138155,6,1,Ambiguous/Mixed,ambiguous,0.8058474096074996,193
GSM4138150,6,1,Ambiguous/Mixed,ambiguous,0.9065579601561824,189
GSM4138155,6,2,DC_family,family,0.7058781911771544,186
GSM4138145,6,2,DC_family,family,0.7410749749983234,178
GSM4138148,6,1,Ambiguous/Mixed,ambiguous,0.8619332230195504,174
GSM4138141,6,2,DC_family,family,0.7405548032071125,172
GSM4138139,6,1,Ambiguous/Mixed,ambiguous,0.856103483221548,166
GSM4138139,6,3,Macrophage_family,family,0.7391694030203018,164
GSM4138137,6,4,Ambiguous/Mixed,ambiguous,0.8012452272779182,157
GSM4138117,6,1,Ambiguous/Mixed,ambiguous,0.806622726491546,157
GSM4138164,6,1,Ambiguous/Mixed,ambiguous,0.841996642698004,155
GSM4138127,6,1,Ambiguous/Mixed,ambiguous,0.8810758084020189,155
GSM4138135,6,1,Ambiguous/Mixed,ambiguous,0.9182426453100236,151
GSM4138143,6,1,Ambiguous/Mixed,ambiguous,0.8187811757987067,145
GSM4138125,6,1,Ambiguous/Mixed,ambiguous,0.8170575445636903,143
GSM4138111,6,2,DC_family,family,0.6929328846732705,142
GSM4138155,6,4,Ambiguous/Mixed,ambiguous,0.7434196239767549,141
GSM4138143,6,2,DC_family,family,0.7841178639233746,141
GSM4138123,6,2,DC_family,family,0.6559064039345078,140
GSM4138139,6,4,Ambiguous/Mixed,ambiguous,0.824821756090504,138
GSM4138161,6,2,DC_family,family,0.6758665173454972,136
GSM4138137,6,1,Ambiguous/Mixed,ambiguous,0.8872736328936847,135
GSM4138133,6,2,DC_family,family,0.7409212754301988,134
GSM4138161,6,1,Ambiguous/Mixed,ambiguous,0.8542793943988874,133
GSM4138131,6,1,Ambiguous/Mixed,ambiguous,0.8873341686103458,130
GSM4138131,6,3,Macrophage_family,family,0.7980414157391909,125
GSM4138127,6,2,DC_family,family,0.7573782258329818,124
GSM4138111,6,1,Ambiguous/Mixed,ambiguous,0.8249797611535536,120
GSM4138127,6,4,Ambiguous/Mixed,ambiguous,0.8072737434314421,111
GSM4138155,6,3,Macrophage_family,family,0.7139650764146923,108
GSM4138161,6,5,DC_pDC,specific,0.882884773226156,105
GSM4138131,6,5,DC_pDC,specific,0.9369238574581618,104
GSM4138137,6,2,DC_family,family,0.7944095264874084,103
GSM4138139,6,2,DC_family,family,0.79224471611957,102
GSM4138115,6,2,DC_family,family,0.7663447148541443,98
GSM4138129,6,1,Ambiguous/Mixed,ambiguous,0.8569421862480828,93
GSM4138131,6,4,Ambiguous/Mixed,ambiguous,0.8027865644962731,92
GSM4138121,6,4,Ambiguous/Mixed,ambiguous,0.7573701648026191,89
GSM4138133,6,3,Macrophage_family,family,0.8148856950727769,89
GSM4138113,6,1,Ambiguous/Mixed,ambiguous,0.8471789908308671,89
GSM4138135,6,2,DC_family,family,0.8350946368133607,82
GSM4138129,6,3,Macrophage_family,family,0.8323969031388694,80
GSM4138117,6,3,Macrophage_family,family,0.798808416088053,78
GSM4138117,6,2,DC_family,family,0.7752928290882938,74
GSM4138141,6,5,DC_pDC,specific,0.9220778673883754,70
GSM4138133,6,1,Ambiguous/Mixed,ambiguous,0.9281308338231139,66
GSM4138111,6,5,DC_pDC,specific,0.8921496096643795,63
GSM4138157,6,2,DC_family,family,0.8301790069109647,60
GSM4138139,6,6,Mast,specific,0.966827109414383,59
