sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138134,33,3,DC_pDC,specific,0.953134020603868,669
GSM4138156,33,3,DC_pDC,specific,0.9167655164180022,594
GSM4138120,33,2,Ambiguous/Mixed,ambiguous,0.8370249780056713,460
GSM4138126,33,3,DC_pDC,specific,0.9653883771237868,447
GSM4138123,33,2,Ambiguous/Mixed,ambiguous,0.6989439161004383,432
GSM4138132,33,3,DC_pDC,specific,0.9382782031405384,414
GSM4138145,33,2,Ambiguous/Mixed,ambiguous,0.7260286724845386,401
GSM4138155,33,2,Ambiguous/Mixed,ambiguous,0.6330178976546679,401
GSM4138131,33,2,Ambiguous/Mixed,ambiguous,0.7176924000468563,393
GSM4138134,33,2,Ambiguous/Mixed,ambiguous,0.932594505392855,390
GSM4138130,33,3,DC_pDC,specific,0.8943467600284736,373
GSM4138152,33,2,Ambiguous/Mixed,ambiguous,0.8523389456025889,366
GSM4138141,33,2,Ambiguous/Mixed,ambiguous,0.715787001101292,357
GSM4138116,33,3,DC_pDC,specific,0.9528929960160701,331
GSM4138125,33,2,Ambiguous/Mixed,ambiguous,0.736933009031206,331
GSM4138140,33,3,DC_pDC,specific,0.9406965079346558,330
GSM4138128,33,2,Ambiguous/Mixed,ambiguous,0.8830829414631507,330
GSM4138122,33,2,Ambiguous/Mixed,ambiguous,0.8830829414631507,330
GSM4138135,33,3,DC_pDC,specific,0.7389517772459112,319
GSM4138110,33,2,Ambiguous/Mixed,ambiguous,0.8943131613838601,317
GSM4138142,33,3,DC_pDC,specific,0.9425262910373995,306
GSM4138136,33,2,Ambiguous/Mixed,ambiguous,0.8824300414218603,305
GSM4138142,33,2,Ambiguous/Mixed,ambiguous,0.8979858665362519,298
GSM4138162,33,2,Ambiguous/Mixed,ambiguous,0.8756005989662472,291
GSM4138116,33,2,Ambiguous/Mixed,ambiguous,0.9055293279789338,290
GSM4138140,33,2,Ambiguous/Mixed,ambiguous,0.8931478939001591,290
GSM4138154,33,2,Ambiguous/Mixed,ambiguous,0.8139941804981632,288
GSM4138161,33,2,Ambiguous/Mixed,ambiguous,0.6752894359296433,288
GSM4138165,33,3,DC_pDC,specific,0.9238467679233908,287
GSM4138139,33,2,Ambiguous/Mixed,ambiguous,0.6597021858740221,283
GSM4138137,33,3,DC_pDC,specific,0.7703212854740371,275
GSM4138135,33,2,Ambiguous/Mixed,ambiguous,0.7003144193661066,275
GSM4138156,33,2,Ambiguous/Mixed,ambiguous,0.8666883585337543,270
GSM4138163,33,2,Ambiguous/Mixed,ambiguous,0.8809296111956888,261
GSM4138138,33,2,Ambiguous/Mixed,ambiguous,0.865317056319908,259
GSM4138160,33,2,Ambiguous/Mixed,ambiguous,0.886849478896166,255
GSM4138138,33,3,DC_pDC,specific,0.911736396070942,252
GSM4138136,33,3,DC_pDC,specific,0.9375094563850938,251
GSM4138137,33,2,Ambiguous/Mixed,ambiguous,0.7590373347796112,246
GSM4138110,33,3,DC_pDC,specific,0.9328298513077837,239
GSM4138126,33,2,Ambiguous/Mixed,ambiguous,0.9331500451754239,233
GSM4138131,33,3,DC_pDC,specific,0.7371379177079149,228
GSM4138166,33,3,DC_pDC,specific,0.934976790379015,226
GSM4138118,33,2,Ambiguous/Mixed,ambiguous,0.8640355843191786,225
