sample,K,gep,label,label_kind,ROGUE,n_cells
GSM4138134,7,1,Mono_CD14_ID1,specific,0.9561562126178971,1213
GSM4138156,7,1,Mono_CD14_ID1,specific,0.9057935180236475,912
GSM4138126,7,1,Mono_CD14_ID1,specific,0.9549444876876225,757
GSM4138116,7,1,Mono_CD14_ID1,specific,0.9303430193458323,701
GSM4138140,7,1,Mono_CD14_ID1,specific,0.922601387293611,692
GSM4138142,7,1,Mono_CD14_ID1,specific,0.9099268124169119,686
GSM4138132,7,1,Mono_CD14_ID1,specific,0.9366804967071318,642
GSM4138136,7,1,Mono_CD14_ID1,specific,0.911325329709356,634
GSM4138110,7,1,Mono_CD14_ID1,specific,0.9166625949074731,625
GSM4138120,7,1,Mono_CD14_ID1,specific,0.8739225499269356,591
GSM4138130,7,1,Mono_CD14_ID1,specific,0.923439792533927,584
GSM4138138,7,1,Mono_CD14_ID1,specific,0.90393497044711,573
GSM4138128,7,1,Mono_CD14_ID1,specific,0.8959558474415688,535
GSM4138122,7,1,Mono_CD14_ID1,specific,0.8959558474415688,535
GSM4138160,7,1,Mono_CD14_ID1,specific,0.9194571607494754,481
GSM4138162,7,1,Mono_CD14_ID1,specific,0.9205112601574489,467
GSM4138166,7,1,Mono_CD14_ID1,specific,0.9007023458285124,458
GSM4138146,7,1,Mono_CD14_ID1,specific,0.8998833118367539,455
GSM4138152,7,1,Mono_CD14_ID1,specific,0.9018983641004333,447
GSM4138165,7,1,Mono_CD14_ID1,specific,0.911111095348856,433
GSM4138123,7,3,Macrophage_family,family,0.7433099985602454,419
GSM4138163,7,1,Mono_CD14_ID1,specific,0.918019092008881,415
GSM4138135,7,3,Macrophage_family,family,0.7525181923360985,357
GSM4138112,7,1,Mono_CD14_ID1,specific,0.9047463027850867,349
GSM4138154,7,1,Mono_CD14_ID1,specific,0.8796474224109901,346
GSM4138114,7,1,Mono_CD14_ID1,specific,0.9041187622949814,345
GSM4138125,7,3,Macrophage_family,family,0.7510424710902694,339
GSM4138124,7,1,Mono_CD14_ID1,specific,0.9237456780946116,339
GSM4138167,7,1,Mono_CD14_ID1,specific,0.8982685146912551,336
GSM4138137,7,3,Macrophage_family,family,0.7915496097591852,305
GSM4138141,7,1,Mono_CD14_ID1,specific,0.894415114261546,295
GSM4138118,7,1,Mono_CD14_ID1,specific,0.9022237135692892,288
GSM4138144,7,1,Mono_CD14_ID1,specific,0.8933690019173579,278
GSM4138158,7,1,Mono_CD14_ID1,specific,0.9295715463367556,268
GSM4138145,7,1,Mono_CD14_ID1,specific,0.8318687849949159,231
GSM4138135,7,5,Ambiguous/Mixed,ambiguous,0.7612422218299462,229
GSM4138131,7,4,Ambiguous/Mixed,ambiguous,0.7152426498661342,191
GSM4138150,7,1,Mono_CD14_ID1,specific,0.9137768683727561,188
GSM4138155,7,1,Mono_CD14_ID1,specific,0.8179259614326891,182
GSM4138145,7,2,DC_family,family,0.7667565339396528,180
GSM4138148,7,1,Mono_CD14_ID1,specific,0.8734551110742803,169
GSM4138155,7,2,DC_family,family,0.7156339822417607,169
GSM4138137,7,5,Ambiguous/Mixed,ambiguous,0.8046854221180714,169
GSM4138139,7,3,Macrophage_family,family,0.738400915012926,164
