sample,K,gep,label,label_kind,ROGUE,n_cells,baseline_ROGUE,delta_ROGUE,recommendation
GSM4138133,16,2,Ambiguous/Mixed,ambiguous,0.9895608253565897,16,,,ambiguous
GSM4138155,16,5,Mast,specific,0.9491554127543788,16,0.9381206978557273,0.011034714898651488,tie
GSM4138152,16,2,Ambiguous/Mixed,ambiguous,0.992154406195808,16,,,ambiguous
GSM4138168,16,4,Ambiguous/Mixed,ambiguous,0.984965936378603,16,,,ambiguous
GSM4138135,16,5,Mast,specific,0.9907505629310543,15,1.0,-0.009249437068945654,tie
GSM4138155,16,9,Ambiguous/Mixed,ambiguous,0.971250174174332,15,,,ambiguous
GSM4138145,16,4,Ambiguous/Mixed,ambiguous,0.9620728769110692,15,,,ambiguous
GSM4138143,16,4,Ambiguous/Mixed,ambiguous,0.9845546467384754,15,,,ambiguous
GSM4138134,17,1,Ambiguous/Mixed,ambiguous,0.9564816571725439,1208,,,ambiguous
GSM4138156,17,1,Ambiguous/Mixed,ambiguous,0.8942430469671653,910,,,ambiguous
GSM4138135,17,1,Ambiguous/Mixed,ambiguous,0.6799827781610767,791,,,ambiguous
GSM4138126,17,1,Ambiguous/Mixed,ambiguous,0.9527362503822029,754,,,ambiguous
GSM4138116,17,1,Ambiguous/Mixed,ambiguous,0.921859063942928,703,,,ambiguous
GSM4138140,17,1,Ambiguous/Mixed,ambiguous,0.9074706201396279,700,,,ambiguous
GSM4138142,17,1,Ambiguous/Mixed,ambiguous,0.9073387779406185,686,,,ambiguous
GSM4138137,17,1,Ambiguous/Mixed,ambiguous,0.760944555137395,676,,,ambiguous
GSM4138136,17,1,Ambiguous/Mixed,ambiguous,0.8983071178070957,638,,,ambiguous
GSM4138132,17,1,Ambiguous/Mixed,ambiguous,0.9332215748621393,634,,,ambiguous
GSM4138110,17,1,Ambiguous/Mixed,ambiguous,0.9116126366769164,625,,,ambiguous
GSM4138155,17,1,Ambiguous/Mixed,ambiguous,0.602115724827359,607,,,ambiguous
GSM4138120,17,1,Ambiguous/Mixed,ambiguous,0.846890588209144,606,,,ambiguous
GSM4138123,17,1,Ambiguous/Mixed,ambiguous,0.69384250773175,594,,,ambiguous
GSM4138130,17,1,Ambiguous/Mixed,ambiguous,0.9187907516407764,574,,,ambiguous
GSM4138138,17,1,Ambiguous/Mixed,ambiguous,0.8863480583955775,574,,,ambiguous
GSM4138128,17,1,Ambiguous/Mixed,ambiguous,0.8778952522570448,543,,,ambiguous
GSM4138122,17,1,Ambiguous/Mixed,ambiguous,0.8778952522570448,543,,,ambiguous
GSM4138125,17,1,Ambiguous/Mixed,ambiguous,0.7103375370683442,507,,,ambiguous
GSM4138141,17,1,Ambiguous/Mixed,ambiguous,0.7176003654559986,488,,,ambiguous
GSM4138160,17,1,Ambiguous/Mixed,ambiguous,0.8970156359462313,483,,,ambiguous
GSM4138162,17,1,Ambiguous/Mixed,ambiguous,0.8903449763710076,482,,,ambiguous
GSM4138139,17,1,Ambiguous/Mixed,ambiguous,0.6613984727160733,469,,,ambiguous
GSM4138145,17,1,Ambiguous/Mixed,ambiguous,0.7054932007101462,464,,,ambiguous
GSM4138166,17,1,Ambiguous/Mixed,ambiguous,0.8930343452393907,462,,,ambiguous
GSM4138152,17,1,Ambiguous/Mixed,ambiguous,0.8564057272384606,458,,,ambiguous
GSM4138146,17,1,Ambiguous/Mixed,ambiguous,0.8821015458178882,453,,,ambiguous
GSM4138165,17,1,Ambiguous/Mixed,ambiguous,0.8958687442704026,434,,,ambiguous
GSM4138163,17,1,Ambiguous/Mixed,ambiguous,0.907456430436349,423,,,ambiguous
GSM4138131,17,1,Ambiguous/Mixed,ambiguous,0.7228153387446619,379,,,ambiguous
GSM4138154,17,1,Ambiguous/Mixed,ambiguous,0.828703408821198,358,,,ambiguous
GSM4138112,17,1,Ambiguous/Mixed,ambiguous,0.8911251844670601,353,,,ambiguous
GSM4138114,17,1,Ambiguous/Mixed,ambiguous,0.8776525790581275,349,,,ambiguous
GSM4138127,17,1,Ambiguous/Mixed,ambiguous,0.7252966702973188,342,,,ambiguous
GSM4138167,17,1,Ambiguous/Mixed,ambiguous,0.8860657128214239,339,,,ambiguous
GSM4138124,17,1,Ambiguous/Mixed,ambiguous,0.9180306190916478,332,,,ambiguous
GSM4138143,17,1,Ambiguous/Mixed,ambiguous,0.7136559401875107,309,,,ambiguous
GSM4138117,17,1,Ambiguous/Mixed,ambiguous,0.731579950083016,299,,,ambiguous
GSM4138144,17,1,Ambiguous/Mixed,ambiguous,0.8447301209011375,296,,,ambiguous
GSM4138118,17,1,Ambiguous/Mixed,ambiguous,0.8806061203810139,291,,,ambiguous
GSM4138133,17,1,Ambiguous/Mixed,ambiguous,0.7322725713381031,285,,,ambiguous
GSM4138161,17,1,Ambiguous/Mixed,ambiguous,0.6733900120003447,283,,,ambiguous
GSM4138158,17,1,Ambiguous/Mixed,ambiguous,0.895562265736303,277,,,ambiguous
GSM4138111,17,1,Ambiguous/Mixed,ambiguous,0.7033283095234525,273,,,ambiguous
GSM4138131,17,3,Ambiguous/Mixed,ambiguous,0.742286334848258,239,,,ambiguous
GSM4138129,17,1,Ambiguous/Mixed,ambiguous,0.7327903692100024,230,,,ambiguous
GSM4138150,17,1,Ambiguous/Mixed,ambiguous,0.897909786957394,190,,,ambiguous
GSM4138148,17,1,Ambiguous/Mixed,ambiguous,0.84862915163583,176,,,ambiguous
GSM4138121,17,1,Ambiguous/Mixed,ambiguous,0.637290501145087,165,,,ambiguous
GSM4138164,17,1,Ambiguous/Mixed,ambiguous,0.8405758277504751,154,,,ambiguous
GSM4138157,17,1,Ambiguous/Mixed,ambiguous,0.7077876819974431,137,,,ambiguous
GSM4138115,17,1,Ambiguous/Mixed,ambiguous,0.7535062421395371,136,,,ambiguous
GSM4138113,17,1,Ambiguous/Mixed,ambiguous,0.7517794469012833,130,,,ambiguous
GSM4138159,17,1,Ambiguous/Mixed,ambiguous,0.7292001878706018,129,,,ambiguous
GSM4138161,17,2,DC_pDC,specific,0.8388476215445075,107,0.8488491714550629,-0.010001549910555352,tie
GSM4138119,17,1,Ambiguous/Mixed,ambiguous,0.6315585732975253,106,,,ambiguous
GSM4138131,17,2,DC_pDC,specific,0.899499147701942,102,0.9179857890881354,-0.018486641386193492,tie
GSM4138139,17,3,Ambiguous/Mixed,ambiguous,0.8238625724987324,94,,,ambiguous
GSM4138127,17,3,Ambiguous/Mixed,ambiguous,0.8399157731836319,85,,,ambiguous
GSM4138141,17,2,DC_pDC,specific,0.872884211290669,79,0.9165508686482305,-0.04366665735756159,tie
GSM4138111,17,2,DC_pDC,specific,0.7585732705976863,75,0.8980982837036952,-0.13952501310600884,less_pure
GSM4138145,17,2,DC_pDC,specific,0.8730018788423619,59,0.9472622152517468,-0.0742603364093849,less_pure
GSM4138123,17,2,DC_pDC,specific,0.9219823949716895,55,0.9383997749472549,-0.01641737997556536,tie
GSM4138153,17,1,Ambiguous/Mixed,ambiguous,0.7571363845666212,52,,,ambiguous
GSM4138143,17,2,DC_pDC,specific,0.9010230088025778,49,0.9295762244202338,-0.028553215617656003,tie
GSM4138139,17,4,Mast,specific,0.9760707050546682,49,0.9658315628046693,0.01023914224999889,tie
GSM4138141,17,3,Ambiguous/Mixed,ambiguous,0.9010852453912294,46,,,ambiguous
GSM4138155,17,2,DC_pDC,specific,0.9313119615696803,45,0.9062361607604512,0.02507580080922911,tie
GSM4138113,17,2,DC_pDC,specific,0.7790241772949414,39,0.9211167331049517,-0.14209255581001023,less_pure
GSM4138161,17,3,Ambiguous/Mixed,ambiguous,0.8624332887908328,33,,,ambiguous
GSM4138147,17,2,DC_pDC,specific,0.925292417692126,32,0.935324749011505,-0.010032331319378973,tie
GSM4138172,17,1,Ambiguous/Mixed,ambiguous,0.9250675073025703,29,,,ambiguous
GSM4138137,17,3,Ambiguous/Mixed,ambiguous,0.9104432698490477,29,,,ambiguous
GSM4138129,17,2,DC_pDC,specific,0.9619947733683699,27,0.9868286715955322,-0.02483389822716231,tie
GSM4138112,17,2,DC_pDC,specific,0.9602570049670208,27,0.9672228106134714,-0.006965805646450551,tie
GSM4138135,17,3,Ambiguous/Mixed,ambiguous,0.9027923632356255,26,,,ambiguous
GSM4138143,17,4,Mast,specific,0.9711950399790478,26,0.9748135904112316,-0.0036185504321838424,tie
GSM4138139,17,2,DC_pDC,specific,0.9691574724819125,25,0.9506174967437965,0.018539975738116055,tie
GSM4138127,17,2,DC_pDC,specific,0.9545721348909166,25,0.9441912994803779,0.010380835410538691,tie
GSM4138149,17,1,Ambiguous/Mixed,ambiguous,0.9201138462142596,24,,,ambiguous
GSM4138171,17,1,Ambiguous/Mixed,ambiguous,0.9869510290006211,24,,,ambiguous
GSM4138111,17,4,Mast,specific,0.9777467774819784,24,0.9059125026497903,0.07183427483218807,purer
GSM4138160,17,2,DC_pDC,specific,0.980833886723325,23,0.980833886723325,0.0,tie
GSM4138110,17,2,DC_pDC,specific,0.957927971353203,23,0.9555193703185515,0.0024086010346514586,tie
GSM4138147,17,1,Ambiguous/Mixed,ambiguous,0.7769606233087982,23,,,ambiguous
GSM4138170,17,1,Ambiguous/Mixed,ambiguous,0.9554491799751693,22,,,ambiguous
GSM4138130,17,2,DC_pDC,specific,0.9635006795258367,22,0.9639490407838097,-0.00044836125797298454,tie
GSM4138133,17,2,DC_pDC,specific,0.9840886463775538,22,0.9780104357713506,0.0060782106062031716,tie
GSM4138128,17,2,DC_pDC,specific,0.9852221605078891,21,0.9782659584116306,0.006956202096258579,tie
GSM4138122,17,2,DC_pDC,specific,0.9852221605078891,21,0.9782659584116306,0.006956202096258579,tie
GSM4138115,17,2,DC_pDC,specific,0.9691565220072408,21,0.9816087420119992,-0.01245222000475843,tie
GSM4138156,17,2,DC_pDC,specific,0.9620974772623492,19,0.9539837451128743,0.008113732149474862,tie
GSM4138151,17,2,DC_pDC,specific,0.9603088755093212,18,0.9806392337550041,-0.020330358245682856,tie
GSM4138151,17,1,Ambiguous/Mixed,ambiguous,0.971129544509469,18,,,ambiguous
GSM4138135,17,4,Mast,specific,1.0,18,1.0,0.0,tie
GSM4138121,17,3,Ambiguous/Mixed,ambiguous,0.9157733135540039,18,,,ambiguous
GSM4138135,17,2,DC_pDC,specific,0.9784301578221191,18,0.9787886250594097,-0.00035846723729060503,tie
GSM4138134,17,2,DC_pDC,specific,0.9871598340956714,18,0.9856991785152992,0.0014606555803722276,tie
GSM4138157,17,2,DC_pDC,specific,0.9465188856506419,18,0.9771060119735836,-0.030587126322941693,tie
GSM4138162,17,2,DC_pDC,specific,0.9874852193913165,18,0.9897606953288196,-0.002275475937503102,tie
GSM4138155,17,9,Ambiguous/Mixed,ambiguous,0.9485427231163495,17,,,ambiguous
GSM4138152,17,2,DC_pDC,specific,0.9921940205963988,17,0.992154406195808,3.961440059085941e-05,tie
GSM4138163,17,2,DC_pDC,specific,0.9858316108356697,17,0.9858316108356697,0.0,tie
GSM4138131,17,4,Mast,specific,0.9845419573020023,17,0.9764376533440459,0.008104303957956471,tie
GSM4138155,17,4,Mast,specific,0.9491554127543788,16,0.9381206978557273,0.011034714898651488,tie
GSM4138169,17,1,Ambiguous/Mixed,ambiguous,0.9861086279777734,16,,,ambiguous
GSM4138117,17,2,DC_pDC,specific,0.9528621852287787,15,,,no_baseline
GSM4138117,17,4,Mast,specific,0.9848958966969695,15,0.9848958966969695,0.0,tie
GSM4138134,18,1,Ambiguous/Mixed,ambiguous,0.9564748796025837,1210,,,ambiguous
GSM4138156,18,1,Ambiguous/Mixed,ambiguous,0.8960803078668969,918,,,ambiguous
GSM4138135,18,1,Ambiguous/Mixed,ambiguous,0.6924472393962755,761,,,ambiguous
GSM4138126,18,1,Ambiguous/Mixed,ambiguous,0.9528333071672443,756,,,ambiguous
GSM4138116,18,1,Ambiguous/Mixed,ambiguous,0.9217166910356253,703,,,ambiguous
GSM4138140,18,1,Ambiguous/Mixed,ambiguous,0.9082641761136105,701,,,ambiguous
GSM4138142,18,1,Ambiguous/Mixed,ambiguous,0.9083915205313742,688,,,ambiguous
GSM4138132,18,1,Ambiguous/Mixed,ambiguous,0.9330891875510585,640,,,ambiguous
GSM4138137,18,1,Ambiguous/Mixed,ambiguous,0.7524828679463952,639,,,ambiguous
GSM4138136,18,1,Ambiguous/Mixed,ambiguous,0.898287966151853,639,,,ambiguous
GSM4138110,18,1,Ambiguous/Mixed,ambiguous,0.9116126366769164,625,,,ambiguous
GSM4138120,18,1,Ambiguous/Mixed,ambiguous,0.8473069186100034,608,,,ambiguous
GSM4138155,18,1,Ambiguous/Mixed,ambiguous,0.5964071851838298,601,,,ambiguous
GSM4138131,18,1,Ambiguous/Mixed,ambiguous,0.7055970919766884,600,,,ambiguous
GSM4138130,18,1,Ambiguous/Mixed,ambiguous,0.9195720004968945,581,,,ambiguous
GSM4138138,18,1,Ambiguous/Mixed,ambiguous,0.8860735004110856,575,,,ambiguous
GSM4138123,18,1,Ambiguous/Mixed,ambiguous,0.6877277364138019,544,,,ambiguous
GSM4138122,18,1,Ambiguous/Mixed,ambiguous,0.8831250478199913,544,,,ambiguous
GSM4138128,18,1,Ambiguous/Mixed,ambiguous,0.8831250478199913,544,,,ambiguous
GSM4138139,18,1,Ambiguous/Mixed,ambiguous,0.6439578839072384,541,,,ambiguous
GSM4138141,18,1,Ambiguous/Mixed,ambiguous,0.7199673470750997,534,,,ambiguous
GSM4138125,18,1,Ambiguous/Mixed,ambiguous,0.7089549171885207,502,,,ambiguous
GSM4138160,18,1,Ambiguous/Mixed,ambiguous,0.8973504704889755,485,,,ambiguous
GSM4138162,18,1,Ambiguous/Mixed,ambiguous,0.8911671709487927,485,,,ambiguous
GSM4138145,18,1,Ambiguous/Mixed,ambiguous,0.701373273797524,470,,,ambiguous
GSM4138166,18,1,Ambiguous/Mixed,ambiguous,0.8925608836740853,466,,,ambiguous
GSM4138152,18,1,Ambiguous/Mixed,ambiguous,0.8566229961551394,459,,,ambiguous
GSM4138146,18,1,Ambiguous/Mixed,ambiguous,0.8883689139165786,458,,,ambiguous
GSM4138165,18,1,Ambiguous/Mixed,ambiguous,0.8949850658164404,437,,,ambiguous
GSM4138163,18,1,Ambiguous/Mixed,ambiguous,0.907456430436349,423,,,ambiguous
GSM4138127,18,1,Ambiguous/Mixed,ambiguous,0.7063511677072831,401,,,ambiguous
GSM4138154,18,1,Ambiguous/Mixed,ambiguous,0.828703408821198,358,,,ambiguous
GSM4138112,18,1,Ambiguous/Mixed,ambiguous,0.89109398562983,354,,,ambiguous
GSM4138114,18,1,Ambiguous/Mixed,ambiguous,0.8780308440668321,351,,,ambiguous
GSM4138167,18,1,Ambiguous/Mixed,ambiguous,0.8860657128214239,339,,,ambiguous
GSM4138124,18,1,Ambiguous/Mixed,ambiguous,0.9182810382349073,334,,,ambiguous
GSM4138143,18,1,Ambiguous/Mixed,ambiguous,0.7178905277216622,310,,,ambiguous
GSM4138161,18,1,Ambiguous/Mixed,ambiguous,0.6618015702603262,307,,,ambiguous
GSM4138117,18,1,Ambiguous/Mixed,ambiguous,0.7148884226245824,305,,,ambiguous
GSM4138144,18,1,Ambiguous/Mixed,ambiguous,0.8497744864323267,297,,,ambiguous
GSM4138118,18,1,Ambiguous/Mixed,ambiguous,0.8806061203810139,291,,,ambiguous
GSM4138133,18,1,Ambiguous/Mixed,ambiguous,0.7362264966591631,284,,,ambiguous
GSM4138158,18,1,Ambiguous/Mixed,ambiguous,0.8955717529007992,278,,,ambiguous
GSM4138111,18,1,Ambiguous/Mixed,ambiguous,0.7112116343796204,275,,,ambiguous
GSM4138129,18,1,Ambiguous/Mixed,ambiguous,0.726127173711149,233,,,ambiguous
GSM4138150,18,1,Ambiguous/Mixed,ambiguous,0.897909786957394,190,,,ambiguous
GSM4138148,18,1,Ambiguous/Mixed,ambiguous,0.8486461862551625,177,,,ambiguous
GSM4138121,18,1,Ambiguous/Mixed,ambiguous,0.632522224679964,175,,,ambiguous
GSM4138164,18,1,Ambiguous/Mixed,ambiguous,0.8395625379771497,155,,,ambiguous
GSM4138157,18,1,Ambiguous/Mixed,ambiguous,0.7090044310400205,143,,,ambiguous
GSM4138115,18,1,Ambiguous/Mixed,ambiguous,0.7564160398142654,136,,,ambiguous
GSM4138159,18,1,Ambiguous/Mixed,ambiguous,0.7334372078259165,132,,,ambiguous
GSM4138113,18,1,Ambiguous/Mixed,ambiguous,0.7502522802005268,132,,,ambiguous
GSM4138119,18,1,Ambiguous/Mixed,ambiguous,0.645896949050301,107,,,ambiguous
GSM4138137,18,6,Ambiguous/Mixed,ambiguous,0.8226875116619194,67,,,ambiguous
GSM4138161,18,5,Ambiguous/Mixed,ambiguous,0.9070617342272451,63,,,ambiguous
GSM4138123,18,6,Ambiguous/Mixed,ambiguous,0.8062316337918113,62,,,ambiguous
GSM4138135,18,6,Ambiguous/Mixed,ambiguous,0.8064139415728604,57,,,ambiguous
GSM4138131,18,5,Ambiguous/Mixed,ambiguous,0.9281979205458308,56,,,ambiguous
GSM4138131,18,2,DC_pDC,specific,0.9077713807619745,53,0.9179857890881354,-0.01021440832616094,tie
GSM4138153,18,1,Ambiguous/Mixed,ambiguous,0.7456886730549799,53,,,ambiguous
GSM4138111,18,2,DC_pDC,specific,0.726245334007056,53,0.8980982837036952,-0.1718529496966391,less_pure
GSM4138141,18,2,DC_pDC,specific,0.9441917483702101,49,0.9165508686482305,0.027640879721979594,tie
GSM4138145,18,2,DC_pDC,specific,0.908706393767824,44,0.9472622152517468,-0.03855582148392278,tie
GSM4138161,18,2,DC_pDC,specific,0.9210275606572667,43,0.8488491714550629,0.07217838920220376,purer
GSM4138139,18,3,Mast,specific,0.980081626334419,42,0.9658315628046693,0.014250063529749668,tie
GSM4138123,18,2,DC_pDC,specific,0.9221682425336342,41,0.9383997749472549,-0.01623153241362074,tie
GSM4138143,18,2,DC_pDC,specific,0.9334948679180303,37,0.9295762244202338,0.00391864349779647,tie
GSM4138113,18,2,DC_pDC,specific,0.7700753603277702,32,0.9211167331049517,-0.15104137277718144,less_pure
GSM4138155,18,5,Ambiguous/Mixed,ambiguous,0.9280400344403574,32,,,ambiguous
GSM4138141,18,5,Ambiguous/Mixed,ambiguous,0.9515205699218068,31,,,ambiguous
GSM4138172,18,1,Ambiguous/Mixed,ambiguous,0.9250675073025703,29,,,ambiguous
GSM4138127,18,6,Ambiguous/Mixed,ambiguous,0.976585889997802,26,,,ambiguous
GSM4138171,18,1,Ambiguous/Mixed,ambiguous,0.9760712496646808,25,,,ambiguous
GSM4138112,18,2,DC_pDC,specific,0.9612668359988714,25,0.9672228106134714,-0.005955974614599957,tie
GSM4138149,18,1,Ambiguous/Mixed,ambiguous,0.8837849547463279,25,,,ambiguous
GSM4138147,18,1,Ambiguous/Mixed,ambiguous,0.7658591325311571,25,,,ambiguous
GSM4138147,18,2,DC_pDC,specific,0.9442204133905738,24,0.935324749011505,0.008895664379068857,tie
GSM4138139,18,6,Ambiguous/Mixed,ambiguous,0.9627349460888481,23,,,ambiguous
GSM4138110,18,2,DC_pDC,specific,0.957927971353203,23,0.9555193703185515,0.0024086010346514586,tie
GSM4138170,18,1,Ambiguous/Mixed,ambiguous,0.9554491799751693,22,,,ambiguous
GSM4138111,18,5,Ambiguous/Mixed,ambiguous,0.963595514687048,22,,,ambiguous
GSM4138122,18,2,DC_pDC,specific,0.9852221605078891,21,0.9782659584116306,0.006956202096258579,tie
GSM4138129,18,2,DC_pDC,specific,0.9651358932235972,21,0.9868286715955322,-0.021692778371935062,tie
GSM4138128,18,2,DC_pDC,specific,0.9852221605078891,21,0.9782659584116306,0.006956202096258579,tie
GSM4138111,18,3,Mast,specific,0.9783986715882725,21,0.9059125026497903,0.07248616893848225,purer
GSM4138143,18,3,Mast,specific,0.979053076647643,20,0.9748135904112316,0.0042394862364113495,tie
GSM4138131,18,6,Ambiguous/Mixed,ambiguous,0.9763790199959624,20,,,ambiguous
GSM4138139,18,2,DC_pDC,specific,0.9779622328671028,20,0.9506174967437965,0.027344736123306346,tie
GSM4138130,18,2,DC_pDC,specific,0.9805007278082369,19,0.9639490407838097,0.01655168702442722,tie
GSM4138127,18,2,DC_pDC,specific,1.0,19,0.9441912994803779,0.055808700519622056,purer
GSM4138155,18,2,DC_pDC,specific,0.956730351995526,19,0.9062361607604512,0.050494191235074815,purer
GSM4138134,18,2,DC_pDC,specific,0.9871598340956714,18,0.9856991785152992,0.0014606555803722276,tie
GSM4138115,18,2,DC_pDC,specific,0.9690542205367334,18,0.9816087420119992,-0.012554521475265812,tie
GSM4138133,18,2,DC_pDC,specific,0.9849007945567498,18,0.9780104357713506,0.006890358785399231,tie
GSM4138151,18,1,Ambiguous/Mixed,ambiguous,0.971129544509469,18,,,ambiguous
GSM4138152,18,2,DC_pDC,specific,0.9921940205963988,17,0.992154406195808,3.961440059085941e-05,tie
GSM4138131,18,3,Mast,specific,0.9700972690342095,17,0.9764376533440459,-0.006340384309836411,tie
GSM4138163,18,2,DC_pDC,specific,0.9858316108356697,17,0.9858316108356697,0.0,tie
GSM4138169,18,1,Ambiguous/Mixed,ambiguous,0.9803894539291542,17,,,ambiguous
GSM4138162,18,2,DC_pDC,specific,0.9857264726261489,16,0.9897606953288196,-0.004034222702670731,tie
GSM4138127,18,5,Ambiguous/Mixed,ambiguous,0.9517780198128196,15,,,ambiguous
GSM4138155,18,6,Ambiguous/Mixed,ambiguous,0.9664644543990649,15,,,ambiguous
GSM4138135,18,3,Mast,specific,1.0,15,1.0,0.0,tie
GSM4138155,18,3,Mast,specific,0.9689663485453668,15,0.9381206978557273,0.030845650689639514,tie
GSM4138117,18,2,DC_pDC,specific,0.9528621852287787,15,,,no_baseline
GSM4138134,19,3,Ambiguous/Mixed,ambiguous,0.9487257836224307,542,,,ambiguous
GSM4138156,19,3,Ambiguous/Mixed,ambiguous,0.8861628669668482,421,,,ambiguous
GSM4138125,19,1,Mac_SPP1,specific,0.738539498454881,392,0.7610993234066383,-0.022559824951757346,tie
GSM4138134,19,1,Mac_SPP1,specific,0.9530608613447048,371,,,no_baseline
GSM4138135,19,4,Ambiguous/Mixed,ambiguous,0.7857999585531228,361,,,ambiguous
GSM4138123,19,4,Ambiguous/Mixed,ambiguous,0.7471559126895932,351,,,ambiguous
GSM4138126,19,3,Ambiguous/Mixed,ambiguous,0.9544586886259155,351,,,ambiguous
GSM4138130,19,3,Ambiguous/Mixed,ambiguous,0.9250963279884489,323,,,ambiguous
GSM4138116,19,4,Ambiguous/Mixed,ambiguous,0.9172208979363252,310,,,ambiguous
GSM4138110,19,3,Ambiguous/Mixed,ambiguous,0.9246646211569467,299,,,ambiguous
GSM4138142,19,3,Ambiguous/Mixed,ambiguous,0.9180899558463114,290,,,ambiguous
GSM4138132,19,3,Ambiguous/Mixed,ambiguous,0.937147185172845,287,,,ambiguous
GSM4138134,19,4,Ambiguous/Mixed,ambiguous,0.9421569890415024,263,,,ambiguous
GSM4138131,19,6,Ambiguous/Mixed,ambiguous,0.7688792615089554,252,,,ambiguous
GSM4138135,19,7,Ambiguous/Mixed,ambiguous,0.7663896379855526,249,,,ambiguous
GSM4138165,19,3,Ambiguous/Mixed,ambiguous,0.905898958078048,244,,,ambiguous
GSM4138137,19,4,Ambiguous/Mixed,ambiguous,0.8082227820223504,237,,,ambiguous
GSM4138140,19,3,Ambiguous/Mixed,ambiguous,0.9229578701998014,236,,,ambiguous
GSM4138136,19,3,Ambiguous/Mixed,ambiguous,0.9202281046535254,234,,,ambiguous
GSM4138138,19,1,Mac_SPP1,specific,0.9068484469835476,232,,,no_baseline
GSM4138140,19,1,Mac_SPP1,specific,0.9406414441511082,232,,,no_baseline
GSM4138156,19,1,Mac_SPP1,specific,0.9220197494183475,230,,,no_baseline
GSM4138136,19,1,Mac_SPP1,specific,0.9407618551488893,229,,,no_baseline
GSM4138120,19,1,Mac_SPP1,specific,0.8867662447632656,224,,,no_baseline
GSM4138138,19,3,Ambiguous/Mixed,ambiguous,0.9113586338547245,223,,,ambiguous
GSM4138122,19,1,Mac_SPP1,specific,0.8935515088190161,220,,,no_baseline
GSM4138128,19,1,Mac_SPP1,specific,0.8935515088190161,220,,,no_baseline
GSM4138116,19,3,Ambiguous/Mixed,ambiguous,0.9407367246806824,217,,,ambiguous
GSM4138146,19,3,Ambiguous/Mixed,ambiguous,0.8907580424879347,208,,,ambiguous
GSM4138142,19,1,Mac_SPP1,specific,0.9356507772917957,208,,,no_baseline
GSM4138122,19,3,Ambiguous/Mixed,ambiguous,0.8998896327212405,206,,,ambiguous
GSM4138128,19,3,Ambiguous/Mixed,ambiguous,0.8998896327212405,206,,,ambiguous
GSM4138126,19,1,Mac_SPP1,specific,0.9613642553646942,201,,,no_baseline
GSM4138140,19,4,Ambiguous/Mixed,ambiguous,0.9010504689884941,197,,,ambiguous
GSM4138162,19,3,Ambiguous/Mixed,ambiguous,0.9111531646195643,195,,,ambiguous
GSM4138156,19,4,Ambiguous/Mixed,ambiguous,0.9153408984005149,195,,,ambiguous
GSM4138154,19,1,Mac_SPP1,specific,0.8914204329550883,193,,,no_baseline
GSM4138120,19,3,Ambiguous/Mixed,ambiguous,0.886194449371568,192,,,ambiguous
GSM4138114,19,3,Ambiguous/Mixed,ambiguous,0.8997598352101934,192,,,ambiguous
GSM4138160,19,3,Ambiguous/Mixed,ambiguous,0.9145485720165317,191,,,ambiguous
GSM4138167,19,3,Ambiguous/Mixed,ambiguous,0.9001423141806674,191,,,ambiguous
GSM4138155,19,7,Ambiguous/Mixed,ambiguous,0.709765635241038,186,,,ambiguous
GSM4138110,19,4,Ambiguous/Mixed,ambiguous,0.9378017808675173,184,,,ambiguous
GSM4138166,19,3,Ambiguous/Mixed,ambiguous,0.9058196471381781,184,,,ambiguous
GSM4138112,19,3,Ambiguous/Mixed,ambiguous,0.8980289083081134,179,,,ambiguous
GSM4138141,19,4,Ambiguous/Mixed,ambiguous,0.7531235722898386,178,,,ambiguous
GSM4138160,19,1,Mac_SPP1,specific,0.9017903753049535,171,,,no_baseline
GSM4138132,19,4,Ambiguous/Mixed,ambiguous,0.9376804785306716,171,,,ambiguous
GSM4138126,19,4,Ambiguous/Mixed,ambiguous,0.9620749369265467,169,,,ambiguous
GSM4138120,19,4,Ambiguous/Mixed,ambiguous,0.832770227046979,168,,,ambiguous
GSM4138127,19,7,Ambiguous/Mixed,ambiguous,0.8159338544294471,165,,,ambiguous
GSM4138116,19,1,Mac_SPP1,specific,0.9591360026228491,165,,,no_baseline
GSM4138155,19,1,Mac_SPP1,specific,0.6688493240861897,159,0.8539118148935525,-0.1850624908073628,less_pure
GSM4138152,19,4,Ambiguous/Mixed,ambiguous,0.8719779809393212,158,,,ambiguous
GSM4138142,19,4,Ambiguous/Mixed,ambiguous,0.9036944160511848,157,,,ambiguous
GSM4138163,19,3,Ambiguous/Mixed,ambiguous,0.9267878137719006,157,,,ambiguous
GSM4138123,19,3,Ambiguous/Mixed,ambiguous,0.6956570070645784,156,,,ambiguous
GSM4138144,19,1,Mac_SPP1,specific,0.8962082477268277,154,,,no_baseline
GSM4138166,19,1,Mac_SPP1,specific,0.896077871835219,152,,,no_baseline
GSM4138162,19,4,Ambiguous/Mixed,ambiguous,0.8994211262124877,151,,,ambiguous
GSM4138139,19,7,Ambiguous/Mixed,ambiguous,0.8188963761885542,148,,,ambiguous
GSM4138139,19,1,Mac_SPP1,specific,0.7473841261995902,148,0.80611953468267,-0.05873540848307979,less_pure
GSM4138146,19,1,Mac_SPP1,specific,0.905284565144202,147,,,no_baseline
GSM4138139,19,4,Ambiguous/Mixed,ambiguous,0.7824041473892859,145,,,ambiguous
GSM4138152,19,3,Ambiguous/Mixed,ambiguous,0.9017754069009111,143,,,ambiguous
