sample,K,gep,label,label_kind,ROGUE,n_cells,size_bin,null_median,null_mean,null_std,n_draws,null_zscore,beats_null_median
GSM4138137,19,7,Ambiguous/Mixed,ambiguous,0.8278936041161693,142,150,0.8011127857757415,0.79474559502429,0.019355406577808966,10.0,1.7125968890719976,True
GSM4138163,19,4,Ambiguous/Mixed,ambiguous,0.9071058524558638,137,125,0.9116560760655494,0.9141335118541101,0.011744548543058923,10.0,-0.5983762911346311,False
GSM4138132,19,1,Mac_SPP1,specific,0.9758423524012306,135,125,0.9509840490397878,0.9507170672175882,0.005786735868386947,10.0,4.341875239355984,True
GSM4138161,19,2,DC_pDC,specific,0.8500216824485292,126,125,0.7333353104514786,0.7353543171785206,0.025889469240864226,10.0,4.429112246496591,True
GSM4138152,19,1,Mac_SPP1,specific,0.9306328775738212,126,125,0.8767905540808696,0.8779909166584335,0.013736394154027451,10.0,3.8322983692160033,True
GSM4138158,19,3,Ambiguous/Mixed,ambiguous,0.9115220417216017,126,125,0.919961746727167,0.9197526277146416,0.009164427951041934,10.0,-0.8981014458304709,False
GSM4138133,19,4,Ambiguous/Mixed,ambiguous,0.7938140762184049,126,125,0.7982967837565255,0.7904568849649085,0.017046736508829475,10.0,0.19694040860885878,False
GSM4138118,19,1,Mac_SPP1,specific,0.9346031137448854,125,125,0.8907906557146446,0.8916054881806563,0.01732007884446975,10.0,2.482530590670957,True
GSM4138145,19,4,Ambiguous/Mixed,ambiguous,0.7808218874970205,125,125,0.7529621588397084,0.7558602203577905,0.0182333191175836,10.0,1.369013890354049,True
GSM4138117,19,3,Ambiguous/Mixed,ambiguous,0.7580851716451514,123,125,0.731120487982829,0.7324530051515378,0.014028665390184417,10.0,1.8271279398785851,True
GSM4138141,19,3,Ambiguous/Mixed,ambiguous,0.8398871911972158,123,125,0.7747540267745447,0.77600884439355,0.023111556998599306,10.0,2.763913604242984,True
GSM4138155,19,4,Ambiguous/Mixed,ambiguous,0.7393146712723861,122,125,0.6703323608734009,0.6706060472674455,0.01467493260540225,10.0,4.682040173707309,True
GSM4138131,19,2,DC_pDC,specific,0.876464723631348,122,125,0.7588302423614066,0.7566666679693221,0.007312858267320327,10.0,16.381837481710665,True
GSM4138110,19,1,Mac_SPP1,specific,0.9411256648507679,122,125,0.9337153185144862,0.9339081932021271,0.01100712439826847,10.0,0.6557091014412545,True
GSM4138124,19,3,Ambiguous/Mixed,ambiguous,0.9668071155063124,113,125,0.9267373488771964,0.9255165849278942,0.012931454442579333,10.0,3.193030665016382,True
GSM4138130,19,1,Mac_SPP1,specific,0.9396374400083659,111,100,0.9383223849047797,0.9385944128374237,0.010082264211819488,10.0,0.10345168000253685,True
GSM4138163,19,1,Mac_SPP1,specific,0.930746304371574,111,100,0.9371085757506321,0.9305313088830326,0.02190339444709866,10.0,0.009815624197458746,False
GSM4138160,19,4,Ambiguous/Mixed,ambiguous,0.9303520376139995,108,100,0.9147568760788413,0.9147781522032066,0.008412061197375774,10.0,1.8513756670780512,True
GSM4138141,19,2,DC_pDC,specific,0.8652505151286508,107,100,0.7891336299131056,0.7876086704440655,0.016350802220791796,10.0,4.748503690287161,True
GSM4138124,19,4,Ambiguous/Mixed,ambiguous,0.9298602740845466,107,100,0.9221203523271243,0.9276155795157497,0.014902749723516195,10.0,0.15062284547762816,True
GSM4138137,19,1,Mac_SPP1,specific,0.828495509856827,107,100,0.8007390293415151,0.7983235842994478,0.01592226878485333,10.0,1.8949514020314324,True
GSM4138162,19,1,Mac_SPP1,specific,0.9372410530829182,101,100,0.9057453169694858,0.9082062601426497,0.013521341341000087,10.0,2.1473308163760128,True
GSM4138117,19,4,Ambiguous/Mixed,ambiguous,0.7617904857174008,101,100,0.7629944878824481,0.7608817203580664,0.019849662379733773,10.0,0.0457824088868237,False
GSM4138143,19,4,Ambiguous/Mixed,ambiguous,0.7685674065795238,100,100,0.7796478385240256,0.7774827916439634,0.03102493601364835,10.0,-0.2873619162507715,False
GSM4138111,19,2,DC_pDC,specific,0.8082554378275997,99,100,0.7371251208252627,0.7355921098917457,0.022767009942835006,10.0,3.1916061054263207,True
GSM4138137,19,3,Ambiguous/Mixed,ambiguous,0.8298613780346389,97,100,0.8007390293415151,0.7983235842994478,0.01592226878485333,10.0,1.9807349166968335,True
GSM4138111,19,3,Ambiguous/Mixed,ambiguous,0.7628099892196228,97,100,0.7371251208252627,0.7355921098917457,0.022767009942835006,10.0,1.1954964396386554,True
GSM4138121,19,7,Ambiguous/Mixed,ambiguous,0.7318235626289475,97,100,0.6774445434492038,0.6794323926426652,0.014293780936684992,10.0,3.665312223431408,True
GSM4138145,19,7,Ambiguous/Mixed,ambiguous,0.8431358558035205,97,100,0.7660243229784107,0.7802515756223561,0.03715785618762129,10.0,1.6923549050742461,True
GSM4138138,19,4,Ambiguous/Mixed,ambiguous,0.8912149482022166,96,100,0.9164320523483623,0.9149105783671094,0.011477168090353169,10.0,-2.0645885795477357,False
