sample,K,gep,label,label_kind,membership_label,baseline_group_type,members_str,ROGUE,n_cells,baseline_ROGUE,delta_ROGUE,baseline_ROGUE_mean,baseline_ROGUE_min,baseline_ROGUE_max,delta_ROGUE_vs_mean,delta_ROGUE_vs_max,recommendation
GSM4138146,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9292688100228726,291,0.9447317719620639,-0.015462961939191278,0.961154008385862,0.9600393338795674,0.9622686828921565,-0.03188519836298931,-0.03299987286928385,subgroup_GEP_tie
GSM4138154,10,1,Monocyte_family,family,Mono_CD14+Mono_CD14_ID1,subgroup,Mono_CD14+Mono_CD14_ID1,0.9049546515737832,289,0.9435923514360012,-0.03863769986221799,0.9588686754218684,0.943462555263132,0.9742747955806047,-0.05391402384808519,-0.06932014400682152,subgroup_GEP_less_pure
GSM4138130,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9315531560379615,280,0.9549350790503085,-0.023381923012346983,0.9697515238215398,0.9582255439190961,0.9812775037239836,-0.038198367783578324,-0.049724347686022075,subgroup_GEP_tie
GSM4138118,10,1,Monocyte_family,family,Mono_CD14_ID1+Mono_CD14_IL1B,subgroup,Mono_CD14_ID1+Mono_CD14_IL1B,0.9135377571930902,269,0.9312070996557353,-0.017669342462645177,0.9514767114625879,0.9335570118094065,0.9693964111157692,-0.03793895426949778,-0.05585865392267908,subgroup_GEP_less_pure
GSM4138165,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.951540610453507,268,0.9330548693882358,0.018485741065271233,0.9672272835711219,0.9446544771791544,0.9826794777956731,-0.015686673117614847,-0.031138867342166088,family_GEP_tie
GSM4138156,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9426509533484065,259,0.9543220486590858,-0.011671095310679225,0.9691800803723036,0.9674540600296433,0.970906100714964,-0.026529127023897092,-0.02825514736655743,subgroup_GEP_tie
GSM4138166,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9610237781309163,252,0.934676558303836,0.026347219827080326,0.9769717258974173,0.9621941145544404,0.9953283911052949,-0.01594794776650099,-0.03430461297437859,family_GEP_tie
GSM4138135,10,5,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_IL1Bint,subgroup,Mac_IL1B+Mac_IL1Bint,0.764367919517573,245,0.7284675293300349,0.0359003901875381,0.7892977485452574,0.7699114615871874,0.8086840355033273,-0.02492982902768437,-0.044316115985754356,subgroup_GEP_tie
GSM4138136,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9260208221150259,240,0.9606716870332501,-0.03465086491822422,0.9711458607142487,0.9633769744555425,0.978914746972955,-0.04512503859922279,-0.0528939248579291,subgroup_GEP_less_pure
GSM4138114,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.950444565028107,234,0.936754189234116,0.013690375793991016,0.9833338880940803,0.9638175783207804,1.0,-0.03288932306597325,-0.049555434971892964,family_GEP_tie
GSM4138124,10,1,Monocyte_family,family,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9840038578943484,229,0.9767957010268139,0.00720815686753451,0.983203062644421,0.9807043129705426,0.9857018123182995,0.0008007952499273774,-0.0016979544239510425,subgroup_GEP_tie
GSM4138140,10,2,Mono_CD16,specific,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.9408611877919489,229,0.932640251997318,0.008220935794630901,0.9753913854171984,0.9699730019986887,0.9843068577104163,-0.03453019762524945,-0.04344566991846732,subgroup_GEP_tie
GSM4138137,10,4,Macrophage_family,family,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.8157274302628316,228,0.761732242965101,0.05399518729773056,0.8026532793873087,0.7673473856645985,0.8379591731100189,0.013074150875522883,-0.02223174284718732,subgroup_GEP_tie
GSM4138158,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9600174484735479,220,0.9577852629673983,0.0022321855061495643,0.9917615041346842,0.9852479955603701,1.0,-0.03174405566113636,-0.03998255152645214,family_GEP_tie
GSM4138132,10,2,Mono_CD16,specific,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.9488970805395623,220,0.9481681679798477,0.000728912559714634,0.9839013222915131,0.9787604738252575,0.9915301207304444,-0.035004241751950715,-0.0426330401908821,subgroup_GEP_tie
GSM4138128,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9692065393517582,216,0.9304728980531936,0.0387336412985646,0.9795562039265402,0.9742090669369424,0.9868478470567125,-0.010349664574782036,-0.017641307704954312,family_GEP_tie
GSM4138122,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9692065393517582,216,0.9304728980531936,0.0387336412985646,0.9795562039265402,0.9742090669369424,0.9868478470567125,-0.010349664574782036,-0.017641307704954312,family_GEP_tie
GSM4138167,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9697774706090806,215,0.945732763205749,0.024044707403331644,0.9768265720057144,0.9625303423920475,0.9877085100016711,-0.007049101396633839,-0.017931039392590553,family_GEP_tie
GSM4138141,10,1,Monocyte_family,family,Mono_CD14+Mono_CD14_IL1B,subgroup,Mono_CD14+Mono_CD14_IL1B,0.9286476366704655,207,0.9470342486322597,-0.018386611961794253,0.9685941275283545,0.9455010406645324,0.9916872143921764,-0.03994649085788904,-0.06303957772171098,subgroup_GEP_less_pure
GSM4138166,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9016888023477582,200,0.9599057077391306,-0.058216905391372475,0.9682802536954764,0.9621941145544404,0.9743663928365124,-0.06659145134771827,-0.07267759048875422,subgroup_GEP_less_pure
GSM4138138,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9653522065408984,194,0.9575188782456614,0.007833328295236974,0.9607668224677914,0.9546526419832534,0.9668810029523296,0.004585384073106935,-0.0015287964114312214,subgroup_GEP_tie
GSM4138142,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9525511573838954,192,0.9506209605043026,0.0019301968795928381,0.9693504505986703,0.9665257719433304,0.9721751292540101,-0.016799293214774913,-0.019623971870114665,subgroup_GEP_tie
GSM4138145,10,1,Monocyte_family,family,Monocyte_family,family,,0.8532364317746807,186,0.8845972805340161,-0.031360848759335425,0.943273174082535,0.9135022641094372,0.9730440840556327,-0.0900367423078543,-0.11980765228095203,family_GEP_less_pure
GSM4138112,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9560656042919441,185,0.9190793652117981,0.03698623908014598,0.9714144906737253,0.9618001923997429,0.9791014061122558,-0.015348886381781224,-0.02303580182031173,family_GEP_tie
GSM4138145,10,3,DC_family,family,cDC1_CLEC9A+cDC2_CD1C+cDC2_CD33,subgroup,cDC1_CLEC9A+cDC2_CD1C+cDC2_CD33,0.7668870532963505,184,0.7589719326351644,0.007915120661186159,0.844025068581887,0.7694312134807648,0.8826813409519234,-0.07713801528553643,-0.11579428765557287,subgroup_GEP_less_pure
GSM4138155,10,3,DC_family,family,DC_family,family,cDC2_CD1C,0.7274080823742917,175,0.7010983122032448,0.026309770171046853,0.8625510399348976,0.7033769731287276,0.9525283304652391,-0.1351429575606059,-0.22512024809094744,family_GEP_less_pure
GSM4138131,10,4,Macrophage_family,family,Macrophage_family,family,Mac_CXCL9+Mac_IL1Bint+Mono_TIL,0.7870255031780478,169,0.7412359185254018,0.04578958465264593,0.8728063148238755,0.8307202545527255,0.9427030776987229,-0.08578081164582774,-0.1556775745206751,family_GEP_less_pure
GSM4138137,10,5,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_IL1Bint,subgroup,Mac_IL1B+Mac_IL1Bint,0.8045920190678149,167,0.7539283344570963,0.05066368461071857,0.8420063165323959,0.7673473856645985,0.9166652474001934,-0.037414297464581026,-0.11207322833237854,subgroup_GEP_less_pure
GSM4138112,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9159627410392819,164,0.9434800776238902,-0.02751733658460831,0.9675710329544599,0.9618001923997429,0.9733418735091769,-0.05160829191517802,-0.05737913246989501,subgroup_GEP_less_pure
GSM4138144,10,1,Monocyte_family,family,Mono_CD14+Mono_CD14_THBS1,subgroup,Mono_CD14+Mono_CD14_THBS1,0.9431139606107838,162,0.9743525714916008,-0.03123861088081703,0.9753673964700043,0.9713867778929421,0.9793480150470664,-0.03225343585922047,-0.03623405443628258,subgroup_GEP_tie
GSM4138165,10,2,Mono_CD16,specific,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.9019502812707811,161,0.9325597169182318,-0.030609435647450667,0.9672272835711219,0.9446544771791544,0.9826794777956731,-0.06527700230034073,-0.08072919652489197,subgroup_GEP_less_pure
GSM4138146,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9502974700164851,159,0.9146938667766903,0.035603603239794834,0.9664537016708575,0.9600393338795674,0.9770530882408491,-0.01615623165437241,-0.02675561822436401,family_GEP_tie
GSM4138110,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9189740352638536,157,0.9688289635826547,-0.04985492831880112,0.9831515500739751,0.97761328954427,0.9886898106036804,-0.06417751481012157,-0.06971577533982687,subgroup_GEP_less_pure
GSM4138155,10,1,Monocyte_family,family,Mono_CD14_IL1B+Mono_TIL,subgroup,Mono_CD14_IL1B+Mono_TIL,0.8449901466004469,154,0.820199630441298,0.024790516159148956,0.8923357356873676,0.8045862775842206,0.9800851937905146,-0.04734558908692066,-0.1350950471900677,subgroup_GEP_less_pure
GSM4138139,10,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mono_TIL,0.8245494712747572,147,,,,,,,,ambiguous
GSM4138162,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.910952528535737,139,0.9595336240385465,-0.048581095502809424,0.9745271681100439,0.9689990847188696,0.9800552515012182,-0.06357463957430687,-0.06910272296548114,subgroup_GEP_less_pure
GSM4138155,10,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_IL1Bint+Mono_TIL,0.7288368957381659,138,,,,,,,,ambiguous
GSM4138152,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9234939884514818,138,0.9335733812182851,-0.010079392766803363,0.9534618417262685,0.9413199538988823,0.9656037295536546,-0.029967853274786682,-0.042109741102172804,subgroup_GEP_tie
GSM4138150,10,1,Monocyte_family,family,Mono_CD14+Mono_CD14_IL1B,subgroup,Mono_CD14+Mono_CD14_IL1B,0.9501175358460741,127,0.9732404623896018,-0.023122926543527766,0.9771037377565925,0.9731079339257575,0.9810995415874277,-0.02698620191051848,-0.03098200574135368,subgroup_GEP_tie
GSM4138117,10,1,Monocyte_family,family,Monocyte_family,family,Mac_IL1Bint+Mono_CD14_THBS1,0.8583848740528922,124,0.8607567303204385,-0.002371856267546324,0.8831131435194861,0.8831131435194861,0.8831131435194861,-0.0247282694665939,-0.0247282694665939,family_GEP_tie
GSM4138127,10,1,Monocyte_family,family,Mono_CD14+Mono_TIL,subgroup,Mono_CD14+Mono_TIL,0.9334078731011674,116,0.8413446062155883,0.09206326688557909,0.9083417490515486,0.8376803951581875,0.9790031029449099,0.02506612404961872,-0.045595229843742535,subgroup_GEP_tie
GSM4138127,10,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mono_TIL,0.7885673114341214,116,,,,,,,,ambiguous
GSM4138127,10,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mac_SPP1+Mono_TIL,0.7670468276671203,115,,,,,,,,ambiguous
GSM4138131,10,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mono_TIL,0.790171517485777,115,,,,,,,,ambiguous
GSM4138167,10,2,Mono_CD16,specific,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.8903326652121378,112,0.950483382668369,-0.06015071745623113,0.9768265720057144,0.9625303423920475,0.9877085100016711,-0.0864939067935766,-0.09737584478953332,subgroup_GEP_less_pure
GSM4138131,10,7,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9053547193725107,110,0.9179857890881354,-0.012631069715624776,,,,,,specific_GEP_tie
GSM4138144,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9578988846245348,110,0.966031064668897,-0.008132180044362225,0.9839350847986363,0.9749122264211482,0.9929579431761245,-0.026036200174101576,-0.03505905855158975,subgroup_GEP_tie
GSM4138148,10,1,Monocyte_family,family,Mono_CD14+Mono_CD14_IL1B,subgroup,Mono_CD14+Mono_CD14_IL1B,0.9468203139209714,109,0.9843829813482715,-0.03756266742730008,0.987425071493591,0.982839721352573,0.9920104216346092,-0.04060475757261961,-0.04519010771363774,subgroup_GEP_tie
GSM4138124,10,2,Mono_CD16,specific,Mono_CD14_THBS1+Mono_CD16+Mono_Int,subgroup,Mono_CD14_THBS1+Mono_CD16+Mono_Int,0.9087122057436673,108,0.9443327022603746,-0.03562049651670729,0.9834565077325889,0.969665210227224,1.0,-0.07474430198892157,-0.09128779425633271,subgroup_GEP_less_pure
GSM4138161,10,7,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.8669479000470499,107,0.8488491714550629,0.018098728591987023,,,,,,specific_GEP_tie
GSM4138139,10,1,Monocyte_family,family,Monocyte_family,family,Mac_IL1Bint+Mono_TIL,0.9015484957566525,107,0.8510495085223697,0.05049898723428281,0.8802949100677865,0.8802949100677865,0.8802949100677865,0.02125358568886604,0.02125358568886604,family_GEP_tie
GSM4138135,10,1,Monocyte_family,family,Monocyte_family,family,Mac_IL1Bint+Mono_TIL,0.9245104343425377,105,0.8944589205248566,0.030051513817681008,0.9404017490983072,0.8808034981966143,1.0,-0.015891314755769548,-0.07548956565746234,family_GEP_less_pure
GSM4138143,10,3,DC_family,family,cDC1_CLEC9A+cDC2_CD1C+cDC2_CD33,subgroup,cDC1_CLEC9A+cDC2_CD1C+cDC2_CD33,0.7687836398699405,102,0.8044692841139369,-0.03568564424399645,0.9286051863165934,0.8614765977365235,0.9728270070513856,-0.15982154644665292,-0.2040433671814451,subgroup_GEP_less_pure
GSM4138137,10,1,Monocyte_family,family,Monocyte_family,family,Mac_IL1Bint+Mono_TIL,0.9134888368831342,102,0.9224120085919152,-0.008923171708780986,0.9313170434096038,0.9313170434096038,0.9313170434096038,-0.017828206526469548,-0.017828206526469548,family_GEP_tie
GSM4138114,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.8954024980192478,102,0.9584965151595507,-0.06309401714030294,0.975599725508069,0.9638175783207804,0.9873818726953575,-0.08019722748882119,-0.09197937467610973,subgroup_GEP_less_pure
GSM4138161,10,3,DC_family,family,DC_family,family,cDC2_CD1C,0.7538115245275605,101,0.6918033483531927,0.062008176174367824,0.8282431993129981,0.7060349547309259,0.9504514438950702,-0.07443167478543755,-0.19663991936750969,family_GEP_less_pure
GSM4138141,10,3,DC_family,family,cDC2_CD1C+cDC2_CD33,subgroup,cDC2_CD1C+cDC2_CD33,0.8356393113913131,99,0.7963906249241826,0.039248686467130534,0.8935961622742253,0.8326177112761475,0.9545746132723032,-0.05795685088291225,-0.11893530188099011,subgroup_GEP_less_pure
GSM4138161,10,1,Monocyte_family,family,Mono_CD14_IL1B+Mono_TIL,subgroup,Mono_CD14_IL1B+Mono_TIL,0.8972736526686034,97,0.8277303487797142,0.06954330388888919,0.8712973703865863,0.8443982023135662,0.8981965384596063,0.025976282282017094,-0.0009228857910029697,subgroup_GEP_tie
GSM4138139,10,4,Macrophage_family,family,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.8331367401380043,97,0.7551354202559911,0.0780013198820132,0.8227430557341371,0.8168239217372225,0.8286621897310518,0.010393684403867232,0.004474550406952549,subgroup_GEP_tie
GSM4138121,10,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B,0.7434526981896218,93,,,,,,,,ambiguous
GSM4138164,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9662427418924303,91,0.9167656535447561,0.04947708834767417,0.9749865641637057,0.9670337853154709,0.9829393430119403,-0.008743822271275348,-0.01669660111950999,family_GEP_tie
GSM4138125,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14,0.9505118449303743,86,0.9443814511936789,0.006130393736695439,0.9896231089201005,0.9896231089201005,0.9896231089201005,-0.0391112639897262,-0.0391112639897262,family_GEP_tie
GSM4138111,10,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7287151232234346,86,,,,,,,,ambiguous
GSM4138123,10,6,Ambiguous/Mixed,ambiguous,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.6847617240530787,83,0.7371778308270944,-0.05241610677401576,0.7760540950547429,0.7424960991745853,0.8096120909349005,-0.09129237100166421,-0.12485036688182183,subgroup_GEP_less_pure
GSM4138137,10,8,Macrophage_family,family,Macrophage_family,family,Mac_IL1Bint,0.8344264530037081,81,0.747893468389154,0.08653298461455405,0.8406572687249368,0.7673473856645985,0.9166652474001934,-0.006230815721228744,-0.08223879439648529,family_GEP_less_pure
GSM4138126,10,2,Mono_CD16,specific,Mono_CD14+Mono_CD16+Mono_Int,subgroup,Mono_CD14+Mono_CD16+Mono_Int,0.9644699692952327,81,0.9632444646987579,0.0012255045964747469,0.990455561678469,0.9833017972517508,1.0,-0.02598559238323639,-0.035530030704767346,subgroup_GEP_tie
GSM4138131,10,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7150458981949486,80,,,,,,,,ambiguous
GSM4138115,10,3,DC_family,family,DC_family,family,,0.8243875521290319,80,0.7727754744975728,0.05161207763145914,0.9448213181217421,0.8833382610733246,0.9795744769176817,-0.12043376599271016,-0.15518692478864982,family_GEP_less_pure
GSM4138143,10,1,Monocyte_family,family,Monocyte_family,family,Mac_IL1Bint+Mono_CD14+Mono_CD14_IL1B,0.8690310045834176,80,0.886201598540746,-0.01717059395732834,0.9832586839910833,0.9760015212271386,0.9905158467550281,-0.11422767940766565,-0.12148484217161049,family_GEP_less_pure
GSM4138133,10,3,DC_family,family,DC_family,family,Mac_IL1Bint+cDC1_CLEC9A+cDC2_CD1C,0.8697639261637394,76,0.7773132578349409,0.09245066832879856,0.8960802081062401,0.8443201093512147,0.9666877738031457,-0.026316281942500686,-0.09692384763940631,family_GEP_less_pure
GSM4138139,10,8,Macrophage_family,family,Mac_IL1Bint+Mac_SPP1,subgroup,Mac_IL1Bint+Mac_SPP1,0.7785106551726442,74,0.7338402653245938,0.044670389848050385,0.8173908622068609,0.80611953468267,0.8286621897310518,-0.038880207034216685,-0.050151534558407596,subgroup_GEP_less_pure
GSM4138120,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9175520391918406,74,0.9192551061328915,-0.0017030669410509347,0.9556663986543286,0.95165708310549,0.9596757142031672,-0.03811435946248798,-0.04212367501132663,subgroup_GEP_tie
GSM4138141,10,7,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.915848528113676,73,0.9165508686482305,-0.0007023405345545353,,,,,,specific_GEP_tie
GSM4138133,10,4,Macrophage_family,family,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.8312055234390129,71,0.7666782330887913,0.06452729035022153,0.821667724850456,0.8123767634861867,0.8309586862147252,0.009537798588556856,0.00024683722428764376,subgroup_GEP_tie
GSM4138155,10,8,Macrophage_family,family,Mac_IL1Bint+Mac_SPP1,subgroup,Mac_IL1Bint+Mac_SPP1,0.7536387235058393,71,0.7030832914493763,0.05055543205646296,0.794608951720035,0.7353060885465175,0.8539118148935525,-0.040970228214195714,-0.10027309138771323,subgroup_GEP_less_pure
GSM4138129,10,1,Monocyte_family,family,Monocyte_family,family,,0.9469292228541981,70,0.9392410883358336,0.007688134518364476,0.9523281451759579,0.9523281451759579,0.9523281451759579,-0.005398922321759758,-0.005398922321759758,family_GEP_tie
GSM4138131,10,2,Mono_CD16,specific,Mono_CD16,specific,Mono_TIL,0.9167680901619377,68,,,,,,,,no_baseline
GSM4138141,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9458500263333343,67,0.9812543596446746,-0.0354043333113403,0.9862037015605545,0.9724074031211091,1.0,-0.04035367522722022,-0.05414997366666574,subgroup_GEP_less_pure
GSM4138160,10,2,Mono_CD16,specific,Mono_CD16,specific,,0.9587210442728091,65,0.9900033659049698,-0.031282321632160714,,,,,,specific_GEP_tie
GSM4138111,10,3,DC_family,family,cDC1_CLEC9A+cDC2_CD1C,subgroup,cDC1_CLEC9A+cDC2_CD1C,0.8003291879787784,65,0.7607164948863999,0.03961269309237847,0.868784595855491,0.7829739801526713,0.9545952115583107,-0.06845540787671256,-0.15426602357953234,subgroup_GEP_less_pure
GSM4138117,10,4,Macrophage_family,family,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.8404572429924667,64,0.7362195140250878,0.10423772896737893,0.8218876932834156,0.7402498418128077,0.9035255447540235,0.018569549709051114,-0.06306830176155676,subgroup_GEP_less_pure
GSM4138131,10,9,DC_family,family,DC_family,family,mregDC_LAMP3,0.8695062122729617,64,0.7536865945444218,0.11581961772853988,0.856272946615079,0.7803979426966247,0.9583836446300924,0.013233265657882631,-0.08887743235713075,family_GEP_less_pure
GSM4138111,10,7,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.8970584604838131,64,0.8980982837036952,-0.0010398232198820523,,,,,,specific_GEP_tie
GSM4138163,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9460253919609819,63,0.9749705959351334,-0.028945203974151457,0.9849495144419917,0.9838436758508947,0.9860553530330887,-0.03892412248100985,-0.04002996107210677,subgroup_GEP_tie
GSM4138131,10,1,Monocyte_family,family,Monocyte_family,family,,0.9296471161541309,63,0.7864517889481842,0.14319532720594663,0.8842820005236498,0.7799118639875158,0.9886521370597839,0.04536511563048107,-0.05900502090565307,family_GEP_less_pure
GSM4138117,10,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,,0.7761901128602449,63,,,,,,,,ambiguous
GSM4138141,10,4,Macrophage_family,family,Mac_CXCL9+Mac_IL1Bint,subgroup,Mac_CXCL9+Mac_IL1Bint,0.8685347144884038,62,0.8547699371403533,0.013764777348050483,0.8959216471880036,0.8912880306423111,0.9005552637336961,-0.027386932699599797,-0.032020549245292296,subgroup_GEP_tie
GSM4138150,10,2,Mono_CD16,specific,Mono_CD16,specific,,0.9398843820277918,61,0.9785444665693842,-0.03866008454159242,,,,,,specific_GEP_tie
GSM4138133,10,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint+cDC2_CD1C,0.7968224087220419,60,,,,,,,,ambiguous
GSM4138131,10,3,DC_family,family,DC_family,family,,0.8514923873873103,60,0.7536865945444218,0.09780579284288848,0.856272946615079,0.7803979426966247,0.9583836446300924,-0.004780559227768766,-0.10689125724278215,family_GEP_less_pure
GSM4138139,10,10,Mast,specific,Mast,specific,Mast,0.966827109414383,59,0.9658315628046693,0.0009955466097136823,,,,,,specific_GEP_tie
GSM4138137,10,6,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1Bint,0.8311732996776743,57,,,,,,,,ambiguous
GSM4138113,10,1,Monocyte_family,family,Monocyte_family,family,Mono_CD14_IL1B,0.9244230885146714,56,0.8906473359246847,0.03377575258998666,0.9074070533024595,0.9074070533024595,0.9074070533024595,0.017016035212211844,0.017016035212211844,family_GEP_tie
GSM4138164,10,2,Mono_CD16,specific,Mono_CD16,specific,,0.9396523208726991,55,0.9829393430119403,-0.04328702213924118,,,,,,specific_GEP_tie
GSM4138141,10,9,DC_family,family,DC_family,family,mregDC_LAMP3,0.8827440521678653,53,0.7646439714392582,0.11810008072860712,0.8907917973723892,0.8326177112761475,0.9545746132723032,-0.008047745204523893,-0.07183056110443786,family_GEP_less_pure
GSM4138157,10,3,DC_family,family,DC_family,family,,0.8129768990298566,53,0.8709308666726747,-0.05795396764281813,0.8738375270527861,0.8738375270527861,0.8738375270527861,-0.060860628022929464,-0.060860628022929464,family_GEP_less_pure
GSM4138111,10,1,Monocyte_family,family,Monocyte_family,family,,0.9137878662227187,53,0.8259886433998749,0.0877992228228438,0.8810430518483789,0.870346933381577,0.891739170315181,0.03274481437433974,0.022048695907537663,family_GEP_tie
GSM4138154,10,2,Mono_CD16,specific,Mono_CD16+Mono_Int,subgroup,Mono_CD16+Mono_Int,0.9473208759634055,52,0.9355922464670017,0.011728629496403853,0.9606667520875669,0.951042806610867,0.9702906975642667,-0.013345876124161382,-0.02296982160086114,subgroup_GEP_tie
GSM4138148,10,2,Mono_CD16,specific,Mono_CD16,specific,Mono_CD16,0.9250748096306702,52,0.9692635348384981,-0.044188725207827906,,,,,,specific_GEP_tie
GSM4138161,10,5,Ambiguous/Mixed,ambiguous,Ambiguous/Mixed,ambiguous,Mac_IL1B+Mono_TIL,0.8454658928113352,51,,,,,,,,ambiguous
GSM4138139,10,3,DC_family,family,cDC1_CLEC9A+cDC2_CD1C,subgroup,cDC1_CLEC9A+cDC2_CD1C,0.8940364193112427,51,0.9135708527317322,-0.01953443342048955,0.9612925845637816,0.9460986919189379,0.9764864772086252,-0.06725616525253897,-0.08245005789738258,subgroup_GEP_less_pure
GSM4138155,10,7,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9011069531084976,51,0.9062361607604512,-0.005129207651953571,,,,,,specific_GEP_tie
GSM4138123,10,7,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9508575041839805,48,0.9383997749472549,0.012457729236725612,,,,,,specific_GEP_tie
GSM4138111,10,2,Mono_CD16,specific,Mono_CD16,specific,Mono_CD16,0.8998732598878716,46,0.891739170315181,0.008134089572690573,,,,,,specific_GEP_tie
GSM4138159,10,3,DC_family,family,DC_family,family,,0.8172620913720567,46,0.774082064685566,0.04318002668649079,0.8974868899114371,0.8974868899114371,0.8974868899114371,-0.08022479853938036,-0.08022479853938036,family_GEP_less_pure
GSM4138143,10,7,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.9295762244202338,46,0.9295762244202338,0.0,,,,,,specific_GEP_tie
GSM4138145,10,7,DC_pDC,specific,DC_pDC,specific,DC_pDC,0.945258029964264,45,0.9472622152517468,-0.002004185287482807,,,,,,specific_GEP_tie
GSM4138143,10,2,Mono_CD16,specific,Mono_CD16,specific,,0.945674053745517,44,,,,,,,,no_baseline
GSM4138158,10,2,Mono_CD16,specific,Mono_CD16,specific,,0.9688520387851621,43,0.9852479955603701,-0.016395956775207998,,,,,,specific_GEP_tie
