K,GEP,pathway,NES,pval,fdr,Name,ES,FWER p-val,Tag %,Gene %,Lead_genes,spectra_file
9,1,CTX_BIG_GROUPS_BRAIN_IMMUNE,-3.3605881490761154,0.0,0.0,prerank,-0.7672219662207304,0.0,72/97,12.06%,ARHGEF1;AKNA;ACAP1;CORO1A;IL2RG;ARHGAP15;TMC8;ITGAL;CD74;SEPTIN1;ADGRE5;IL16;RAC2;ARHGAP45;ARHGAP9;TBC1D10C;LTB;FOS;LSP1;SRGN;HCLS1;ZFP36;STK17B;CD37;STK10;ETS1;IL32;CYTIP;CD96;PTPRC;FYB1;FCMR;ARHGDIB;LCP1;FERMT3;LIMD2;ABI3;ITGB2;CD3E;PTPN6;RIPOR2;BIN2;CD52;RCSD1;GIMAP4;GPSM3;ICAM3;EVI2B;SP100;KLF2;SELL;PLAC8;CLEC2D;LCK;GIMAP7;CD48;LY9;IRF1;TSC22D3;DENND2D;DOK2;SP110;DUSP1;ISG20;GMFG;RHOH;CD7;SKAP1;BTN3A2;CD69;RNF213;TAGAP,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,B_T,-3.3353849208185924,0.0,0.0,prerank,-0.7532615181029481,0.0,95/123,17.14%,ARHGEF1;ACAP1;CORO1A;IL2RG;ARHGAP15;TMC8;ITGAL;WIPF1;LAPTM5;EVL;SEPTIN1;ADGRE5;IL16;RAC2;ARHGAP45;ARHGAP9;CD53;TBC1D10C;LTB;LSP1;SRGN;HCLS1;ZFP36;STK17B;PIM2;CD37;SASH3;ETS1;IL32;CYTIP;CD96;PTPRC;FYB1;FCMR;ZAP70;ARHGDIB;LCP1;LPXN;LIMD2;STK4;SPOCK2;ITGB2;CD3E;SH3KBP1;RIPOR2;CD3D;BIN2;CD52;IL7R;GIMAP4;CXCR4;GPSM3;LAT;SELL;PLAC8;CLEC2D;ITK;LCK;GIMAP7;CD48;IL2RB;CCL5;IRF1;TSC22D3;DENND2D;GPR183;CDC42SE2;ISG20;GMFG;SEPTIN6;RHOH;CD247;PTPN22;CD7;NKG7;SKAP1;CST7;CD3G;CD69;RNF213;TAGAP;PTGER4;TNFAIP3;SAMD3;TCF7;PRF1;SAMSN1;SH2D1A;RGS1;SLC2A3;PIK3IP1;GNG2;HCST;GPR65;GZMA,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,LYMPHOID,-3.1958616467520122,0.0,0.0,prerank,-0.685468384033383,0.0,165/238,21.66%,ARHGEF1;CORO1A;IL2RG;TMC8;SEPTIN1;RAC2;ARHGAP9;TRAF3IP3;TBC1D10C;JCHAIN;LTB;RASAL3;CD2;IGKC;FMNL1;CD79A;STK17B;RASGRP2;MYO1G;CD37;SASH3;IL32;CYTIP;MZB1;CD96;ITGB7;FCMR;CD27;TRBC2;ZAP70;ARHGDIB;MAP4K1;PARP15;ADAM19;MS4A1;IKZF3;LIMD2;CD3E;RIPOR2;POU2AF1;TNFRSF13B;CD3D;CD52;IL7R;STK17A;CXCR4;GPSM3;CD6;ICAM3;PTPN7;LAT;SP140L;IRF4;ZBP1;SLAMF1;PYHIN1;FCRL2;SELL;ITK;THEMIS;FCRL5;LCK;MFNG;BLK;TIGIT;CARD11;CD22;GIMAP7;GIMAP2;CCR6;CD48;IL2RB;NIBAN3;FCRL1;LY9;CCR4;CD28;SLAMF6;AGAP2;CD5;DENND2D;KLRK1;P2RY10;SP110;CD19;ISG20;CD8A;RHOH;RASGRP1;PAX5;CD247;STAT4;P2RX5;CD7;NKG7;CD79B;TESPA1;SIRPG;GPR174;SKAP1;BTN3A2;ALOX5AP;CDHR1;CST7;SLC25A45;IL21R;SLFN12L;CD3G;CD69;TAGAP;GBP5;RNF125;OXNAD1;CXCR5;ICOS;CCR7;SIT1;TMEM156;CXCR6;PRKCQ;DGKA;SH2D2A;SAMD3;FCRL3;TCF7;PRF1;S1PR4;CNR2;RHOF;CXCR3;LAX1;GRK6;GPR171;SPIB;SH2D1A;TRAT1;SCML4;CD40LG;CD72;UBASH3A;STAP1;PTGDR;MATK;GZMK;GZMM;GZMA;TXK;ZNF831;CXorf65;IGHG1;TRGC2;KLRC4;FCRLA;FOXP3;DTX1;SHISAL2A;IL2RA;EOMES;CTLA4;GATA3;KLRB1;FASLG;GPR18;FLT3LG;APOBEC3D,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,INTESTINE_ADULT_CI_MESENCHYMAL,-3.0928567787242627,0.0,0.0,prerank,-0.6377813665925463,0.0,175/261,17.28%,ACAP1;CORO1A;ARHGAP15;TMC8;ITGAL;ARHGAP4;WIPF1;LAPTM5;IKZF1;SEPTIN1;GPR15;IL16;DOCK2;ARHGAP9;TRAF3IP3;CD53;TBC1D10C;RASAL3;CD2;ITGA4;ARHGAP30;LSP1;ANKRD44;CD79A;SRGN;HCLS1;CYTH4;PARVG;NLRP1;ADA2;MYO1G;CD37;SASH3;CYTIP;MZB1;PTPRC;ITGB7;APBB1IP;ADAM28;FYB1;FCMR;CD27;DOCK8;ZAP70;ARHGDIB;IL10RA;LCP1;FGD2;SLAMF7;MAP4K1;CCDC69;ADAM19;SP140;PECAM1;NCKAP1L;LIMD2;ABI3;ANXA6;CHST11;SPOCK2;ITGB2;CD3E;SFMBT2;PPP1R16B;PRDM1;POU2AF1;TNFRSF13B;CD3D;INPP5D;CD52;RCSD1;IL7R;GIMAP4;GPSM3;KLHL6;PTPN7;EVI2B;IRF4;ZBP1;GLIPR1;SLAMF1;TRPV2;FCRL2;SLA;DERL3;ALOX5;PRKCB;CYBB;FCRL5;LCK;BLK;ADAM8;CD300A;FYN;EMB;CEP85L;CD48;NCF4;LY9;ELMO1;ERN1;KCNA3;CSF2RB;C16orf54;KCNAB2;SELPLG;GPR183;P2RY10;DOK2;ARHGAP25;ADGRG5;CD19;ISG20;GMFG;SEPTIN6;RHOH;AIM2;IGFLR1;POU2F2;WAS;STAT4;P2RX5;CD7;FGL2;DUSP5;NKG7;GLCCI1;MEF2C;IL12RB1;CD79B;LILRB1;SKAP1;SELENOM;THEMIS2;ALOX5AP;ATP8B2;RASSF5;RASGRP3;CST7;CD69;PDK1;TAGAP;SUSD3;BTK;RELT;RASA3;EVI2A;SIT1;EAF2;TMEM156;IL27RA;ITGA8;PDE4B;ICAM1;RUNX2;HVCN1;LAX1;SAMSN1;CPNE5;FCGR2B;DENND5B;RGS1;APOBEC3G;DAPP1;SLC7A7;SLC2A3;SYNE3;GNG2;HCST;STAP1;S100A4;CSGALNACT2;GPR65;P2RX1;NUGGC,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,ADRENAL_LYMPHOID,-3.043570420188236,0.0,0.0,prerank,-0.6845981036893806,0.0,104/133,22.92%,ACAP1;IL2RG;SEPTIN1;TRAF3IP3;TBC1D10C;JCHAIN;LTB;CD2;IGKC;CD79A;MYO1G;IL32;CYTIP;MZB1;CD96;FCMR;CD27;TRBC2;ZAP70;SLAMF7;MS4A1;IKZF3;HSH2D;CD3E;SULT1B1;CD3D;CD52;IL7R;IRF4;SLAMF1;PYHIN1;FCRL2;SELL;PLAC8;ITK;THEMIS;FCRL5;LCK;BLK;ADAM8;TIGIT;CARD11;CCR6;IL2RB;NIBAN3;FCRL1;LY9;SLAMF6;CD5;KLRK1;P2RY10;BIRC3;CD19;ISG20;CD8A;RHOH;RASGRP1;PAX5;CD247;PTPN22;P2RX5;CD7;NKG7;CD79B;SKAP1;CST7;SLFN12L;CD3G;GBP5;CXCR5;ICOS;CCR7;SIT1;SH2D2A;FCRL3;TCF7;PRF1;LAX1;GPR171;SPIB;SH2D1A;TRAT1;SLFN5;UBASH3A;PTGDR;MATK;GZMK;GZMM;GZMA;CCDC88C;SYTL3;CD244;ZNF831;FCRLA;COL4A4;IL2RA;EOMES;CRIP1;KLRB1;GPR18;RUNX3;GZMH;DTHD1;IGHM,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,OLFACTORY_NEUROEPITHELIUM_CD8_T,-3.0427382252302264,0.0,0.0,prerank,-0.7445198670165998,0.0,54/67,17.88%,ACAP1;CORO1A;IL2RG;LAPTM5;EVL;RAC2;TRAF3IP3;TBC1D10C;CD2;TRAC;LSP1;STK17B;IL32;CYTIP;CD96;PTPRC;FYB1;TRBC2;ARHGDIB;LCP1;TRBC1;STK4;CD3E;CD3D;CD52;IL7R;STK17A;JAML;CXCR4;CLEC2D;LCK;CD48;CCL5;TSC22D3;GMFG;CD8A;PTPN22;CD7;NKG7;ALOX5AP;CST7;CD3G;CD69;TAGAP;PTGER4;TNFAIP3;CXCR6;SAMSN1;RGS1;RORA;HCST;GZMM;GZMA;SYTL3,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,MHC_II_POS_B,-3.0411133714433105,0.0,0.0,prerank,-0.7275288576116009,0.0,52/76,13.26%,ITM2C;CORO1A;LAPTM5;LTB;CD79A;CD37;FCMR;CIITA;PARP15;MS4A1;SP140;HSH2D;LIMD2;PTPN6;RIPOR2;POU2AF1;CD52;RCSD1;CXCR4;EVI2B;IRF8;KLF2;FCRL2;SELL;PLAC8;CLEC2D;PRKCB;CYBB;MPEG1;SMAP2;CD22;BANK1;NIBAN3;FCRL1;RNASET2;CYFIP2;BIRC3;CD19;ISG20;SEPTIN6;PAX5;POU2F2;AEBP1;P2RX5;TTN;CD79B;TLR10;RALGPS2;CXXC5;CCR7;TLR6;MAP3K8,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,CTX_BRAIN_B,-3.0371136448260327,0.0,0.0,prerank,-0.7642880237313631,0.0,47/64,11.88%,ATP2A3;ACAP1;CORO1A;IL2RG;ARHGAP15;CD74;SEPTIN1;RAC2;LTB;LSP1;CD79A;PIM2;CD37;CYTIP;MZB1;FCMR;MS4A1;IKZF3;SP140;LIMD2;PTPN6;RIPOR2;CD52;CXCR4;FCRL2;PLAC8;CLEC2D;ALOX5;CD22;CD48;BANK1;NIBAN3;FCRL1;LY9;BIRC3;SP110;CD19;ISG20;SEPTIN6;RHOH;PAX5;P2RX5;TTN;CD55;CD79B;RALGPS2;CD69,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,KIDNEY_LYMPHOID,-2.977479105811214,0.0,0.0,prerank,-0.664599151635592,0.0,104/143,22.68%,ACAP1;IL2RG;SEPTIN1;LTB;CD2;IGKC;CD79A;CARMIL2;MYO1G;SASH3;FCMR;CD27;TRBC2;ZAP70;MS4A1;IKZF3;CD3E;POU2AF1;CD3D;CD52;IL7R;STK17A;CXCR4;SLAMF1;PYHIN1;FCRL2;ITK;THEMIS;FCRL5;LCK;BLK;TIGIT;CCDC141;CCR6;IL2RB;NIBAN3;FCRL1;LY9;SLAMF6;C16orf54;CD5;DENND2D;P2RY10;CD19;ISG20;CD8A;RHOH;RASGRP1;PAX5;CD247;PTPN22;P2RX5;GPR68;CD7;TTN;NKG7;CD79B;TESPA1;SIRPG;SKAP1;CST7;PBXIP1;IL21R;SLFN12L;CD3G;CD69;CXCR5;ICOS;CCR7;SIT1;TNFSF14;DGKA;SH2D2A;SAMD3;FCRL3;TCF7;PRF1;S1PR4;CNR2;LAX1;GPR171;SH2D1A;TRAT1;SCML4;APOBEC3G;SLFN5;MATK;GZMK;GZMM;GZMA;ZNF831;FOXP3;SHISAL2A;IL2RA;EOMES;PLEKHF1;CRIP1;KLRB1;GPR18;FLT3LG;GFI1;RUNX3;LRRN3;DTHD1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,SPLEEN_LYMPHOID,-2.9665338982835725,0.0,0.0,prerank,-0.6954873948878256,0.0,70/93,19.90%,ACAP1;CD2;IGKC;CD79A;CD37;MZB1;CD96;FCMR;CD27;PARP15;MS4A1;IKZF3;SP140;PLCG2;POU2AF1;TNFRSF13B;CD3D;CD52;STK17A;SLAMF1;PYHIN1;FCRL2;PLAC8;ALOX5;THEMIS;FCRL5;LCK;BLK;TIGIT;CARD11;CD22;EMB;CCR6;IL2RB;NIBAN3;FCRL1;LY9;SLAMF6;CYFIP2;CD5;P2RY10;ADGRG5;CD8A;RHOH;RASGRP1;PAX5;CD247;PTPN22;SIRPG;ALOX5AP;TLR10;RALGPS2;CD3G;TAGAP;CXCR5;CCR7;SAMD3;FCRL3;CNR2;SPIB;SH2D1A;SCML4;TNFRSF13C;STAP1;GZMM;FCER2;DTX1;SHISAL2A;COL19A1;EOMES,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
