K,GEP,pathway,NES,pval,fdr,Name,ES,FWER p-val,Tag %,Gene %,Lead_genes,spectra_file
14,1,CTX_BIG_GROUPS_BRAIN_IMMUNE,-3.311738650213435,0.0,0.0,prerank,-0.756206723476159,0.0,78/97,14.92%,ADGRE5;CORO1A;CD74;AKNA;ARHGEF1;IL2RG;ITGAL;ARHGAP15;ACAP1;RAC2;SRGN;TMC8;SEPTIN1;LCP1;ARHGDIB;ARHGAP45;HCLS1;TBC1D10C;ARHGAP9;IL16;IL32;LTB;CD37;STK17B;STK10;LSP1;PTPRC;CYTIP;FERMT3;ETS1;ITGB2;ABI3;CD96;FYB1;CD52;CD3E;FCMR;RCSD1;GPSM3;EVI2B;ICAM3;RIPOR2;GIMAP4;BIN2;SELL;CD48;GIMAP7;IRF1;KLF2;ZFP36;LCK;PLAAT4;PTPN6;EMP3;RHOH;DOK2;TSC22D3;CRIP1;S100A4;RNF213;GZMA;FOS;SP100;CLEC2D;CD7;LY9;IFITM2;ISG20;GMFG;PLAC8;LIMD2;SP110;TAGAP;DENND2D;SKAP1;CLEC2B;IFITM3;CD69,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,B_T,-3.2680009226702964,0.0,0.0,prerank,-0.7438240990312689,0.0,92/123,14.14%,ADGRE5;CORO1A;LAPTM5;ARHGEF1;IL2RG;ITGAL;ARHGAP15;WIPF1;ACAP1;RAC2;SRGN;CD53;TMC8;SEPTIN1;LCP1;ARHGDIB;ARHGAP45;HCLS1;TBC1D10C;ARHGAP9;IL16;IL32;LTB;CD37;STK17B;SASH3;LSP1;PTPRC;CYTIP;ETS1;PIM2;ITGB2;CD96;LPXN;SH3KBP1;FYB1;CXCR4;ZAP70;CD52;CD3E;SPOCK2;FCMR;GPSM3;CD3D;EVL;RIPOR2;CCL5;GIMAP4;BIN2;IL7R;SELL;IL2RB;CD48;GIMAP7;TNFAIP3;IRF1;NKG7;ZFP36;LCK;PLAAT4;GPR183;CDC42SE2;ITK;CST7;STK4;RHOH;TSC22D3;RNF213;NFKBIA;COTL1;GZMA;CD247;CLEC2D;CD7;CD3G;IFITM2;PTPN22;LAT;ISG20;GMFG;PLAC8;LIMD2;SAMSN1;GNG2;TAGAP;RGS1;DENND2D;SKAP1;SAMD3;PTGER4;SLC2A3;CLEC2B,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,LYMPHOID,-3.14572233749715,0.0,0.0,prerank,-0.6586726945358022,0.0,161/238,21.44%,CORO1A;ARHGEF1;IL2RG;RAC2;TMC8;SEPTIN1;ARHGDIB;FMNL1;CD79A;JCHAIN;TBC1D10C;ARHGAP9;IL32;LTB;TRAF3IP3;IGKC;MYO1G;CD2;RASAL3;CD37;STK17B;MZB1;SASH3;ITGB7;CYTIP;RASGRP2;STK17A;CD96;TRBC2;MS4A1;ADAM19;IKZF3;CD27;CXCR4;MAP4K1;POU2AF1;ZAP70;CD52;CD3E;FCMR;CD22;PTPN7;GPSM3;P2RX5;PARP15;CD3D;ICAM3;RIPOR2;IRF4;TNFRSF13B;CARD11;ZBP1;IL7R;SELL;IL2RB;CD48;PAX5;GIMAP7;TIGIT;THEMIS;PYHIN1;CD6;NKG7;LCK;BLK;SLAMF1;KLRK1;ITK;CCR4;ALOX5AP;CST7;RHOH;CCR6;MFNG;GIMAP2;AGAP2;CD8A;SP140L;FCRL2;P2RY10;FCRL5;CD28;IL21R;CD19;CD79B;GZMA;RASGRP1;GBP5;SLAMF6;NIBAN3;CD247;FCRL1;CD7;CD3G;LY9;LAT;ISG20;TESPA1;LIMD2;SIT1;CD5;PTGDR;CCR7;STAT4;SIRPG;GPR174;SP110;TAGAP;DENND2D;SKAP1;SLFN12L;SAMD3;TMEM156;CXCR6;CDHR1;ICOS;LAX1;SH2D2A;RHOF;CD69;CXCR3;CXCR5;MME;CNR2;PRF1;SPIB;GRK6;CD72;STAP1;S1PR4;SH2D1A;DTX1;SLC25A45;GPR171;UBASH3A;RNF125;FCRL3;MATK;TRAT1;SCML4;PRKCQ;KLRC4;GZMM;IGHG1;MYBL1;GZMK;GPR18;CTLA4;BTN3A2;FASLG;TCF7;TCL1A;FCRLA;EOMES;KLRB1;IL2RA;RUNX3;CD40LG;ZNF831;FOXP3;GZMH,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,CL12_T_LYMPHOCYTE_NK,-3.0462351084877253,0.0,0.0,prerank,-0.7385288240938958,0.0,47/65,12.78%,CYBA;CORO1A;LAPTM5;IL2RG;WIPF1;SRGN;CD53;ARHGDIB;IL32;TRAC;LTB;CD2;PTPRC;CYTIP;STK17A;TRBC2;CXCR4;CD52;SPOCK2;SSR4;TRBC1;EVI2B;CD3D;CCL5;FNBP1;GLIPR1;IL7R;ITM2A;GIMAP7;TNFAIP3;CD6;GPR183;EMP3;CDC42SE2;ALOX5AP;CST7;STK4;TSC22D3;FYN;CRIP1;S100A4;BIRC3;CLEC2D;CD7;ISG20;SAMSN1;EVI2A,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,OLFACTORY_NEUROEPITHELIUM_CD8_T,-3.0406080520280345,0.0,0.0,prerank,-0.7424459665684295,0.0,51/67,14.92%,CORO1A;LAPTM5;IL2RG;ACAP1;RAC2;LCP1;ARHGDIB;TBC1D10C;IL32;TRAC;TRAF3IP3;CD2;STK17B;LSP1;PTPRC;CYTIP;STK17A;CD96;TRBC2;FYB1;CXCR4;CD52;CD3E;TRBC1;JAML;CD3D;EVL;CCL5;IL7R;CD48;TNFAIP3;NKG7;LCK;ALOX5AP;CST7;STK4;TSC22D3;CD8A;GZMA;CLEC2D;CD7;CD3G;PTPN22;GMFG;ID2;SAMSN1;TAGAP;RGS1;PTGER4;CXCR6;CD69,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,INTESTINE_ADULT_CI_MESENCHYMAL,-3.0372967313846257,0.0,0.0,prerank,-0.6208892221828104,0.0,176/261,17.32%,TNFRSF17;CORO1A;LAPTM5;IKZF1;ITGAL;ARHGAP15;WIPF1;ACAP1;SRGN;CD53;TMC8;SEPTIN1;DOCK2;LCP1;ARHGDIB;CD79A;HCLS1;TBC1D10C;GPR15;ARHGAP9;IL16;ARHGAP4;TRAF3IP3;MYO1G;CD2;ITGA4;RASAL3;CD37;PARVG;MZB1;SASH3;ADA2;CYTH4;LSP1;ARHGAP30;ITGB7;PTPRC;CYTIP;APBB1IP;KLHL6;ITGB2;ABI3;ANKRD44;DOCK8;ANXA6;SLAMF7;CCDC69;ADAM19;CD27;FYB1;MAP4K1;CAV1;POU2AF1;SP140;PECAM1;ZAP70;CD52;CD3E;SPOCK2;FCMR;FGD2;PRDM1;RCSD1;PPP1R16B;PTPN7;NCKAP1L;IL10RA;NLRP1;ALOX5;GPSM3;EVI2B;P2RX5;CD3D;SLA;IRF4;NUGGC;SFMBT2;TNFRSF13B;GIMAP4;CYBB;ZBP1;GLIPR1;TRPV2;IL7R;CD48;ATP8B2;CHST11;ADAM8;EMB;PRKCB;SELENOM;INPP5D;NKG7;PDK1;CD300A;ADGRG5;DERL3;LCK;BLK;SLAMF1;WAS;GPR183;EMP3;KCNA3;ALOX5AP;CST7;ELMO1;NCF4;AIM2;RHOH;DOK2;FGL2;MEF2C;FYN;S100A4;FCRL2;ERN1;P2RY10;IL12RB1;FCRL5;CD19;CD79B;SELPLG;SUSD3;CSF2RB;ADAM28;CEP85L;CD7;LY9;KCNAB2;NFATC1;ISG20;GMFG;C16orf54;BTK;ARHGAP25;POU2F2;LIMD2;RASSF5;SIT1;RASGRP3;SAMSN1;GNG2;THEMIS2;STAT4;ICAM1;EVI2A;P2RX1;TAGAP;RGS1;DUSP5;PDE4B;SKAP1;SLC2A3;CLEC2B;TMEM156;LAX1;CPNE5;LILRB1;CD69;FCGR2B;IGFLR1;DAPP1;C1QC;SLC7A5;RELT;SYNE3;HVCN1;STAP1;JSRP1;ZEB1;HCST;SEPTIN6;IL27RA;GLCCI1;LAMP3,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,ADRENAL_LYMPHOID,-3.026607298140301,0.0,0.0,prerank,-0.644889408517979,0.0,101/133,21.44%,IL2RG;ACAP1;SEPTIN1;CD79A;JCHAIN;TBC1D10C;IL32;LTB;TRAF3IP3;IGKC;MYO1G;CD2;MZB1;CYTIP;CD96;TRBC2;SLAMF7;MS4A1;IKZF3;CD27;SULT1B1;ZAP70;CD52;CD3E;FCMR;HSH2D;P2RX5;CD3D;IRF4;CARD11;IL7R;SELL;IL2RB;PAX5;ADAM8;TIGIT;THEMIS;PYHIN1;NKG7;LCK;BLK;SLAMF1;PLAAT4;KLRK1;ITK;CST7;RHOH;CCR6;CD8A;CRIP1;FCRL2;P2RY10;FCRL5;CD19;CD79B;BIRC3;GZMA;RASGRP1;GBP5;SLAMF6;NIBAN3;CD247;FCRL1;CD7;CD3G;LY9;PTPN22;ISG20;PLAC8;SIT1;CD5;PTGDR;CCR7;SKAP1;SLFN12L;ICOS;LAX1;SH2D2A;CXCR5;PRF1;SPIB;SH2D1A;GPR171;UBASH3A;FCRL3;MATK;TRAT1;GZMM;MYBL1;CD244;GZMK;GPR18;TCF7;TCL1A;FCRLA;EOMES;KLRB1;IL2RA;RUNX3;ZNF831;GZMH,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,KIDNEY_LYMPHOID,-2.969069586364736,0.0,0.0,prerank,-0.6339139835822726,0.0,109/143,26.42%,IL2RG;ACAP1;SEPTIN1;CD79A;LTB;IGKC;MYO1G;CD2;SASH3;CARMIL2;STK17A;TRBC2;MS4A1;IKZF3;CD27;CXCR4;POU2AF1;ZAP70;CD52;CD3E;FCMR;P2RX5;CD3D;IL7R;IL2RB;PAX5;TIGIT;THEMIS;PYHIN1;NKG7;LCK;BLK;SLAMF1;PLAAT4;ITK;CST7;RHOH;CCR6;CD8A;CRIP1;CCDC141;FCRL2;P2RY10;FCRL5;IL21R;CD19;CD79B;GZMA;RASGRP1;SLAMF6;NIBAN3;CD247;FCRL1;GPR68;CD7;CD3G;LY9;PTPN22;ISG20;C16orf54;TTN;TESPA1;SIT1;CD5;CCR7;SIRPG;DENND2D;SKAP1;SLFN12L;SAMD3;ICOS;LAX1;SH2D2A;CD69;CXCR5;CNR2;PRF1;S1PR4;SH2D1A;PBXIP1;GPR171;FCRL3;TNFSF14;MATK;TRAT1;SCML4;GZMM;GZMK;GPR18;TCF7;TCL1A;EOMES;KLRB1;IL2RA;RUNX3;ZNF831;FOXP3;APOBEC3G;CR2;DTHD1;GFI1;FLT3LG;PLEKHF1;FCRL6;SLFN5;SHISAL2A;RASD1;TRDC;DUSP2,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,MUSCLE_T,-2.9343891591450997,0.0,0.0,prerank,-0.8394211664925054,0.0,33/37,11.72%,CYBA;CORO1A;LAPTM5;IL2RG;ARHGDIB;IL32;LTB;TRAF3IP3;CD2;CD37;PTPRC;ETS1;FYB1;CXCR4;CD52;CD3E;CD3D;EVL;GIMAP4;IL7R;SELL;CD48;LCK;EMP3;TSC22D3;CRIP1;COTL1;CD7;CD3G;ISG20;GMFG;PLAC8;LIMD2,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
14,1,CTX_BRAIN_EFFECTOR_T,-2.9041477355919443,0.0,0.0,prerank,-0.6631560958345442,0.0,78/105,22.08%,ADGRE5;CORO1A;AKNA;IL2RG;ITGAL;ACAP1;RAC2;SRGN;SEPTIN1;LCP1;TBC1D10C;STK17B;STK10;LSP1;PTPRC;CYTIP;ABI3;CD96;SLAMF7;ZAP70;CD3E;HSH2D;ICAM3;RIPOR2;FKBP11;GIMAP4;IL2RB;CD48;GIMAP7;ADAM8;IRF1;PYHIN1;NKG7;LCK;PLAAT4;EMP3;CDC42SE2;CST7;DOK2;FYN;CRIP1;S100A4;GZMA;CD247;IQGAP2;CD7;IFITM2;GMFG;PLAC8;FGR;ID2;LIMD2;RASSF5;PLEK;STAT4;DENND2D;SKAP1;SAMD3;CLEC2B;SH2D2A;CD69;PRF1;SH2D1A;HCST;SEPTIN6;GPR65;CD244;BTN3A2;EOMES;KLRB1;SYNE1;RUNX3;CCND3;ARID5A;GZMH;PSMB9;TXK;APOBEC3G,anal_pc5_c21_S1.filtered.gene_spectra_score.k_14.dt_0_01.txt
