parent_k,child_k,parent_id,child_id,similarity,rank,color,mode
26,27,K26_GEP22,K27_GEP5,0.3330718251048217,2,red,low
21,22,K21_GEP5,K22_GEP5,0.9812840961452194,1,green,high
21,22,K21_GEP5,K22_GEP8,0.9405462434740688,1,green,high
28,29,K28_GEP22,K29_GEP17,0.9701018478879582,1,green,high
27,28,K27_GEP23,K28_GEP26,0.787762009581634,1,purple,low
10,11,K10_GEP5,K11_GEP5,0.9992834472398369,1,green,high
18,19,K18_GEP14,K19_GEP14,0.9323846406418834,1,green,high
18,19,K18_GEP14,K19_GEP18,0.7549111640202487,1,purple,low
18,19,K18_GEP14,K19_GEP9,0.35023450477009055,3,pink,low
5,6,K5_GEP1,K6_GEP1,0.9994151764080881,1,green,high
27,28,K27_GEP1,K28_GEP1,0.9655502085033263,1,green,high
14,15,K14_GEP14,K15_GEP15,0.996845874797404,1,green,high
27,28,K27_GEP11,K28_GEP11,0.969864317663359,1,green,high
11,12,K11_GEP5,K12_GEP5,0.9237677963656794,1,green,high
10,11,K10_GEP6,K11_GEP6,0.996946736819365,1,green,high
12,13,K12_GEP6,K13_GEP11,0.9530491142328865,1,green,high
13,14,K13_GEP8,K14_GEP14,0.39244529988617316,2,red,low
13,14,K13_GEP8,K14_GEP8,0.9899426057495092,1,green,high
10,11,K10_GEP7,K11_GEP10,0.30050033496068024,3,pink,low
10,12,K10_GEP7,K12_GEP11,0.32036665914533363,2,red,low
10,13,K10_GEP7,K13_GEP13,0.5960635650443808,1,purple,low
26,27,K26_GEP15,K27_GEP1,0.7100181307191222,3,pink,low
26,27,K26_GEP15,K27_GEP16,0.7569533080753063,2,red,low
26,27,K26_GEP15,K27_GEP20,0.6625291041237166,2,red,low
26,27,K26_GEP15,K27_GEP23,0.4535767182629819,3,pink,low
12,13,K12_GEP4,K13_GEP7,0.9592751594379305,1,green,high
24,25,K24_GEP17,K25_GEP22,0.49134553475915194,2,red,low
25,26,K25_GEP7,K26_GEP11,0.40665745791938634,3,pink,low
25,26,K25_GEP7,K26_GEP23,0.4513870996684162,3,pink,low
25,26,K25_GEP7,K26_GEP5,0.8780196196624832,1,purple,low
29,30,K29_GEP13,K30_GEP11,0.7744679272668626,1,purple,low
29,30,K29_GEP13,K30_GEP24,0.5494998854801059,2,red,low
29,30,K29_GEP13,K30_GEP26,0.46351289182789024,2,red,low
29,30,K29_GEP13,K30_GEP8,0.662742656483392,1,purple,low
9,10,K9_GEP6,K10_GEP4,0.3281862718152935,3,pink,low
9,10,K9_GEP6,K10_GEP8,0.9724405032321797,1,green,high
20,21,K20_GEP13,K21_GEP10,0.5562660809829849,3,pink,low
20,21,K20_GEP13,K21_GEP19,0.9892772351195127,1,green,high
27,28,K27_GEP25,K28_GEP21,0.9041629087003074,1,green,high
27,28,K27_GEP25,K28_GEP25,0.46746060145692636,2,red,low
11,12,K11_GEP6,K12_GEP4,0.908993321502805,1,green,high
11,12,K11_GEP6,K12_GEP7,0.8145043301651265,1,purple,low
19,20,K19_GEP7,K20_GEP2,0.8698048726054264,1,purple,low
12,13,K12_GEP1,K13_GEP2,0.9302149597943223,1,green,high
14,15,K14_GEP4,K15_GEP14,0.5956214650539717,1,purple,low
14,15,K14_GEP4,K15_GEP5,0.9940054317072325,1,green,high
23,24,K23_GEP10,K24_GEP17,0.9110227790111003,1,green,high
23,24,K23_GEP10,K24_GEP19,0.38132548522641263,3,pink,low
27,28,K27_GEP20,K28_GEP23,0.9553966384178186,1,green,high
27,28,K27_GEP20,K28_GEP26,0.43103576111087055,2,red,low
24,25,K24_GEP22,K25_GEP18,0.3542817099026663,2,red,low
24,25,K24_GEP22,K25_GEP19,0.7139326411091698,2,red,low
24,25,K24_GEP22,K25_GEP23,0.9043695487887172,1,green,high
9,10,K9_GEP5,K10_GEP6,0.9954282424667293,1,green,high
25,26,K25_GEP14,K26_GEP17,0.45749001772478276,3,pink,low
25,26,K25_GEP19,K26_GEP20,0.8059172765785974,1,purple,low
25,26,K25_GEP19,K26_GEP24,0.47465604535263717,3,pink,low
25,26,K25_GEP19,K26_GEP25,0.4963275412015394,2,red,low
16,17,K16_GEP5,K17_GEP4,0.9083748481724117,1,green,high
16,17,K16_GEP5,K17_GEP5,0.594963745741135,2,red,low
16,17,K16_GEP5,K17_GEP9,0.8799431342275916,1,purple,low
26,27,K26_GEP11,K27_GEP11,0.7946758879343434,1,purple,low
29,30,K29_GEP10,K30_GEP7,0.9887216507212657,1,green,high
26,27,K26_GEP1,K27_GEP3,0.9689325603443513,1,green,high
22,23,K22_GEP21,K23_GEP21,0.8165564505419898,1,purple,low
22,23,K22_GEP21,K23_GEP23,0.7784945782249502,1,purple,low
25,26,K25_GEP24,K26_GEP21,0.35215640864575704,2,red,low
25,26,K25_GEP24,K26_GEP23,0.8814016981211161,1,purple,low
25,26,K25_GEP24,K26_GEP7,0.16588239672390775,3,pink,low
3,4,K3_GEP2,K4_GEP1,0.9956584844846912,1,green,high
3,4,K3_GEP2,K4_GEP4,-0.2784023410670632,3,pink,low
20,21,K20_GEP11,K21_GEP10,0.677130662704583,2,red,low
20,21,K20_GEP11,K21_GEP11,0.9236670949393528,1,green,high
22,23,K22_GEP14,K23_GEP12,0.43586929838718264,2,red,low
29,30,K29_GEP21,K30_GEP11,0.5262747653317398,3,pink,low
29,30,K29_GEP21,K30_GEP8,0.5870892425447263,2,red,low
26,27,K26_GEP10,K27_GEP21,0.346137211718988,1,purple,low
26,27,K26_GEP10,K27_GEP7,0.9576630928348239,1,green,high
26,27,K26_GEP10,K27_GEP9,0.4410934780742941,3,pink,low
29,30,K29_GEP16,K30_GEP16,0.9245098688299673,1,green,high
29,30,K29_GEP16,K30_GEP23,0.7180356077727575,1,purple,low
29,30,K29_GEP16,K30_GEP30,0.4495289659515409,3,pink,low
17,18,K17_GEP15,K18_GEP2,0.6070387233727637,2,red,low
17,18,K17_GEP4,K18_GEP12,0.6791062887740422,2,red,low
17,18,K17_GEP4,K18_GEP4,0.9213435027589947,1,green,high
19,20,K19_GEP16,K20_GEP13,0.38402666183022827,3,pink,low
19,20,K19_GEP16,K20_GEP8,0.818357154909552,1,purple,low
21,22,K21_GEP10,K22_GEP10,0.9934673297031122,1,green,high
24,25,K24_GEP6,K25_GEP12,0.7962202149841535,2,red,low
24,25,K24_GEP6,K25_GEP14,0.6156741352218622,3,pink,low
24,25,K24_GEP6,K25_GEP9,0.9817870725188231,1,green,high
7,9,K7_GEP7,K9_GEP7,0.22488979095078054,3,pink,low
7,9,K7_GEP7,K9_GEP9,0.9745175108321098,1,green,high
17,18,K17_GEP9,K18_GEP12,0.7791839706644088,1,purple,low
17,18,K17_GEP9,K18_GEP13,0.3352407652052082,3,pink,low
24,25,K24_GEP9,K25_GEP11,0.4045102470212576,3,pink,low
24,25,K24_GEP9,K25_GEP14,0.8846558209539527,1,purple,low
20,21,K20_GEP1,K21_GEP14,0.9273603006630202,1,green,high
20,21,K20_GEP1,K21_GEP15,0.45742519586795694,2,red,low
20,21,K20_GEP1,K21_GEP17,0.3939687065555507,3,pink,low
20,21,K20_GEP1,K21_GEP5,0.9619264726507379,1,green,high
23,24,K23_GEP3,K24_GEP2,0.9756878798979575,1,green,high
27,28,K27_GEP26,K28_GEP16,0.6177023897248977,3,pink,low
27,28,K27_GEP26,K28_GEP27,0.6545807185253278,1,purple,low
29,30,K29_GEP25,K30_GEP23,0.5596769503196388,2,red,low
18,19,K18_GEP17,K19_GEP17,0.34019116708755703,3,pink,low
18,19,K18_GEP17,K19_GEP19,0.4521914763085334,3,pink,low
15,16,K15_GEP15,K16_GEP15,0.9977001831002024,1,green,high
16,17,K16_GEP11,K17_GEP11,0.6475439429733069,2,red,low
16,17,K16_GEP11,K17_GEP12,0.967432730061308,1,green,high
5,6,K5_GEP5,K6_GEP5,0.9972922413275331,1,green,high
5,6,K5_GEP5,K6_GEP6,0.22865754527308202,2,red,low
26,27,K26_GEP13,K27_GEP13,0.9641644493442061,1,green,high
5,6,K5_GEP4,K6_GEP4,0.9970258556648954,1,green,high
5,6,K5_GEP4,K6_GEP6,0.011996072654738312,3,pink,low
26,27,K26_GEP18,K27_GEP27,0.37553230494550743,3,pink,low
15,16,K15_GEP13,K16_GEP16,0.6619831506739753,1,purple,low
16,17,K16_GEP15,K17_GEP10,0.258672257022189,2,red,low
16,17,K16_GEP15,K17_GEP14,0.9497529640451265,1,green,high
13,14,K13_GEP4,K14_GEP14,0.4183452717501819,1,purple,low
13,14,K13_GEP4,K14_GEP4,0.9949309216090948,1,green,high
20,21,K20_GEP15,K21_GEP21,0.5068845857302988,3,pink,low
21,22,K21_GEP20,K22_GEP21,0.8616869135677023,1,purple,low
21,22,K21_GEP20,K22_GEP22,0.5920639803971204,1,purple,low
9,10,K9_GEP8,K10_GEP9,0.9958342999824733,1,green,high
16,17,K16_GEP4,K17_GEP5,0.2273346838955381,3,pink,low
16,17,K16_GEP4,K17_GEP7,0.9377211346386409,1,green,high
16,17,K16_GEP4,K17_GEP8,0.938584035860816,1,green,high
16,17,K16_GEP4,K17_GEP9,0.288850044659102,3,pink,low
18,19,K18_GEP7,K19_GEP10,0.8818112774926625,1,purple,low
18,19,K18_GEP7,K19_GEP15,0.5233140795750684,1,purple,low
18,19,K18_GEP7,K19_GEP16,0.7171494599809938,1,purple,low
18,19,K18_GEP7,K19_GEP8,0.9553176446082519,1,green,high
18,19,K18_GEP15,K19_GEP18,0.45844521028762514,3,pink,low
19,20,K19_GEP8,K20_GEP13,0.8324691234962226,1,purple,low
19,20,K19_GEP8,K20_GEP8,0.7444462285979727,2,red,low
29,30,K29_GEP15,K30_GEP10,0.7112076197625372,3,pink,low
29,30,K29_GEP15,K30_GEP12,0.8215659207673155,1,purple,low
29,30,K29_GEP15,K30_GEP13,0.826023975900975,2,red,low
29,30,K29_GEP15,K30_GEP18,0.4973414529167367,2,red,low
6,7,K6_GEP4,K7_GEP4,0.9362677581723697,1,green,high
6,7,K6_GEP4,K7_GEP6,0.7800254657393917,1,purple,low
19,20,K19_GEP11,K20_GEP9,0.9253913311167608,1,green,high
28,29,K28_GEP20,K29_GEP15,0.45866388208865616,3,pink,low
28,29,K28_GEP20,K29_GEP23,0.8124924198054619,1,purple,low
28,29,K28_GEP20,K29_GEP29,0.2351085450160844,3,pink,low
15,16,K15_GEP11,K16_GEP11,0.9592515589011579,1,green,high
15,16,K15_GEP11,K16_GEP13,0.7893225438152469,1,purple,low
15,16,K15_GEP11,K16_GEP14,0.5546227361963071,3,pink,low
24,25,K24_GEP24,K25_GEP20,0.3428839098107198,3,pink,low
24,25,K24_GEP24,K25_GEP21,0.5251829167245097,3,pink,low
23,24,K23_GEP5,K24_GEP20,0.4598143770705124,3,pink,low
23,24,K23_GEP5,K24_GEP9,0.9656542269610163,1,green,high
21,22,K21_GEP7,K22_GEP22,0.4442578559824306,2,red,low
21,22,K21_GEP7,K22_GEP4,0.9597215128221445,1,green,high
15,16,K15_GEP7,K16_GEP13,0.604089832999661,2,red,low
15,16,K15_GEP7,K16_GEP14,0.7241705770382487,2,red,low
15,16,K15_GEP7,K16_GEP6,0.9969287525985288,1,green,high
21,22,K21_GEP17,K22_GEP20,0.44961117650762183,2,red,low
28,29,K28_GEP16,K29_GEP13,0.9482283569980319,1,green,high
28,29,K28_GEP16,K29_GEP21,0.6877633639255498,2,red,low
28,29,K28_GEP16,K29_GEP26,0.48587892239987707,1,purple,low
11,12,K11_GEP2,K12_GEP1,0.9449570170983433,1,green,high
22,23,K22_GEP2,K23_GEP3,0.960353897356468,1,green,high
22,23,K22_GEP2,K23_GEP6,0.8704202300139386,1,purple,low
22,23,K22_GEP2,K23_GEP7,0.9373559494718906,1,green,high
27,28,K27_GEP18,K28_GEP18,0.946175648481673,1,green,high
27,28,K27_GEP18,K28_GEP27,0.530127914932299,3,pink,low
27,28,K27_GEP18,K28_GEP28,0.40359647586889846,2,red,low
7,8,K7_GEP5,K8_GEP4,0.24205409979126263,2,red,low
7,8,K7_GEP5,K8_GEP6,0.9947493479273803,1,green,high
29,30,K29_GEP8,K30_GEP14,0.8406565585771764,1,purple,low
21,22,K21_GEP19,K22_GEP15,0.9910037619943711,1,green,high
16,17,K16_GEP6,K17_GEP2,0.9260824044813879,1,green,high
4,5,K4_GEP1,K5_GEP1,0.9586730191472571,1,green,high
4,5,K4_GEP1,K5_GEP5,0.324269024573243,1,purple,low
6,7,K6_GEP5,K7_GEP5,0.9781553303452183,1,green,high
6,7,K6_GEP5,K7_GEP6,0.2380050954064409,2,red,low
19,20,K19_GEP15,K20_GEP2,0.467950710688194,3,pink,low
19,20,K19_GEP15,K20_GEP8,0.6273242602631832,3,pink,low
14,15,K14_GEP8,K15_GEP14,0.5333813436599505,2,red,low
14,15,K14_GEP8,K15_GEP9,0.983350887638865,1,green,high
27,28,K27_GEP3,K28_GEP2,0.9841852940385445,1,green,high
12,13,K12_GEP12,K13_GEP8,0.9093557162655671,1,green,high
22,23,K22_GEP18,K23_GEP18,0.9325014444728649,1,green,high
8,9,K8_GEP4,K9_GEP4,0.999128389411328,1,green,high
26,27,K26_GEP21,K27_GEP11,0.5149581240759408,2,red,low
26,27,K26_GEP21,K27_GEP19,0.9470313187554937,1,green,high
26,27,K26_GEP21,K27_GEP22,0.5798600169120849,1,purple,low
26,27,K26_GEP21,K27_GEP24,0.5377905342362443,1,purple,low
26,27,K26_GEP21,K27_GEP9,0.5385169075877334,2,red,low
24,25,K24_GEP2,K25_GEP1,0.9722383807356973,1,green,high
24,25,K24_GEP2,K25_GEP12,0.8884162819410129,1,purple,low
24,25,K24_GEP2,K25_GEP7,0.4230931170362007,3,pink,low
22,23,K22_GEP9,K23_GEP13,0.8506577533505515,2,red,low
22,23,K22_GEP9,K23_GEP19,0.4386086616636903,3,pink,low
16,17,K16_GEP16,K17_GEP10,0.21864832679000681,3,pink,low
16,17,K16_GEP16,K17_GEP16,0.5217364185451349,1,purple,low
16,17,K16_GEP16,K17_GEP17,0.4993824514818943,2,red,low
3,4,K3_GEP1,K4_GEP4,0.5936287355341717,1,purple,low
17,18,K17_GEP11,K18_GEP2,0.5254401111592079,3,pink,low
17,18,K17_GEP11,K18_GEP7,0.6482333969153958,3,pink,low
27,28,K27_GEP21,K28_GEP25,0.4175788972049801,3,pink,low
9,10,K9_GEP4,K10_GEP4,0.5850100240439087,2,red,low
9,10,K9_GEP4,K10_GEP5,0.9164389681422516,1,green,high
26,27,K26_GEP8,K27_GEP21,0.23441298805015282,3,pink,low
26,27,K26_GEP8,K27_GEP6,0.9751211285168735,1,green,high
25,26,K25_GEP23,K26_GEP20,0.6508195163942802,2,red,low
25,26,K25_GEP23,K26_GEP22,0.4779496855231794,1,purple,low
25,26,K25_GEP23,K26_GEP26,0.9007346843133293,1,green,high
23,24,K23_GEP9,K24_GEP10,0.9680388754597754,1,green,high
23,24,K23_GEP9,K24_GEP15,0.5977770380841497,3,pink,low
23,24,K23_GEP9,K24_GEP18,0.6194249941566061,3,pink,low
28,29,K28_GEP9,K29_GEP11,0.9955597730841979,1,green,high
18,19,K18_GEP16,K19_GEP13,0.5868230913818616,3,pink,low
18,19,K18_GEP16,K19_GEP16,0.4431425467976162,2,red,low
18,19,K18_GEP16,K19_GEP7,0.6812996033738941,2,red,low
28,29,K28_GEP5,K29_GEP15,0.7498524786247912,2,red,low
28,29,K28_GEP5,K29_GEP18,0.7632683764068964,1,purple,low
28,29,K28_GEP5,K29_GEP4,0.6743538317518876,2,red,low
17,18,K17_GEP8,K18_GEP10,0.9456190784894066,1,green,high
17,18,K17_GEP8,K18_GEP16,0.7301578533796294,2,red,low
13,14,K13_GEP13,K14_GEP13,0.9940987607467163,1,green,high
12,13,K12_GEP3,K13_GEP4,0.9322373907928759,1,green,high
23,24,K23_GEP19,K24_GEP21,0.42169977086983956,3,pink,low
19,20,K19_GEP13,K20_GEP2,0.7791182310758228,2,red,low
21,22,K21_GEP15,K22_GEP14,0.9417442090693391,1,green,high
23,24,K23_GEP14,K24_GEP11,0.9793554320786344,1,green,high
23,24,K23_GEP14,K24_GEP15,0.6384541958088931,2,red,low
23,24,K23_GEP14,K24_GEP18,0.7317900765656793,2,red,low
18,19,K18_GEP9,K19_GEP11,0.7395174819193381,2,red,low
18,19,K18_GEP9,K19_GEP9,0.8430151204711451,1,purple,low
15,16,K15_GEP9,K16_GEP16,0.2515859607084044,3,pink,low
15,16,K15_GEP9,K16_GEP7,0.9861143477214223,1,green,high
27,28,K27_GEP15,K28_GEP10,0.678408904186655,2,red,low
27,28,K27_GEP15,K28_GEP9,0.918141977386853,1,green,high
29,30,K29_GEP7,K30_GEP6,0.9832688141280344,1,green,high
17,18,K17_GEP7,K18_GEP16,0.7989696249179119,1,purple,low
17,18,K17_GEP7,K18_GEP5,0.9365976263606599,1,green,high
29,30,K29_GEP4,K30_GEP10,0.7264442935569738,1,purple,low
29,30,K29_GEP4,K30_GEP12,0.7075532110540007,3,pink,low
29,30,K29_GEP4,K30_GEP13,0.6222879946437394,3,pink,low
29,30,K29_GEP4,K30_GEP18,0.4815137863957879,3,pink,low
29,30,K29_GEP4,K30_GEP26,0.40945202143489123,3,pink,low
26,27,K26_GEP14,K27_GEP12,0.9442515937565388,1,green,high
26,27,K26_GEP14,K27_GEP25,0.5977829706590772,2,red,low
28,29,K28_GEP23,K29_GEP16,0.8959952245167737,1,purple,low
28,29,K28_GEP23,K29_GEP24,0.6162781688712465,1,purple,low
7,8,K7_GEP4,K8_GEP5,0.9972379574843099,1,green,high
20,21,K20_GEP18,K21_GEP20,0.7817675544381537,2,red,low
4,5,K4_GEP4,K5_GEP4,0.9810218871007512,1,green,high
4,5,K4_GEP4,K5_GEP5,0.20392557071746242,2,red,low
22,23,K22_GEP17,K23_GEP10,0.46514163398355807,3,pink,low
22,23,K22_GEP17,K23_GEP17,0.6953917317138251,1,purple,low
10,11,K10_GEP10,K11_GEP10,0.5420950944593044,2,red,low
10,11,K10_GEP10,K11_GEP11,0.9870042294968489,1,green,high
20,21,K20_GEP9,K21_GEP17,0.45784494247037333,2,red,low
27,28,K27_GEP13,K28_GEP16,0.7111379060075831,2,red,low
27,28,K27_GEP13,K28_GEP22,0.7970395500693648,1,purple,low
26,27,K26_GEP25,K27_GEP18,0.693958304685522,2,red,low
26,27,K26_GEP25,K27_GEP22,0.5430155481632502,3,pink,low
26,27,K26_GEP25,K27_GEP24,0.4692788890788303,2,red,low
26,27,K26_GEP25,K27_GEP25,0.5081851844603645,3,pink,low
26,27,K26_GEP25,K27_GEP26,0.9246031179272843,1,green,high
19,20,K19_GEP17,K20_GEP15,0.3943765393981271,2,red,low
19,20,K19_GEP17,K20_GEP17,0.5853749922319464,2,red,low
19,20,K19_GEP17,K20_GEP18,0.5772136350561976,2,red,low
19,20,K19_GEP17,K20_GEP19,0.7881679708247962,1,purple,low
19,20,K19_GEP17,K20_GEP20,0.756432136283379,2,red,low
25,26,K25_GEP5,K26_GEP8,0.9926137718893586,1,green,high
15,16,K15_GEP4,K16_GEP4,0.9930847630021957,1,green,high
22,23,K22_GEP15,K23_GEP13,0.5326849196098495,3,pink,low
22,23,K22_GEP15,K23_GEP19,0.6691010784800231,2,red,low
20,21,K20_GEP14,K21_GEP18,0.9342398346722578,1,green,high
