K,GEP,program_id,gep_col,top1_celltype,top_celltypes,celltype_gap
28,GEP24,K28_GEP24,24,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (74%), Tumor/Epithelials (41%), Plasma_XBP1 (17%), Fibroblasts/Stromal (16%)",0.23737612081170364
28,GEP25,K28_GEP25,25,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (69%), Tumor/Epithelials (46%), Bcells_CD19 (11%), Plasma_XBP1 (11%)",0.34591788579518645
28,GEP26,K28_GEP26,26,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (74%), Tumor/Epithelials (49%), Fibroblasts/Stromal (16%), Plasma_XBP1 (9%)",0.3308164228409627
28,GEP27,K28_GEP27,27,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (78%), Tumor/Epithelials (60%), Fibroblasts/Stromal (11%), Bcells_CD19 (7%)",0.4832468145351581
28,GEP28,K28_GEP28,28,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (66%), Tumor/Epithelials (41%), Plasma_XBP1 (13%), Fibroblasts/Stromal (12%)",0.27041057102406796
29,GEP1,K29_GEP1,1,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (68%), CD4+Tcells (29%), Tumor/Epithelials (25%), Tregs (14%)",0.043888626710712614
29,GEP2,K29_GEP2,2,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (84%), Bcells_CD19 (62%), Tumor/Epithelials (16%), Fibroblasts/Stromal (5%)",0.46106654082114207
29,GEP3,K29_GEP3,3,Tumor/Epithelials,"Tumor/Epithelials (97%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.9485606418121756
29,GEP4,K29_GEP4,4,Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Plasma_XBP1/Tumor/Epithelials/Fibroblasts/Stromal (93%), Plasma_XBP1 (59%), Tumor/Epithelials (27%), Fibroblasts/Stromal (7%)",0.3147711184521001
29,GEP5,K29_GEP5,5,Tumor/Epithelials,"Tumor/Epithelials (94%), Fibroblasts/Stromal (3%), Endothelials (1%)",0.9098631429919773
29,GEP6,K29_GEP6,6,Tumor/Epithelials,"Tumor/Epithelials (91%), Fibroblasts/Stromal (5%), Endothelials (1%)",0.8650306748466258
29,GEP7,K29_GEP7,7,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Mac_C1Q_ZEB2 (77%), Tumor/Epithelials (44%), Fibroblasts/Stromal (23%), Mac_C1Q_ZEB2 (11%)",0.21236432279377063
29,GEP8,K29_GEP8,8,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (59%), Tumor/Epithelials (35%), Endothelials (3%)",0.24209532798489858
29,GEP9,K29_GEP9,9,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Endothelials (96%), Fibroblasts/Stromal (57%), Tumor/Epithelials (36%), Endothelials (3%)",0.20575743275129782
29,GEP10,K29_GEP10,10,Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells,"Mixed: Tumor/Epithelials/CD8+Tcells/CD4+Tcells (61%), Tumor/Epithelials (29%), CD8+Tcells (23%), CD4+Tcells (9%)",0.06465313827277017
29,GEP11,K29_GEP11,11,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (93%), Tumor/Epithelials (52%), Fibroblasts/Stromal (24%), Endothelials (17%)",0.27984898537045777
29,GEP12,K29_GEP12,12,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Endothelials (96%), Tumor/Epithelials (56%), Fibroblasts/Stromal (28%), Endothelials (12%)",0.28032090608777727
29,GEP13,K29_GEP13,13,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (95%), Tumor/Epithelials (80%), Fibroblasts/Stromal (12%), Bcells_CD19 (3%)",0.684285040113261
29,GEP14,K29_GEP14,14,Tumor/Epithelials,"Tumor/Epithelials (82%), Fibroblasts/Stromal (9%), Bcells_CD19 (3%)",0.7234544596507786
29,GEP15,K29_GEP15,15,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (70%), Tumor/Epithelials (35%), Plasma_XBP1 (22%), Fibroblasts/Stromal (13%)",0.13213780084945728
29,GEP16,K29_GEP16,16,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (80%), Tumor/Epithelials (66%), Fibroblasts/Stromal (9%), Bcells_CD19 (5%)",0.5710240679565832
29,GEP17,K29_GEP17,17,Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Bcells_CD19,"Mixed: Fibroblasts/Stromal/Tumor/Epithelials/Bcells_CD19 (82%), Fibroblasts/Stromal (42%), Tumor/Epithelials (36%), Bcells_CD19 (5%)",0.06134969325153372
29,GEP18,K29_GEP18,18,Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal,"Mixed: Tumor/Epithelials/Plasma_XBP1/Fibroblasts/Stromal (72%), Tumor/Epithelials (33%), Plasma_XBP1 (28%), Fibroblasts/Stromal (11%)",0.05238319962246346
29,GEP19,K29_GEP19,19,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (91%), Tumor/Epithelials (78%), Fibroblasts/Stromal (9%), Bcells_CD19 (4%)",0.6852288815479
29,GEP20,K29_GEP20,20,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (83%), Tumor/Epithelials (66%), Fibroblasts/Stromal (10%), Bcells_CD19 (7%)",0.5563945257196791
29,GEP21,K29_GEP21,21,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (83%), Tumor/Epithelials (60%), Fibroblasts/Stromal (17%), Bcells_CD19 (6%)",0.4327512977819727
29,GEP22,K29_GEP22,22,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (88%), Tumor/Epithelials (69%), Fibroblasts/Stromal (15%), Bcells_CD19 (4%)",0.5460122699386503
29,GEP23,K29_GEP23,23,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (75%), Tumor/Epithelials (52%), Fibroblasts/Stromal (13%), Plasma_XBP1 (11%)",0.3935818782444549
29,GEP24,K29_GEP24,24,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (75%), Tumor/Epithelials (48%), Fibroblasts/Stromal (17%), Bcells_CD19 (10%)",0.3058046248230297
29,GEP25,K29_GEP25,25,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (69%), Tumor/Epithelials (47%), Fibroblasts/Stromal (12%), Plasma_XBP1 (10%)",0.35299669655497873
29,GEP26,K29_GEP26,26,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Bcells_CD19 (80%), Tumor/Epithelials (57%), Fibroblasts/Stromal (16%), Bcells_CD19 (7%)",0.40962718263331765
29,GEP27,K29_GEP27,27,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (73%), Tumor/Epithelials (47%), Fibroblasts/Stromal (14%), Plasma_XBP1 (12%)",0.33600755073147714
29,GEP28,K29_GEP28,28,Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1,"Mixed: Tumor/Epithelials/Bcells_CD19/Plasma_XBP1 (64%), Tumor/Epithelials (41%), Bcells_CD19 (12%), Plasma_XBP1 (11%)",0.2958942897593204
29,GEP29,K29_GEP29,29,Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1,"Mixed: Tumor/Epithelials/Fibroblasts/Stromal/Plasma_XBP1 (71%), Tumor/Epithelials (50%), Fibroblasts/Stromal (11%), Plasma_XBP1 (10%)",0.38603114676734307
30,GEP1,K30_GEP1,1,Tumor/Epithelials,"Tumor/Epithelials (97%), Fibroblasts/Stromal (2%), Endothelials (1%)",0.9490325625294951
30,GEP2,K30_GEP2,2,Mixed: CD4+Tcells/Tumor/Epithelials/Tregs,"Mixed: CD4+Tcells/Tumor/Epithelials/Tregs (67%), CD4+Tcells (29%), Tumor/Epithelials (24%), Tregs (14%)",0.04719207173194906
30,GEP3,K30_GEP3,3,Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal,"Mixed: Bcells_CD19/Tumor/Epithelials/Fibroblasts/Stromal (84%), Bcells_CD19 (62%), Tumor/Epithelials (16%), Fibroblasts/Stromal (5%)",0.4596507786691836
